trial_id,loss,FINGERPRINT_FEATURE,MIN_UNIQUE_FOR_NUMERICAL_FEATURES,OUTLIER_REMOVAL_STD,POLYNOMIAL_FEATURES,PREPROCESS_TRANSFORMS,REGRESSION_Y_PREPROCESS_TRANSFORMS,average_before_softmax,max_depth,model_path,model_type,n_estimators,softmax_temperature
74,0.0021409101483073323,1,0,0,0,30,0,0,2,5,1,0,0
67,0.002473101124029055,1,0,0,0,128,0,0,1,5,1,0,0
27,0.0024891225194637327,1,0,0,0,115,0,0,2,5,1,0,0
70,0.00249238266214767,1,0,0,0,128,0,0,1,5,1,0,0
36,0.002639437975945358,1,0,0,0,2,0,0,1,5,1,0,1
28,0.002674300130731071,1,0,0,0,20,0,0,1,5,1,0,0
21,0.0027275892562061213,1,0,0,0,46,0,0,2,5,1,0,0
62,0.002833901503327128,1,1,0,0,8,0,0,2,1,1,0,0
66,0.002835471517983453,1,0,0,0,39,0,0,1,5,1,0,0
34,0.0028588190219712415,0,0,0,0,150,2,0,1,1,1,0,0
69,0.0029365389507154337,1,0,0,0,147,0,0,1,5,1,0,0
63,0.00294655049957953,1,0,1,0,38,2,0,1,5,1,0,3
29,0.0029593285826781082,1,0,0,0,20,0,0,1,5,1,0,0
93,0.0030240630123547535,0,0,2,0,32,1,0,3,2,1,0,0
92,0.003158513011406212,1,0,0,0,160,0,0,2,5,1,0,0
71,0.0031821588764317714,1,0,0,0,51,0,0,1,5,1,0,0
76,0.0032681570038653575,1,1,2,0,30,1,0,2,1,1,0,0
72,0.0033523941079055867,1,0,0,0,136,0,0,1,5,1,0,0
47,0.0034301877319923447,1,1,2,0,177,0,0,3,5,1,0,1
50,0.0034637585345860702,0,3,0,0,91,2,1,3,5,1,0,1
2,0.003476139868642402,1,0,0,0,46,0,0,2,4,1,0,3
82,0.003561006040231684,1,0,2,0,15,1,1,2,5,1,0,0
65,0.00357824754540097,1,0,0,0,74,0,0,1,5,1,0,0
68,0.0036266058275277384,1,0,0,0,45,0,0,1,5,1,0,0
25,0.003660111034765527,1,0,0,0,99,0,0,2,1,1,0,3
37,0.003664235018236132,0,2,0,0,114,2,0,2,5,1,0,1
88,0.0036679370407791765,1,0,0,0,145,0,0,3,5,1,0,4
98,0.003816776475788887,0,2,0,0,175,0,0,2,5,1,0,0
80,0.0038289237997083552,0,0,0,0,115,0,0,2,6,1,0,0
31,0.003837652114102758,1,0,0,0,71,2,0,1,5,1,0,0
33,0.003842571943782039,1,1,0,0,116,0,0,1,5,1,0,0
22,0.0038658853488144087,1,0,0,0,46,0,0,2,4,1,0,0
83,0.00392040963634545,1,1,0,0,154,2,0,2,2,1,0,2
75,0.004003450136098741,1,0,0,0,92,0,0,2,4,1,0,0
24,0.0040085159903766356,1,0,0,0,62,0,0,1,6,1,0,0
30,0.00409767009916939,1,1,0,0,122,0,0,1,5,1,0,0
73,0.004161694207860712,1,0,0,0,128,0,0,1,2,1,0,0
16,0.00422215471314632,1,3,2,0,14,0,0,2,5,1,0,2
23,0.0042356349979242956,1,0,0,0,78,0,0,2,3,1,0,0
94,0.004289377061590834,1,3,0,0,126,0,0,2,1,1,0,5
78,0.004291526300819876,1,2,1,0,107,2,0,2,3,1,0,0
54,0.0043015530542878655,0,1,0,0,105,0,0,1,6,1,0,1
49,0.004410944886952338,1,2,0,0,36,0,0,1,1,1,0,5
17,0.004487115884492863,1,2,1,0,142,1,1,3,2,1,0,1
42,0.004518571920745185,1,1,0,0,2,1,1,2,3,1,0,4
20,0.004557996415857263,1,0,2,0,16,0,0,1,6,1,0,0
