temperature,pressure,z_carbon dioxide,z_hydrogen,z_argon,Tc,Pc,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_argon,y_carbon dioxide,y_hydrogen,y_argon,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_argon
200.0,2.533660973293598,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,108.12092983359837,2.523660973293598,1222.3404869424523,6.794288575840255,0.99979078168903,1.5782500165736802e-05,0.00019343581080431536,0.9464029682649807,0.023826242117758162,0.029770789617261095,19.888145493073033,0.6057278169426618,1.000000000787172,1.7674410377030376,5.795451315155704
200.0,14.264468624438573,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,108.12092983359837,2.523660973293598,1219.7576552483044,20.53889208137262,0.9857511562436044,0.001705637555827608,0.012543206200568063,0.1907493303205476,0.457929920017577,0.3513207496618754,18.275850849997596,0.6632862590911486,1.0000000009386671,1.5824851528297255,5.2061258369486
200.0,25.99527627558355,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,108.12092983359837,2.523660973293598,1217.8001502141415,28.833773169998672,0.9769162027720297,0.00397561449430259,0.01910818273366773,0.11628652574681664,0.5873930080117962,0.29632046624138736,17.27362180247498,0.7004237212653415,1.000000001034429,1.482196171514219,4.810838806782274
200.0,37.72608392672853,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,108.12092983359837,2.523660973293598,1216.2200805305133,34.09152687377929,0.9709019363401662,0.006521704537575825,0.02257635912225789,0.08790519321807223,0.6697765118318959,0.24231829495003182,16.58111700540651,0.7272022937898783,1.0000000011408683,1.4221718717429008,4.514297945132172
200.0,49.4568915778735,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,108.12092983359837,2.523660973293598,1214.853377664115,37.866554567629656,0.9662746424027712,0.009167025047944513,0.02455833254928429,0.0729545345579079,0.7257586000552319,0.20128686538686028,16.039262334057984,0.7488404012000992,1.000000000061216,1.3789090752004733,4.270570617087274
200.0,61.18769922901847,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,108.12092983359837,2.523660973293598,1213.6225202775054,40.88000854028274,0.9623847829477757,0.01183311840486348,0.02578209864736084,0.06380342576247826,0.7656013001130259,0.17059527412449588,15.5795655047934,0.7676890772183627,1.0000000010402925,1.3456859623657391,4.059431144670401
200.0,72.91850688016345,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,108.12092983359837,2.523660973293598,1212.490536752121,43.46817077989371,0.9589326655556354,0.014484704244154748,0.0265826302002099,0.05770241791254528,0.7951122701927235,0.1471853118947313,15.171148596584883,0.7847931329983325,1.000000000897735,1.3171582877499635,3.8713860161722424
200.0,84.64931453130842,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,108.12092983359837,2.523660973293598,1211.4380770036837,45.80037241372998,0.9557676334445853,0.01710479255857169,0.027127573996843044,0.053409399059873595,0.8177025275208342,0.12888807341929212,14.79858455732626,0.8008166243181883,1.0000000006659064,1.2925905987890796,3.7020571218369365
200.0,96.38012218245339,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,108.12092983359837,2.523660973293598,1210.4539074397762,47.96872828155871,0.9528070699774268,0.01968474117154516,0.027508188851027928,0.05027802408640558,0.8354641154082324,0.11425786050536202,14.45336963670851,0.816026477610189,1.0000000003555227,1.2707203789362442,3.549045335091722
200.0,108.11092983359836,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,108.12092983359837,2.523660973293598,1209.5308297501008,50.026611986345316,0.950002108521503,0.02222006572938427,0.027777825749112646,0.04793746433271699,0.84973694530214,0.10232559036514309,,,,,
210.0,4.118470918154982,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,92.60378744844928,4.108470918154982,1190.789982514399,10.714010304255488,0.9996582423691521,3.049166633132502e-05,0.0003112659645165718,0.9478291028088629,0.023192140722068398,0.02897875646906869,17.540713045490673,0.65222785028066,1.000000000470216,1.6211727760942136,4.511084305641903
210.0,13.949061643743237,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,92.60378744844928,4.108470918154982,1188.1857176247606,22.3719146624807,0.9871917794434194,0.0016602203808033418,0.011148000175777334,0.3098907400633094,0.3761116426036463,0.31399761733304443,16.357972814964054,0.6963821424156578,1.0000000006003968,1.4936805963531017,4.165968379220966
210.0,23.779652369331494,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,92.60378744844928,4.108470918154982,1186.053095967239,30.130761707293978,0.978514002038423,0.0038103020727113675,0.017675695888865625,0.19800635149611612,0.5077897530231008,0.29420389548078313,15.547932024855857,0.7281758601405641,1.0000000006861514,1.419079260416264,3.9072467112882214
210.0,33.610243094919745,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,92.60378744844928,4.108470918154982,1184.2479731347491,35.32849310141718,0.9722467970116092,0.0062683399519727016,0.021484863036418136,0.15120352965509737,0.595056252445265,0.2537402178996375,14.9611479604587,0.7519138790303493,1.0000000005907712,1.3704311263391007,3.701935743307614
210.0,43.440833820508004,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,92.60378744844928,4.108470918154982,1182.6458544301222,39.091097887302006,0.9673305138287097,0.008874942827587502,0.023794543343702762,0.12539981389191,0.6572860227489471,0.21731416335914294,14.497036957042024,0.7713623359642334,1.0,1.3362297728961414,3.5285601148563916
210.0,53.271424546096256,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,92.60378744844928,4.108470918154982,1181.175192646745,42.05370687854988,0.9631845591682644,0.011544069667583956,0.02527137116415167,0.10907756256768236,0.70326951074888,0.1876529266834376,14.103461886228846,0.7881834377273216,1.0000000005844263,1.3087787372448918,3.375786903691662
210.0,63.102015271684515,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,92.60378744844928,4.108470918154982,1179.7979345729736,44.55005699980184,0.9595085692611477,0.014231712252747152,0.026259718486105164,0.097877416531853,0.7382818456871485,0.1638407377809985,13.754222637026794,0.8035677501374238,1.0000000005564944,1.2865106090957055,3.237786988612414
210.0,72.93260599727277,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,92.60378744844928,4.108470918154982,1178.4931766827222,46.760827021864465,0.9561413487765404,0.0169145807242342,0.026944070499225325,0.08977174693227223,0.765640453830573,0.14458779923715467,13.435448699549502,0.8179390403749764,1.000000000487855,1.2669197208778644,3.112367728365146
210.0,82.76319672286103,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,92.60378744844928,4.108470918154982,1177.2487052466852,48.78912148809273,0.9529911775552466,0.01957970497936386,0.027429117465389424,0.08368410627054847,0.7874932451937582,0.1288226485356934,13.139293280209714,0.8312217861452638,1.0000000004412457,1.249066553220505,2.9971417639107645
210.0,92.59378744844928,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,92.60378744844928,4.108470918154982,1176.0568932009503,50.6968782815948,0.9500027479403147,0.022219529565225035,0.027777722494460245,0.0789877514750827,0.8052735592521414,0.11573868927277581,12.86101015338154,0.8442882256089426,1.0000000003694236,1.2333190306418405,2.890102057911712
220.0,6.377751629892449,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,81.97403304783873,6.3677516298924495,1157.5829073735451,16.207293142702003,0.9994610166004582,5.658247403834178e-05,0.0004824009255035015,0.9486323235194312,0.022834909364098353,0.028532767116470428,15.248736406228716,0.7055421100961454,1.0000000000306897,1.4983601638054684,3.6053770475805083
220.0,14.776227342997592,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,81.97403304783873,6.3677516298924495,1154.9394551897656,26.277817988445776,0.9883407986051602,0.0016577183624875674,0.010001483032352125,0.44557872703591556,0.2927709060885093,0.261650366875575,14.367431954457626,0.7411534968186423,1.0000000004047183,1.4087662953811397,3.3947825735567094
220.0,23.174703056102736,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,81.97403304783873,6.3677516298924495,1152.6565643920876,33.55187529894511,0.9799629826201222,0.003717733570725557,0.016319283809152225,0.30507275310734394,0.4205103064513651,0.27441694044129095,13.716200255568893,0.7685879252954714,1.0000000009046088,1.352654567946997,3.2231719391639935
220.0,31.57317876920788,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,81.97403304783873,6.3677516298924495,1150.6519086843177,38.74418947352813,0.9735550193050758,0.006094592798857717,0.020350387896066437,0.23885402676959083,0.5091220759964569,0.2520238972339523,13.221144880734633,0.7901025352985983,1.0000000006296423,1.314376111595551,3.080258819552576
220.0,39.97165448231302,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,81.97403304783873,6.3677516298924495,1148.8369579120745,42.613086658924836,0.9683916476284637,0.00865625981399352,0.02295209255754277,0.20016167915575206,0.5753052281900418,0.22453309265420612,12.822365020398163,0.8080415035807483,1.0000000005365817,1.286824243697139,2.9563687487756507
220.0,48.37013019541816,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,81.97403304783873,6.3677516298924495,1147.1502500296097,45.674125980953306,0.9639975211195042,0.01131714724261244,0.024685331637883414,0.17474750063422936,0.6261871080504958,0.19906539131527487,12.482967607718257,0.8237201134899217,1.0000000005309386,1.2649963875064536,2.845448365530773
220.0,56.768605908523305,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,81.97403304783873,6.3677516298924495,1145.5546754912075,48.23552918627775,0.9600940228587086,0.014027399159562795,0.02587857798172859,0.15679803649932073,0.6661648132591612,0.177037150241518,12.182038892447439,0.8376438899459914,1.0,1.2467019586179442,2.744029336794015
220.0,65.16708162162844,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,81.97403304783873,6.3677516298924495,1144.0282415112956,50.478915842199505,0.9565191175347331,0.016758153501903423,0.026722728963363536,0.14348478344991208,0.6981839408808915,0.1583312756691963,11.907628552075186,0.8509040368202384,1.0000000005032654,1.2312783381079784,2.6502169729039644
220.0,73.56555733473358,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,81.97403304783873,6.3677516298924495,1142.557574016314,52.51401894536739,0.9531757571317893,0.019492214696892475,0.02733202817131835,0.13325899226893148,0.7242680025207959,0.14247300521027262,11.652681953837838,0.8632274372124655,1.0000000004193352,1.2172638355090621,2.5638035086173128
220.0,81.96403304783873,0.9500000000000001,0.022222000000000002,0.027778000000000004,305.98,93.04,81.97403304783873,6.3677516298924495,1141.1342084897599,54.4095326295813,0.9500034729199435,0.02221895315062822,0.027777573929428357,0.1251978951771011,0.7458343538279507,0.1289677509949482,,,,,
