T_K,P_bubble_bar,P_dew_bar
200,252.9398308841016,2.5239932070737954
201,246.38943159987338,2.6566164670659025
202,240.13842531396665,2.794601160779227
203,234.16795814334876,2.938093294617013
204,228.46071808928824,3.0872406414266123
205,223.00078759525306,3.2421927284844116
206,217.77351220765607,3.403100826441939
207,212.765383337771,3.5701179392990783
208,207.96393340987734,3.7433987954715824
209,203.35764191933447,3.923099840020042
210,198.93585112476094,4.109379228107697
211,194.68869026765495,4.302396819755872
212,190.60700735575116,4.502314175966016
213,186.68230766856507,4.7092945562793425
214,182.9066982477852,4.9235029178465854
215,179.27283772526562,5.145105916081302
216,175.77389091839717,5.374271906974737
217,172.40348769029953,5.611170951149608
218,169.15568562976563,5.855974819736914
219,166.0249361578258,6.108857002159802
220,163.0060537112017,6.369992715915453
221,160.09418769256175,6.639558918448683
222,157.2847969114346,6.9177343212160745
223,154.57362626985923,7.204699406045782
224,151.95668547319792,7.500636443904027
225,149.430229570276,7.80572951618597
226,146.9907411474555,8.12016453865679
227,144.63491401994406,8.444129288176827
228,142.35963827963107,8.777813432355131
229,140.1619865731427,9.121408562284541
230,138.03920149725155,9.475108228524853
231,135.98868400928401,9.83910798051242
232,134.00798276120574,10.213605409588247
233,132.0947842745655,10.598800195853444
234,130.24690388178408,10.994894159077917
235,128.4622773665288,11.402091313905686
236,126.73895324224353,11.820597929625013
237,125.0750856136962,12.250622594790242
238,123.46892757157237,12.692376287013353
239,121.91882507484235,13.146072448266649
240,120.42321127945088,13.611927066076765
241,118.98060127598688,14.090158761019644
242,117.58958720189601,14.580988880968171
243,116.24883369706274,15.084641602592926
244,114.95707367406219,15.601344040656546
245,113.71310437676422,16.131326365709413
246,112.5157837032988,16.674821930845717
247,111.36402677092642,17.232067408257578
248,110.25680270250461,17.803302936398683
249,109.19313161540724,18.38877227865724
250,108.17208179532915,18.988722994542737
251,107.19276703846603,19.603406624499577
252,106.25434414691172,20.233078889590892
253,105.35601056265786,20.877999907441236
254,104.49700212688371,21.5384344259966
255,103.67659095157377,22.21465207684304
256,102.89408339138173,22.90692765005033
257,102.14881810411595,23.615541392750288
258,101.44016418869242,24.340779333950536
259,100.76751938964107,25.08293363841287
260,100.13030835774958,25.842302992811394
261,99.52798095631145,26.61919302782626
262,98.96001060265436,27.413916780351293
263,98.42589263463668,28.226795200594584
264,97.92514269129045,29.05815770956427
265,97.45729509685643,29.90834281326146
266,97.02190123666652,30.777698780887384
267,96.61852791259997,31.666584395547464
268,96.24675566514478,32.5753697873052
269,95.90617704759687,33.5044373601198
270,95.5963948364345,34.454182826179405
271,95.3170201599516,35.42501636354798
272,95.0676705245807,36.41736391595743
273,94.8479677152633,37.43166865712325
274,94.65753554214388,38.46839264631409
275,94.49599740081236,39.52801870723486
276,94.36297360712818,40.6110525689579
277,94.25807845942616,41.71802531588059
278,94.18091697091482,42.84949620409284
279,94.13108120224126,44.006055914711176
280,94.10814610724994,45.188330331476855
281,94.11166478404253,46.396984951501985
282,94.14116299516343,47.63273006600175
283,94.19613278461098,48.896326884464926
284,94.27602497066229,50.18859482414132
285,94.38024022894352,51.51042025151017
286,94.50811839255176,52.86276705001514
287,94.65892547553315,54.24668950853905
288,94.8318377592735,55.663348192093316
289,95.02592204498336,57.11402969209317
290,95.24011083684296,58.60017149213644
291,95.47317072481573,60.12339368056054
292,95.72366149575434,61.68553998073624
293,95.98988237094723,63.288731700515754
294,96.26979999426953,64.93543997530625
295,96.56094993041314,66.62858454330346
296,96.86029864707484,68.37167207601286
297,97.16404464391007,70.16899539716185
298,97.46732228489324,72.02593002734937
299,97.7637429120507,73.94939346869467
302,98.50506817482173,98.50506817481748
303,98.63718568912432,98.63718568912975
304,98.64166655644134,98.64166655643865
