T,P,z_carbon dioxide,z_argon,z_nitrogen,z_methane,z_oxygen,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_argon,x_nitrogen,x_methane,x_oxygen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_argon,y_nitrogen,y_methane,y_oxygen,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_argon,rhoL3_nitrogen,rhoL4_methane,rhoL5_oxygen,rhoL6_carbon monoxide,rhoL7_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_argon,rhoV3_nitrogen,rhoV4_methane,rhoV5_oxygen,rhoV6_carbon monoxide,rhoV7_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,2.3748816111,0.97,0.006977,0.006877,0.000523,0.001156,0.004041,0.010426,0.027828676024995322,0.00014845714410170773,0.9637019579539067,6.585950753011691e-05,2.5627856601234278e-05,1.648194245743526e-05,1.24689480542623e-05,1.810025401006161e-05,0.03615950353744016,0.9705576053143664,0.0075888867798485846,0.007483595111608033,0.0005678452326359983,0.0012572440036191306,0.004397172642403882,0.00814765091551782,0.026818549572552933,1.8327828982213634e-06,7.131893185707864e-07,4.586706369105811e-07,3.4699431577456133e-07,5.03706104816127e-07,0.0010062711091680945,0.00014408621027116328,1.126624458247526e-06,1.1109931578828293e-06,8.430068152891015e-08,1.8664685421629324e-07,6.527916926134401e-07,1.20957698605544e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,20.326714455197816,-0.03872891164865777,-0.04154533453812448
200.0,2.6954943578,0.97,0.006977,0.006877,0.000523,0.001156,0.004041,0.010426,0.027791145155821203,0.0001685712316165678,0.987163053994503,0.0004128457583109519,0.0001662811881846355,9.331097591540524e-05,7.738471811504387e-05,0.00011688992513541058,0.011970233439835358,0.8808544777573181,0.04107145417722836,0.041732715847230054,0.0027548203081011907,0.006758366725255715,0.024422969437001653,0.0024051957478648687,0.027434391726024996,1.1473456396184742e-05,4.621144637521626e-06,2.593218876296363e-06,2.150609933977491e-06,3.248504876691269e-06,0.00033266649507552936,0.00014848672419051975,6.923465614938813e-06,7.034935309071828e-06,4.643834522189505e-07,1.139266202592786e-06,4.117010037729163e-06,4.054468094965128e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.99618228839813,-0.054459858822159646,-0.07180583525250483
200.0,3.0161071046,0.97,0.006977,0.006877,0.000523,0.001156,0.004041,0.010426,0.027788035204310033,0.00018861157024883967,0.987085020093324,0.000803679951072393,0.00033557442907176374,0.00016241110723587106,0.0001494737499221113,0.0002347177495642519,0.011229122919809625,0.7914078419596409,0.0715075972009131,0.07525545685817822,0.004292287257045326,0.011677362816302519,0.04382861262807398,0.002030841279845991,0.027429153288000364,2.233268677339782e-05,9.324954048712411e-06,4.513085565441357e-06,4.153581824955863e-06,6.522345087967858e-06,0.00031203526300919456,0.00014926867577925342,1.3487160192785752e-05,1.4194049887814804e-05,8.095750395104038e-07,2.2024857371482307e-06,8.266583449609156e-06,3.8304016271791556e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.93447915906234,-0.09695954642643656,-0.13062297912950882
200.0,3.3367198513,0.97,0.006977,0.006877,0.000523,0.001156,0.004041,0.010426,0.027785742285855515,0.00020869430056109158,0.9865236473723944,0.001181691283483942,0.0005115148407290574,0.00021656391405258657,0.00021815175773723811,0.0003559344483662195,0.01099249638323652,0.718665166544266,0.09512720789680867,0.1036999420728961,0.0051840812304728735,0.015421248250798682,0.06009311221347465,0.0018092417912828921,0.027411291824791555,3.283416946432664e-05,1.4212819539888019e-05,6.017389104281334e-06,6.061508519693285e-06,9.88990285296192e-06,0.0003054346715828088,0.000149981324269576,1.9852506116354032e-05,2.1641586879128765e-05,1.0818882064454192e-06,3.218326617479388e-06,1.2541090021930283e-05,3.775784501776796e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.880110408051696,-0.1402671707348233,-0.18976946369007663
200.0,3.657332598,0.97,0.006977,0.006877,0.000523,0.001156,0.004041,0.010426,0.027783663610766306,0.0002288204512587041,0.9858642282475862,0.0015456422219574573,0.0006935304020613235,0.00025992727164851116,0.00028332289932289504,0.00048003059248029865,0.010873318364943374,0.6585282764157849,0.1136140416592342,0.12828069536687697,0.005688061599520794,0.01828978277457221,0.07395560672910996,0.0016435354549008722,0.02739092008351867,4.2943603557463386e-05,1.9268815394711318e-05,7.221731878746508e-06,7.871748128014325e-06,1.3337008504349463e-05,0.0003021006197843542,0.00015068473737607654,2.5997216281791174e-05,2.935324660162914e-05,1.3015448219896542e-06,4.185076347901286e-06,1.6922555304866195e-05,3.7607452445009706e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.82840932105888,-0.1838698526472733,-0.24877085028450452
200.0,3.9779453447,0.97,0.006977,0.006877,0.000523,0.001156,0.004041,0.010426,0.027781674574887866,0.00024898969375750655,0.9851763786585778,0.0018953135645706045,0.000881383632662353,0.00029532823626162927,0.0003450741976552573,0.0006067373617179294,0.010799784348554466,0.6080164133966416,0.12818424734623568,0.14988309950319123,0.005953375945433293,0.02049802071559704,0.08595426370475233,0.0015105793881486512,0.02736984955075911,5.265498466827125e-05,2.4486313258257996e-05,8.204712952596182e-06,9.586739063448891e-06,1.685617993567354e-05,0.0003000360942505075,0.00015138982057116729,3.191655649127569e-05,3.731934704472546e-05,1.4823292534767416e-06,5.103795900611532e-06,2.1401725796998244e-05,3.7611869925153427e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.778375970798017,-0.22763806858925406,-0.3075445601762148
200.0,4.2985580914,0.97,0.006977,0.006877,0.000523,0.001156,0.004041,0.010426,0.027779729002039122,0.00026920163666100674,0.984481518905901,0.002230769987387768,0.001074900520429349,0.00032470322257132386,0.0004035353135419306,0.0007358349359684107,0.010748737114200208,0.5650034528650938,0.13971216262391126,0.16914107399860714,0.006068655168386231,0.02219975941754897,0.0964747044574974,0.0014001914689552137,0.027348629802721784,6.197018571551442e-05,2.9860445161678135e-05,9.02016752912017e-06,1.121010165294772e-05,2.0441295111435258e-05,0.0002985970041466418,0.00015209985423040323,3.7610742839805646e-05,4.5533053947025496e-05,1.633691903660851e-06,5.9762115686847805e-06,2.597114833634522e-05,3.7693383508152275e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.72961492341881,-0.2715025129740738,-0.36605873394651667
200.0,4.6191708382,0.97,0.006977,0.006877,0.000523,0.001156,0.004041,0.010426,0.027777804552781487,0.00028945595147886004,0.9837880189642055,0.0025522230250230532,0.0012739276263329736,0.0003494157005007898,0.0004588522903007415,0.0008671223024795766,0.01071044009115726,0.527942286578444,0.14883978660020344,0.18651711857460052,0.006088286697219484,0.023507254612194727,0.10579870147168398,0.0013065654656537755,0.02732747131215579,7.08951523641991e-05,3.538691261866619e-05,9.706001036184171e-06,1.2745909238570149e-05,2.4086753841635548e-05,0.00029751251152644153,0.00015281603688748852,4.308256204827237e-05,5.3988490024106354e-05,1.762290818819752e-06,6.804314750428646e-06,3.062406379971416e-05,3.7819315003023343e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.681915802780605,-0.3154232443726741,-0.4243031171084759
200.0,4.9397835849,0.97,0.006977,0.006877,0.000523,0.001156,0.004041,0.010426,0.02777588876189825,0.00030975237900858753,0.9830995802812469,0.0028599776848296046,0.0014783194197701968,0.0003704513200846839,0.0005111776403318383,0.0010004085211367615,0.01068008513260006,0.4956824641362364,0.1560486372358366,0.20235569586295027,0.006046574985092247,0.02450411850006452,0.11413657763369006,0.0012259316461301086,0.027306464583760775,7.943842203533839e-05,4.106163575809095e-05,1.0289614658370543e-05,1.4198413275426773e-05,2.7787235799549825e-05,0.0002966488566107026,0.00015353882249903808,4.833643662484844e-05,6.268015819948704e-05,1.8729409864861384e-06,7.590209000903326e-06,3.535407645393384e-05,3.79735243890715e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.635145464114967,-0.3593689595891192,-0.48227062349438654
200.0,5.2603963316,0.97,0.006977,0.006877,0.000523,0.001156,0.004041,0.010426,0.027773974094811867,0.00033009071899661437,0.9824179258918962,0.0031544029314370474,0.0016879333507693786,0.000388539380994659,0.0005606652506990255,0.0011355094799167474,0.01065502371428684,0.46735140047798895,0.16170678980362546,0.21691828280103997,0.0059656514075110524,0.025253758400877832,0.1216484614680526,0.0011556556409042585,0.02728565002400033,8.761030530233117e-05,4.688061715803771e-05,1.0791282702559896e-05,1.5571902148775934e-05,3.153761087962104e-05,0.0002959323526202088,0.00015426835980785405,5.337791051291312e-05,7.160271193330621e-05,1.9692061623884877e-06,8.336031267912555e-06,4.015502811082142e-05,3.8147120141857986e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.58920965467036,-0.40331418473386194,-0.5399561529868038
