idx,split,source_id,temperature,pressure,actual,predicted,residual
8136,test,42,200.0,2.724894655337337,22.513326133439744,20.144807243679438,2.3685188897603062
12003,test,62,200.0,4.01754040802189,21.81981760417108,19.56872921718461,2.2510883869864706
5423,test,28,200.0,2.733017418964459,22.45668195527936,19.669057480054377,2.787624475224984
12002,test,62,200.0,2.7478142248076383,22.45368928596724,19.597337307317716,2.856351978649524
0,test,0,200.0,2.7085961801269063,22.51169964227268,20.010139002198237,2.5015606400744446
7183,test,37,205.0,3.541034651623731,21.11276937859528,18.579948975291117,2.5328204033041644
6984,test,36,200.0,3.8462148919236654,21.976721011190527,19.700933745864162,2.2757872653263647
5424,test,28,200.0,4.361424774903746,21.8235658410136,19.63236797596231,2.19119786505129
2124,test,11,200.0,39.056991867079134,16.35646742059548,18.814843545350143,-2.4583761247546647
6983,test,36,200.0,2.7377158744619967,22.486366635637644,19.72590924066425,2.7604573949733933
11812,test,61,200.0,2.6799483480542925,22.521890833495032,20.150778409176255,2.3711124243187776
10265,test,53,200.0,2.7379350951730808,22.49224854817496,19.750489957652675,2.7417585905222843
1548,test,8,205.0,3.463881808273171,21.12599674639281,18.94897329022065,2.1770234561721615
2495,test,13,200.0,2.6800376794619423,22.525655156201484,20.24858728031252,2.2770678758889638
14138,test,73,200.0,33.14941264976151,15.3879657872707,18.602961370882312,-3.2149955836116124
12390,test,64,200.0,2.6946702544385883,22.47389833874186,20.148158351328306,2.325739987413556
14158,test,73,210.0,31.651263402710857,14.0640648716211,16.583555493352563,-2.519490621731462
15695,test,81,200.0,2.7679327683967103,22.484246062922463,19.48024511050879,3.004000952413673
9102,test,47,200.0,5.547340337056078,21.78376917571397,19.556764063803655,2.227005111910316
15705,test,81,205.0,3.540302848326797,21.09420343572137,18.436262633492035,2.6579408022293336
7193,test,37,210.0,4.47070342733795,19.73997092724217,17.532422415168057,2.207548512074112
12810,test,66,210.0,4.4705682675399645,19.73872841699202,17.537736032581492,2.2009923844105295
9101,test,47,200.0,2.7385151527696654,22.50948975543881,19.620049459018546,2.889440296420265
16678,test,86,205.0,3.497170312953502,21.0922736218709,18.74148341869686,2.3507902031740393
15307,test,79,200.0,2.7386840698588606,22.527052181110072,20.085896896067524,2.441155285042548
18396,val,95,200.0,2.7087994826902446,22.51246835918819,19.983547680494254,2.528920678693936
5803,val,30,200.0,2.767330090921776,22.455259262820647,19.42399061374401,3.0312686490766367
1,val,0,200.0,3.710040345968999,22.18480575849206,19.98757555128175,2.1972302072103105
18216,val,94,205.0,3.464092558898082,21.1298700907051,18.825999565203077,2.303870525502024
2123,val,11,200.0,35.0210054591193,16.705866270808468,18.905778003230765,-2.199911732422297
1926,val,10,205.0,3.5024728097497766,21.132283439031816,18.938088525798705,2.1941949132331118
17446,val,90,205.0,3.4640715866114515,21.126189619871653,18.912667533239187,2.213522086632466
12998,val,67,205.0,24.712567501307504,15.515959424343125,17.860541238028205,-2.34458181368508
6783,val,35,200.0,2.679976652308808,22.52323163035018,20.229557333415002,2.293674296935176
18976,val,98,200.0,2.7386603942349943,22.51129134870488,19.57713199839823,2.9341593503066505
17636,val,91,200.0,2.708100121111688,22.495272569773697,19.919120928041238,2.5761516417324586
17646,val,91,205.0,3.46297616207661,21.10672476904276,18.8755326078696,2.2311921611731584
4853,val,25,210.0,4.433401976653597,19.70186125790348,17.469829664916787,2.2320315929866936
8721,val,45,200.0,2.738093099504657,22.50533288982729,19.80550896534028,2.69982392448701
15895,val,82,205.0,3.540458595873505,21.09842527809329,18.422398147097205,2.6760271309960864
770,val,4,200.0,2.6797311197882303,22.51567333440068,20.144811361958645,2.370861972442036
2306,val,12,200.0,4.832204435787524,21.95985927786501,19.755050103413268,2.204809174451743
12201,val,63,205.0,3.5206301735751886,21.109736584849266,18.677271648833468,2.4324649360157977
13369,val,69,205.0,3.5280843254560565,21.08535113877875,18.54743551787162,2.537915620907132
1918,val,10,200.0,2.738482492768076,22.517553030240684,19.981882198837113,2.5356708314035714
5813,val,30,205.0,3.539202139205733,21.06084792438794,18.380019357981368,2.6808285664065714
580,val,3,200.0,2.708612754334499,22.51152407426845,20.008885082187433,2.5026389920810175
14329,val,74,200.0,2.6801601367425514,22.5309148314742,20.30356206488925,2.22735276658495
14717,val,76,200.0,2.7384123632887345,22.50936971652972,19.737954174302033,2.771415542227686
11034,val,57,200.0,5.145729840299807,21.864371495656727,19.640931539180414,2.2234399564763123
