T,P,z_carbon dioxide,z_nitrogen,rho_l,rho_v,x_carbon dioxide,x_nitrogen,y_carbon dioxide,y_nitrogen,rhoL1_carbon dioxide,rhoL2_nitrogen,rhoV1_carbon dioxide,rhoV2_nitrogen,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,5.7386933526,0.99,0.01,0.027754704958101898,0.0003600425975071229,0.9951969180510074,0.004803081948992539,0.43689189665186884,0.5631081033481312,0.027621396835718022,0.00013330812238387295,0.00015729969330035236,0.00020274290420677058,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.586075560193265,-0.53402616443584,-0.6285537139774959
200.0,5.9741974985,0.99,0.01,0.027753257212191493,0.0003750036190973429,0.9948592051492969,0.005140794850703082,0.42095467132772846,0.5790453286722715,0.02761058341042482,0.0001426738017666722,0.00015785952522383065,0.00021714409387351224,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.563216306954356,-0.57011626372962,-0.6712064291856343
200.0,6.2097016445,0.99,0.01,0.027751809121132846,0.0003899853676052754,0.9945215209563826,0.005478479043617501,0.406226900401906,0.593773099598094,0.02759977141644025,0.0001520377046925993,0.0001584225470843889,0.0002315628205208865,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.540372833472578,-0.6060147274164684,-0.7136559607300583
200.0,6.4452057904,0.99,0.01,0.02775036068147872,0.000404987846473586,0.9941838649442366,0.005816135055763337,0.39257651710899505,0.6074234828910049,0.02758896083590909,0.00016139984556962493,0.0001589887182400728,0.00024599912823351316,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.517545159232622,-0.6417223563485912,-0.7559031257271229
200.0,6.6807099364,0.99,0.01,0.027748911890693964,0.00042001106480304723,0.993846236717438,0.006153763282561954,0.37989000008457696,0.6201099999154229,0.027578151655569965,0.00017076023512399934,0.00015955800344355286,0.0002604530613594943,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.494733305115094,-0.6772399600009358,-0.7979487473205822
200.0,6.9162140823,0.99,0.01,0.027747462747007717,0.000435055036439101,0.9935086359915623,0.006491364008437809,0.368069230019137,0.631930769980863,0.027567343866006323,0.0001801188810013948,0.00016013037227808748,0.00027492466416101347,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.471937292703753,-0.7125683446508475,-0.8397936432918236
200.0,7.1517182283,0.99,0.01,0.027746013249294862,0.00045011977923709896,0.9931710625757911,0.006828937424208821,0.35702896441951426,0.6429710355804856,0.027556537461044157,0.0001894757882507035,0.00016070579864576183,0.0002894139805913371,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.44915714381273,-0.7477083309195969,-0.8814386439476891
200.0,7.3872223742,0.99,0.01,0.02774456339697907,0.0004652053144580959,0.9928335163587516,0.007166483641248297,0.34669479322710084,0.6533052067728993,0.027545732437261043,0.0001988309597180268,0.000161284260304198,0.00030392105415389797,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.426392880168386,-0.7826607486132993,-0.9228845872431428
200.0,7.6227265202,0.99,0.01,0.027743113189953705,0.00048031166627946636,0.9924959972969168,0.00750400270308323,0.3370014717930943,0.6629985282069056,0.02753492879358435,0.00020818439636935662,0.0001618657384555737,0.00031844592782389263,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.403644523195116,-0.8174264355704359,-0.9641323178594128
200.0,7.8582306662,0.99,0.01,0.027741662628516656,0.0004954388613830754,0.9921585054050941,0.007841494594905926,0.3278915524026334,0.6721084475973667,0.027524126530961437,0.00021753609755521708,0.0001624502173794897,0.00033298864400358575,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.380912093882813,-0.852006236645245,-1.0051826863764077
200.0,8.0937348121,0.99,0.01,0.027740211713316032,0.0005105869286206432,0.991821040748426,0.00817895925157392,0.3193142537935803,0.6806857462064196,0.027513325652082785,0.00022688606123324537,0.00016303768410925673,0.00034754924451138646,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.358195612698072,-0.8864010038331855,-1.0460365495570194
200.0,8.3292389581,0.99,0.01,0.02773876044530506,0.0005257558987289152,0.9914836034358292,0.008516396564170754,0.31122452176232535,0.6887754782376746,0.027502526161154308,0.00023623428415075164,0.0001636281281456282,0.00036212777058328697,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.33549509954045,-0.9206115960236261,-1.0866947702300713
200.0,8.564743104,0.99,0.01,0.027737308825704462,0.0005409458040925852,0.9911461936144702,0.008853806385529722,0.30358224421402913,0.6964177557859708,0.027491728063706027,0.0002455807619984321,0.00016422154120458957,0.0003767242628879956,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.31281057372249,-0.954638879352391,-1.1271582177524948
200.0,8.80024725,0.99,0.01,0.027735856855970385,0.000556156678541077,0.9908088114650672,0.009191188534932825,0.2963515918309991,0.703648408169001,0.02748093136642925,0.000254925489541133,0.00016481791699308942,0.0003913387615479876,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.29014205396676,-0.9884837252259437,-1.1674277661267105
200.0,9.0357513959,0.99,0.01,0.027734404537767363,0.0005713885571820715,0.9904714571979044,0.009528542802095663,0.28950046152329495,0.7104995384767051,0.02747013607703861,0.0002642684607287525,0.0001654172510133393,0.0004059713061687322,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.26748955841158,-1.0221470114927378,-1.2075042952509634
200.0,9.2712555419,0.99,0.01,0.02773295187294614,0.0005866414762515982,0.9901341310496355,0.00986586895036449,0.28300000444691886,0.7169999955530811,0.02745934220416089,0.0002736096687852521,0.00016601954038794934,0.0004206219358636489,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.244853104640484,-1.0556296210644653,-1.2473886896041186
203.3690344828,2.8946569133,0.99,0.01,0.027537158162071917,0.00017914218415272107,0.999914050612195,8.594938780499237e-05,0.9804469746811526,0.019553025318847523,0.027534791360186,2.36680188591933e-06,0.0001756394124903093,3.5027716624118004e-06,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,19.11288267225164,-0.008929629234057046,-0.010572511003609009
203.3690344828,3.127745717,0.99,0.01,0.027535667349974122,0.00019348138607271496,0.9995765075601382,0.00042349243986184105,0.9107201176759508,0.08927988232404922,0.027524006203024858,1.1661146949264576e-05,0.00017620739069224904,1.7273995380465926e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,19.090576924327607,-0.04388919402760294,-0.05197733429391249
203.3690344828,3.3608345206,0.99,0.01,0.027534176605670726,0.00020784257209669564,0.999239053863288,0.0007609461367119735,0.8505415211494199,0.14945847885058003,0.027513224580355097,2.0952025315630338e-05,0.0001767787374307315,3.106383466596414e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,19.068290398198723,-0.07867331390441379,-0.09319430550908692
203.3690344828,3.5939233243,0.99,0.01,0.027532685815476767,0.00022222513024036894,0.9989016734596863,0.0010983265403138327,0.7980818552609953,0.20191814473900468,0.02750244593591951,3.0239879557260334e-05,0.00017735384422784995,4.4871286012518985e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,19.046021454940785,-0.11328243605696287,-0.1342241877900392
203.3690344828,3.827012128,0.99,0.01,0.02753119489308163,0.0002366285975082651,0.9985643541548826,0.0014356458451173408,0.7519500837140487,0.24804991628595133,0.027491669847522264,3.95250455593684e-05,0.00017793289370547787,5.869570380278723e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,19.023769012050884,-0.14771782887704887,-0.17506848968021416
203.3690344828,4.0601009316,0.99,0.01,0.0275297037718867,0.0002510526194550424,0.9982270865392538,0.0017729134607460545,0.7110698529678412,0.28893014703215875,0.02748089598949917,4.880778238752936e-05,0.0001785159492030884,7.2536670251954e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,19.001532343746668,-0.18198063983880886,-0.21572854442014133
203.3690344828,4.2931897353,0.99,0.01,0.027528212399792994,0.000265496922267552,0.9978898632514546,0.0021101367485453935,0.6745954161993225,0.3254045838006774,0.027470124107186425,5.808829260656617e-05,0.0001791030067767184,8.639391549083354e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.97931095776671,-0.21607190164564827,-0.2562055306050226
203.3690344828,4.526278539,0.99,0.01,0.027526720735985687,0.0002799612932444828,0.9975526785235495,0.0024473214764505293,0.6418531164034497,0.35814688359655045,0.027459354001152254,6.73667348334339e-05,0.00017969402854131131,0.00010026726470317151,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.957104517581538,-0.249995981511276,-0.29650393043068846
203.3690344828,4.7593673426,0.99,0.01,0.027525228746901543,0.00029444556585507737,0.9972155276129353,0.0027844723870646747,0.6122997606425009,0.38770023935749914,0.027448585507508155,7.664323939338614e-05,0.00018028894949530963,0.00011415661635976777,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.934912794191053,-0.28374759678495565,-0.3366185563388129
203.3690344828,4.9924561463,0.99,0.01,0.027523736406247824,0.00030894961040912465,0.996878406802702,0.0031215931972979364,0.585492578002263,0.41450742199773694,0.02743781849791786,8.591790832996476e-05,0.00018088770387123315,0.00012806190653789145,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.912735629165827,-0.31733021714878973,-0.37655295332145045
203.3690344828,5.22554495,0.99,0.01,0.02752224369249206,0.000323473325671371,0.996541313048304,0.0034586869516959862,0.5610670406805927,0.43893295931940735,0.027427052867351438,9.519082514061945e-05,0.00018149022157354572,0.0001419831040978253,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.890572915635836,-0.3507445763437218,-0.41630791746955254
203.3690344828,5.4586337536,0.99,0.01,0.027520750588076796,0.0003380166331929947,0.9962042438662392,0.003795756133760841,0.5387203356868213,0.4612796643131787,0.0274162885302264,0.00010446205785039477,0.00018209643410145923,0.00015592019909153545,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.868424582429782,-0.3839913794391272,-0.455884205417469
203.3690344828,5.6917225573,0.99,0.01,0.02751925707863128,0.0003525794728588336,0.9958671972226606,0.004132802777339438,0.5181988477107483,0.48180115228925163,0.027405525416546395,0.00011373166208488534,0.00018270627656191062,0.00016987319629692293,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.84629058369559,-0.4170713104308028,-0.4952825441013786
203.3690344828,5.924811361,0.99,0.01,0.027517763152364556,0.00036716179944677046,0.9955301714476325,0.004469828552367547,0.4992885669952676,0.5007114330047323,0.02739476346892883,0.00012299968343572668,0.00018331968870118184,0.00018384211074558857,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.82417089164099,-0.4499850369271492,-0.5345036371055372
203.3690344828,6.1579001646,0.99,0.01,0.027516268799594186,0.0003817635799424869,0.9951931651684925,0.004806834831507518,0.4818076553336921,0.518192344666308,0.027384002640295176,0.0001322661592990129,0.00018393661534388614,0.00019782696459860082,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.80206549140389,-0.48273321674962943,-0.5735481725507618
203.3690344828,6.3909889683,0.99,0.01,0.027514774012375814,0.0003963847914154706,0.9948561772575111,0.005143822742488822,0.465600624617739,0.5343993753822609,0.02737324289205651,0.00014153112031929914,0.0001845570064720153,0.00021182778494345525,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.77997437739767,-0.5153165011491474,-0.6124168273210273
203.3690344828,6.624077772,0.99,0.01,0.027513278784208554,0.00041102541933315325,0.9945192067902356,0.005480793209764269,0.45053373437521765,0.5494662656247824,0.02736248419266971,0.00015079459153884156,0.0001851808170953053,0.00022584460223784794,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.757897550674617,-0.5477354950482649,-0.6511102281084717
203.3690344828,6.8571665756,0.99,0.01,0.02751178310980047,0.00042568545619872477,0.9941822530123908,0.005817746987609133,0.4364913207629016,0.5635086792370984,0.02735172651648967,0.0001600565933107975,0.00018580800700573966,0.00023987744919298508,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.735835017030926,-0.5799909315717287,-0.6896291265811456
203.3690344828,7.0902553793,0.99,0.01,0.027510286984877556,0.0004403649004583931,0.9938453153128066,0.006154684687193382,0.4233728443769618,0.5766271556230382,0.027340969842831436,0.00016931714204612128,0.00018643854047084755,0.0002539263599875456,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.713786785607752,-0.6120834195310145,-0.7279741473879255
203.3690344828,7.323344183,0.99,0.01,0.027508790406029715,0.0004550637555997266,0.9935083932017078,0.006491606798292185,0.4110904979853839,0.5889095020146161,0.027330214155217136,0.00017857625081257734,0.00018707238590459063,0.00026799136969513597,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.69175286788505,-0.644013606457964,-0.7661459516092002
203.3690344828,7.5564329866,0.99,0.01,0.027507293370584232,0.00046978202941860245,0.9931714862927944,0.00682851370720562,0.3995672541358302,0.6004327458641698,0.027319459440755072,0.0001878339298291607,0.0001877095155371488,0.0002820725138814537,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.669733276934714,-0.6757821436201787,-0.8041452021160396
203.3690344828,7.7895217903,0.99,0.01,0.027505795876500944,0.00048451973341172565,0.9928345942884137,0.007165405711586301,0.38873526113657336,0.6112647388634266,0.027308705689625738,0.0001970901868752068,0.00018834990509363007,0.0002961698283180955,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.647728026870247,-0.7073896863307496,-0.8419725641641023
203.3690344828,8.022610594,0.99,0.01,0.02750429792228659,0.0004992768822658899,0.9924977169674948,0.00750228303250522,0.37853451702912033,0.6214654829708797,0.027297952894663254,0.00020634502762333928,0.0001889935334923236,0.0003102833487735663,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.625737132454965,-0.7388368950294932,-0.8796287067060682
203.3690344828,8.2556993976,0.99,0.01,0.02750279950692116,0.0005140534934405023,0.9921608541750752,0.007839145824924749,0.3689117669295839,0.6310882330704162,0.027287201050992735,0.00021559845592842344,0.00018964038256146098,0.00032441311087904137,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.603760608793458,-0.770124432985611,-0.9171143002945534
203.3690344828,8.4887882013,0.99,0.01,0.02750130062979887,0.000528849586806875,0.9918240058140015,0.00817599418599848,0.35981958108670853,0.6401804189132914,0.027276450155742236,0.00022485047405663188,0.00019029043678272866,0.00033855915002414626,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.581798471130814,-0.8012529691663737,-0.954430020109676
203.3690344828,8.721877005,0.99,0.01,0.027499801290675707,0.0005436651843492715,0.9914871718374842,0.008512828162515801,0.3512155800094448,0.6487844199905553,0.027265700207784856,0.00023410108289085253,0.00019094368305217112,0.00035272150129710036,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.559850734686346,-0.8322231752388554,-0.9915765431029264
203.3690344828,8.9549658087,0.99,0.01,0.027498301489626967,0.0005585003099102993,0.991150352243098,0.008849647756902045,0.3430617800345097,0.6569382199654904,0.027254951207530676,0.00024335028209629343,0.0001916001104676526,0.0003669001994426468,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.5379174145471,-0.8630357278397867,-1.0285545503817026
203.3690344828,9.1880546123,0.99,0.01,0.027496801227010082,0.0005733549889714236,0.9908135470675298,0.009186452932470184,0.33532403804147043,0.6646759619585296,0.027244203156744664,0.0002525980702654165,0.0001922597101331205,0.00038109527883830316,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.51599852558832,-0.8936913070674208,-1.0653647258013805
203.3690344828,9.421143416,0.99,0.01,0.027495300503433122,0.0005882292484661314,0.9904767563820922,0.009523243617907795,0.32797157823374945,0.6720284217662505,0.027233456058391347,0.00026184444504177644,0.00019292247498268943,0.0003953067734834419,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.494094082418233,-0.924190613637947,-1.1020077732073474
203.3690344828,9.6542322197,0.99,0.01,0.02749379931972834,0.0006031231166200763,0.9901399802890366,0.00986001971096334,0.3209765871815808,0.6790234128184193,0.027222709916506545,0.0002710894032217919,0.00019358839962303065,0.00040953471699704575,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.47220409934996,-0.9545342978056865,-1.138484345425578
206.7380689655,3.409298842,0.99,0.01,0.02729583010145967,0.00020882296400641097,0.9998979090330812,0.0001020909669188161,0.980556792793506,0.019443207206493826,0.027293043443771762,2.7866576879097437e-06,0.00020476277584776008,4.060188158650851e-06,18.330598713759098,0.027296296899538594,0.00020457198571382105,309.1473760575555,82.3795680252517,3.3393572378193586,18.32406725788187,-0.009578351953745567,-0.01144926470128027
206.7380689655,3.6399218194,0.99,0.01,0.027294290932152607,0.00022285369440104373,0.9995613346671481,0.00043866533285178273,0.9216530266390826,0.07834697336091744,0.027282317872935898,1.1973059216706119e-05,0.00020539378194242311,1.7459912458620607e-05,18.330598713759098,0.027296296899538594,0.00020457198571382105,309.1473760575555,82.3795680252517,3.3393572378193586,18.302543127863995,-0.041057267446110046,-0.049089482073430446
206.7380689655,3.8705447968,0.99,0.01,0.027292751723270857,0.00023690499505858053,0.9992248349034606,0.0007751650965394465,0.8696656542596138,0.13033434574038608,0.027271595334746462,2.11563885243964e-05,0.00020602813752499102,3.087685753358949e-05,18.330598713759098,0.027296296899538594,0.00020457198571382105,309.1473760575555,82.3795680252517,3.3393572378193586,18.281036713284173,-0.07238594092160255,-0.08656775575816411
206.7380689655,4.1011677742,0.99,0.01,0.027291212376554536,0.00025097637457158445,0.9988883963602146,0.0011116036397852804,0.8234488052962371,0.176551194703763,0.027260875365542604,3.0337011011931114e-05,0.0002066661957985521,4.4310178773032355e-05,18.330598713759098,0.027296296899538594,0.00020457198571382105,309.1473760575555,82.3795680252517,3.3393572378193586,18.25954665791272,-0.10356421113377223,-0.12388417740800861
206.7380689655,4.3317907516,0.99,0.01,0.027289672814362058,0.00026506744593769667,0.9985520084665461,0.001447991533453877,0.7820958593823724,0.21790414061762756,0.027250157599176136,3.9515215185922694e-05,0.0002073081519249334,5.7759294012763246e-05,18.330598713759098,0.027296296899538594,0.00020457198571382105,309.1473760575555,82.3795680252517,3.3393572378193586,18.23807200571839,-0.13459307097999584,-0.16103993967275088
206.7380689655,4.562413729,0.99,0.01,0.027288132974592025,0.00027917790180495626,0.9982156627701667,0.001784337229833217,0.7448802373592163,0.25511976264078384,0.02723944174299282,4.869123159920399e-05,0.00020795410176192378,7.122380004303249e-05,18.330598713759098,0.027296296899538594,0.00020457198571382105,309.1473760575555,82.3795680252517,3.3393572378193586,18.216612075170616,-0.1654734289577391,-0.19803611089056972
206.7380689655,4.7930367064,0.99,0.01,0.027286592807318318,0.00029330749669916864,0.9978793524781028,0.002120647521897168,0.711212923773141,0.28878707622685895,0.02722872756190046,5.786524541785668e-05,0.00020860408229199666,8.4703414407172e-05,18.330598713759098,0.027296296899538594,0.00020457198571382105,309.1473760575555,82.3795680252517,3.3393572378193586,18.195166373913064,-0.19620917892456902,-0.23487671361753826
206.7380689655,5.0236596838,0.99,0.01,0.027285052271233713,0.0003074560328830927,0.9975430719729705,0.0024569280270294452,0.6806114108446453,0.3193885891553546,0.027218014861589555,6.703740964415753e-05,0.00020925808431325937,9.819794856983329e-05,18.330598713759098,0.027296296899538594,0.00020457198571382105,309.1473760575555,82.3795680252517,3.3393572378193586,18.17373454956803,-0.22679600280734746,-0.27155753644450087
206.7380689655,5.2542826612,0.99,0.01,0.027283511332838892,0.00032162335145612906,0.9972068167008729,0.002793183299127131,0.6526767471618425,0.34732325283815746,0.02720730348464246,7.62078481964314e-05,0.00020991608283967638,0.0001117072686164527,18.330598713759098,0.027296296899538594,0.00020457198571382105,309.1473760575555,82.3795680252517,3.3393572378193586,18.152316341048348,-0.2572367508739788,-0.30808151646837345
