T,P,z_carbon dioxide,z_nitrogen,rho_l,rho_v,x_carbon dioxide,x_nitrogen,y_carbon dioxide,y_nitrogen,rhoL1_carbon dioxide,rhoL2_nitrogen,rhoV1_carbon dioxide,rhoV2_nitrogen,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_nitrogen,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,7.1517182283,0.99,0.01,0.027746013249294862,0.00045011977923709896,0.9931710625757911,0.006828937424208821,0.35702896441951426,0.6429710355804856,0.027556537461044157,0.0001894757882507035,0.00016070579864576183,0.0002894139805913371,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,3.87,19.065958550359287,-0.3645097374661539
200.0,7.3872223742,0.99,0.01,0.02774456339697907,0.0004652053144580959,0.9928335163587516,0.007166483641248297,0.34669479322710084,0.6533052067728993,0.027545732437261043,0.0001988309597180268,0.000161284260304198,0.00030392105415389797,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,3.87,19.024281202797393,-0.3805490712423065
200.0,7.6227265202,0.99,0.01,0.027743113189953705,0.00048031166627946636,0.9924959972969168,0.00750400270308323,0.3370014717930943,0.6629985282069056,0.02753492879358435,0.00020818439636935662,0.0001618657384555737,0.00031844592782389263,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,3.87,18.982625614330274,-0.39640752670559465
200.0,7.8582306662,0.99,0.01,0.027741662628516656,0.0004954388613830754,0.9921585054050941,0.007841494594905926,0.3278915524026334,0.6721084475973667,0.027524126530961437,0.00021753609755521708,0.0001624502173794897,0.00033298864400358575,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,3.87,18.94099189061119,-0.4120860333736225
200.0,8.0937348121,0.99,0.01,0.027740211713316032,0.0005105869286206432,0.991821040748426,0.00817895925157392,0.3193142537935803,0.6806857462064196,0.027513325652082785,0.00022688606123324537,0.00016303768410925673,0.00034754924451138646,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,3.87,18.899380132980685,-0.4275855241157984
200.0,8.3292389581,0.99,0.01,0.02773876044530506,0.0005257558987289152,0.9914836034358292,0.008516396564170754,0.31122452176232535,0.6887754782376746,0.027502526161154308,0.00023623428415075164,0.0001636281281456282,0.00036212777058328697,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,3.87,18.85779043904094,-0.44290693552411753
200.0,8.564743104,0.99,0.01,0.027737308825704462,0.0005409458040925852,0.9911461936144702,0.008853806385529722,0.30358224421402913,0.6964177557859708,0.027491728063706027,0.0002455807619984321,0.00016422154120458957,0.0003767242628879956,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,3.87,18.81622290314134,-0.4580512087712414
200.0,8.80024725,0.99,0.01,0.027735856855970385,0.000556156678541077,0.9908088114650672,0.009191188534932825,0.2963515918309991,0.703648408169001,0.02748093136642925,0.000254925489541133,0.00016481791699308942,0.0003913387615479876,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,3.87,18.774677616800663,-0.47301928805984517
200.0,9.0357513959,0.99,0.01,0.027734404537767363,0.0005713885571820715,0.9904714571979044,0.009528542802095663,0.28950046152329495,0.7104995384767051,0.02747013607703861,0.0002642684607287525,0.0001654172510133393,0.0004059713061687322,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,3.87,18.73315466905629,-0.4878121221374485
200.0,9.2712555419,0.99,0.01,0.02773295187294614,0.0005866414762515982,0.9901341310496355,0.00986586895036449,0.28300000444691886,0.7169999955530811,0.02745934220416089,0.0002736096687852521,0.00016601954038794934,0.0004206219358636489,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,3.87,18.691654146789258,-0.5024306632132394
203.3690344828,2.8946569133,0.99,0.01,0.027537158162071917,0.00017914218415272107,0.999914050612195,8.594938780499237e-05,0.9804469746811526,0.019553025318847523,0.027534791360186,2.36680188591933e-06,0.0001756394124903093,3.5027716624118004e-06,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,61.77794369140718,3.87,19.108328215794415,-0.0043751727768324145
203.3690344828,3.127745717,0.99,0.01,0.027535667349974122,0.00019348138607271496,0.9995765075601382,0.00042349243986184105,0.9107201176759508,0.08927988232404922,0.027524006203024858,1.1661146949264576e-05,0.00017620739069224904,1.7273995380465926e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,61.77794369140718,3.87,19.06812931478853,-0.021441584488524512
203.3690344828,3.3608345206,0.99,0.01,0.027534176605670726,0.00020784257209669564,0.999239053863288,0.0007609461367119735,0.8505415211494199,0.14945847885058003,0.027513224580355097,2.0952025315630338e-05,0.0001767787374307315,3.106383466596414e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,61.77794369140718,3.87,19.02794668757069,-0.03832960327638091
203.3690344828,3.5939233243,0.99,0.01,0.027532685815476767,0.00022222513024036894,0.9989016734596863,0.0010983265403138327,0.7980818552609953,0.20191814473900468,0.02750244593591951,3.0239879557260334e-05,0.00017735384422784995,4.4871286012518985e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,61.77794369140718,3.87,18.987781006512755,-0.05504198762893253
203.3690344828,3.827012128,0.99,0.01,0.02753119489308163,0.0002366285975082651,0.9985643541548826,0.0014356458451173408,0.7519500837140487,0.24804991628595133,0.027491669847522264,3.95250455593684e-05,0.00017793289370547787,5.869570380278723e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,61.77794369140718,3.87,18.947632877709996,-0.07158169453616026
203.3690344828,4.0601009316,0.99,0.01,0.0275297037718867,0.0002510526194550424,0.9982270865392538,0.0017729134607460545,0.7110698529678412,0.28893014703215875,0.02748089598949917,4.880778238752936e-05,0.0001785159492030884,7.2536670251954e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,78.33879449321023,61.77794369140718,3.87,18.907502838706808,-0.08795113479894923
