Complexity,Loss,Equation
1,345.4345689484676,"23.385554105947673"
3,129.71984942269003,"temperature + -224.50624857001023"
4,74.52971553447559,"abs(temperature + -227.41257826636524)"
5,31.297526961262047,"(temperature * 0.6411320269806989) + -135.54581984353715"
6,0.8683826566798207,"square(square(square(temperature * 0.005749002399368069)))"
8,0.767795671597418,"square(square(square((temperature * -0.005626461991352974) + -0.03416127928428412)))"
10,0.5601071646234295,"square(22.327106610570475 / ((temperature * -0.028017711057103524) + 10.670068487238018)) + -17.92694265653984"
12,0.5161260310133865,"square((temperature * -0.1668697828876438) + 27.182154676668276) / ((temperature * -0.08945359684237861) + 33.552476744070844)"
14,0.4943351803245886,"(square((temperature * -0.08669244944889395) + 12.108638004369412) / ((temperature * -0.037545604374143636) + 13.649058720265346)) - 2.4461625530605393"
15,0.17486969582324274,"square(square(invsquare(temperature - Tc) + square((temperature * -0.00509081820934239) + -0.19403649165452222))) - 2.4364615642240297"
17,0.17335839556181368,"square(square(square(((z_hydrogen + temperature) * -0.0051024520031677945) + -0.19041734779286376) + invsquare(temperature - Tc))) - 2.383681254586866"
19,0.13893639752212092,"square(square(square((temperature * -0.004989230962547662) + -0.22248061623891247) + (invsquare(Tc + (2.064909763924491 - temperature)) * 3.2904073210008042))) - 2.7600684212748097"
23,0.13850486431705789,"(z_hydrogen + square(square((invsquare(((Tc - temperature) + 1.1201697771823522) - -0.6377775850484168) * 2.924528730778593) + square((temperature * -0.00499001616481859) + -0.22266072172514736)))) - 2.830936296228441"
24,0.13831401596717638,"square(square(invsquare(((temperature + -1.8929618673372284) - Tc) * 0.566064877209834) + square((-0.2268449184308175 + ((z_hydrogen + temperature) * -0.004975600006319411)) + invsquare(Tc)))) - 2.8628333480357497"
