T,P,z_carbon dioxide,z_nitrogen,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_nitrogen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_nitrogen,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_nitrogen,rhoL3_carbon monoxide,rhoL4_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_nitrogen,rhoV3_carbon monoxide,rhoV4_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_nitrogen,parachor_carbon monoxide,parachor_hydrogen sulfide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,9.6337608435,0.95,0.001897,0.034035,0.014068,0.027735597006858227,0.000612318826700593,0.9732189968054855,0.0005758223949259896,0.01168884003836091,0.0145163407612276,0.26971699809876487,0.04060559170849691,0.6887451456199699,0.0009322645727682961,0.02699280989481579,1.5970777893191215e-05,0.00032419695678160746,0.0004026193773676383,0.00016515279581704178,2.4863568272430156e-05,0.00042173161946174905,5.708431493720127e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,63.65845399182276,86.02971371321541,3.87,18.705176247257313,-0.6577484827801499
200.0,10.358758313,0.95,0.001897,0.034035,0.014068,0.027729365495414174,0.0006599000259529658,0.9720261862287138,0.0006370475791350904,0.012851785080595417,0.014484981111555668,0.25321878638865264,0.04175461165309418,0.7041494740386866,0.000877127919566677,0.026953669389049528,1.7664925159805707e-05,0.00035637184576834123,0.0004016593354364978,0.00016709908370965038,2.755386931353286e-05,0.0004646682561928965,5.788167368861211e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,63.65845399182276,86.02971371321541,3.87,18.5679488956807,-0.7095653605542616
200.0,11.0837557825,0.95,0.001897,0.034035,0.014068,0.027723128366791708,0.000707716382707068,0.970831022454536,0.0006989990550797333,0.014014165711805549,0.014455812778578625,0.23890311722489538,0.042792483616020276,0.7174749455890298,0.000829453570054541,0.026914473057970744,1.937844053224155e-05,0.0003885165149818761,0.00040076035330684315,0.0001690756499398456,3.0284941711781343e-05,0.0005077687731752186,5.870178802224634e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,63.65845399182276,86.02971371321541,3.87,18.430959071232078,-0.759403988464431
200.0,11.8087532519,0.95,0.001897,0.034035,0.014068,0.02771688497758609,0.0007557698168325051,0.9696340332562355,0.0007616857658816194,0.015175955135918249,0.014428325841964509,0.2263690307435563,0.04374008587665262,0.7291030349852241,0.0007878483945670527,0.026875234970115965,2.111155676200541e-05,0.000420630202927253,0.00039990824778086324,0.00017108288090160925,3.305743669123579e-05,0.0005510340672028063,5.954320368537246e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,63.65845399182276,86.02971371321541,3.87,18.294203244852014,-0.8073035146280283
200.0,12.5337507214,0.95,0.001897,0.034035,0.014068,0.027710634907977493,0.0008040622916936359,0.9684356003156972,0.0008251167001162361,0.01633712609943651,0.01440215688475012,0.21530818853401265,0.044613476262572054,0.73932708772391,0.0007512474795052449,0.0268359653522363,2.286450763339617e-05,0.00045271213678707556,0.000399092911320725,0.00017312119549306362,3.587201396410331e-05,0.0005944650324664688,6.040497700000549e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,63.65845399182276,86.02971371321541,3.87,18.157679576062772,-0.85330281099262
200.0,13.2587481909,0.95,0.001897,0.034035,0.014068,0.02770437788917876,0.0008525958073891332,0.9672360084215301,0.000889300883168335,0.017497650762832086,0.014377039932469436,0.20547959612312183,0.0454252076395783,0.7483763737097835,0.0007188225275165131,0.026796671885330962,2.4637527724475963e-05,0.0004847615289063771,0.00039830694721694634,0.00017519104215858608,3.8729341583285286e-05,0.0006380625585740446,6.12865073217439e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,63.65845399182276,86.02971371321541,3.87,18.021387357949624,-0.8974404869691668
200.0,13.9837456604,0.95,0.001897,0.034035,0.014068,0.027698113757383545,0.0009013723959070331,0.9660354760252461,0.0009542473763328456,0.018657500730077756,0.014352775868343316,0.1966921738483815,0.04618523493704425,0.7564326717894447,0.0006899194251296884,0.02675736050861543,2.6430852382351943e-05,0.0005167775776501602,0.00039754481873560254,0.0001772928959978783,4.1630095870732786e-05,0.0006818275297132102,6.218743252119502e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,63.65845399182276,86.02971371321541,3.87,17.88532666950924,-0.9397546693863958
200.0,14.7087431298,0.95,0.001897,0.034035,0.014068,0.02769184242399029,0.000950394117532522,0.9648341749610395,0.0010199652753502414,0.019816647075888174,0.014329212687722151,0.18879247350611775,0.04690155435865413,0.7636419574887797,0.0006640146464483715,0.02671803593830178,2.824471768294075e-05,0.0005487594681973233,0.0003968022998082442,0.00017942725625462883,4.4574961365596706e-05,0.0007257608242983566,6.310756139399696e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,63.65845399182276,86.02971371321541,3.87,17.749498152495566,-0.9802829344357775
200.0,15.4337405993,0.95,0.001897,0.034035,0.014068,0.027685563855765406,0.0009996630580969498,0.9636322435618646,0.0010864637083981255,0.020975060369506186,0.014306232360231024,0.1816558517090134,0.04758066269305359,0.7701228014382331,0.0006406841596997398,0.026678702012606484,3.007936037582799e-05,0.0005807063732384979,0.0003960761095445935,0.00018159464424063836,4.7564630774017403e-05,0.0007698633147959342,6.404682863597165e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,63.65845399182276,86.02971371321541,3.87,17.613902863931592,-1.0190622878919164
200.0,16.1587380688,0.95,0.001897,0.034035,0.014068,0.027679278061280507,0.0010491813267952891,0.9624297956152162,0.0011537518335810423,0.02213271069496253,0.014283741856240257,0.17518001604767605,0.04822789313812625,0.7759725099809043,0.0006195808332933858,0.026639361927294936,3.19350178154019e-05,0.0006126174535757448,0.00039536366259442505,0.0001837956016649208,5.0599804911200715e-05,0.0008141358675784359,6.500526407316853e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,63.65845399182276,86.02971371321541,3.87,17.47854217617749,-1.0561290747877194
200.0,16.8837355383,0.95,0.001897,0.034035,0.014068,0.027672985084490738,0.0010989510543924761,0.9612269270266733,0.0012218388128191473,0.02328956727843766,0.014261666882069849,0.1692802318968984,0.048847664615145225,0.7812716857479636,0.0006004177399927018,0.026600018414419998,3.3811927242796134e-05,0.0006444918479204489,0.00039466289490749446,0.00018603068933089936,5.368119253342389e-05,0.0008585793428197118,6.598297084409272e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,63.65845399182276,86.02971371321541,3.87,17.343417720945997,-1.0915189753664833
200.0,17.6087330077,0.95,0.001897,0.034035,0.014068,0.027666684986125116,0.001148974391679585,0.9600237187126979,0.0012907338976903262,0.02444560001068498,0.014239947378926832,0.16388571179690448,0.049443669967413666,0.7860876625857612,0.0005829556499204714,0.0265606738048326,3.57103281483117e-05,0.000676328714792438,0.0003939721383517667,0.00018830048601682409,5.680951062321528e-05,0.0009031945939263018,6.698011132435507e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,63.65845399182276,86.02971371321541,3.87,17.20853128957935,-1.1252669169039073
200.0,18.3337304772,0.95,0.001897,0.034035,0.014068,0.027660377856216885,0.001199253508137375,0.9588202421542606,0.0013604462945528417,0.02560077723760364,0.01421853431358292,0.15893686072548716,0.05001901878327936,0.7904771269929558,0.0005669934982776586,0.026521330194176223,3.7630458560421735e-05,0.000708127171804953,0.00039329003167528894,0.00019060558779738186,5.998548374943703e-05,0.0009479824676486556,6.799689419005648e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,63.65845399182276,86.02971371321541,3.87,17.073884873456283,-1.157407193826515
200.0,19.0587279467,0.95,0.001897,0.034035,0.014068,0.027654063798548685,0.0012497905906831625,0.9576165602071199,0.0014309852500179324,0.026755067291308648,0.014197387251553523,0.15438314928593397,0.05057634837834587,0.7944881412598808,0.0005523610758393611,0.026481989450514432,3.9572557398778047e-05,0.0007398863378083125,0.0003926154528271629,0.00019294660733759427,6.320984431437029e-05,0.0009929438033559543,6.903356752436622e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,63.65845399182276,86.02971371321541,3.87,16.93948058730719,-1.1879733566321207
200.0,19.7837254162,0.95,0.001897,0.034035,0.014068,0.027647742932064446,0.0013005878425113738,0.9564127294402556,0.0015023600153427769,0.027908437975404286,0.014176472568997407,0.1501814541669455,0.05111791000357898,0.7981617225010043,0.0005389133284712267,0.026442653280518293,4.153686349560949e-05,0.0007716053187794428,0.00039194746927110355,0.0001953241734602084,6.648333228524536e-05,0.001038079432642743,7.009041231770161e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,63.65845399182276,86.02971371321541,3.87,16.805320668539796,-1.2169981328475927
200.0,20.5087228857,0.95,0.001897,0.034035,0.014068,0.027641415385431665,0.0013516474819562454,0.9552088010504904,0.0015745798682206703,0.02906085700105687,0.014155762080231924,0.14629475023157135,0.05164563697619474,0.8015330869106113,0.0005265258816225524,0.02640332324965676,4.35236161950258e-05,0.0008032832198228429,0.00039128529975703284,0.00019773893077392127,6.980669517289997e-05,0.001083390178627344,7.116773820799151e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,63.65845399182276,86.02971371321541,3.87,16.671407449579608,-1.244513389460968
200.0,21.2337203551,0.95,0.001897,0.034035,0.014068,0.027635081301686976,0.0014029717413940918,0.9540048227277051,0.0016476540588255511,0.03021229121086873,0.014135232002600532,0.14269107036445852,0.05216119858385548,0.8046326395690105,0.000515091482675397,0.026364000838281602,4.553305387269864e-05,0.0008349191239226002,0.0003906282856100733,0.00020019153947061126,7.318068761039476e-05,0.0011288768555186594,7.226587944263664e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,63.65845399182276,86.02971371321541,3.87,16.537743373972397,-1.2705507289122888
200.0,21.9587178246,0.95,0.001897,0.034035,0.014068,0.027628740831461177,0.0014545628661061757,0.9528008387349678,0.0017215918480072841,0.03136270728827446,0.01411486212875041,0.13934267114522791,0.05266604363628043,0.8074867680577456,0.000504517160746073,0.02632468743740726,4.756541498614955e-05,0.0008665121114407137,0.00038997586762705145,0.00020268267511189302,7.660607137806098e-05,0.001174540267688887,7.338519273345582e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,63.65845399182276,86.02971371321541,3.87,16.40433096585301,-1.2951410411308384
200.0,22.6837152941,0.95,0.001897,0.034035,0.014068,0.02762239413173466,0.0015064231131481514,0.9515968905097668,0.0017964025047969541,0.032512071799444375,0.014094635185991952,0.13622535842022332,0.05316143554019292,0.8101184841080822,0.0004947219315015004,0.02628538436419393,4.962093800673683e-05,0.0008980612612835082,0.00038932756825048494,0.00020521302852111555,8.00836152258822e-05,0.0012203812088489585,7.452605521951568e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,63.65845399182276,86.02971371321541,3.87,16.271172823738517,-1.3183134600817237
