temperature,pressure,z_carbon dioxide,z_methane,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_methane,y_carbon dioxide,y_methane,gamma,interfacial_thickness,E_carbon dioxide,E_methane,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.545238378542838,0.95,0.05,305.64,83.76,0.6543646119617851,0.030387277680788416,6.260043630553782,2.520037998557265,1220.2824045090322,6.7521597775410305,0.9980685704578716,0.0019314295421284677,0.9407288373769103,0.059271162623089756,19.78805245049912,0.6079835859032443,1.0000000007881753,3.706604608754335,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.671176475636128,0.95,0.05,305.64,83.76,0.6543646119617851,0.03189083662411805,6.260043630553782,2.520037998557265,1218.5564321158433,6.886443086704394,0.9964758412219308,0.0035241587780691845,0.8970058062808152,0.10299419371918486,19.686262312817597,0.6109076380810827,1.0000000008308532,3.674237958840745,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.7971145727294178,0.95,0.05,305.64,83.76,0.6543646119617851,0.03339439556744768,6.260043630553782,2.520037998557265,1216.828340987197,7.020987482821079,0.9948806462556651,0.005119353744334845,0.8572026772978897,0.14279732270211032,19.585158093154735,0.6138380072123113,1.0000000008232446,3.642287216861183,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.9230526698227077,0.95,0.05,305.64,83.76,0.6543646119617851,0.03489795451077731,6.260043630553782,2.520037998557265,1215.0981168559201,7.155794074680734,0.9932829704338664,0.006717029566133574,0.8208152072177076,0.1791847927822924,19.484731260010967,0.616731615839759,1.0000000007896421,3.6107522596311683,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.0489907669159972,0.95,0.05,305.64,83.76,0.6543646119617851,0.036401513454106936,6.260043630553782,2.520037998557265,1213.365746531886,7.290863906722211,0.9916827995951496,0.00831720040485042,0.7874220548004857,0.2125779451995143,19.38497342539511,0.6195952556176252,1.0000000008296879,3.5797013223953664,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.174928864009287,0.95,0.05,305.64,83.76,0.6543646119617851,0.03790507239743657,6.260043630553782,2.520037998557265,1211.6312161511166,7.4261979886065745,0.9900801189446203,0.009919881055379694,0.7566684214668338,0.24333157853316617,19.285876284263747,0.622463270569758,1.0000000009740286,3.549047402563172,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.300866961102577,0.95,0.05,305.64,83.76,0.6543646119617851,0.0394086313407662,6.260043630553782,2.520037998557265,1209.8945132599677,7.561797313551703,0.9884749149566974,0.011525085043302585,0.7282534175047731,0.27174658249522693,19.187431571294614,0.6252840092529027,1.0000000009615768,3.518786987106761,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.426805058195867,0.95,0.05,305.64,83.76,0.6543646119617851,0.04091219028409583,6.260043630553782,2.520037998557265,1208.1556255469109,7.697662870080799,0.9868671742183015,0.013132825781698483,0.7019202004756424,0.2980797995243575,19.089631148264072,0.628111382364964,1.0000000008998513,3.4889164464059643,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.552743155289157,0.95,0.05,305.64,83.76,0.6543646119617851,0.04241574922742546,6.260043630553782,2.520037998557265,1206.4145410035042,7.833795649918912,0.9852568835761788,0.014743116423821182,0.6774482015208425,0.3225517984791574,18.992466948999475,0.6309081172509431,1.0000000008270256,3.459431856304939,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.6786812523824466,0.95,0.05,305.64,83.76,0.6543646119617851,0.04391930817075509,6.260043630553782,2.520037998557265,1204.671247865458,7.97019665283454,0.9836440300834379,0.016355969916562137,0.6546469414597483,0.3453530585402516,18.895930995788337,0.6336857421939357,1.0000000007685166,3.430329088937607,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.8046193494757365,0.95,0.05,305.64,83.76,0.6543646119617851,0.04542286711408472,6.260043630553782,2.520037998557265,1202.925734566013,8.106866889713874,0.98202860095725,0.017971399042749976,0.6333510699888709,0.36664893001112914,18.800015401933162,0.6364610477044806,1.0000000007304632,3.4016038394254395,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.9305574465690265,0.95,0.05,305.64,83.76,0.6543646119617851,0.04692642605741435,6.260043630553782,2.520037998557265,1201.17798969777,8.243807384638835,0.9804105835441811,0.01958941645581882,0.6134163548026554,0.3865836451973446,18.70471237002627,0.6391958572220858,1.000000000705115,3.373251653493855,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.056495543662317,0.95,0.05,305.64,83.76,0.6543646119617851,0.04842998500074399,6.260043630553782,2.520037998557265,1199.4280019821483,8.381019175837775,0.9787899652924691,0.021210034707530946,0.5947164150418615,0.40528358495813854,18.61001419595504,0.6419520626190227,1.0000000006869953,3.3452679538309398,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.182433640755606,0.95,0.05,305.64,83.76,0.6543646119617851,0.049933543944073615,6.260043630553782,2.520037998557265,1197.675760244287,8.518503316300693,0.9771667337292138,0.022833266270786256,0.5771400427736717,0.42285995722632824,18.51591326782456,0.6446629862709501,1.0000000006721417,3.3176480633178267,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.308371737848896,0.95,0.05,305.64,83.76,0.6543646119617851,0.05143710288740325,6.260043630553782,2.520037998557265,1195.9212540608064,8.656260874052945,0.975540877053747,0.024459122946252878,0.5605889926113985,0.4394110073886015,18.422402069362395,0.6473894436189702,1.0000000006699241,3.2903872250610764,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.4343098349421854,0.95,0.05,305.64,83.76,0.6543646119617851,0.05294066183073287,6.260043630553782,2.520037998557265,1194.1644712534319,8.794292932150556,0.9739123818425678,0.026087618157432317,0.5449761467769622,0.4550238532230379,18.329473178951805,0.6500840924777656,1.00000000069157,3.2634806197364603,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.560247932035476,0.95,0.05,305.64,83.76,0.6543646119617851,0.05444422077406251,6.260043630553782,2.520037998557265,1192.4054013512732,8.932600588626979,0.972281236219648,0.027718763780352013,0.5302239832110401,0.46977601678895986,18.237119268981075,0.65278061143649,1.0000000007092338,3.2369233743388097,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.686186029128766,0.95,0.05,305.64,83.76,0.6543646119617851,0.05594777971739214,6.260043630553782,2.520037998557265,1190.6440334109184,9.07118495629629,0.9706474278605822,0.029352572139417794,0.5162632899628937,0.48373671003710633,18.145333105624072,0.6554608363451173,1.00000000071174,3.210710584017852,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.812124126222056,0.95,0.05,305.64,83.76,0.6543646119617851,0.057451338660721774,6.260043630553782,2.520037998557265,1188.8803565127555,9.210047162545827,0.9690109444470035,0.03098905555299639,0.5030320808346698,0.4969679191653303,18.05410755440653,0.6581327231981667,1.000000000691207,3.184837329696483,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.938062223315345,0.95,0.05,305.64,83.76,0.6543646119617851,0.0589548976040514,6.260043630553782,2.520037998557265,1187.1143597525431,9.349188349157583,0.9673717736588686,0.0326282263411314,0.49047467650073273,0.5095253234992674,17.96343563595497,0.6608021761278714,1.000000000631446,3.159298697866393,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.064000320408635,0.95,0.05,305.64,83.76,0.6543646119617851,0.06045845654738102,6.260043630553782,2.520037998557265,1185.3460322320886,9.48860967208573,0.9657299031659248,0.03427009683407521,0.47854092234362555,0.5214590776563743,17.873310307639066,0.6634549551582751,1.0000000006476597,3.1340897335820483,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.189938417501925,0.95,0.05,305.64,83.76,0.6543646119617851,0.06196201549071066,6.260043630553782,2.520037998557265,1183.575363053298,9.628312301212432,0.9640853206222338,0.03591467937776614,0.46718551988126117,0.5328144801187389,17.783724774937244,0.6661136240902635,1.0000000006478664,3.109205527203549,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.315876514595216,0.95,0.05,305.64,83.76,0.6543646119617851,0.0634655744340403,6.260043630553782,2.520037998557265,1181.8023413103851,9.768297420227594,0.9624380136590124,0.03756198634098757,0.4563674529639881,0.5436325470360118,17.694672293391296,0.6687498997379614,1.0000000005780862,3.0846411754869156,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.441814611688505,0.95,0.05,305.64,83.76,0.6543646119617851,0.06496913337736993,6.260043630553782,2.520037998557265,1180.0269560849472,9.90856622643724,0.9607879698800781,0.03921203011992189,0.44604949346127487,0.5539505065387252,17.60614621811649,0.671399160796937,1.0000000003444165,3.060391795617594,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.567752708781795,0.95,0.05,305.64,83.76,0.6543646119617851,0.06647269232069955,6.260043630553782,2.520037998557265,1178.2491964411445,10.049119930600693,0.959135176857406,0.040864823142593966,0.4361977738665229,0.5638022261334771,17.518139936573775,0.6740224072892311,1.000000000594237,3.036452528441325,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.693690805875084,0.95,0.05,305.64,83.76,0.6543646119617851,0.06797625126402917,6.260043630553782,2.520037998557265,1176.4690514205072,10.189959756870783,0.9574796221262983,0.04252037787370165,0.42678141648317947,0.5732185835168205,17.430647025127126,0.6766635184726063,1.00000000079756,3.012818580714486,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.8196289029683745,0.95,0.05,305.64,83.76,0.6543646119617851,0.06947981020735881,6.260043630553782,2.520037998557265,1174.6865100380294,10.33108694261775,0.9558212931817678,0.044178706818232154,0.41777221065139986,0.5822277893486002,17.343661112366828,0.6792768677963701,1.000000000822846,2.989485166036437,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.945567000061665,0.95,0.05,305.64,83.76,0.6543646119617851,0.07098336915068845,6.260043630553782,2.520037998557265,1172.9015612790722,10.472502738416274,0.9541601774756281,0.045839822524371916,0.40914433090530017,0.5908556690946999,17.25717589993673,0.6819109912747465,1.0000000008208194,2.9664475484020043,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.0715050971549545,0.95,0.05,305.64,83.76,0.6543646119617851,0.07248692809401808,6.260043630553782,2.520037998557265,1171.1141940950388,10.614208407915596,0.9524962624124714,0.047503737587528586,0.40087409012263026,0.5991259098773698,17.171185196830255,0.6845172716854769,1.0000000007687142,2.9437010434022337,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.197443194248244,0.95,0.05,305.64,83.76,0.6543646119617851,0.0739904870373477,6.260043630553782,2.520037998557265,1169.3243967524302,10.756205227848397,0.9508295347504944,0.04917046524950559,0.3929397227172967,0.6070602772827034,17.085682898095055,0.6871454817632703,1.0000000006917575,2.9212410159730693,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
203.30013793103447,3.007312239866303,0.95,0.05,305.64,83.76,0.6651620793450939,0.035903918814067605,6.87477629799536,2.9775368711547556,1209.7586085419048,7.891665647167164,0.9978041211050648,0.002195878894935191,0.9405643692905175,0.05943563070948256,19.001149918700147,0.6229683538879364,1.000000000591778,3.4199920876280143,19.134742900747867,1212.1300889926404,7.698860655635198,309.1473760575555,2.825663191003725
203.30013793103447,3.13830245694041,0.95,0.05,305.64,83.76,0.6651620793450939,0.03746779437607939,6.87477629799536,2.9775368711547556,1208.046279501168,8.031026338579693,0.9962179981164243,0.0037820018835756845,0.9019515447959912,0.09804845520400879,18.905542074630727,0.6258034809178674,1.0000000008234198,3.392350596974157,19.134742900747867,1212.1300889926404,7.698860655635198,309.1473760575555,2.825663191003725
203.30013793103447,3.269292674014517,0.95,0.05,305.64,83.76,0.6651620793450939,0.03903166993809118,6.87477629799536,2.9775368711547556,1206.3320796129362,8.170661434017084,0.9946296489765722,0.005370351023427792,0.8664175849380463,0.13358241506195373,18.810536571207326,0.6286130796387098,1.000000000910492,3.365044078144545,19.134742900747867,1212.1300889926404,7.698860655635198,309.1473760575555,2.825663191003725
203.30013793103447,3.400282891088624,0.95,0.05,305.64,83.76,0.6651620793450939,0.040595545500102956,6.87477629799536,2.9775368711547556,1204.61599676518,8.310572122992898,0.9930390608324661,0.0069609391675340155,0.8336086137344515,0.16639138626554842,18.716126316120555,0.631395294233706,1.000000000770515,3.3380700178828318,19.134742900747867,1212.1300889926404,7.698860655635198,309.1473760575555,2.825663191003725
203.30013793103447,3.531273108162731,0.95,0.05,305.64,83.76,0.6651620793450939,0.04215942106211474,6.87477629799536,2.9775368711547556,1202.8980197114804,8.450759540079838,0.991446221608433,0.008553778391567011,0.8032229650308496,0.19677703496915047,18.622304387753147,0.6341820135475942,1.0000000007432883,3.311425623131831,19.134742900747867,1212.1300889926404,7.698860655635198,309.1473760575555,2.825663191003725
203.30013793103447,3.6622633252368377,0.95,0.05,305.64,83.76,0.6651620793450939,0.04372329662412652,6.87477629799536,2.9775368711547556,1201.1781364041842,8.591224788563444,0.9898511184813636,0.01014888151863638,0.7750019000944819,0.22499809990551814,18.52906390253728,0.6369223510076474,1.000000000726198,3.285107895436484,19.134742900747867,1212.1300889926404,7.698860655635198,309.1473760575555,2.825663191003725
203.30013793103447,3.793253542310945,0.95,0.05,305.64,83.76,0.6651620793450939,0.04528717218613831,6.87477629799536,2.9775368711547556,1199.4563361656456,8.73196895568692,0.9882537398679977,0.011746260132002372,0.7487222367178383,0.2512777632821617,18.43639804558079,0.6396840972993665,1.000000000690399,3.259113642282359,19.134742900747867,1212.1300889926404,7.698860655635198,309.1473760575555,2.825663191003725
203.30013793103447,3.924243759385052,0.95,0.05,305.64,83.76,0.6651620793450939,0.04685104774815009,6.87477629799536,2.9775368711547556,1197.7326084026652,8.872993122606061,0.9866540742491862,0.013345925750813833,0.7241904460659276,0.2758095539340723,18.344300074685968,0.6424042643707871,1.0000000007158643,3.23343951540172,19.134742900747867,1212.1300889926404,7.698860655635198,309.1473760575555,2.825663191003725
203.30013793103447,4.055233976459159,0.95,0.05,305.64,83.76,0.6651620793450939,0.04841492331016188,6.87477629799536,2.9775368711547556,1196.0069427897079,9.014298371602576,0.985052110337899,0.014947889662101047,0.7012378874642622,0.2987621125357378,18.25276333401376,0.6451274165757838,1.0000000006020073,3.2080819094775164,19.134742900747867,1212.1300889926404,7.698860655635198,309.1473760575555,2.825663191003725
203.30013793103447,4.186224193533266,0.95,0.05,305.64,83.76,0.6651620793450939,0.04997879887217366,6.87477629799536,2.9775368711547556,1194.27932922283,9.155885790792572,0.9834478370373805,0.01655216296261954,0.6797169332246054,0.32028306677539464,18.161781164246634,0.6478292873583016,1.0000000006161918,3.1830470816320604,19.134742900747867,1212.1300889926404,7.698860655635198,309.1473760575555,2.825663191003725
203.30013793103447,4.317214410607373,0.95,0.05,305.64,83.76,0.6651620793450939,0.05154267443418544,6.87477629799536,2.9775368711547556,1192.549757781294,9.297756477442206,0.9818412434062662,0.018158756593733748,0.6594977954561884,0.3405022045438117,18.071347054417892,0.6505192785755434,1.0000000006319756,3.1583198922806486,19.134742900747867,1212.1300889926404,7.698860655635198,309.1473760575555,2.825663191003725
203.30013793103447,4.44820462768148,0.95,0.05,305.64,83.76,0.6651620793450939,0.053106549996197225,6.87477629799536,2.9775368711547556,1190.8182186965694,9.43991154020425,0.9802323186304175,0.019767681369582516,0.6404659109076234,0.3595340890923766,17.981454536344177,0.6532045837773929,1.0000000006459508,3.13389377399071,19.134742900747867,1212.1300889926404,7.698860655635198,309.1473760575555,2.825663191003725
203.30013793103447,4.5791948447555875,0.95,0.05,305.64,83.76,0.6651620793450939,0.054670425558209015,6.87477629799536,2.9775368711547556,1189.0847023252416,9.58235210039053,0.9786210519982832,0.02137894800171681,0.6225197726177942,0.3774802273822058,17.892097218544713,0.6558663359468034,1.000000000657027,3.10976517379303,19.134742900747867,1212.1300889926404,7.698860655635198,309.1473760575555,2.825663191003725
203.30013793103447,4.710185061829694,0.95,0.05,305.64,83.76,0.6651620793450939,0.0562343011202208,6.87477629799536,2.9775368711547556,1187.3491991278324,9.72507929296431,0.9770074328816478,0.022992567118352184,0.6055691218278527,0.3944308781721473,17.80326879469698,0.6585366558618944,1.0000000005304994,3.08593039063702,19.134742900747867,1212.1300889926404,7.698860655635198,309.1473760575555,2.825663191003725
203.30013793103447,4.841175278903801,0.95,0.05,305.64,83.76,0.6651620793450939,0.05779817668223258,6.87477629799536,2.9775368711547556,1185.6116996506855,9.868094267019238,0.9753914507191593,0.024608549280840723,0.5895334322041108,0.41046656779588914,17.714962998988103,0.6611746184226831,1.0000000005329432,3.062385974315837,19.134742900747867,1212.1300889926404,7.698860655635198,309.1473760575555,2.825663191003725
203.30013793103447,4.972165495977908,0.95,0.05,305.64,83.76,0.6651620793450939,0.05936205224424436,6.87477629799536,2.9775368711547556,1183.872195276546,10.011398186172313,0.9737730957057709,0.026226904294229126,0.5743406326969707,0.4256593673030293,17.627173671286894,0.6638314093615925,1.0000000004928773,3.0391332406591807,19.134742900747867,1212.1300889926404,7.698860655635198,309.1473760575555,2.825663191003725
203.30013793103447,5.103155713052015,0.95,0.05,305.64,83.76,0.6651620793450939,0.06092592780625614,6.87477629799536,2.9775368711547556,1182.1306753382482,10.154992228562598,0.972152356142396,0.027847643857603906,0.559926026328053,0.44007397367194695,17.539894718595253,0.6664495911899806,1.0000000004513534,3.0161736373399126,19.134742900747867,1212.1300889926404,7.698860655635198,309.1473760575555,2.825663191003725
