T,P,z_carbon dioxide,z_hydrogen,z_argon,z_nitrogen,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_nitrogen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_argon,y_nitrogen,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoL4_nitrogen,rhoL5_carbon monoxide,rhoL6_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,rhoV4_nitrogen,rhoV5_carbon monoxide,rhoV6_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,3.3373279157,0.9899990100009901,3.8999961000039003e-05,0.0013619986380013621,0.0005009994990005011,0.0034179965820034185,0.0046809953190046815,0.02777574179534052,0.00020877332176746325,0.9933084248655746,4.025152240232113e-06,0.0006913804540177661,0.00014481123414973823,0.0011219021199449098,0.004729456174072681,0.7235353625749762,0.0028550612562752765,0.05535805976855549,0.029180155212646112,0.18829228107929147,0.0007790801082554411,0.027589878332202597,1.1180158931162362e-07,1.920360497314277e-05,4.0222394488077265e-06,3.1161663603234966e-05,0.0001313641535234218,0.0001510548810610037,5.960606223221762e-07,1.1557286024483098e-05,6.092037933434287e-06,3.931040498409655e-05,1.626511421234433e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.83762318267278,-0.15391969836810304,-0.19291999817086136
200.0,3.432153076,0.9899990100009901,3.8999961000039003e-05,0.0013619986380013621,0.0005009994990005011,0.0034179965820034185,0.0046809953190046815,0.0277750473576906,0.00021472168487278416,0.9931289189163061,4.606603074761046e-06,0.0007427710924583354,0.00016088306800103198,0.0012388220641706875,0.004723998255989151,0.7044795687068379,0.0031764626171820356,0.05784974560476638,0.03152741463802509,0.20220866674156296,0.0007581416916256048,0.02758420275519247,1.279486185595712e-07,2.063050226895385e-05,4.46853483277922e-06,3.440834150009287e-05,0.00013120927527774648,0.00015126703995118455,6.820554050967403e-07,1.2421594845717376e-05,6.7696195907596256e-06,4.341858561862771e-05,1.6278946139815262e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.825211152489402,-0.16888835548044412,-0.21154631607623742
200.0,3.5269782363,0.9899990100009901,3.8999961000039003e-05,0.0013619986380013621,0.0005009994990005011,0.0034179965820034185,0.0046809953190046815,0.02777435152175215,0.00022067370536142547,0.9929501230716004,5.235369699264839e-06,0.000791707119150305,0.00017724080399349253,0.0013563696617191064,0.004719323973837557,0.6864422758161282,0.003512085817459636,0.06002319760044977,0.033803394144271276,0.21548060484380196,0.0007384417778893141,0.027578545761757688,1.4540899837371146e-07,2.1989151829554286e-05,4.922748394113234e-06,3.7672287778026514e-05,0.00013107616299439656,0.00015147976052107463,7.750249908861288e-07,1.3245541422132272e-05,7.4595202396090545e-06,4.75509035044029e-05,1.629546833205137e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.812898318291683,-0.18385696873283663,-0.23013984213432437
200.0,3.6218033966,0.9899990100009901,3.8999961000039003e-05,0.0013619986380013621,0.0005009994990005011,0.0034179965820034185,0.0046809953190046815,0.027773654448558602,0.00022662932925461495,0.9927721626688947,5.916900353442992e-06,0.0008383261630119009,0.0001938795756667564,0.0014744618392922297,0.004715252852780898,0.6693442469957672,0.0038643360464946028,0.06191332540176473,0.03601273578763736,0.22814549879605484,0.0007198569722811518,0.02757291099211409,1.6433394582307992e-07,2.3283381166678543e-05,5.384744339201663e-06,4.095119362208853e-05,0.0001309598033707168,0.00015169303773708605,8.757718862315024e-07,1.4031375407724655e-05,8.161542156175923e-06,5.170446136460947e-05,1.6314070278733538e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.800679840899363,-0.19882078141006687,-0.2486969804020056
200.0,3.7166285568,0.9899990100009901,3.8999961000039003e-05,0.0013619986380013621,0.0005009994990005011,0.0034179965820034185,0.0046809953190046815,0.027772956389992862,0.00023258849914066745,0.992595118491688,6.657519787354247e-06,0.0008827572807777,0.00021079425832997128,0.0015930163027996337,0.004711656146617265,0.6531142166004487,0.004235926501259797,0.06355089644245168,0.038159569199513,0.24023710738669538,0.0007022838696315878,0.02756730093878945,1.8489900671970406e-07,2.4516779461987746e-05,5.854379743859182e-06,4.4242772306201895e-05,0.0001308566206846431,0.00015190685540653116,9.852277873981946e-07,1.478120762259382e-05,8.875476927969169e-06,5.5876388244966834e-05,1.6334315120831118e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.788551940774312,-0.21377503444762525,-0.2672139875495283
200.0,3.8114537171,0.9899990100009901,3.8999961000039003e-05,0.0013619986380013621,0.0005009994990005011,0.0034179965820034185,0.0046809953190046815,0.027772257669196422,0.0002385511529042131,0.9924190445231788,7.4646063519252195e-06,0.0009251211898835167,0.00022797934034242612,0.0017119507759098807,0.004708439564333529,0.6376879200096933,0.00462994900221072,0.0649630623946494,0.0402475522049631,0.2517858822501326,0.0006856341383508027,0.027561717420315438,2.073089710047875e-07,2.5692704060678614e-05,6.331500983243285e-06,4.754473806554995e-05,0.0001307639968005097,0.00015212118851140195,1.1044796723650783e-06,1.5497013430431945e-05,9.601099980066452e-06,6.006381249577357e-05,1.6355881417407073e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.77651173383888,-0.22871488236091508,-0.2856868799795933
200.0,3.9062788774,0.9899990100009901,3.8999961000039003e-05,0.0013619986380013621,0.0005009994990005011,0.0034179965820034185,0.0046809953190046815,0.02777155867214682,0.0002445172221746405,0.9922439793119128,8.34681262975013e-06,0.0009655305176795267,0.0002454287652505617,0.001831182099889064,0.004705532492638432,0.6230072589177035,0.005049960485892317,0.06617381099449623,0.042279900728604686,0.26281923766004933,0.0006698312132540307,0.02755616188854522,2.3180399667252183e-07,2.6814287421485268e-05,6.815939353988523e-06,5.085478112645416e-05,0.00013067997170300148,0.00015233600434519387,1.234802310102087e-06,1.61806364450839e-05,1.0338163879977976e-05,6.426382992669192e-05,1.637852675907448e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.764557151684667,-0.2436353310743371,-0.3041113607685162
200.0,4.0011040377,0.9899990100009901,3.8999961000039003e-05,0.0013619986380013621,0.0005009994990005011,0.0034179965820034185,0.0046809953190046815,0.02777085984675985,0.0002504866304419364,0.992069953685238,9.314342138136557e-06,0.0010040900474769438,0.00026313573632938706,0.0019506251546432007,0.0047028810341744895,0.6090195812800897,0.0055000900916771425,0.06720435417352588,0.04425940833702644,0.27336175814793306,0.0006548079697478776,0.02755063564197428,2.586672900829598e-07,2.788444398200865e-05,7.307505654277363e-06,5.4170537783160585e-05,0.0001306030500760448,0.00015255126278800868,1.3776990341912885e-06,1.6833792227952984e-05,1.1086390059695501e-05,6.84734656901593e-05,1.6402064192867128e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.752686918865532,-0.2585311156187373,-0.3224826833205441
200.0,4.0959291979,0.9899990100009901,3.8999961000039003e-05,0.0013619986380013621,0.0005009994990005011,0.0034179965820034185,0.0046809953190046815,0.027770161707825872,0.00025645929072200035,0.9918969963661722,1.0379298715641498e-05,0.0010408969429603922,0.00028109247191903227,0.0020701915449870276,0.004700443375245798,0.5956770587122311,0.005985173024301977,0.06807346151962983,0.04618845522134686,0.28343534649701574,0.0006405050254746221,0.027545139986595375,2.882348037471938e-07,2.8905876427191694e-05,7.80598340004403e-06,5.7489553970463636e-05,0.00013053207262905467,0.00015276691597670614,1.5349532286609348e-06,1.745807165831565e-05,1.1845458465611489e-05,7.268962792816906e-05,1.6426346453709833e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.74090057478467,-0.27339660896662465,-0.3407955416608637
200.0,4.1907543582,0.9899990100009901,3.8999961000039003e-05,0.0013619986380013621,0.0005009994990005011,0.0034179965820034185,0.0046809953190046815,0.02776946484717859,0.0002624351026463012,0.9917251384308031,1.1556130789317616e-05,0.0010760409344109947,0.0002992898968611546,0.002189787982984533,0.00469818662415094,0.5829361462647472,0.0065109193874573895,0.06879774659306001,0.0480690059530932,0.2930593123421823,0.000626869459460042,0.027539676369717506,3.209075677233537e-07,2.9881080902251316e-05,8.311120270001539e-06,6.0809240416263097e-05,0.0001304661283048442,0.0001529829073812282,1.7086937977691727e-06,1.8054943688983924e-05,1.2614994511405678e-05,7.690905071597506e-05,1.645125509392275e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.729198535929047,-0.2882256747663625,-0.359043898622577
200.0,4.2855795185,0.9899990100009901,3.8999961000039003e-05,0.0013619986380013621,0.0005009994990005011,0.0034179965820034185,0.0046809953190046815,0.027768769949280535,0.0002684139487798742,0.9915544172264062,1.2862200267419118e-05,0.0011096044481661012,0.00031771724972484645,0.002309314269529826,0.004696084605905558,0.5707571123162246,0.007084128871109968,0.06939191220795161,0.04990259461997866,0.30225039816517957,0.0006138538195556547,0.027534246504153002,3.571674802675361e-07,3.081235065582284e-05,8.822617216527375e-06,6.412681669116455e-05,0.00013040449308374919,0.00015319917031099604,1.9014790039601393e-06,1.8625757169122653e-05,1.339455247630978e-05,8.11282228918051e-05,1.6476692768054167e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.7175822001463,-0.303011372712497,-0.37722065862473997
200.0,4.3804046788,0.9899990100009901,3.8999961000039003e-05,0.0013619986380013621,0.0005009994990005011,0.0034179965820034185,0.0046809953190046815,0.02776807781301856,0.0002743956899099767,0.991384880203548,1.431851611286691e-05,0.0011416626588452753,0.0003363615787300924,0.0024286607468925114,0.00469411629587122,0.5591036280417322,0.007712965821824607,0.06986895962365915,0.05169029515522542,0.3110227360224155,0.0006014153351432527,0.027528852496142203,3.9759766958904844e-07,3.170177754703327e-05,9.340114491486975e-06,6.743924060113503e-05,0.0001303465865671105,0.00015341562574768208,2.116404577931633e-06,1.9171741379226256e-05,1.4183594200768404e-05,8.534329822855925e-05,1.6502577580907265e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.706054099290757,-0.3177462668773927,-0.3953179327568037
200.0,4.475229839,0.9899990100009901,3.8999961000039003e-05,0.0013619986380013621,0.0005009994990005011,0.0034179965820034185,0.0046809953190046815,0.02776738938113966,0.00028038015896592126,0.9912165890466665,1.5950686593975022e-05,0.0011722834391477601,0.0003552070893835466,0.0025477050470562885,0.004692264691151788,0.5479424077265048,0.008407314088132991,0.07024036551104941,0.053432673595662596,0.31938772379850305,0.0005895152801470246,0.027523496989103884,4.429089255514288e-07,3.2551250719877396e-05,9.863173561854218e-06,7.074311806990671e-05,0.00013029194075858474,0.00015363217938252707,2.3572440605071574e-06,1.9694004847812447e-05,1.4981461516726062e-05,8.954998077038803e-05,1.6528838796046235e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.694618111381416,-0.3324213580556936,-0.4133259136975731
200.0,4.5700549993,0.9899990100009901,3.8999961000039003e-05,0.0013619986380013621,0.0005009994990005011,0.0034179965820034185,0.0046809953190046815,0.027766705779454566,0.00028636715309123483,0.9910496244766441,1.779016294301935e-05,0.0012015271760726523,0.000374234293918943,0.0026663079008733305,0.004690515989547921,0.5372428924221591,0.00917923745577499,0.07051622958442497,0.05512971766993182,0.3273538044191385,0.0005781184485706045,0.02751818333568191,4.939742202073739e-07,3.336245158402824e-05,1.0391253531829212e-05,7.403458700098488e-05,0.00013024017743560432,0.00015384871762143422,2.6286320977587137e-06,2.0193531912819686e-05,1.5787340299861918e-05,9.374337702509359e-05,1.6555413426668545e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.683279748758284,-0.3470262552650851,-0.43123297094001956
200.0,4.6648801596,0.9899990100009901,3.8999961000039003e-05,0.0013619986380013621,0.0005009994990005011,0.0034179965820034185,0.0046809953190046815,0.027766028368802563,0.0002923564232517153,0.990884092136418,1.987587175531281e-05,0.0012294464137312265,0.000393418895143323,0.002784307692495419,0.004688858990456518,0.5269769706161079,0.010043579704537214,0.07070539486062134,0.056780737392601345,0.33492612471022803,0.0005671927159041915,0.027512915812454956,5.518740190126971e-07,3.413684400158381e-05,1.0923680203372467e-05,7.730916637730301e-05,0.00013019099174633062,0.0001540651022653496,2.9363050390620197e-06,2.067117634605147e-05,1.6600213293695857e-05,9.791780387384022e-05,1.6582243371617575e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.67204654528332,-0.36154858211832774,-0.44902495579018264
200.0,4.7597053199,0.9899990100009901,3.8999961000039003e-05,0.0013619986380013621,0.0005009994990005011,0.0034179965820034185,0.0046809953190046815,0.027765358813805152,0.00029834766052827956,0.9907201300435572,2.2256364540339994e-05,0.0012560852725096096,0.00041273031505210874,0.002901513343414819,0.004687284660925986,0.5171187304220455,0.011018748279786128,0.07081554163840101,0.05838422825398948,0.342106042738863,0.0005567086669149904,0.027507699894719066,6.179559473533895e-07,3.4875658291965535e-05,1.1459605290756644e-05,8.056155908295589e-05,0.00013014414047305502,0.00015428116343677134,3.2874177712241963e-06,2.112765117685991e-05,1.741879791132684e-05,0.00010206653750372741,1.660927283699046e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.66092857354582,-0.37597336486538424,-0.46668445474598386
200.0,4.8545304801,0.9899990100009901,3.8999961000039003e-05,0.0013619986380013621,0.0005009994990005011,0.0034179965820034185,0.0046809953190046815,0.0277646991736365,0.0003043404780089092,0.9905579181940958,2.4992649003989633e-05,0.0012814785827971213,0.0004321297517401234,0.003017694993130342,0.004685785829232673,0.5076442385641716,0.012127736285930205,0.07085325552636253,0.05993768625446795,0.34889044409384956,0.0005466392752182008,0.027502542612722704,6.939133811480581e-07,3.5579867348820105e-05,1.199795256104275e-05,8.3785393682053e-05,0.00013009943394073402,0.00015449669022308873,3.690961058425992e-06,2.156351365538056e-05,1.8241464085432803e-05,0.00010618148452826279,1.6636445831835091e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.649939132080373,-0.39028223876054113,-0.48418981743492395
200.0,4.9493556404,0.9899990100009901,3.8999961000039003e-05,0.0013619986380013621,0.0005009994990005011,0.0034179965820034185,0.0046809953190046815,0.027764052021167444,0.00031033438694498923,0.9903976910001032,2.8161901388582604e-05,0.001305650663236521,0.00045156762083907383,0.003132571833209186,0.004684356981223456,0.49853134191564963,0.013399445770207588,0.07082406936775353,0.06143736201217458,0.3552708213109842,0.0005369596232305215,0.027497453014570985,7.818884951675951e-07,3.6250152935570546e-05,1.2537346916050862e-05,8.69728873372637e-05,0.00013005673091240694,0.00015471141836625595,4.158308788500001e-06,2.197914414819118e-05,1.906612607556557e-05,0.0001102527525309871,1.6663703548945627e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.639095651030285,-0.4044525301571511,-0.5015140039299304
200.0,5.0441808007,0.9899990100009901,3.8999961000039003e-05,0.0013619986380013621,0.0005009994990005011,0.0034179965820034185,0.0046809953190046815,0.027763420597339324,0.0003163287656401385,0.9902397532793679,3.1862273629763095e-05,0.0013286136770711133,0.000470980220837218,0.003245796406066301,0.004682994143027812,0.4897594879712319,0.014870372793355702,0.07073247914014844,0.06287794086686453,0.36123207257478657,0.0005276466536129623,0.027492442762500614,8.846057039706263e-07,3.6886860327902884e-05,1.3076021964131441e-05,9.011441079495109e-05,0.00013001593604775779,0.00015492501429048607,4.703926670330908e-06,2.237471781707e-05,1.989010142040888e-05,0.00011426809562721117,1.669098146315381e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.6284208680577,-0.4184554032502916,-0.5186224269763464
200.0,5.139005961,0.9899990100009901,3.8999961000039003e-05,0.0013619986380013621,0.0005009994990005011,0.0034179965820034185,0.0046809953190046815,0.027762809006004772,0.0003223228198118651,0.9900845003287282,3.6218958073328664e-05,0.0013503655382297052,0.000490285484840378,0.003356934852406171,0.00468169483772219,0.4813095610339628,0.016586683000603036,0.07058193578390119,0.0642521407512159,0.36675100048517817,0.0005186789451390452,0.02748752688243215,1.0055400153863183e-06,3.748994052616214e-05,1.3611702274039864e-05,9.319794115295335e-05,0.00012997699960407968,0.00015513705491487786,5.346266436079899e-06,2.2750168569647018e-05,2.0709931185880755e-05,0.00011821221664520533,1.6718206017426072e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.617944312887357,-0.4322549304701049,-0.5354716383437754
203.4034827586,2.8387662149,0.9899990100009901,3.8999961000039003e-05,0.0013619986380013621,0.0005009994990005011,0.0034179965820034185,0.0046809953190046815,0.02755166278920846,0.00017561815309774075,0.9896660622907303,6.827882435464476e-08,2.000478743168395e-05,3.005029652852267e-06,2.4470523147046856e-05,0.010286389090213852,0.9901350294040095,5.490475326893417e-05,0.0019102444939889675,0.0007044455908053899,0.004804356585191345,0.002391019172735742,0.027266945622157975,1.8811951442627664e-09,5.511651574875518e-07,8.279356366695783e-08,6.742036020229552e-07,0.00028340712353216486,0.0001738856851813094,9.642271365377363e-09,3.354736099994708e-07,1.237134336150894e-07,8.437322303142726e-07,4.1990637113713895e-07,19.1104765544596,0.02753508945794014,0.00017577535805957144,309.1473760575555,82.3795680252517,2.8401526987551153,19.227475043321522,-0.011870101667437183,-0.012784385026591849
