feature,mean_abs_shap
temperature,0.4183163300398617
pressure,0.07653320201024967
z_hydrogen,0.00994255212049752
z_carbon dioxide,0.006400017491277577
z_methane,0.00443406884584056
z_nitrogen,0.0027153055219818934
z_hydrogen sulfide,0.0017990245449458523
z_carbon monoxide,0.001798523760244753
z_argon,0.0013098088713226891
z_oxygen,0.0004439116679867239
