T,P,z_carbon dioxide,z_hydrogen,z_argon,z_nitrogen,z_carbon monoxide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_nitrogen,x_carbon monoxide,y_carbon dioxide,y_hydrogen,y_argon,y_nitrogen,y_carbon monoxide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoL4_nitrogen,rhoL5_carbon monoxide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,rhoV4_nitrogen,rhoV5_carbon monoxide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_hydrogen,parachor_argon,parachor_nitrogen,parachor_carbon monoxide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
211.0777777778,4.39546858,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.02697779814157831,0.00026586486524055015,0.9994962906350988,6.630121260067086e-06,9.433799344934579e-05,0.00033489182005307333,6.784943013863952e-05,0.9340122845151299,0.0031122828086705356,0.005932444717775298,0.048587447532674265,0.008355540425749935,0.026964209172009982,1.7886607300827666e-07,2.5450313443579874e-06,9.034643920657579e-06,1.8304282303013364e-06,0.00024832105015563336,8.274466495176729e-07,1.5772286154383432e-06,1.2917695190656743e-05,2.2214446293039756e-06,17.324916275101526,0.02697981287155117,0.0002473766437044414,309.1473760575555,82.3795680252517,4.087196256561205,78.1684541926866,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,3.87,17.276015234347327,-0.01610134555649978
211.0777777778,8.204613944,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.026952902048194307,0.0004968893427301944,0.9933812435837353,9.79819426634687e-05,0.0011080025037412632,0.004516436595718328,0.0008963353741416941,0.5243420493686298,0.024490670614718366,0.037858910095080814,0.353640124181497,0.05966824574007393,0.026774507354825866,2.6408977031002627e-06,2.986388295249231e-05,0.00012173107317127625,2.415883954157268e-05,0.0002605399762765816,1.2169153224769095e-05,1.8811688953626228e-05,0.00017572000886756836,2.9648515407649056e-05,17.324916275101526,0.02697981287155117,0.0002473766437044414,309.1473760575555,82.3795680252517,4.087196256561205,78.1684541926866,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,3.87,16.67756011274089,-0.19618475234989674
211.0777777778,12.013759308,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.02692811262905896,0.0007323307561289806,0.9874352167551365,0.00020988678443434956,0.0018988993305780232,0.008753883865589574,0.001702113264261611,0.37378109235063034,0.03535804050960855,0.044653162661136406,0.46860847280064016,0.07759923167798455,0.02658976673068156,5.6518549705991834e-06,5.113377504504967e-05,0.00023572557067429807,4.5834697687451854e-05,0.00027373138998785347,2.5893780541640756e-05,3.270088437518039e-05,0.00034317639721453963,5.682830400976637e-05,17.324916275101526,0.02697981287155117,0.0002473766437044414,309.1473760575555,82.3795680252517,4.087196256561205,78.1684541926866,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,3.87,16.09046625946794,-0.34430452296270175
211.0777777778,15.8229046719,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.026903651519672805,0.0009720016687607361,0.9816353141955281,0.0003477010910115152,0.0025277335770262266,0.013009750012923907,0.002479501123510331,0.2960797384289726,0.043826716792126644,0.04542096872008727,0.5287045492892969,0.0859680267695166,0.026409574412521012,9.354428985583842e-06,6.800526329088962e-05,0.0003500097807057636,6.670763416955915e-05,0.00028778999983920366,4.259964185825127e-05,4.414925739265402e-05,0.0005139017041905894,8.356106548003778e-05,17.324916275101526,0.02697981287155117,0.0002473766437044414,309.1473760575555,82.3795680252517,4.087196256561205,78.1684541926866,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,3.87,15.515658022302128,-0.46329333801157446
211.0777777778,19.6320500359,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.026879782280303396,0.0012157539079131726,0.975976032907741,0.0005184959381975165,0.0030352494415664365,0.01724639128320997,0.00322383042928504,0.24895597903940062,0.05189272939426218,0.04422839792141383,0.56470391404374,0.09021897960118332,0.0262340232753543,1.393705793197089e-05,8.158684415571828e-05,0.0004635792428136063,8.66558600477989e-05,0.00030266920441550117,6.308878855335501e-05,5.3770847613697704e-05,0.0006865409903125412,0.00010968407701807741,17.324916275101526,0.02697981287155117,0.0002473766437044414,309.1473760575555,82.3795680252517,4.087196256561205,78.1684541926866,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,3.87,14.954338708867082,-0.5555825187705246
211.0777777778,23.4411953998,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.0268568213160304,0.0014633663666547491,0.9704645249901135,0.0007316274335960067,0.0034494990343971166,0.021423532208064706,0.003930816333828728,0.21753484803569767,0.060424727264264164,0.04235898842173315,0.5874020684039253,0.09227936787437982,0.026063592341205796,1.964918725399385e-05,9.264257919662276e-05,0.000575367976470216,0.00010556923190377184,0.0003183331801907919,8.84235135928104e-05,6.198671898188222e-05,0.0008595844306057365,0.00013503852328352817,17.324916275101526,0.02697981287155117,0.0002473766437044414,309.1473760575555,82.3795680252517,4.087196256561205,78.1684541926866,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,3.87,14.408140097846168,-0.6234298772862576
211.0777777778,27.2503407638,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.02683515834035804,0.001714492743555995,0.9651192423935966,0.0009993082164068822,0.003790125544735672,0.02549533369638805,0.004595990148872777,0.19523568694660534,0.0699857196515026,0.040296452447443606,0.6014813047639386,0.09300083619050976,0.025899127686958557,2.6816594218099465e-05,0.00010170861912281753,0.0006841713166828392,0.00012333412337572672,0.00033473016855312473,0.00011999000849504541,6.908797531219128e-05,0.0010312353324023647,0.00015944925879326875,17.324916275101526,0.02697981287155117,0.0002473766437044414,309.1473760575555,82.3795680252517,4.087196256561205,78.1684541926866,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,3.87,13.87920478223376,-0.6689315985968669
211.0777777778,31.0594861278,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.026815272214365103,0.0019686155777917666,0.9599693386235961,0.0013370157628584281,0.0040710655466965175,0.02940824096080385,0.005214339106044998,0.17869213513841473,0.08104382395308063,0.03823798907793928,0.6092140118541555,0.09281203997640983,0.025741839132635762,3.585244163594577e-05,0.00010916673083719021,0.0007885899867095972,0.0001398239225466058,0.0003517761208623547,0.00015954413431784804,7.52759009622627e-05,0.0011993081939451085,0.00018271122770419258,17.324916275101526,0.02697981287155117,0.0002473766437044414,309.1473760575555,82.3795680252517,4.087196256561205,78.1684541926866,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,3.87,13.370226663182374,-0.6940513244027446
211.0777777778,34.8686314917,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.02679772913834419,0.002225011032653773,0.9550532593406248,0.0017633029676988989,0.004302351462570249,0.033100813088542534,0.005780273140563547,0.16599644647454934,0.09401722959455802,0.036264543032382225,0.611773222262527,0.09194855863598357,0.02559325855650285,4.725251531723357e-05,0.0001152932491519165,0.000887026623405721,0.00015489819396646804,0.0003693439247871938,0.00020918937310743444,8.068900834119797e-05,0.0013612021690162714,0.00020458655740167582,17.324916275101526,0.02697981287155117,0.0002473766437044414,309.1473760575555,82.3795680252517,4.087196256561205,78.1684541926866,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,3.87,12.884381629566938,-0.7006772207680196
211.0777777778,38.6777768557,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.02678314342082438,0.0024827490071659217,0.9504146767689549,0.002298310715938122,0.004491425070659645,0.036507464825359735,0.006288122619087594,0.15598120130831297,0.1092367662449732,0.034406883093476705,0.6098220159438957,0.09055313340934142,0.025455092597159366,6.155598553058829e-05,0.00012029448183136356,0.0009777846663483112,0.00016841568995475286,0.0003872621726847618,0.0002712074729407231,8.542365484000323e-05,0.001514035004632628,0.00022482070206780567,17.324916275101526,0.02697981287155117,0.0002473766437044414,309.1473760575555,82.3795680252517,4.087196256561205,78.1684541926866,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,3.87,12.4250323361568,-0.6907200146956392
222.1555555556,7.1066836177,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.026133453311692787,0.00041937446520828316,0.9991282062967992,1.2738173096838616e-05,0.0001527215228146665,0.0005890804466615669,0.0001172535606276623,0.931978883737695,0.003212882360530001,0.00610434949198513,0.05009202988961998,0.008611854520169783,0.026110670331652763,3.3289245190249307e-07,3.991140786167712e-06,1.539470634966119e-05,3.0642404522927524e-06,0.00039084814595290857,1.3474008217243956e-06,2.560008303645719e-06,2.1007318246156713e-05,3.6115918838477387e-06,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,77.9287349579254,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,3.87,14.73417173769721,-0.016257670479681963
222.1555555556,10.744733364,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.02610543407671749,0.0006339565228180576,0.9932041607461729,0.00011044682592241558,0.0010796141272860782,0.004689098092545862,0.0009166802080728708,0.642298291842446,0.018333092514396025,0.02891762381503499,0.265549855693333,0.04490113613478997,0.02592802574308074,2.883262333100312e-06,2.81837954281596e-05,0.00012241094113421772,2.3930334741278e-05,0.00040718919170841506,1.1622383582928265e-05,1.8332516241940235e-05,0.00016834706315018236,2.8465368134591688e-05,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,77.9287349579254,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,3.87,14.227496269043312,-0.11680105837860033
222.1555555556,14.3827831103,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.026077501785322577,0.0008521656569132112,0.9874064679203055,0.00022848135382536018,0.001828030460285152,0.00883957320563854,0.0016974470599453984,0.49824923025854695,0.028024219492786807,0.036861352209392476,0.37456096520540544,0.06230423283386832,0.025749093930030827,5.958222912293749e-06,4.7670467591710105e-05,0.00023051398605152866,4.426517873621669e-05,0.00042459088260977647,2.388127741355069e-05,3.141197842022619e-05,0.0003191879909683108,5.309352750134706e-05,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,77.9287349579254,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,3.87,13.730470015216245,-0.19896855839254712
222.1555555556,18.0208328565,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.026049827283973825,0.0010738209923619138,0.9817204137841534,0.0003718971430063863,0.0024408637717503586,0.013011701018575229,0.002455124282514551,0.4125380875780478,0.03593930970996592,0.039516231690923304,0.43998346468401944,0.0720229063370436,0.025573647220228514,9.687856342719677e-06,6.358407967780576e-05,0.000338952564204591,6.395556352019422e-05,0.0004429920585901454,3.8592385217557775e-05,4.2433359128750574e-05,0.0004724634806698268,7.733970875563332e-05,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,77.9287349579254,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,3.87,13.243820178684476,-0.2643662942378331
222.1555555556,21.6588826028,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.026022629859911474,0.0012987771997570114,0.9761432730566916,0.0005472690581576064,0.0029483328731491373,0.017175344947974444,0.0031857800640273095,0.3559802654068887,0.04340762054195724,0.039924024984714666,0.48286574587310144,0.07782234319333799,0.02540181508499678,1.4241380134217757e-05,7.672337506176933e-05,0.00044694764429743946,8.290237542126775e-05,0.0004623390522739166,5.6376827855598144e-05,5.1852413372676676e-05,0.0006271350212836474,0.00010107388497117262,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,77.9287349579254,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,3.87,12.768460920014537,-0.3142898197000221
222.1555555556,25.2969323491,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.02599618301233903,0.001526845385251546,0.9706815535547775,0.0007631977332009745,0.0033721493038660504,0.021297487421905004,0.003885611986250495,0.3160646322222548,0.05111799616062977,0.03929447706877305,0.5121999325923138,0.08132296195602871,0.025234015312911567,1.984022794689483e-05,8.766301044823351e-05,0.0005536533807228311,0.00010101108030950605,0.0004825818251497768,7.804927654116381e-05,5.999659097832883e-05,0.0007820501034047272,0.00012416758917754947,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,77.9287349579254,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,3.87,12.305576309939841,-0.349914084721064
222.1555555556,28.9349820954,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.025970830330980476,0.001757750919317662,0.9653503812245099,0.0010308506521550117,0.0037280942747477874,0.025340110911551448,0.004550562937035836,0.28653395410789356,0.05954618569614459,0.03817478179066821,0.5324115936210789,0.08333348478421469,0.025070950960729067,2.6772047383698382e-05,9.68217038673745e-05,0.0006581037210521296,0.00011818189794820589,0.0005036553212488746,0.00010466736264925835,6.710175778729818e-05,0.0009358469681428329,0.00014647950948939778,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,77.9287349579254,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,3.87,11.85668612453219,-0.3723354896400508
222.1555555556,32.5730318417,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.02594700136039606,0.001991097345338019,0.9601735117911926,0.0013644411844985604,0.004027720929298614,0.02925830004865004,0.0051760260463601234,0.26390669674029826,0.06909552190885654,0.03683255977289924,0.5458674631356689,0.08429775844227698,0.024913623416662336,3.540315727036456e-05,0.00010450728043180683,0.0007591651511651988,0.00013430235486635157,0.0005254639232965335,0.00013757591024746917,7.333721198582358e-05,0.0010868752567558292,0.00016784504305236326,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,77.9287349579254,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,3.87,11.423692171657185,-0.38259275566817763
222.1555555556,36.211081588,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.02592521816943528,0.0022263356908463075,0.9551830109778114,0.0017813611165227138,0.0042795407832114645,0.03299935742149511,0.005756729700959237,0.2460856885627694,0.08013983084784178,0.035404978752466836,0.553893683235835,0.08447581860108706,0.024763327951337857,4.618217558440018e-05,0.00011094802846975316,0.000855515540603434,0.00014924447343983615,0.0005478693514537825,0.00017841816567493605,7.882336783027209e-05,0.0012331532759222584,0.00018807152996505851,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,77.9287349579254,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,3.87,11.00887077033092,-0.38169619212139594
222.1555555556,39.8491313342,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.025906077508430672,0.0024627521100404194,0.9504173648379242,0.0023014442530995285,0.004489926822463346,0.036504302514093506,0.00628696157241961,0.2317267255653945,0.09301150494951914,0.033964313732813035,0.5572677141710801,0.08402974158119338,0.024621585918849696,5.9621393202128725e-05,0.00011631639226991728,0.000945683290321307,0.0001628705137876276,0.0005706854823389325,0.00022906428007246317,8.36456853115601e-05,0.001372412238932229,0.00020694442338523516,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,77.9287349579254,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,3.87,10.614744344175513,-0.3706595904352685
233.2333333333,10.9132107904,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.02522587970903679,0.0006345867888187379,0.9986014272115354,2.263593226705998e-05,0.0002298571929341221,0.0009584125737125246,0.00018766708955075164,0.9323762650110038,0.003199459047795342,0.006058087508503653,0.04980597262961084,0.00856021580308656,0.02519059948011065,5.710113044707595e-07,5.798349899213025e-06,2.41768002961005e-05,4.734067426352296e-06,0.0005916736599841415,2.0303344430975028e-06,3.844382298404241e-06,3.160621223501869e-05,5.432199858076114e-06,12.372607922926212,0.02523354004865823,0.0005866857160875719,309.1473760575555,82.3795680252517,10.078945843410269,77.71918371236431,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,3.87,12.268757246465578,-0.013771543423846566
233.2333333333,14.3750137288,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.02519407746793604,0.0008353523301267182,0.9928636064091699,0.00012722488958622215,0.0010772381458111506,0.0049732833534553034,0.0009586472019773994,0.7338612844461164,0.01358277296122126,0.021801979115656792,0.19732620194472794,0.03342776153227758,0.025014282614966986,3.20531372408489e-06,2.7140021296981906e-05,0.00012529728607694964,2.415223187103873e-05,0.0006130327339518497,1.1346401042738363e-05,1.821233405563795e-05,0.00016483690258958385,2.7923958486908356e-05,12.372607922926212,0.02523354004865823,0.0005866857160875719,309.1473760575555,82.3795680252517,10.078945843410269,77.71918371236431,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,3.87,11.842727179187452,-0.0638288097931543
233.2333333333,17.8368166672,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.025162317607743807,0.0010391776522026236,0.9872181094817466,0.0002519003697158445,0.001782175013222397,0.009033468506025839,0.0017143466292893193,0.6115578312206328,0.02146996825471306,0.029285891581824108,0.28936251245123024,0.048323796491599895,0.024840695618896104,6.338397108298169e-06,4.484365371528697e-05,0.0002273030036481731,4.3136934375942885e-05,0.0006355172312339855,2.2311111203797574e-05,3.0433244056660554e-05,0.00030069905632452184,5.0217009383658154e-05,12.372607922926212,0.02523354004865823,0.0005866857160875719,309.1473760575555,82.3795680252517,10.078945843410269,77.71918371236431,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,3.87,11.424902432972026,-0.10344107011831305
233.2333333333,21.2986196056,0.95000095000095,0.0023540023540023543,0.004507004507004507,0.03680603680603681,0.006332006332006332,0.025130735444279566,0.0012459178461141287,0.9816559697539186,0.0004013626771831638,0.0023746992185192956,0.01311666738638379,0.002451300963995144,0.5290171757969903,0.028322383584617545,0.0328647795173134,0.3518537045890317,0.057941956512047116,0.02466973647318343,1.0086539257497873e-05,5.967793782034585e-05,0.0003296314979978209,6.160299602046944e-05,0.0006591119402263655,3.5287363152564846e-05,4.094681530922684e-05,0.0004383808097688433,7.219091765712825e-05,12.372607922926212,0.02523354004865823,0.0005866857160875719,309.1473760575555,82.3795680252517,10.078945843410269,77.71918371236431,34.052431631256816,56.55314330349872,61.77794369140718,63.65845399182276,3.87,11.015806075722926,-0.1335495367029491
