feature,mean_abs_shap
temperature,21.087810048312388
z_argon,0.12069567803409698
z_nitrogen,0.10784936331698015
z_methane,0.08830520295329952
z_hydrogen,0.0871791750182417
z_carbon monoxide,0.07570231001525934
z_oxygen,0.06690679411828981
z_carbon dioxide,0.056637745139442135
pressure,0.05340474527220505
z_hydrogen sulfide,0.043593656000017626
