trial_id,loss,FINGERPRINT_FEATURE,MIN_UNIQUE_FOR_NUMERICAL_FEATURES,OUTLIER_REMOVAL_STD,POLYNOMIAL_FEATURES,PREPROCESS_TRANSFORMS,REGRESSION_Y_PREPROCESS_TRANSFORMS,average_before_softmax,model_path,model_type,n_estimators,softmax_temperature
27,0.017701426028087212,1,3,0,0,46,0,1,5,0,0,1
78,0.01927412653604326,1,3,0,0,166,1,0,5,0,0,0
62,0.020237153914292174,1,3,1,0,87,1,0,5,0,0,3
69,0.020646750563969408,1,3,1,0,166,1,0,5,0,0,3
46,0.020696875050502488,1,1,2,0,112,0,1,5,0,0,2
76,0.020792535476091563,1,3,1,0,165,1,0,5,0,0,3
23,0.020983954465643315,1,3,0,0,73,0,1,5,0,0,1
65,0.02120862073873089,1,3,1,0,50,1,0,5,0,0,3
15,0.02132443987440598,1,3,0,0,95,0,1,5,0,0,1
74,0.021485564264556556,1,3,1,0,85,1,0,1,0,0,3
70,0.021503017447497202,1,3,1,0,66,1,0,5,0,0,3
95,0.021980373391111797,1,3,0,0,4,1,0,5,0,0,1
89,0.022087398176700856,1,0,0,0,45,1,0,5,0,0,1
73,0.022250557221138986,1,3,1,0,87,1,0,5,0,0,3
28,0.022925291161329915,1,2,0,0,46,0,1,5,0,0,1
21,0.023337228088017976,1,3,0,0,31,0,1,5,0,0,1
10,0.02377598999359199,0,3,0,0,113,2,0,5,0,0,4
63,0.02378778750455074,1,3,1,0,154,1,0,6,0,0,3
97,0.023838267479531276,1,2,0,0,122,0,0,5,0,0,4
26,0.023846936042958886,1,3,0,0,73,0,1,5,0,0,1
43,0.02392327516730152,1,3,0,0,35,2,0,5,0,0,2
68,0.024254529262106014,1,3,1,0,75,1,0,5,0,0,3
75,0.024355621488561574,1,3,1,0,28,1,0,2,0,0,1
66,0.02443440270608428,1,3,1,0,82,1,0,5,0,0,3
35,0.02451520157076054,1,1,0,0,37,1,1,5,0,0,1
24,0.024616812890218824,1,3,0,0,73,0,1,5,0,0,1
22,0.025086668843762306,1,3,0,0,95,0,1,5,0,0,1
20,0.025103385412683973,1,3,0,0,103,0,1,5,0,0,0
41,0.02512372207261732,1,3,0,0,124,0,1,2,0,0,1
92,0.025231870430741755,1,3,0,0,94,0,1,5,0,0,4
72,0.02523853371283572,1,3,1,0,164,1,0,5,0,0,3
52,0.02540012861812905,0,1,2,0,112,0,1,5,0,0,2
30,0.025416316735038063,1,3,0,0,127,0,1,1,0,0,1
67,0.025595221118890444,1,3,1,0,152,1,0,5,0,0,3
85,0.026006744005172073,1,3,0,0,36,1,0,5,0,0,0
25,0.02630724796641237,1,3,0,0,110,0,1,0,0,0,0
