feature,mean_abs_shap
temperature,0.42431488128994693
pressure,0.15604162339175348
z_hydrogen,0.04244131813514619
z_carbon dioxide,0.04070487524118428
z_hydrogen sulfide,0.025183408852757657
z_methane,0.021628806603497176
z_oxygen,0.019142453885856395
z_nitrogen,0.015139379305245837
z_carbon monoxide,0.01015668629946269
z_argon,0.010135464964848975
