temperature,pressure,z_carbon dioxide,z_hydrogen,z_argon,z_nitrogen,z_methane,z_oxygen,z_carbon monoxide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_argon,x_nitrogen,x_methane,x_oxygen,x_carbon monoxide,y_carbon dioxide,y_hydrogen,y_argon,y_nitrogen,y_methane,y_oxygen,y_carbon monoxide,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_argon,E_nitrogen,E_methane,E_oxygen,E_carbon monoxide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.7357864775171485,0.9700009700009699,0.007463007463007462,0.003993003993003993,0.0079010079010079,0.009905009905009905,3.8000038000038e-05,0.0006990006990006989,300.72,80.29,0.6650704974727321,0.03407381339540601,43.165951125010174,2.708699482690246,1221.681090462481,7.388541102091798,0.999725700973121,6.662260746707256e-06,3.1794099383629596e-05,4.21234399100485e-05,0.00018170852871936304,4.4344667162485606e-07,1.1567251447509808e-05,0.9607947962220797,0.009772344080779411,0.005219847280147464,0.010335016677231076,0.012916455231748801,4.9631850803863694e-05,0.0009119086572098305,22.50388353519423,0.6835952659938599,1.0000000128296938,1.6310488556625509,5.371410112091137,5.241951702030646,5.232010514709899,4.154998525573346,4.324353014798229,22.539601099191245,1221.9204964903781,7.249541730897533,302.7106577576344,2.6239816647333654
200.0,42.73429161376007,0.9700009700009699,0.007463007463007462,0.003993003993003993,0.0079010079010079,0.009905009905009905,3.8000038000038e-05,0.0006990006990006989,300.72,80.29,0.6650704974727321,0.5322492416709437,43.165951125010174,2.708699482690246,1202.581679546476,30.804503199838216,0.9701320396083937,0.007364521593694329,0.003986603365757704,0.00788189088016219,0.009898483120423818,3.7959911125658895e-05,0.0006985015204425782,0.08596482619899473,0.6717288875392717,0.04716384992703579,0.13684117733928783,0.053926759800529946,0.0003086471238210503,0.004065852071058999,18.40816792020409,0.8440002948932176,1.0000000009604477,1.3542583179276906,4.03261909281869,3.8200738801979464,4.206741919540543,3.421198715306942,3.3376912212555165,22.539601099191245,1221.9204964903781,7.249541730897533,302.7106577576344,2.6239816647333654
209.5,4.71574067534005,0.9700009700009699,0.007463007463007462,0.003993003993003993,0.0079010079010079,0.009905009905009905,3.8000038000038e-05,0.0006990006990006989,300.72,80.29,0.6966613461026868,0.058733848241873825,40.41569355711754,4.66905017360401,1190.6930049677494,11.820110483755709,0.9985698293112248,4.177281023835639e-05,0.00018662643691307935,0.00024331845264308248,0.0009059366203358793,2.104366399091076e-06,5.0412002245466574e-05,0.8843065211425589,0.029723560693766218,0.015410520641950117,0.030870825130320113,0.036898409151082466,0.00014567181309052915,0.002644491427231617,19.77865800108095,0.7423306940335721,1.0000000020709647,1.4930188980205714,4.0267134176742285,4.350029490288596,3.930337295105602,3.487868746776117,3.6570059352226996,19.92948109896847,1191.9095674483417,11.114268211516345,302.7106577576344,4.138230455628559
219.0,6.695694873162951,0.9700009700009699,0.007463007463007462,0.003993003993003993,0.0079010079010079,0.009905009905009905,3.8000038000038e-05,0.0006990006990006989,300.72,80.29,0.7282521947326416,0.08339388308834164,37.66543598922492,6.629400864517773,1159.4982923028956,16.970110402906254,0.9988539362524791,3.728947042533405e-05,0.00015658946450695693,0.00020340843320491012,0.0007124056770269585,1.546621488862749e-06,3.482408086803264e-05,0.9381240218631707,0.015666989863710713,0.008231500163345036,0.016405366755545964,0.020061059916381012,7.827401390404272e-05,0.0014327874239426011,17.285770888179805,0.8035069985754476,1.0000000007678291,1.3891638703428593,3.1499283410705687,3.685986528682235,3.0631719783819302,2.9774583363718805,3.161094623901768,17.38503539725471,1160.465976187989,16.4230263827573,302.7106577576344,6.247354444905967
228.5,10.038119802967769,0.9700009700009699,0.007463007463007462,0.003993003993003993,0.0079010079010079,0.009905009905009905,3.8000038000038e-05,0.0006990006990006989,300.72,80.29,0.7598430433625963,0.12502328811767055,37.49440893655153,9.93873247818591,1125.0734251228475,24.72234588322412,0.9975701423437261,9.512503871387639e-05,0.0003444206568332965,0.00046494454340179054,0.0014562900276719976,3.1454202833969374e-06,6.593196936985602e-05,0.9146105396974854,0.022266142386074543,0.011323532399008981,0.02284112812010496,0.026879702641562767,0.0001080279753419983,0.001970926780421379,14.73467701491681,0.8804136280574,1.0000000006413017,1.2969983561543816,2.5525956631986593,3.1222230498215624,2.4319271810339846,2.5467233359967274,2.735517943944276,14.909733329935271,1127.1073512361022,23.555386002814075,302.7106577576344,9.086827945090384
238.0,13.846285156152186,0.9700009700009699,0.007463007463007462,0.003993003993003993,0.0079010079010079,0.009905009905009905,3.8000038000038e-05,0.0006990006990006989,300.72,80.29,0.7914338919925511,0.1724534208014969,38.20505360272996,13.709193223913056,1088.9408883851647,34.31030175604723,0.997301269882586,0.00012113449021088566,0.0003811989436491803,0.0005369403072066638,0.0015896266428441974,3.366384524095242e-06,6.646334897918468e-05,0.9342253414563005,0.017084151605596044,0.008726087379699456,0.017551236944502172,0.02080188884347658,8.338564648320752e-05,0.001527908123942143,12.346677142320807,0.9682980850281553,1.0000000000507352,1.2236677100855444,2.15140494196137,2.678657643674402,1.9869810892046789,2.2030945297028506,2.3970586516113817,12.509480667762421,1091.2158976495487,32.99784235092379,302.7106577576344,12.802443088949174
247.5,18.976418913711786,0.9700009700009699,0.007463007463007462,0.003993003993003993,0.0079010079010079,0.009905009905009905,3.8000038000038e-05,0.0006990006990006989,300.72,80.29,0.8230247406225059,0.23634847320602548,40.543982911377974,18.788533577932462,1048.807219303769,47.27430443995325,0.9963195030986004,0.0001962602922454793,0.0005127564054599979,0.0007688099930392611,0.0021133876500894553,4.542710825014499e-06,8.473984974041771e-05,0.9369496138026772,0.01658873830267254,0.0083635706293536,0.01685776900386037,0.019689889691228257,8.001643890667099e-05,0.0014704021313014753,10.006682853926202,1.0790595703192183,1.000000000141399,1.160671410416199,1.8625469905171361,2.3055874468364923,1.6583945621614724,1.9153077191851793,2.1075090691915395,10.193194320757563,1051.9521051034883,45.40799212117259,302.7106577576344,17.550381245525255
257.0,25.47975065162693,0.9700009700009699,0.007463007463007462,0.003993003993003993,0.0079010079010079,0.009905009905009905,3.8000038000038e-05,0.0006990006990006989,300.72,80.29,0.8546155892524607,0.31734650207531356,44.57429695742444,25.22747589269993,1003.6494634039346,64.49464405762696,0.9949232001805285,0.0003282097581495941,0.0006915945104816385,0.0011142684458921664,0.0028243437119903317,6.309019903765095e-06,0.00011207437305392422,0.9378665102765803,0.01666254008254303,0.008249806425430276,0.016651757898462807,0.019034745926309465,7.886210119833331e-05,0.0014557772894757445,7.7585698923217645,1.222831586821222,1.0000000001332225,1.1075070142811496,1.6488361220223162,1.9785803334560694,1.416065480705982,1.6749794766865194,1.8592231838868205,7.973904647268468,1008.0965081003143,61.73519303226705,302.7106577576344,23.498474376626536
266.5,32.892837552491315,0.9700009700009699,0.007463007463007462,0.003993003993003993,0.0079010079010079,0.009905009905009905,3.8000038000038e-05,0.0006990006990006989,300.72,80.29,0.8862064378824155,0.40967539609529596,49.45037764403592,32.56716589355576,952.7940388385344,86.65308969721859,0.9946377410828248,0.000400752451052963,0.0006990226990874165,0.001202514996663859,0.0029398932771519397,6.663690820470484e-06,0.00011341180239862693,0.9528381239698416,0.012382824065598302,0.006287707856147195,0.01256741495475266,0.014757156473876673,5.983004567571951e-05,0.0011069426341076842,5.683307916237225,1.414275200124885,1.0000000001650595,1.0647334439135525,1.4877833862792733,1.68959273716873,1.2412790677099252,1.477368640252332,1.6483944133846866,5.870877798953019,957.7274533121312,83.46987496978093,302.7106577576344,30.829149726346433
266.5,48.95587386759556,0.9700009700009699,0.007463007463007462,0.003993003993003993,0.0079010079010079,0.009905009905009905,3.8000038000038e-05,0.0006990006990006989,300.72,80.29,0.8862064378824155,0.6097381226503369,49.45037764403592,32.56716589355576,933.1549610005895,104.08813694357147,0.9701068419743825,0.007400883041650272,0.003983840974768815,0.007879548565016778,0.009893732503485606,3.791314627839682e-05,0.0006972397944177509,0.7257022077566155,0.15081463068810186,0.02513659791239972,0.05741826022232836,0.03592752695952383,0.00023850201564373563,0.004762274445386951,4.829056849293015,1.5341967668496979,1.0000000001534928,1.0427621713405015,1.4263583086640688,1.6033230564072947,1.1989585493754003,1.4171782343667452,1.5654689056596505,5.870877798953019,957.7274533121312,83.46987496978093,302.7106577576344,30.829149726346433
276.0,43.25524950221247,0.9700009700009699,0.007463007463007462,0.003993003993003993,0.0079010079010079,0.009905009905009905,3.8000038000038e-05,0.0006990006990006989,300.72,80.29,0.9177972865123702,0.5387376946346054,57.06833970719196,42.82697970516086,888.6472909919614,119.45982590051194,0.991045463506437,0.0008911633240551412,0.0011579305184579176,0.0021509410951228713,0.004549992237115756,1.1569326168064787e-05,0.00019293999264299224,0.9439377608551623,0.01560211274594836,0.007504189134695768,0.01502235742292502,0.016537098504412907,7.073397717373794e-05,0.0013257473596817663,3.6632885950228182,1.7207250251389752,1.0000000002943188,1.028403811657218,1.3486386952237985,1.4500987277131496,1.1120169605022865,1.304188967578412,1.4514916620771152,3.9140335033176252,897.4654860749096,113.23675269732112,302.7106577576344,39.745001887922136
285.5,53.61766145193362,0.9700009700009699,0.007463007463007462,0.003993003993003993,0.0079010079010079,0.009905009905009905,3.8000038000038e-05,0.0006990006990006989,300.72,80.29,0.949388135142325,0.6677999931739148,64.686301770348,53.08679351676596,810.5706023957373,163.7638188155737,0.9914854787190964,0.000958352263209034,0.001043134704404224,0.0020473827265947734,0.004276294069670719,1.0988143990883806e-05,0.00017836937303390934,0.9637713215398287,0.00934909737957563,0.004848348134933999,0.009598325141923656,0.011537112430688716,4.583240718075224e-05,0.0008499629658685734,1.977114547126426,2.229910573763121,1.0000000005044851,1.005695008334227,1.232322535648237,1.263686776489679,1.0315297910219978,1.165568914023306,1.2830121541729853,2.1546985167491215,820.2779576354204,156.55683816620538,302.7106577576344,50.47891599972278
285.5,64.03943875264451,0.9700009700009699,0.007463007463007462,0.003993003993003993,0.0079010079010079,0.009905009905009905,3.8000038000038e-05,0.0006990006990006989,300.72,80.29,0.949388135142325,0.7976016783241314,64.686301770348,53.08679351676596,788.8386794063609,183.7602731767377,0.970970022560247,0.006987010208478752,0.0038799806094900265,0.007674778203588024,0.009772566591564948,3.706096364736286e-05,0.0006785808629837996,0.8754703281834283,0.05389632580391786,0.01501838427984393,0.02996961325224183,0.022824795632353356,0.000129606319231055,0.002690946528983813,1.5735834337852146,2.457600874688822,1.000000000000097,1.0013702071308916,1.1986003003764694,1.2246931974100475,1.0204872783191494,1.1382540369946683,1.241820119148834,2.1546985167491215,820.2779576354204,156.55683816620538,302.7106577576344,50.47891599972278
