temperature,pressure,z_carbon dioxide,z_hydrogen,z_argon,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_argon,y_carbon dioxide,y_hydrogen,y_argon,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_argon,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.523685924309244,0.95,0.02,0.03,305.78,91.58,0.6540650140623978,0.027557173228971873,63.936684052010925,2.523585924309244,1222.3326413124903,6.793973393473764,0.9997774854943963,2.1371785360424628e-05,0.00020114272024330444,0.9499638694878394,0.020014501296369083,0.03002162921579156,19.887403810683367,0.6052369932302633,1.000000000632936,2.0323483559223603,5.678959292431139,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
201.0,2.6562652561991262,0.95,0.02,0.03,305.78,91.58,0.6573353391327098,0.02900486193709463,63.541050749749914,2.656165256199126,1219.2400425513856,7.12653381785255,0.9997658211283095,2.276710465090151e-05,0.0002114117670396399,0.9499657299630696,0.020013756841413842,0.0300205131955166,19.65023783652395,0.6096590727679214,1.000000000843391,2.0085749268560273,5.541903133895407,19.67631149464653,1219.2863467039988,6.911550054479794,309.1473760575555,2.5177145594904573
202.0,2.7942018249374865,0.95,0.02,0.03,305.78,91.58,0.6606056642030218,0.030511048536115817,63.159425609823394,2.7941018249374863,1216.134458579171,7.471584581568195,0.9997536606758214,2.423996273911391e-05,0.00022209936143948854,0.9499674774625179,0.020013057579999577,0.030019464957482575,19.41358015250089,0.614102957297559,1.0000000008337526,1.985371595935588,5.409559997363089,19.440515430094564,1216.1837123074072,7.245770566711654,309.1473760575555,2.648218623874262
203.0,2.9376412871244697,0.95,0.02,0.03,305.78,91.58,0.6638759892733338,0.03207732351085903,62.79160329332903,2.9375412871244695,1213.0155234446293,7.829455929489297,0.9997409873831964,2.5794009050246806e-05,0.00023321860775331348,0.949969119885533,0.020012400352301694,0.030018479762165196,19.17743517728076,0.618636839706857,1.0000000006227705,1.9627440521889143,5.281508708916493,19.205250500053978,1213.0678918685637,7.592369865688004,309.1473760575555,2.7839063321115076
204.0,3.0867310407559243,0.95,0.02,0.03,305.78,91.58,0.6671463143436458,0.033705296361169736,62.43739385390274,3.086631040755924,1209.88286529903,8.200484304356433,0.9997277840036684,2.7433045448960747e-05,0.00024478295088280997,0.9499706645154441,0.020011782244899395,0.030017553239656432,18.941807492287293,0.6232003395130512,1.0000000005288057,1.94053388508697,5.157578556591282,18.970521356658203,1209.9385217936926,7.951669601577564,309.1473760575555,2.9249146337522567
205.0,3.2416202116766253,0.95,0.02,0.03,305.78,91.58,0.6704166394139578,0.035396595453992416,62.09662191875212,3.241520211676625,1206.736106132887,8.585012549419472,0.9997140327786548,2.916103290513943e-05,0.00025680618844005614,0.9499721180671918,0.020011200571731603,0.030016681361076623,18.706701807944096,0.6278417595250496,1.0000000004920073,1.9187709968663598,5.037606891086337,18.736332948920182,1206.7952327215985,8.323997326113064,309.1473760575555,3.0713819419222324
206.0,3.402459640911631,0.95,0.02,0.03,305.78,91.58,0.6736869644842698,0.03715286788503637,61.76912592317186,3.4023596409116306,1203.574861501783,8.983390123752446,0.9996997154179182,3.098209852475762e-05,0.0002693024835570044,0.9499734867309471,0.020010652856659105,0.030015860412393864,18.47212297128987,0.6325267868954888,1.0000000004915786,1.8976049219458788,4.921438626554857,18.502690211980752,1203.6376492697202,8.70968668358065,309.1473760575555,3.2234481128052623
207.0,3.5694018729372443,0.95,0.02,0.03,305.78,91.58,0.6769572895545818,0.03897577935070151,61.45475739422642,3.569301872937244,1200.3987402406156,9.395973330903326,0.999684813078715,3.290054295813486e-05,0.00028228637832671764,0.9499747762286909,0.020010136810812082,0.030015086960497116,18.23807596819785,0.6372847660984029,1.0000000005144472,1.876813445431319,4.808925847134536,18.26959823556576,1200.4653897698147,9.109077613559938,309.1473760575555,3.381254425637722
208.0,3.742601144954337,0.95,0.02,0.03,305.78,91.58,0.6802276146248938,0.040867014030949306,61.153380280162544,3.742501144954337,1197.207344165615,9.823125561342215,0.9996693063436581,3.4920848232606256e-05,0.00029577280810925906,0.9499759918478572,0.02000965031914283,0.030014357833,18.004565927999707,0.6420934069527234,1.0000000005442995,1.8564021156910477,4.6999274291624005,18.037062373613775,1197.2780659927698,9.522516565933442,309.1473760575555,3.5449435632858424
209.0,3.92221337722509,0.95,0.02,0.03,305.78,91.58,0.6834979396952058,0.04282827448378565,60.86487032214001,3.92211337722509,1194.000267763446,10.265217549491041,0.9996531751973836,3.704768601993718e-05,0.0003097771165964759,0.9499771384815485,0.020009191424332037,0.030013670094119444,17.77159812407097,0.646978114636351,1.0000000005575742,1.8365626121478587,4.594308689834882,17.805087951366463,1194.075282861887,9.95035672871567,309.1473760575555,3.7146595934361217
