idx,split,source_id,temperature,pressure,actual,predicted,residual
3663,test,18,290.0,58.22616648348325,58.22606648348325,57.93516,0.2909048929070792
19065,test,98,240.0,39.14214228910312,14.38467919456088,14.953058,-0.5683790482369719
2124,test,11,200.0,39.056991867079134,2.733014195440622,3.3795404,-0.646526247979788
12789,test,65,295.0,73.36663124240808,65.45027187515556,66.35407,-0.9038006956452165
369,test,1,285.0,51.52821769224509,50.08211640315393,50.462967,-0.38085051579137996
12351,test,63,280.0,49.83993137513207,47.3150321406427,47.02134,0.29369272413879344
2664,test,13,280.0,55.71326116481118,45.43140092411185,45.72145,-0.2900498815522141
15639,test,80,270.0,50.89322388877056,35.98496149414287,35.703907,0.28105448120341947
17206,test,88,280.0,47.00477924590599,47.00467924590599,45.968376,1.0363030862380214
7935,test,40,290.0,63.91536734185814,57.0491840684996,57.33987,-0.29068638438126015
4135,test,21,240.0,85.89480604072213,14.24193006517389,11.46502,2.776909885425354
14214,test,73,240.0,26.607420909866715,14.553384683418702,14.115628,0.4377564409260266
15627,test,80,265.0,39.44394479409608,31.29151355771038,30.923235,0.3682786181351858
19306,test,99,270.0,49.88624558696101,34.961627070810835,34.59,0.3716269182229439
12884,test,66,245.0,30.19527903309389,17.20794229838949,16.922173,0.2857697520027713
701,test,3,260.0,28.37161296493208,26.688065851348075,26.342781,0.3452847844535434
11026,test,56,295.0,75.04816611978127,72.80508396669912,72.509155,0.2959286932616152
15335,test,79,215.0,40.36541400390911,5.517049797814488,5.9228525,-0.40580271835982806
15096,test,77,290.0,75.23456307522513,61.8777218088416,62.269554,-0.3918323293419945
4806,test,24,285.0,58.81207657450775,52.0705342243224,52.361874,-0.2913394023865834
17565,test,90,260.0,44.63220792321287,26.67363142943311,27.568533,-0.8949015142924743
7471,test,38,255.0,39.813004280807256,23.02829685536476,22.65206,0.3762373003110504
12502,test,64,255.0,25.92657379844426,22.79179224042561,22.429789,0.36200365094807196
2635,test,13,270.0,34.88851471329639,34.888414713296385,34.302765,0.5856498207182597
4137,test,21,245.0,24.15394718881218,16.833783360271415,17.204782,-0.3709991256904992
