T,P,z_carbon dioxide,z_hydrogen,z_argon,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_argon,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoL4_carbon monoxide,rhoL5_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,rhoV4_carbon monoxide,rhoV5_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_hydrogen,parachor_argon,parachor_carbon monoxide,parachor_hydrogen sulfide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,2.4125210777,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.027782753116554284,0.0001509457576823617,0.9949687719169426,4.6192891152777374e-06,4.6095967235298845e-05,9.873346824706924e-06,0.004970639479882278,0.9869822578011489,0.004537934711098553,0.005083350486782494,0.002286072716486157,0.0011103842844838632,0.027642971748849623,1.2833656906374785e-07,1.2806728773670832e-06,2.7430875726494763e-07,0.00013809804950096712,0.00014898078472284245,6.849819932798601e-07,7.673101907923857e-07,3.4507297830697777e-07,1.6760779714000378e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,63.65845399182276,86.02971371321541,3.87,19.96812296586081,-0.008395034898800446
200.0,3.3653183728,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.027779075336300387,0.00020979007432659773,0.9956569142088466,0.00018340963087882105,0.0012208542238517223,0.00032511330081261785,0.0026137086356102473,0.718937366338326,0.12940221437414112,0.09705648357463323,0.05417724158294111,0.00042669412995843727,0.027658428428915922,5.094949953585816e-06,3.391420145901753e-05,9.031346876107001e-06,7.260640909575596e-05,0.00015082592352028582,2.71473001715774e-05,2.0361486903000517e-05,1.1365847538495258e-05,8.951619323870351e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,63.65845399182276,86.02971371321541,3.87,19.801134561597237,-0.05209280098129199
200.0,4.3181156678,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.02778007719880035,0.00026856394223627125,0.9944328444702323,0.00042164461233614315,0.001944297790385962,0.0006088151995588852,0.00259239792748681,0.566758324124098,0.232293949075704,0.12116308684022134,0.07944964074841879,0.0003349992115578225,0.027625421188405677,1.1713319881156304e-05,5.401274271437897e-05,1.6912933243548873e-05,7.201701455559363e-05,0.00015221084982199016,6.23857787214027e-05,3.254003625532552e-05,2.1337308728650845e-05,8.996870890201146e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,63.65845399182276,86.02971371321541,3.87,19.680698284824512,-0.08019596635775983
200.0,5.2709129629,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.027782121000905522,0.00032724260496184326,0.9934944585309363,0.0007052083451879796,0.0023815091111293414,0.0008344496396617741,0.0025843743730845246,0.46913081001682094,0.31879216698743434,0.12219967037610287,0.08959999156288312,0.00027736105675874154,0.027601383260635586,1.9592183576860796e-05,6.616337429015431e-05,2.318278085824542e-05,7.179940154467362e-05,0.00015351958833776408,0.00010432237916639894,3.998893845935449e-05,2.932093464359705e-05,9.076435472870024e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,63.65845399182276,86.02971371321541,3.87,19.574782917553694,-0.09419322195773461
200.0,6.2237102579,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.02778492590538178,0.00038583616213986346,0.9927398473303731,0.0010194735562250637,0.0026553789159943107,0.0010054516564810144,0.002579848540926502,0.401151271006655,0.3908692314411591,0.11593170521190778,0.09181036368923083,0.0002374286510471168,0.027583203101394435,2.832599722220946e-05,7.37795064316149e-05,2.793639977676836e-05,7.168090055675015e-05,0.00015477866684273603,0.00015081148415781488,4.4730644209292506e-05,3.54237583705179e-05,9.160855950206442e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,63.65845399182276,86.02971371321541,3.87,19.478588049372856,-0.0987972486326214
200.0,7.176507553,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.027788251428775314,0.00044436443071644785,0.9920991550168751,0.0013536000231025508,0.0028361028835231553,0.0011343852719938785,0.00257675680450545,0.35108213603384797,0.45067364515566166,0.10785164612292768,0.0901845040747086,0.0002080686128540473,0.02756870076188446,3.7614177775969756e-05,7.88103400052161e-05,3.1522583155265566e-05,7.160356595440508e-05,0.00015600841351339536,0.00020026333776850203,4.792543533124655e-05,4.007478581260306e-05,9.245829070084971e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,63.65845399182276,86.02971371321541,3.87,19.388728436818447,-0.09736489198012421
200.0,8.1293048481,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.02779192871726481,0.0005028438947510871,0.9915304759737285,0.0017005791450699938,0.0029616009203880193,0.001232958435499673,0.0025743855253139007,0.31266567840709675,0.5004537442811413,0.09983567768772197,0.0868593418979005,0.00018555772613958166,0.02755654430925751,4.72623743778524e-05,8.230860166840969e-05,3.4266292950757253e-05,7.154713901028225e-05,0.0001572220274852154,0.0002516501099170937,5.0201761003608324e-05,4.367668977545657e-05,9.330656971318286e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,63.65845399182276,86.02971371321541,3.87,19.303063163960605,-0.09201905518958853
200.0,9.0821021431,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.02779584710237393,0.0005612860472730849,0.9910089950233746,0.0020560356577916873,0.003052695164743596,0.0013098507964032216,0.002572423357686949,0.28225818488477183,0.5422015149537088,0.09247573792740804,0.08289681628098139,0.00016774595313003758,0.027545934502746967,5.714925278100655e-05,8.485224804936919e-05,3.640841246374667e-05,7.15026863328418e-05,0.00015842758090444918,0.00030433014515384566,5.190534140993656e-05,4.6528826341875154e-05,9.415346297841496e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,63.65845399182276,86.02971371321541,3.87,19.22027306952125,-0.08406642200610648
200.0,10.0348994382,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.027799934755196064,0.0006196985111426844,0.9905196730961849,0.002417217001026301,0.0031213041802916164,0.0013710916838967479,0.002570714038600396,0.2575929953192764,0.5775384631956425,0.08590360030852703,0.07881164036598433,0.00015330081056982506,0.027536382285812074,6.719847491768187e-05,8.677205256322767e-05,3.8116259355721496e-05,7.146568254735758e-05,0.00015962999568014003,0.0003578997257699737,5.323433321299045e-05,4.883945619551317e-05,9.500028406708729e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,63.65845399182276,86.02971371321541,3.87,19.13953537465081,-0.07432073992939436
200.0,10.9876967332,0.9900000000000001,0.0028250000000000003,0.0031800000000000005,0.0014260000000000002,0.0025690000000000005,0.02780414438321714,0.0006780862964093786,0.990053078923621,0.002782349226923742,0.0031745773035869486,0.0014208233788548278,0.0025691711670133874,0.23718565083409177,0.607737680672096,0.08008969206642476,0.07484562520002118,0.00014135122736627366,0.027527578753441036,7.736083962992031e-05,8.826640570461568e-05,3.950477836873006e-05,7.14336060728387e-05,0.00016083233953553735,0.0004120985930753672,5.430772267388956e-05,5.075179279432682e-05,9.584833025771652e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,63.65845399182276,86.02971371321541,3.87,19.060323028858228,-0.06330226258794269
