temperature,pressure,z_carbon dioxide,z_argon,z_nitrogen,z_methane,z_oxygen,z_carbon monoxide,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_argon,x_nitrogen,x_methane,x_oxygen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_argon,y_nitrogen,y_methane,y_oxygen,y_carbon monoxide,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_argon,E_nitrogen,E_methane,E_oxygen,E_carbon monoxide,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.3919526309551338,0.9899990100009899,0.00012199987800012198,0.0022719977280022717,0.0007199992800007199,0.0017639982360017636,0.0007079992920007079,0.004414995585004414,309.05,83.13,0.6471444750040446,0.02877363925123462,4.897467342664227,2.3682699316387463,1220.2259842353562,6.564512351413634,0.9899049042037094,1.5074931673374946e-06,1.1145998691911442e-05,2.978917207251379e-05,2.4812633653364628e-05,4.171375493375165e-06,0.010023669123212101,0.9900352513345836,0.00016840302042513987,0.003142680343693116,0.0009858079282885502,0.0024337806236714183,0.0009790523307277412,0.0022550244186102814,20.013969410554786,0.6042834505978938,1.000000000374505,4.676265317325721,6.177000920759628,3.7982994197187625,4.039801703899272,6.812491659136941,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.476660908137287,0.9899990100009899,0.00012199987800012198,0.0022719977280022717,0.0007199992800007199,0.0017639982360017636,0.0007079992920007079,0.004414995585004414,309.05,83.13,0.6471444750040446,0.029792624902409325,4.897467342664227,2.3682699316387463,1221.101016627088,6.728347029679517,0.9946831919089126,7.446969683269687e-06,5.679351085882034e-05,0.000132147103506792,0.00012167111388842658,2.1166397077250702e-05,0.004977582996072719,0.9622722175766347,0.0008000659251652478,0.015384321013826736,0.004199636833419464,0.01148532505524971,0.004773527378250224,0.0010849062174538284,19.933380412342167,0.6052998512546012,1.0000000004087886,4.643563226817908,6.157572072465704,3.7640922999874444,4.014311447634014,6.790535338228905,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.5613691853194407,0.9899990100009899,0.00012199987800012198,0.0022719977280022717,0.0007199992800007199,0.0017639982360017636,0.0007079992920007079,0.004414995585004414,309.05,83.13,0.6471444750040446,0.030811610553584036,4.897467342664227,2.3682699316387463,1220.9790689827719,6.882018983821417,0.9946912170915917,1.4046090337602247e-05,0.00011090488974800962,0.00022350458290260435,0.0002277812489476296,4.113535141485536e-05,0.0046914107450575625,0.9318719825013495,0.0014593306187336735,0.02904360017711164,0.006870571996506047,0.020794643160170954,0.008969104964551387,0.0009907665815768647,19.9020831831506,0.606236483265164,1.0000000004055172,4.633612575033776,6.1436239495774405,3.7549175709578857,4.006265795331045,6.774974623191808,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.646077462501594,0.9899990100009899,0.00012199987800012198,0.0022719977280022717,0.0007199992800007199,0.0017639982360017636,0.0007079992920007079,0.004414995585004414,309.05,83.13,0.6471444750040446,0.03183059620475874,4.897467342664227,2.3682699316387463,1220.835351437394,7.036162791145974,0.9945258016815607,2.0541958938937742e-05,0.00016802919522719353,0.000296679575788869,0.0003307065102840839,6.201020502769079e-05,0.004596230873172569,0.9032389273015068,0.002066533240568323,0.042596469623661634,0.00883330670330831,0.029234338695776296,0.013088968102493288,0.0009414563326853371,19.873623469372596,0.6071425174252177,1.0000000004066734,4.624917204997078,6.130306242399692,3.747051467439666,3.9992032939956874,6.760125871550028,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.7307857396837476,0.9899990100009899,0.00012199987800012198,0.0022719977280022717,0.0007199992800007199,0.0017639982360017636,0.0007079992920007079,0.004414995585004414,309.05,83.13,0.6471444750040446,0.03284958185593345,4.897467342664227,2.3682699316387463,1220.69586540898,7.190812059184749,0.9943275253906978,2.6869092926308212e-05,0.0002277588324805553,0.0003560202186125685,0.00042953454967691127,8.361434762607454e-05,0.004548677567979803,0.8763338915853814,0.0026200970260652125,0.05595291028332431,0.010277946841388356,0.03680649185589487,0.01710410332527231,0.0009045590826735999,19.846349230315745,0.6080251179961004,1.0000000004119005,4.616724879814254,6.11737519959721,3.7396825112494674,3.992542773202192,6.745709007949831,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.815494016865901,0.9899990100009899,0.00012199987800012198,0.0022719977280022717,0.0007199992800007199,0.0017639982360017636,0.0007079992920007079,0.004414995585004414,309.05,83.13,0.6471444750040446,0.033868567507108156,4.897467342664227,2.3682699316387463,1220.5633899300753,7.345820226865334,0.9941225030574783,3.299482603308191e-05,0.000289863125092438,0.0004048178022207449,0.0005239055785502309,0.00010583974068102482,0.004520075869944179,0.8510250532594815,0.0031217343439961234,0.06907581788411854,0.01134255070876976,0.043558802051896266,0.021002563703819137,0.0008734780479187414,19.819826197358456,0.6089077677492547,1.00000000042021,4.60884269055116,6.104732533735126,3.7326110158534984,3.9861328854557483,6.731612991302335,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.9002022940480545,0.9899990100009899,0.00012199987800012198,0.0022719977280022717,0.0007199992800007199,0.0017639982360017636,0.0007079992920007079,0.004414995585004414,309.05,83.13,0.6471444750040446,0.03488755315828287,4.897467342664227,2.3682699316387463,1220.437539016189,7.5010610718439334,0.9939182736285629,3.8900262155958797e-05,0.00035416531523031265,0.0004454670128457988,0.0006136856111279164,0.0001286005805078984,0.004500907589569237,0.8271804834278076,0.003574219043701688,0.08194478255038924,0.012124932319077936,0.0495515992952538,0.02477804240927898,0.0008459409544907197,19.79385329165611,0.6097875417373941,1.0000000004302478,4.601265519529406,6.092318226839628,3.725750276551006,3.9799042659269994,6.717770570984886,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.9849105712302078,0.9899990100009899,0.00012199987800012198,0.0022719977280022717,0.0007199992800007199,0.0017639982360017636,0.0007079992920007079,0.004414995585004414,309.05,83.13,0.6471444750040446,0.03590653880945757,4.897467342664227,2.3682699316387463,1220.3174054528106,7.656440955957402,0.993717377160067,4.457511477503504e-05,0.0004205172469682608,0.00047972388974007517,0.0006988736736400588,0.00015182364053618774,0.004487109274273408,0.8046790448259346,0.003980778156399555,0.09454806504156235,0.012695101536061659,0.05484881701784744,0.0284272771231346,0.0008209162990600183,19.768311791252565,0.6106528683601617,1.0000000004408605,4.593862644483207,6.080090696628712,3.719051513456675,3.9738163130114548,6.704135356592507,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.0696188484123614,0.9899990100009899,0.00012199987800012198,0.0022719977280022717,0.0007199992800007199,0.0017639982360017636,0.0007079992920007079,0.004414995585004414,309.05,83.13,0.6471444750040446,0.036925524460632284,4.897467342664227,2.3682699316387463,1220.2020967469603,7.811893069712102,0.9935206470709141,5.001504287766164e-05,0.0004887892188784691,0.0005088946028745109,0.0007795535898921227,0.00017544435555368312,0.004476656119009393,0.783411482321666,0.004344799906247527,0.10687921020391848,0.013103897013671682,0.05951384057887484,0.03194892659072989,0.000797843384891542,19.74312255915426,0.6115055115023694,1.0000000004512595,4.586597641873883,6.068019474932868,3.7124832968886867,3.967842162373795,6.690673453541964,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.1543271255945147,0.9899990100009899,0.00012199987800012198,0.0022719977280022717,0.0007199992800007199,0.0017639982360017636,0.0007079992920007079,0.004414995585004414,309.05,83.13,0.6471444750040446,0.03794451011180699,4.897467342664227,2.3682699316387463,1220.09084669209,7.967370709215654,0.993328254581898,5.5219949234810276e-05,0.0005588647107516511,0.000533965503038697,0.0008558638508545254,0.00019940476064653315,0.00446842664357588,0.76327963546458,0.0046696692706551515,0.11893523370534066,0.013388777596063587,0.06360735482695593,0.03534295363044463,0.0007763755059600996,19.718229053582867,0.6123468207078666,1.0000000004609952,4.5794471337076805,6.056096490956932,3.7060237064519463,3.961962748735607,6.677359242285035,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
