temperature,pressure,z_carbon dioxide,z_hydrogen,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,y_carbon dioxide,y_hydrogen,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.494326116790346,0.97,0.03,307.56,90.74,0.6502796202367018,0.02748871629700624,80.5056415628893,2.469629818604303,1222.3501546381615,6.605873585094453,0.9999586589388268,4.134106117308596e-05,0.9608041391070676,0.03919586089293228,19.90615495666377,0.6046630280565559,1.0000000010098145,2.0338423929239484,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.156610910944486,0.97,0.03,307.56,90.74,0.6502796202367018,0.05682842088323216,80.5056415628893,2.469629818604303,1221.675735542842,7.045533024973175,0.9988843655153296,0.001115634484670379,0.47941576416778997,0.52058423583221,19.73821260042662,0.6118545205210446,1.0000000010628556,2.0140577040076844,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,7.818895705098626,0.97,0.03,307.56,90.74,0.6502796202367018,0.08616812546945808,80.5056415628893,2.469629818604303,1221.0054168038916,7.497780131490728,0.9978148776489966,0.002185122351003433,0.3236590519228794,0.6763409480771205,19.571723809831646,0.6190981267194986,1.0000000010677779,1.9977081123000153,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,10.481180499252766,0.97,0.03,307.56,90.74,0.6502796202367018,0.115507830055684,80.5056415628893,2.469629818604303,1220.3382369645415,7.955469481514781,0.9967492618223812,0.003250738177618859,0.2467837522984754,0.7532162477015245,19.406709637254455,0.6262974014754527,1.0000000010219543,1.9812414124746511,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,13.143465293406905,0.97,0.03,307.56,90.74,0.6502796202367018,0.14484753464190991,80.5056415628893,2.469629818604303,1219.6740370930765,8.416500027073324,0.9956873604263786,0.004312639573621359,0.20102234780947384,0.7989776521905262,19.24328968606218,0.6335013700737328,1.0000000009465568,1.964353347120886,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,15.805750087561044,0.97,0.03,307.56,90.74,0.6502796202367018,0.17418723922813584,80.5056415628893,2.469629818604303,1219.0127681728404,8.880167239473298,0.9946291221462725,0.005370877853727389,0.17069524834770444,0.8293047516522956,19.08154830686907,0.6406239110469365,1.0000000008612024,1.9474796407167694,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,18.468034881715187,0.97,0.03,307.56,90.74,0.6502796202367018,0.2035269438143618,80.5056415628893,2.469629818604303,1218.354407816189,9.346187930882136,0.9935745214469864,0.006425478553013642,0.14914326682266416,0.8508567331773358,18.921539867079264,0.647711910901969,1.000000000754541,1.9304492937450954,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,21.130319675869327,0.97,0.03,307.56,90.74,0.6502796202367018,0.2328666484005877,80.5056415628893,2.469629818604303,1217.6989422473662,9.814432771105823,0.9925235411565356,0.007476458843464415,0.13305672362293525,0.8669432763770647,18.763297632601038,0.65468978563773,1.000000000666573,1.9134138756945809,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,23.792604470023466,0.97,0.03,307.56,90.74,0.6502796202367018,0.2622063529868136,80.5056415628893,2.469629818604303,1217.0463610224863,10.284837144458477,0.9914761673621612,0.008523832637838919,0.12060473377087826,0.8793952662291217,18.606840301972884,0.6616163230083117,1.0000000005839023,1.8965989181402185,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,26.454889264177606,0.97,0.03,307.56,90.74,0.6502796202367018,0.29154605757303953,80.5056415628893,2.469629818604303,1216.3966551481547,10.757366636306472,0.990432387591643,0.009567612408357067,0.11069226138381234,0.8893077386161877,18.45217606706719,0.6684192737767838,1.000000000545908,1.8798447372777665,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
