T_K,P_bubble_bar,P_dew_bar
200,18.543031807666942,2.4174407784100542
201,18.419643368025795,2.544261217213768
202,18.307806780132577,2.6761888896311556
203,18.20742265489012,2.813361194422665
204,18.11840335040502,2.955917062640545
205,18.040672410532533,3.1039969379711954
206,17.974164039380177,3.257742757630661
207,17.918822608762458,3.41729793385859
208,17.874602196205483,3.5828073360532517
209,17.84146615105912,3.7544172735895267
210,17.81938668619901,3.9322754793598653
211,17.808344493699746,4.11653109407928
212,17.80832838218175,4.307334651390903
213,17.819334934259505,4.504838063811793
214,17.84136818242669,4.709194609554654
215,17.87443930200316,4.920558920263408
216,17.918566319680288,5.139086969697145
217,17.97377383659497,5.36493606339961
218,18.04009276483059,5.598264829389083
219,18.11756007641539,5.839233209904281
220,18.206218563892914,6.088002454242555
221,18.30611661194399,6.34473511272548
222,18.417307979165688,6.609595031829619
223,18.53985158970952,6.882747350518428
224,18.673811334107295,7.16435849781369
225,18.819255878987015,7.454596191646089
226,18.976258485295997,7.753629439024224
227,19.14489683483228,8.06162853756392
228,19.325252864584773,8.378765078422841
229,19.517412608915716,8.70521195068238
230,19.721466049336417,9.041143347227766
231,19.937506971503346,9.386734772174606
232,20.165632829540296,9.742163049893973
233,20.40594461731896,10.107606335694609
234,20.658546746659802,10.483244128216851
235,20.92354693229377,10.869257283606865
236,21.20105608326681,11.265828031534427
237,21.49118820089109,11.67313999312718
238,21.79406028287433,12.09137820089946
239,22.109792233505996,12.520729120757938
240,22.438506779684946,12.961380676172524
241,22.780329392752872,13.41352227460902
242,23.135388215669096,13.87734483632828
243,23.503813995575012,14.353040825661319
244,23.885740021425782,14.840804284883806
245,24.281302066458835,15.34083087082161
246,24.690638335299493,15.853317894328498
247,25.113889415602387,16.37846436279215
248,25.551198233777136,16.91647102584089
249,26.002710014832317,17.467540424430094
250,26.468572245881035,18.031876943515652
251,26.948934643278346,18.60968686853268
252,27.44394912303403,19.201178445922494
253,27.953769774364904,19.806561947974345
254,28.478552836073636,20.426049742275538
255,29.0184566755829,21.05985636609045
256,29.573641770365313,21.708198606026418
257,30.144270691476464,22.3712955833817
258,30.730508089016304,23.0493688456106
259,31.33252067912787,23.742642464392883
260,31.9504772323782,24.45134314084788
261,32.584548562986924,25.175700318498365
262,33.234907518777995,25.915946304655858
263,33.9017289712818,26.672316400991175
264,34.585189805599825,27.445049044137704
265,35.28546890953548,28.234385957291046
266,36.00274716135822,29.040572313893918
267,36.737207415570396,29.863856914643144
268,37.489034485832974,30.70449237921876
269,38.25841512417555,31.56273535435528
270,39.04553799535267,32.43884674008937
271,39.85059364508629,33.33309193631383
272,40.673774460612464,34.24574111209386
273,41.51527462171361,35.1770695005979
274,42.375290040029064,36.12735772297976
275,43.254018283916935,37.09689214509872
276,44.15165848565958,38.08596527169903
277,45.0684112270581,39.09487618347846
278,46.00447839852355,40.123931023558505
279,46.96006302579947,41.17344354112029
280,47.93536905677818,42.24373570162412
281,48.93060109950632,43.33513837500844
282,49.94596409956991,44.447992115848585
283,50.98166294275142,45.58264805270149
284,52.03790196432859,46.73946890808485
285,53.114884341797605,47.91883017597432
286,54.21281134064764,49.12112149093755
287,55.331881374024675,50.34674823254095
288,56.47228882449359,51.59613342157559
289,57.634222559524325,52.86971998218609
290,58.81786404835716,54.1679734683063
291,60.0233849548652,55.49138538699064
292,61.250944032913594,56.84047730011435
293,62.500683080638574,58.21580595722698
294,63.77272160516761,59.617969818481356
295,65.06714968904272,61.047617488382386
296,66.38401829817332,62.50545883437069
297,67.7233258649338,63.99227997254679
298,69.08499930137947,65.50896398403671
