T,P,z_carbon dioxide,z_nitrogen,z_methane,z_oxygen,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_nitrogen,x_methane,x_oxygen,x_hydrogen sulfide,y_carbon dioxide,y_nitrogen,y_methane,y_oxygen,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_nitrogen,rhoL3_methane,rhoL4_oxygen,rhoL5_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_nitrogen,rhoV3_methane,rhoV4_oxygen,rhoV5_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_nitrogen,parachor_methane,parachor_oxygen,parachor_hydrogen sulfide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,2.4962986646,0.95000095000095,0.008035008035008036,0.02536902536902537,0.012456012456012456,0.00413900413900414,0.027789797555508783,0.00015621264834496403,0.9850965169692001,3.3165751622607156e-05,0.0008871833401922696,0.00014770461793764308,0.013835429321047393,0.9458422093670821,0.008983207181635935,0.028270065016834742,0.013914517457133069,0.0029900009773141246,0.027375632779210894,9.216695233685398e-07,2.465464541856325e-05,4.104681430500872e-06,0.0003844837799254574,0.00014775251644168384,1.4032905844748498e-06,4.416141725164076e-06,2.1736236224209912e-06,4.6707597122027014e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,20.036113810620463,-0.050463554022361023
200.0,2.842286711,0.95000095000095,0.008035008035008036,0.02536902536902537,0.012456012456012456,0.00413900413900414,0.027761463285568944,0.000178058355971679,0.9909660769077702,0.00012401031380492917,0.0030619001646371535,0.0005388135729106417,0.005309199040877229,0.8408107292889494,0.02912132345629607,0.08482740151558801,0.04422062969434104,0.0010199160448254763,0.02751066836131935,3.442707773727425e-06,8.500282900465184e-05,1.4958253222125005e-05,0.00014739113424909104,0.0001497133761405388,5.185294978347572e-06,1.5104227655215114e-05,7.873852623406776e-06,1.8160457417076158e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,19.823268958024286,-0.11605547020052853
200.0,3.1882747573,0.95000095000095,0.008035008035008036,0.02536902536902537,0.012456012456012456,0.00413900413900414,0.027745412931626984,0.00019993970174380754,0.9888230125903299,0.000229208545588678,0.005187164635965863,0.0009711829597644859,0.004789431268351008,0.7524094104255772,0.04776396203326763,0.12808806366226316,0.07091002006314757,0.0008285438157446764,0.02743530280061409,6.35948574481552e-06,0.00014392002476920542,2.6945872250825337e-05,0.00013288474824804468,0.00015043651310972397,9.549912323034078e-06,2.560988924557473e-05,1.4177728262073135e-05,1.6565880340166682e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,19.70543462031893,-0.19072452084385105
200.0,3.5342628037,0.95000095000095,0.008035008035008036,0.02536902536902537,0.012456012456012456,0.00413900413900414,0.027730814852249926,0.00022188481520804714,0.9864603523343467,0.00034587644760581136,0.007165157221124248,0.001426784349618656,0.0046018296473046266,0.6810748000187016,0.06475037971329994,0.15964155488098825,0.09380808248738544,0.0007251828996247858,0.027355349389668996,9.591435730310677e-06,0.00019869564828625813,3.956589263336278e-05,0.00012761248593099917,0.00015112015614500725,1.4367126037336443e-05,3.542203690429339e-05,2.081458904773476e-05,1.609070736752814e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,19.59460486349756,-0.2608855532622343
200.0,3.88025085,0.95000095000095,0.008035008035008036,0.02536902536902537,0.012456012456012456,0.00413900413900414,0.027717319365248478,0.00024389129123170768,0.9841271909329963,0.0004745898599765154,0.008993215412502604,0.0019027742681796212,0.004502229526345023,0.622419755986482,0.08060821696115766,0.18256206017158683,0.11375759950080841,0.0006523673799651317,0.027277367647114723,1.3154358716477634e-05,0.0002492678237088095,5.273980207111152e-05,0.0001247897336373564,0.0001518027579756675,1.9659642118542382e-05,4.4525296585169026e-05,2.7744487829671628e-05,1.5910672265714202e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,19.487975758953684,-0.3263796112063204
200.0,4.2262388964,0.95000095000095,0.008035008035008036,0.02536902536902537,0.012456012456012456,0.00413900413900414,0.027704834377777827,0.0002659563240976004,0.981875677766296,0.0006159376277860853,0.010673377257309572,0.002396150941830122,0.004438856406778185,0.5733741800566785,0.09569757707815417,0.19901049209146487,0.13132175386925676,0.0005959969044456437,0.027202703032083584,1.7064449964854857e-05,0.0002957041491653023,6.638496498755988e-05,0.00012297778157652762,0.00015249248926034987,2.5451375824752667e-05,5.292809893350057e-05,3.492585093311736e-05,1.585091458799122e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,19.384906203911587,-0.387415482073731
200.0,4.5722269427,0.95000095000095,0.008035008035008036,0.02536902536902537,0.012456012456012456,0.00413900413900414,0.027693301959250932,0.0002880773595611096,0.9797218106974158,0.0007704351596842812,0.012210186233771845,0.00290353341452208,0.00439403449460597,0.5317740434953042,0.11026084435114009,0.210537975923574,0.14687687596275484,0.0005502602672268563,0.027131731939707616,2.133589351716051e-05,0.0003381403743505326,8.040842759713487e-05,0.00012168532407848768,0.0001531920623332619,3.176365290365492e-05,6.065122419140367e-05,4.231190260793502e-05,1.5851752485410333e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,19.285106914130278,-0.44427611979199355
200.0,4.9182149891,0.95000095000095,0.008035008035008036,0.02536902536902537,0.012456012456012456,0.00413900413900414,0.02768266644990759,0.0003102521861216373,0.9776701189592496,0.0009385060844916677,0.013610045490716425,0.003421254156970104,0.004360075308572258,0.49605627463800495,0.1244613191755663,0.2182886721969873,0.160681657730091,0.0005120762593504241,0.02706451580119038,2.5980350898191626e-05,0.00037676234968757165,9.470943766776316e-05,0.00012069851046368372,0.00015390254364579635,3.86143963618023e-05,6.772453775470478e-05,4.985183558040942e-05,1.588727789244596e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,19.18837033673342,-0.4972672025304057
200.0,5.2642030354,0.95000095000095,0.008035008035008036,0.02536902536902537,0.012456012456012456,0.00413900413900414,0.027672868555155408,0.0003324789432333055,0.97572021089229,0.0011204762339919886,0.014880724030864925,0.003945501036924578,0.004333087805928447,0.46506508483762415,0.13840829035021138,0.22312562129154132,0.17292144089246353,0.0004795626281596422,0.027000977142630854,3.100679154243585e-05,0.0004117923201116674,0.0001091833315790432,0.00011990896929140465,0.00015462434794152085,4.6017842110366794e-05,7.418457077528639e-05,5.7492737930306776e-05,1.5944447582470448e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,19.09450734469858,-0.546698164440464
200.0,5.6101910818,0.95000095000095,0.008035008035008036,0.02536902536902537,0.012456012456012456,0.00413900413900414,0.027663845400502957,0.00035475610257766133,0.9738691844257045,0.0013165724375574475,0.016030895561966053,0.004472463582026335,0.004310883992745743,0.4379278711121314,0.15217344494153928,0.2257108184094427,0.1837364004231043,0.0004514651137824047,0.02694096655826659,3.642145637115256e-05,0.00044347621645783787,0.00012372554109255622,0.00011925562831482115,0.00015535758476587213,5.398445824327681e-05,8.007229024854815e-05,6.518160931574905e-05,1.601600042152263e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,86.02971371321541,3.87,19.003331203359235,-0.5928726219750793
