feature,mean_abs_shap
temperature,0.550652305994972
pressure,0.04310948879540952
z_carbon dioxide,0.002800569782890983
z_hydrogen,0.0019862398273415216
z_hydrogen sulfide,0.0008395094750892553
z_methane,0.000784742772106148
z_nitrogen,0.0007058127503546459
z_argon,0.0006919456554783808
z_carbon monoxide,0.0004143996576941247
z_oxygen,0.0001810438070032433
