trial_id,loss,FINGERPRINT_FEATURE,MIN_UNIQUE_FOR_NUMERICAL_FEATURES,OUTLIER_REMOVAL_STD,POLYNOMIAL_FEATURES,PREPROCESS_TRANSFORMS,REGRESSION_Y_PREPROCESS_TRANSFORMS,average_before_softmax,max_depth,model_path,model_type,n_estimators,softmax_temperature
8,0.08439348644224882,1,0,2,0,154,0,1,3,2,1,0,2
7,0.10308930328875875,1,1,0,0,59,1,0,1,6,1,0,3
6,0.10309177543256383,1,1,2,0,88,0,0,1,4,1,0,1
2,0.10310683821567565,1,3,2,0,105,1,1,1,2,1,0,3
0,0.20793153704317832,0,3,2,0,114,1,1,0,6,1,0,4
4,0.20794131184256184,1,0,1,0,40,0,1,0,1,1,0,2
1,0.2079710042049051,0,1,1,0,37,2,0,0,5,1,0,1
3,inf,1,1,2,0,10,1,1,0,2,0,0,0
5,inf,1,3,2,0,20,2,1,0,4,0,0,1
9,inf,0,2,0,0,16,0,1,0,1,0,0,4
