Complexity,Loss,Equation
1,19.48147548280584,"7.386492911888198"
3,2.568455729673427,"1.4370073177341678 / Pr"
4,0.39704622593124933,"safelog(Tr) / -0.02351769832434877"
5,0.007223776168945237,"(40.16856537094926 / Tr) + -40.91476099614926"
6,0.005108561005707237,"(88.43326820821765 / safesqrt(Tr)) + -89.48623151859701"
7,0.004055241057823669,"(57.18717461451085 / (Tr + 0.1590092093331538)) + -50.27658940738099"
8,0.0036282226201247276,"(Pr + -94.22310637640068) + (92.4501501780978 / safesqrt(Tr))"
9,0.0020394651877966735,"((90.32167563753777 / safesqrt(Tr)) + -91.64070924026818) + cube(Pr)"
10,0.0011393466311411219,"((cube(Pr) + 189.48058150773574) / safesqrt(safesqrt(Tr))) + -190.96575925459564"
12,1.9047341431644258e-5,"square(safelog(cube(oneminusx(safelog(Pr - -0.014938616037244707) - 0.27291286542749804)) + -0.8875819108047924))"
14,1.9047341431643113e-5,"safeexp(safelog(square(safelog(cube(oneminusx(safelog(Pr - -0.014938616037244707) - 0.27291286542749804)) + -0.8875819108047924))))"
16,9.88898459324337e-6,"safeexp(safelog(square(safelog(cube(oneminusx(safelog(Pr - -0.01540359825080318) - 0.2599796708443983)) + -0.9484144959476076)) - -0.12285872789488103))"
18,8.562607237472784e-6,"safelog(safeexp(square(safelog(cube(oneminusx(safelog(Pr - -0.015097041461502321) - 0.2835840706528217)) + -0.9214133490183971)) - 0.05558768109673695) + 0.0973489700242284)"
19,3.904626386224857e-6,"safeexp(safelog(square(safelog((cube(Pr) + -0.9441071942764799) + cube(oneminusx(safelog(Pr - -0.01327894354316799) - 0.47465841125687486)))))) + -1.4036940216954814"
25,3.7842867769327893e-6,"(safelog(safeexp(square(safelog(cube(oneminusx(safelog(Pr - -0.01332129817808498) - 0.4932630432152627) + (cube(Tr * Pr) * 0.14191479158501438)) + -1.0506609185961315)))) - 0.11860456023862197) + -1.385704163495981"
