T,P,z_carbon dioxide,z_methane,z_carbon monoxide,rho_l,rho_v,x_carbon dioxide,x_methane,x_carbon monoxide,y_carbon dioxide,y_methane,y_carbon monoxide,rhoL1_carbon dioxide,rhoL2_methane,rhoL3_carbon monoxide,rhoV1_carbon dioxide,rhoV2_methane,rhoV3_carbon monoxide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_methane,parachor_carbon monoxide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,7.9368963713,0.95,0.02468,0.02532,0.027607139087850806,0.0005056535705726001,0.974228256704859,0.018489013320547563,0.0072827299745934606,0.3210987026706983,0.18538159739042298,0.4935196999388787,0.026895654986165463,0.0005104287623374828,0.00020105533934786183,0.00016236470551166828,9.373886663891959e-05,0.0002495499984220122,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,63.65845399182276,3.87,18.473801724571562,-0.8105967324209331
200.0,8.4758777886,0.95,0.02468,0.02532,0.027597340957068204,0.0005409892631649218,0.9726280660640919,0.019220343807245185,0.008151590128662942,0.3026845927385188,0.18086301457626525,0.5164523926852159,0.0268419483635846,0.0005304303813606198,0.00022496221212298266,0.0001637491147969857,9.784494898940024e-05,0.0002793951993785358,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,63.65845399182276,3.87,18.356395644833274,-0.8591900074723497
200.0,9.0148592059,0.95,0.02468,0.02532,0.02758808850588952,0.0005764554682406458,0.9711032776151874,0.019862773132420044,0.009033949252392565,0.2865019610613841,0.17613612155817396,0.5373619173804419,0.026790883171207192,0.0005479759431496086,0.00024922939153272053,0.00016515562211550345,0.00010153463042690848,0.0003097652156982339,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,63.65845399182276,3.87,18.24090588286362,-0.9050139558671937
200.0,9.5538406233,0.95,0.02468,0.02532,0.02757929735567723,0.0006120533135427043,0.9696423118252298,0.020429901933305093,0.009927786241465196,0.2721716810538606,0.17134485562069812,0.5564834633254413,0.026742053646474313,0.0005634423403659463,0.00027380136883696987,0.00016658357924150344,0.00010487218664114454,0.0003405975476600563,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,63.65845399182276,3.87,18.127055825886767,-0.9483709523423798
200.0,10.0928220406,0.95,0.02468,0.02532,0.027570897677718288,0.0006477839646926213,0.9682355956153805,0.02093297187226064,0.0108314325123588,0.25939587893286004,0.1665844993840904,0.5740196216830497,0.02669512453463628,0.0005771408255806532,0.0002986323175013556,0.00016803249088005528,0.00010791076746736161,0.0003718407063452045,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,63.65845399182276,3.87,18.014617322096086,-0.9895079229160224
200.0,10.631803458,0.95,0.02468,0.02532,0.02756283163429751,0.0006836486023083747,0.9668752067201845,0.02138128607798337,0.011743507201832128,0.24793730049502824,0.16191707444813516,0.5901456250568367,0.026649818534205044,0.0005893287882922049,0.0003236843118002592,0.00016950198894353756,0.00011069438163632867,0.00040345223172850856,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,63.65845399182276,3.87,17.903401982183833,-1.0286287768724343
200.0,11.1707848753,0.95,0.02468,0.02532,0.02755505119189599,0.0007196484088262849,0.9655545708531906,0.021782564450909106,0.01266286469590023,0.2376046519047729,0.15738180360872417,0.6050135444865029,0.026605905628428832,0.0006002196785355741,0.00034892588493158324,0.00017099180967299312,0.00011325956454522922,0.0004353970346080626,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,63.65845399182276,3.87,17.793253805170053,-1.0659025529018535
200.0,11.7097662926,0.95,0.02468,0.02532,0.02754751632216023,0.000755784561817241,0.9642682131276208,0.022143236207414513,0.01358855066496481,0.2282419939447649,0.1530022755640838,0.6187557304911512,0.026563194340073412,0.0006099911608492007,0.00037433082123761933,0.00017250177538183752,0.00011563675779424183,0.00046764602864116155,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,63.65845399182276,3.87,17.684043155427677,-1.1014706053538248
200.0,12.24874771,0.95,0.02468,0.02532,0.027540193531729987,0.0007920582309980909,0.9630115553008497,0.022468678190238525,0.014519766508911722,0.21972094055675992,0.14879137439145884,0.6314876850517813,0.026521524606277696,0.0006187917457613297,0.0003998771796909603,0.00017403177949062393,0.00011785143278827353,0.0005001750187191935,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,63.65845399182276,3.87,17.575661865466166,-1.1354520939380777
200.0,12.7877291273,0.95,0.02468,0.02532,0.027533054671040173,0.0008284705774144584,0.9617807517372986,0.022763407598387065,0.015455840664314345,0.2119348341503969,0.14475468795763907,0.643310477891964,0.02648076201913716,0.0006267461459055623,0.0004255465059974527,0.0001755817744228168,0.00011992499991571498,0.0005329638030759266,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,63.65845399182276,3.87,17.46801928449259,-1.1679483019916859
200.0,13.3267105446,0.95,0.02468,0.02532,0.027526075972476097,0.0008650227538411244,0.9605725571172056,0.023031237369709856,0.01639620551308452,0.2047943375526804,0.1408928740003911,0.6543127884469285,0.026440793184283835,0.0006339595895787641,0.00045132319861349593,0.0001771517618408884,0.00012187554186440887,0.0005659954501358272,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,63.65845399182276,3.87,17.361039098739116,-1.1990459345762012
200.0,13.865691962,0.95,0.02468,0.02532,0.027519237274364478,0.0009017159058076634,0.959384219814851,0.02327540138089027,0.01734037880425876,0.19822405662743606,0.13720330750713428,0.6645726358654296,0.026401521982365932,0.0006405212932567899,0.0004771939987417574,0.00017874178477467808,0.00012371840470860299,0.0005992557163243823,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,63.65845399182276,3.87,17.254656773582155,-1.22882030664109
200.0,14.4046733793,0.95,0.02468,0.02532,0.027512521394289897,0.0009385511729079036,0.9582133958694047,0.023498655443756768,0.018287948686838515,0.19215992315915364,0.13368122963923007,0.6741588472016162,0.02636286655415217,0.0006465072606334049,0.0005031475795043205,0.00018035192126691628,0.00012546667487367018,0.0006327325767673171,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,63.65845399182276,3.87,17.148817493016658,-1.2573364806017153
200.0,14.9436547967,0.95,0.02468,0.02532,0.027505913621906304,0.0009755296901924335,0.9570580794124829,0.02370335896637823,0.01923856162113893,0.18654714568606193,0.1303205491046139,0.6831323052093241,0.0263247568634673,0.0006519825442782379,0.0005291742141607691,0.00018198227923740676,0.00012713156489373183,0.0006664158460612949,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,63.65845399182276,3.87,17.04347449564903,-1.2846519582727556
200.0,15.482636214,0.95,0.02468,0.02532,0.027499401307221567,0.0010126525895165627,0.9559165462297584,0.02389154118688103,0.020191912583360536,0.1813385895792336,0.1271144000394049,0.6915470103813616,0.026287132720985346,0.0006570030789460541,0.0005552655072901683,0.00018363299231669207,0.00012872272636474765,0.0007002968708351231,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,63.65845399182276,3.87,16.938587726542597,-1.310817524031627
200.0,16.0216176313,0.95,0.02468,0.02532,0.02749297352519317,0.0010499210008113225,0.9547873078101948,0.024064955090792726,0.021147737099012506,0.17649348504721765,0.12405552861072795,0.6994509863420544,0.026249942175816148,0.000661617173196127,0.0005814141761808963,0.00018530421645745294,0.00013024850475515314,0.0007343682795987164,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,63.65845399182276,3.87,16.83412274079681,-1.3358782613980367
200.0,16.5605990487,0.95,0.02468,0.02532,0.02748662080143137,0.0010873360532161751,0.9536690737868463,0.024225121477123298,0.022105804736030375,0.17197638818147074,0.12113655875768045,0.7068870530608488,0.026213140201231316,0.0006658667279102991,0.0006076138722897526,0.00018699612717161326,0.00013171614769976554,0.0007686237783447962,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,63.65845399182276,3.87,16.730049808314696,-1.3598750496139314
200.0,17.099580466,0.95,0.02468,0.02532,0.027480334886941644,0.0011248988760921177,0.9525607211069763,0.024373365124356554,0.023065913768667238,0.1677563390605995,0.11835017245320813,0.7138934884861924,0.02617668761616633,0.0006697882359390222,0.0006338590348362939,0.0001887089172665966,0.00013313197597792213,0.000803057982847599,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,63.65845399182276,3.87,16.626343179646934,-1.382844406750893
200.0,17.6385618833,0.95,0.02468,0.02532,0.02747410857236344,0.0011626105999022003,0.9514612686185053,0.02451084460000094,0.024027886781493746,0.16380617465917202,0.11568922945868024,0.7205045958821478,0.02614055019642347,0.000673413605740754,0.0006601447701992155,0.00019044279498818458,0.00013450152446317954,0.0008376662804508362,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,63.65845399182276,3.87,16.522980481366737,-1.4048196537322717
200.0,18.1775433007,0.95,0.02468,0.02532,0.027467935531430288,0.001200472356878626,0.9503698556785773,0.02463857697704816,0.024991567344374545,0.1601019642754117,0.11314684357882035,0.7267511921457679,0.02610469792679387,0.0006767708439917414,0.0006864667606446785,0.00019219798239460107,0.0001358296579844437,0.0008724447164995811,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,75.52930996715713,63.65845399182276,3.87,16.419942205994925,-1.4258310875628446
203.5068275862,3.0408597026,0.95,0.02468,0.02532,0.0275192124885712,0.00018819849652170016,0.9987472528894735,0.0010863120712057645,0.00016643503932062167,0.9406838433656737,0.02918902316125237,0.03012713347307402,0.027484737874642177,2.9894452716411317e-05,4.58016121260789e-06,0.00017703528502367426,5.49333027388478e-06,5.669881224141118e-06,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,75.52930996715713,63.65845399182276,3.87,19.030157196059683,-0.03628328721667984
203.5068275862,3.5814302579,0.95,0.02468,0.02532,0.02749584016687972,0.0002219305303660449,0.9953040372251396,0.0040092902894348454,0.0006866724854254288,0.8032821648212924,0.09162241763201395,0.10509541754669367,0.02736672072499254,0.00011023880498092344,1.8880636906251635e-05,0.00017827283687237412,2.033381173849212e-05,2.332388175517867e-05,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,75.52930996715713,63.65845399182276,3.87,18.872137160109162,-0.13477179273299456
203.5068275862,4.1220008131,0.95,0.02468,0.02532,0.02747451264559555,0.00025580765810922834,0.9921445052535841,0.0065949011959633205,0.0012605935504525518,0.7018915994594128,0.13114856359777602,0.1669598369428112,0.027258686755847736,0.00018119169630494746,3.463419344286482e-05,0.0001795492463042529,3.354880691833628e-05,4.270960488663916e-05,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,75.52930996715713,63.65845399182276,3.87,18.721028587421642,-0.22379089796600837
203.5068275862,4.6625713683,0.95,0.02468,0.02532,0.02745512846803252,0.0002898206905117646,0.9892535582435296,0.008861308430704885,0.0018851333257655584,0.6240563515638093,0.15603120163107156,0.21991244680511926,0.027160083529034398,0.00024328836135986229,5.175657763826281e-05,0.00018086444272847577,4.522107059809753e-05,6.373517718519136e-05,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,75.52930996715713,63.65845399182276,3.87,18.576430555663162,-0.3043524596442104
203.5068275862,5.2031419235,0.95,0.02468,0.02532,0.027437532526111842,0.00032396313169133083,0.9866090335739289,0.010834995674365988,0.002555970751705039,0.562462235395132,0.1712411490799346,0.26629661552493344,0.027070117449240445,0.00029728554623569795,7.012953063569754e-05,0.00018221702723671346,5.547581893035767e-05,8.627028552425971e-05,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,75.52930996715713,63.65845399182276,3.87,18.43778616668911,-0.37747775939858386
203.5068275862,5.7437124787,0.95,0.02468,0.02532,0.0274215386450421,0.00035823069984079476,0.9841847846207015,0.012547107801338978,0.0032681075779595623,0.5125329733118404,0.1799461610762927,0.3075208656118669,0.026987861105339,0.00034406100145792595,8.961653824517307e-05,0.00018360504572098398,6.446223921602471e-05,0.00011016341490378609,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,75.52930996715713,63.65845399182276,3.87,18.304455067736967,-0.44414062253079933
203.5068275862,6.2842830339,0.95,0.02468,0.02532,0.027406950509244136,0.0003926208565466784,0.9819535040530757,0.014030110240730498,0.004016385706193841,0.4712596988932401,0.1842409489850527,0.3444993521217072,0.026912351087961507,0.0003845225370069401,0.00011007688427569017,0.00018502638663539368,7.233683920148427e-05,0.00013525763070980045,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,75.52930996715713,63.65845399182276,3.87,18.17577845136188,-0.5052267245249205
203.5068275862,6.8248535891,0.95,0.02468,0.02532,0.027393577406629063,0.0004271323591863988,0.9798888265008778,0.015315309755431872,0.004795863743690285,0.43658365580986513,0.18554228844407714,0.37787405574605776,0.02684266041864271,0.0004195411232919242,0.00013137586469442566,0.00018647900688829042,7.925111539196197e-05,0.00016140223690614644,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,75.52930996715713,63.65845399182276,3.87,18.051126533160517,-0.5615135409558647
203.5068275862,7.3654241444,0.95,0.02468,0.02532,0.027381243949435922,0.0004617648757859876,0.9779666088844916,0.016431348904492025,0.00560204221101639,0.40704926240795564,0.18482137484251865,0.40812936274952566,0.026777942292268854,0.00044991077277219284,0.00015339088439487715,0.0001879610520945875,8.534401919675108e-05,0.000188459804494649,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,75.52930996715713,63.65845399182276,3.87,17.9299267104285,-0.6136647947678746
203.5068275862,7.9059946996,0.95,0.02468,0.02532,0.027369794728200152,0.0004965186829130549,0.976165525965206,0.01740351081404898,0.0064309632207449775,0.3815987510776,0.18274926818764328,0.4356519807347568,0.026717450066413226,0.00047633051853053217,0.00017601414325639495,0.00018947090928631664,9.073842594385329e-05,0.00021630934768288504,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,75.52930996715713,63.65845399182276,3.87,17.811675943820006,-0.662237062043797
203.5068275862,8.4465652548,0.95,0.02468,0.02532,0.027359095420760617,0.000531394445231712,0.9744671911230033,0.018253583906299862,0.007279224970696877,0.3594452650838491,0.1797918162112157,0.4607629187049351,0.02666054086633482,0.0004994015438633182,0.00019915301056247926,0.00019100721723039766,9.55403724327609e-05,0.0002448468555685534,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,75.52930996715713,63.65845399182276,3.87,17.695942377077223,-0.7076916187031337
203.5068275862,8.98713581,0.95,0.02468,0.02532,0.027349031791612775,0.0005663930633605389,0.972855997736916,0.019000055345120274,0.00814394691796368,0.33999154567042134,0.17627321852769132,0.4837352358018873,0.02660666961076808,0.0005196331176760967,0.00022272906316859556,0.0001925688530689545,9.983992823032079e-05,0.0002739842820612636,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,75.52930996715713,63.65845399182276,3.87,17.58236075270022,-0.7504084288527757
203.5068275862,9.5277063652,0.95,0.02468,0.02532,0.027339507645889858,0.0006015155733881877,0.9713188247929893,0.019658463494021738,0.009022711712989004,0.3227761945434747,0.17241925237916084,0.5048045530773646,0.02655537843702468,0.000537452713001254,0.0002466764958639229,0.00019415490773687542,0.00010371286545801358,0.0003036478001932988,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,75.52930996715713,63.65845399182276,3.87,17.47062492232024,-0.7906998526914073
203.5068275862,10.0682769204,0.95,0.02468,0.02532,0.027330442422501617,0.000636763082981589,0.969844698342137,0.020241801647211153,0.009913500010651805,0.30743719789201596,0.16838695491115907,0.5241758471968249,0.026506284686808226,0.0005532173944468029,0.0002709403412465883,0.00019576465795294095,0.00010722259654311147,0.0003337758284855365,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,75.52930996715713,63.65845399182276,3.87,17.36047952742942,-0.8288231571481148
203.5068275862,10.6088474757,0.95,0.02468,0.02532,0.02732176879637107,0.0006721367318681043,0.96842445786575,0.02076091358429751,0.010814628549952477,0.29368657974878404,0.16428513945603018,0.5420282807951857,0.02645906913455902,0.000567224880951616,0.0002954747808604353,0.00019739753790586908,0.00011042207672847188,0.0003643171172337633,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,75.52930996715713,63.65845399182276,3.87,17.251711930550673,-0.8649902149701916
203.5068275862,11.1494180309,0.95,0.02468,0.02532,0.027313430517176288,0.0007076376689655115,0.9670504571945261,0.021224850284468168,0.011724692521005789,0.2812924239398779,0.16018867081381732,0.5585189052463047,0.02641346546918625,0.0005797234734822907,0.0003202415745077481,0.00019905311517447364,0.00011335553760937335,0.0003952290161816644,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,75.52930996715713,63.65845399182276,3.87,17.144145063008867,-0.899377289995666
203.5068275862,11.6899885861,0.95,0.02468,0.02532,0.027305380508555015,0.0007432670392276422,0.9657163027069897,0.02164117955369824,0.012642517739312065,0.2700658818334646,0.15614843369870332,0.5737856844678321,0.02636925110872925,0.0005909206423676913,0.00034520875745807267,0.0002007310683867615,0.00011605998399526901,0.0004264759868456117,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,75.52930996715713,63.65845399182276,3.87,17.037631197097813,-0.9321313723049975
203.5068275862,12.2305591413,0.95,0.02468,0.02532,0.02729757927079792,0.0007790259770742084,0.9644166339092027,0.022016246400908646,0.013567119689888652,0.2598516287560342,0.1521983388429276,0.5879500324010382,0.02632623951421256,0.0006009902313742232,0.0003703495252111388,0.000202431168985994,0.00011856645962618312,0.00045802834846203123,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,75.52930996715713,63.65845399182276,3.87,16.932046756083384,-0.9633759834994393
203.5068275862,12.7711296965,0.95,0.02468,0.02532,0.02728999355152501,0.0008149156036041516,0.9631469412494978,0.02235538893402516,0.014497669816477004,0.2505207472248655,0.14836026756664775,0.6011189852084867,0.026284273815869834,0.0006100784198513802,0.0003956413158037962,0.00020415326594011435,0.00012090109699494819,0.000489861240669089,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,75.52930996715713,63.65845399182276,3.87,16.827288020381232,-0.9932156742515428
203.5068275862,13.3117002517,0.95,0.02468,0.02532,0.027282595252028485,0.0008509370260533713,0.9619034164988708,0.02266311559487785,0.015433467906251224,0.24196534742158224,0.1446475781492602,0.6133870744291576,0.026243221583882072,0.0006183086099249872,0.00042106505822142365,0.00020589727314289198,0.0001230859799761541,0.0005219537729343253,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,75.52930996715713,63.65845399182276,3.87,16.723267611845646,-1.021739604540775
203.5068275862,13.8522708069,0.95,0.02468,0.02532,0.02727536053256299,0.0008870913385067426,0.9606828305267888,0.02294324989520584,0.016373919578005377,0.23409445010936591,0.14106760304934154,0.6248379468412926,0.026202970560061274,0.0006257854126804273,0.0004466045598212883,0.00020766315908451728,0.00012513984880897823,0.0005542883306132471,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,75.52930996715713,63.65845399182276,3.87,16.619911628873428,-1.049024390212363
203.5068275862,14.3928413622,0.95,0.02468,0.02532,0.02726826908228709,0.0009233796232471051,0.9594824336907225,0.023199048342293065,0.0173185179669844,0.22683079974071035,0.1376234342340219,0.6355457660252677,0.026163425181606303,0.0006325978926506336,0.00047224600803015424,0.00020945093840541665,0.00012707867485298388,0.0005868500099887045,19.08621600222449,0.027527742438257244,0.00017661769329853033,309.1473760575555,82.3795680252517,2.854699624576047,78.3357791624888,75.52930996715713,63.65845399182276,3.87,16.517157316430104,-1.0751363711721567
