T,P,z_carbon dioxide,z_nitrogen,z_methane,z_oxygen,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_nitrogen,x_methane,x_oxygen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_nitrogen,y_methane,y_oxygen,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_nitrogen,rhoL3_methane,rhoL4_oxygen,rhoL5_carbon monoxide,rhoL6_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_nitrogen,rhoV3_methane,rhoV4_oxygen,rhoV5_carbon monoxide,rhoV6_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_nitrogen,parachor_methane,parachor_oxygen,parachor_carbon monoxide,parachor_hydrogen sulfide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,5.130191179,0.96,0.008835,0.01117,0.004081,0.000275,0.015639,0.0277312384404874,0.00032275486916664086,0.9713381520409863,0.0022373386952304402,0.008364845161643422,0.0020182491578877785,7.959833157315619e-05,0.01596181661267878,0.47343049252114694,0.2919693943853765,0.13155141693347183,0.092602626599286,0.008660537010202576,0.0017855325505160636,0.026936409900590992,6.20441728295643e-05,0.00023196751569529107,5.5968548629698885e-05,2.2073603123201707e-06,0.00044264094242952814,0.00015280199667316112,9.423454368551556e-05,4.2458860361048924e-05,2.988794863253985e-05,2.7952304896407833e-06,5.762893247345906e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.41038906411681,-0.4295738136588625
200.0,5.4090117517,0.96,0.008835,0.01117,0.004081,0.000275,0.015639,0.02772749205481772,0.0003405261638898784,0.9705532726409776,0.0025316084630814598,0.008707393926683791,0.002190479685023979,8.94921692445458e-05,0.01592775311498863,0.450549390130564,0.31312607367698203,0.13005029510842833,0.09534432278153611,0.009230238884567248,0.0016996794179223434,0.02691100815593004,7.019515354600047e-05,0.00024143419592029288,6.073650806274199e-05,2.4813934116965465e-06,0.0004416366479469454,0.0001534238554640852,0.00010662762068312212,4.428552810601972e-05,3.246723648547483e-05,3.143137839148875e-06,5.787853120276771e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.351268560856663,-0.4570161082681281
200.0,5.6878323243,0.96,0.008835,0.01117,0.004081,0.000275,0.015639,0.02772401634698918,0.00035832461610260907,0.9698079239810254,0.0028341300490522057,0.009006547537012233,0.0023535220480128856,9.953322934049576e-05,0.015898343155556757,0.42992324994511916,0.33315660437359257,0.12809544239712636,0.09744386663235888,0.009758235770766115,0.0016226008810368002,0.02688697073788959,7.85734678094166e-05,0.0002496976711460623,6.52490837321087e-05,2.7594608773045277e-06,0.0004407659255346991,0.00015405208349017087,0.00011937821236421636,4.589975022144418e-05,3.491653610259383e-05,3.4966160863985157e-06,5.814178377852667e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.29325594197414,-0.48318826250341473
200.0,5.966652897,0.96,0.008835,0.01117,0.004081,0.000275,0.015639,0.027720766531517876,0.00037615053137698154,0.9690971415582255,0.0031440695891626794,0.00926906387790932,0.002507527733788624,0.00010968638570905513,0.015872510855204917,0.41123553701933235,0.35212748926985993,0.1258396666774895,0.09899715115098831,0.010247169410482397,0.0015529864718475197,0.026864115607496897,8.715601904002396e-05,0.00025694555572524996,6.951059087966055e-05,3.040590689926736e-06,0.0004399981676861186,0.00015468646577092022,0.0001324529422013002,4.7334657489039915e-05,3.7237831010251615e-05,3.854478218862904e-06,5.841566866067084e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.23619049112004,-0.508249336990712
200.0,6.2454734696,0.96,0.008835,0.01117,0.004081,0.000275,0.015639,0.027717706002596713,0.0003940041919057343,0.9684165977877125,0.00346068481271578,0.009500530489565543,0.0026527785066434366,0.00011992097633266596,0.01584948742703012,0.3942262394480044,0.37010288883039993,0.12339373539393265,0.1000877554109829,0.010699597279804931,0.0014897836368750908,0.026842286545514765,9.592224420650745e-05,0.0002633329109784839,7.352893473715033e-05,3.3239343655331938e-06,0.00043931143279427384,0.00015532679090174748,0.00014582208963559955,4.861764900011644e-05,3.9434995190363103e-05,4.215686179946335e-06,5.869809979613561e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.179939472070007,-0.5323306294797341
200.0,6.5242940423,0.96,0.008835,0.01117,0.004081,0.000275,0.015639,0.027714804791164428,0.00041188585622808015,0.9677625531354718,0.003783316257982728,0.009705570434876036,0.0027896410419797966,0.00013021034137934305,0.015828708788310206,0.3786798173765927,0.3871442578195487,0.12083784347624667,0.1007879741369369,0.01111797257905011,0.0014321346116251815,0.026821350244348494,0.00010485387155322998,0.0002689879899894862,7.73143569158906e-05,3.6087541931193726e-06,0.00043868957416420617,0.0001559728608164509,0.00015945924411578944,4.9771398624968587e-05,4.151314102488585e-05,4.5793356552423715e-06,5.89875990743107e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.12439280829833,-0.5555407871218954
200.0,6.8031146149,0.96,0.008835,0.01117,0.004081,0.000275,0.015639,0.0277120382966431,0.00042979576061721766,0.9671317889451422,0.004111378483146611,0.009888016739833966,0.0029185327926576766,0.00014053137166149103,0.01580975166755813,0.3644161000337301,0.4033100674216795,0.11822989698436646,0.10115997390926534,0.011504629859351937,0.0013793317916065905,0.026801193173148732,0.0001139346779769533,0.0002740170985721269,8.087849252013827e-05,3.894410753363025e-06,0.000438120443671788,0.0001566244948951571,0.0001733409571920821,5.0814708502091073e-05,4.347812793035059e-05,4.94464114101972e-06,5.928309565170642e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.069458815827673,-0.5779700456805301
200.0,7.0819351875,0.96,0.008835,0.01117,0.004081,0.000275,0.015639,0.027709386257069965,0.0004477341212170153,0.966521537939453,0.004444351741255831,0.010051057006723102,0.003039896949347196,0.00015086408631200603,0.015792292276908843,0.35128332567094284,0.4186556329587924,0.11561150811586646,0.10125697175864376,0.011861776193974312,0.0013307853017801969,0.026781718620541604,0.0001231502590607393,0.0002785086208911199,8.423367875115011e-05,4.180351239939317e-06,0.00043759472658541003,0.00015728153111747018,0.0001874464119153582,5.17632169888313e-05,4.53362012674525e-05,5.310921940282001e-06,5.95837987621077e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.01506078008204,-0.5996936862536657
200.0,7.3607557602,0.96,0.008835,0.01117,0.004081,0.000275,0.015639,0.027706831919259232,0.00046570113639877596,0.9659294194011209,0.004781774336738495,0.010197351744225706,0.0031541845205400936,0.00016119124802167374,0.015776078749353148,0.339152759903018,0.4332330390475437,0.11301234649828618,0.10112436859576326,0.01219148705963838,0.0012859988957504586,0.026762844069214514,0.00013248781782384077,0.00028253631079882657,8.739246035293365e-05,4.466098815792142e-06,0.00043710516225332506,0.00015794382569961671,0.00020175711860993638,5.26299781913441e-05,4.7093733372655645e-05,5.677589378064565e-06,5.988911471585596e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.961134209742145,-0.6207748303851162
200.0,7.6395763328,0.96,0.008835,0.01117,0.004081,0.000275,0.015639,0.027704361373043662,0.00048369698907468976,0.9653533816523108,0.005123235739552039,0.010329130473403244,0.0032618418525607326,0.00017149801825482036,0.015760912263918278,0.3279144910390458,0.44709114426267726,0.11045330860909852,0.10080079846984256,0.012495705912426143,0.0012445517069096025,0.026744498937985355,0.00014193597432784227,0.00028616196330448105,9.036724542506074e-05,4.751243072492382e-06,0.00043664600892842767,0.00015861125198954578,0.00021625664032181473,5.342593280755846e-05,4.875704271618744e-05,6.044135326203324e-06,6.019859133799405e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.907624631915102,-0.6412666850499669
200.0,7.9183969055,0.96,0.008835,0.01117,0.004081,0.000275,0.015639,0.027701963018151376,0.0005017218488263521,0.9647916523546468,0.0054683704546302225,0.010448269493031502,0.003363302227210467,0.00018177165158246187,0.01574663381889856,0.3174741132399816,0.46027564592529213,0.10794883528882906,0.1003190748344747,0.012776246502171624,0.0012060842092508832,0.026726622673749586,0.00015148459610371805,0.0002894375750996379,9.31700739170505e-05,5.035431569885656e-06,0.00043621266771149965,0.00015928369904927024,0.000230930348043381,5.416028921976268e-05,5.0332271698501823e-05,6.410122016130761e-06,6.05118799305622e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.854485818900475,-0.6612143490678939
200.0,8.1972174781,0.96,0.008835,0.01117,0.004081,0.000275,0.015639,0.02769962713730995,0.0005197758738052558,0.9642426961997224,0.005816852605485891,0.010556354728545951,0.0034589804666324696,0.00019200122664181048,0.01573311477297147,0.3077500865468226,0.47282918770298993,0.10550861307888175,0.09970702828637666,0.013034797117488884,0.0011702872674401001,0.02670916315460674,0.0001611246482846491,0.00029240708990990163,9.581246920095779e-05,5.318362387884292e-06,0.00043580141291981264,0.00015996107014851782,0.0002457652041989509,5.48408315570564e-05,5.1825307752076785e-05,6.775173061617014e-06,6.082870870368431e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.80167835839232,-0.6806562619719294
200.0,8.4760380508,0.96,0.008835,0.01117,0.004081,0.000275,0.015639,0.027697345553983982,0.0005378592123841465,0.9637051791859274,0.0061683911716745145,0.010654732552023524,0.0035492697220191748,0.00020217741046029992,0.015720249957895185,0.2986716181383892,0.4847914957593331,0.10313882809082328,0.09898823840279698,0.013272926115470464,0.0011368934931868815,0.026692075360076683,0.00017084806179401316,0.0002951078092786772,9.830534995505776e-05,5.599777600728582e-06,0.0004354091952788251,0.0001606432812934126,0.0002607495720796472,5.5474168843154096e-05,5.324173594262251e-05,7.138965586499913e-06,6.114886388101571e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.749168496954464,-0.6996253712959764
200.0,8.7548586234,0.96,0.008835,0.01117,0.004081,0.000275,0.015639,0.027695111357362683,0.0005559720045841924,0.9631779385814454,0.006522725814295041,0.010744550946005352,0.0036345398233602506,0.0002122922526794599,0.0157079525822145,0.2901769486941526,0.4961995323315864,0.10084309349077093,0.09818266689482417,0.013492088239526743,0.0011056703491390842,0.026675320265968167,0.00018064761778044535,0.0002975715349344748,0.00010065898514073144,5.879457578263018e-06,0.00043503349596060324,0.00016133025984961237,0.0002758730486641309,5.606593683653504e-05,5.458681412893742e-05,7.50122334455649e-06,6.147217604201605e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.69692720107367,-0.7181500748995688
200.0,9.0336791961,0.96,0.008835,0.01117,0.004081,0.000275,0.015639,0.02769291868075274,0.0005741143832957886,0.9626599577094975,0.006879623223667662,0.010826792930495065,0.003715136724894806,0.00022233900626509077,0.015696150405179736,0.28221195636164115,0.5070876583313527,0.09862313783448769,0.0973072015246497,0.01369363135349507,0.0010764145943739137,0.026658863926065986,0.0001905168464872466,0.0002998254961975485,0.00010288297921038992,6.157216020058533e-06,0.0004346722167715066,0.0001620219432852616,0.0002911263182398101,5.6620961956542454e-05,5.586546399356328e-05,7.861710719591696e-06,6.179851010195659e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.644929391828015,-0.7362549839122572
200.0,9.3124997687,0.96,0.008835,0.01117,0.004081,0.000275,0.015639,0.027690762522413502,0.000592286475314843,0.9621503447815464,0.007238873926830407,0.010902303791376465,0.0037913827023809406,0.00023231197149554928,0.01568478282637034,0.27472901176106923,0.5174877987983034,0.09647931737344567,0.09637612097487275,0.013878803320405697,0.0010489477719033415,0.026642676708204072,0.0002004499388375517,0.00030189310523421405,0.00010498627804321698,6.43289563379695e-06,0.00043432359646065075,0.00016271827804269372,0.00030650102436868376,5.714339482790023e-05,5.7082272996724287e-05,8.22022750023103e-06,6.21277578609988e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.59315331846756,-0.7539615452840849
200.0,9.5913203414,0.96,0.008835,0.01117,0.004081,0.000275,0.015639,0.027688638600177753,0.0006104884022251916,0.9616483151083945,0.007600289498403767,0.010971813336851792,0.0038635770507482576,0.00024220636031775452,0.015673798645284093,0.2676860329130291,0.5274296068265539,0.09441099821030101,0.09540149070329353,0.014048758832892116,0.0010231125139303768,0.026626732657506192,0.00021044166917802813,0.00030379457427269957,0.00010697718866210913,6.706364377502739e-06,0.0004339861461812269,0.0001634192185310752,0.0003219896579578039,5.7636819449892086e-05,5.824150362935513e-05,8.576604333139355e-06,6.245983239259548e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.541580043471516,-0.7712885462592673
200.0,9.870140914,0.96,0.008835,0.01117,0.004081,0.000275,0.015639,0.027686543233037608,0.0006287202811445072,0.9611531761234967,0.007963700123171985,0.01103595415727783,0.003931997099841846,0.00025201817843431676,0.01566315431777727,0.2610457005441991,0.5369406229100508,0.09241684181869513,0.09439349917066003,0.014204566061385397,0.0009987694950093853,0.026611008964314602,0.0002204873277551481,0.00030554742189329377,0.00010886340769694976,6.977512192733097e-06,0.00043365859918488,0.00016412472623771371,0.000337585459393914,5.810434277073745e-05,5.934710733679119e-05,8.930698767649953e-06,6.279466377008583e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.490193017435473,-0.7882525313870907
200.0,10.1489614867,0.96,0.008835,0.01117,0.004081,0.000275,0.015639,0.0276844732443115,0.0006469822253618047,0.9606643147444316,0.008328952465437448,0.011095276663934067,0.003996899417865257,0.00026174412281042617,0.01565281258552111,0.25477480289605603,0.5460464277113372,0.09049501852031319,0.09336074293761826,0.014347213031791445,0.0009757949028839138,0.026595485518307056,0.00023058266168254533,0.0003071668899409164,0.00011065205499409491,7.246248164801026e-06,0.00043333987122208144,0.00016483476894380548,0.0003532823329515447,5.854866846642996e-05,6.040274122721165e-05,9.282391815048314e-06,6.313219577645406e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.43897772658118,-0.8048681445796433
200.0,10.4277820593,0.96,0.008835,0.01117,0.004081,0.000275,0.015639,0.027682425882141735,0.0006652743448792918,0.9601811866799743,0.00869590780501002,0.011150261523545328,0.004058521110209422,0.00027138149255276074,0.01564274138870815,0.24884368578147179,0.5547707869996849,0.08864336705867543,0.09231046815659068,0.014477613677317527,0.0009540783262598546,0.026580144533695286,0.0002407238232901277,0.00030866628819204036,0.00011234970982447992,7.5124980533767985e-06,0.00043302902908642427,0.00016554932003561698,0.00036907477187938446,5.8972157947854886e-05,6.141178622837659e-05,9.631584954592891e-06,6.347238334660559e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,18.38792139924626,-0.8211484130849662
203.4379310345,2.7915677786,0.96,0.008835,0.01117,0.004081,0.000275,0.015639,0.027618436778858987,0.0001724212211990608,0.9436282367354736,3.755350468752894e-05,0.0003783221916802615,4.87470467766203e-05,1.3969226792264614e-06,0.055905743598702776,0.9610253969661056,0.009386002039304816,0.011845904818866815,0.004333548236741511,0.00029213631945862315,0.01311701161952264,0.02606153679902486,1.0371690950371028e-06,1.0448667532960674e-05,1.3463172295561697e-06,3.8580820701170335e-08,0.0015440292451558732,0.0001657011725482081,1.6183459337938114e-06,2.0424853750768555e-06,7.47195679104008e-07,5.037050095765475e-08,2.2616511619203636e-06,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.01914075734022,3.87,19.759894987024797,-0.08465516541358653
