temperature,pressure,z_carbon dioxide,z_nitrogen,z_methane,z_carbon monoxide,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_nitrogen,x_methane,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_nitrogen,y_methane,y_carbon monoxide,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_nitrogen,E_methane,E_carbon monoxide,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.51096185623263,0.96,0.029291,0.009892,2.8e-05,0.000789,306.07,86.69,0.6534452902930702,0.028964838576913485,23.346579429037646,2.4861008477550794,1221.4103816838265,6.77326344264672,0.9972430075206287,0.0001330115303315372,0.0003806763479239806,1.5268448729233784e-07,0.0022431519166285453,0.9521629639255879,0.03542670768600025,0.011893465282722993,3.385990312752659e-05,0.00048300320256141417,19.88763798059298,0.6058981037872933,1.000000001513891,6.145595461301151,3.7444324232908115,6.777494941076209,1.0000000003514138,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.2213808830779627,0.96,0.029291,0.009892,2.8e-05,0.000789,306.07,86.69,0.6534452902930702,0.037159774865358895,23.346579429037646,2.4861008477550794,1219.170577399743,7.937966787461076,0.9959254616567196,0.0009406656880514316,0.002234918641716788,1.0736012213446474e-06,0.0008978804122907422,0.7502629465080733,0.1948035726961109,0.054594937926864213,0.00018519947025169141,0.0001533433986999301,19.60769152893277,0.6146869272487202,1.0000000013996508,6.016727494051629,3.6631050383850314,6.632154672605865,1.0000000003679004,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.9317999099232948,0.96,0.029291,0.009892,2.8e-05,0.000789,306.07,86.69,0.6534452902930702,0.0453547111538043,23.346579429037646,2.4861008477550794,1217.1171209217212,9.131816010574568,0.9937036453222342,0.001807421130514375,0.003631660819094699,2.050338485587077e-06,0.0008552223896710556,0.6203140317954843,0.3062873310718672,0.0729875303387197,0.0002895365730272427,0.00012157022090161146,19.3645287076575,0.6228509510976259,1.0000000013158965,5.901548434043443,3.597484055289017,6.50337620375785,1.0000000003752179,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.642218936768627,0.96,0.029291,0.009892,2.8e-05,0.000789,306.07,86.69,0.6534452902930702,0.05354964744224971,23.346579429037646,2.4861008477550794,1215.3926156894365,10.350558589653238,0.991746640196058,0.002714546720479744,0.004696066434853571,3.0600288290331438e-06,0.0008396866197796614,0.5300982275166642,0.3891799299978585,0.08025349449413147,0.0003657282681212127,0.00010261972322441288,19.138871508109894,0.6305559309774011,1.0000000012897823,5.79582817225231,3.5384529702168823,6.384770301875269,1.0000000004063245,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.35263796361396,0.96,0.029291,0.009892,2.8e-05,0.000789,306.07,86.69,0.6534452902930702,0.06174458373069512,23.346579429037646,2.4861008477550794,1213.9059129610077,11.588710409784614,0.9899914156411427,0.0036504473283921705,0.0055227584012706565,4.0886064759447585e-06,0.0008312900227185322,0.4638489266835336,0.4534652997617605,0.08217281310755768,0.0004235686421543121,8.93918049939016e-05,18.9259834308998,0.6379490341838242,1.000000001242893,5.696941669889213,3.484162053050903,6.273410028901766,1.000000000384103,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.063056990459291,0.96,0.029291,0.009892,2.8e-05,0.000789,306.07,86.69,0.6534452902930702,0.06993952001914051,23.346579429037646,2.4861008477550794,1212.591778973928,12.842471397423378,0.9883845503712123,0.00460711171159963,0.006177384472759261,5.126515843574194e-06,0.0008258269285852438,0.41315824360460374,0.5048377551808223,0.08145582090554782,0.0004686684653235865,7.951184370258675e-05,18.722731961148117,0.6450848536762429,1.000000001244956,5.6029474681797335,3.4334841500485718,6.167893964663671,1.0000000004061276,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.773476017304624,0.96,0.029291,0.009892,2.8e-05,0.000789,306.07,86.69,0.6534452902930702,0.07813445630758593,23.346579429037646,2.4861008477550794,1211.4048784540325,14.109234357450584,0.9868876829135835,0.005579015118551711,0.006705276324701641,6.167302871331024e-06,0.0008218583402919407,0.3731367267461328,0.5468399873038816,0.07944693684791998,0.0005045307647397943,7.181833732589745e-05,18.526992100018575,0.6520301992637109,1.0000000012172061,5.512998224641501,3.385661249879914,6.067583574527649,1.000000000427312,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,7.483895044149957,0.96,0.029291,0.009892,2.8e-05,0.000789,306.07,86.69,0.6534452902930702,0.08632939259603134,23.346579429037646,2.4861008477550794,1210.3135422665803,15.387197428028667,0.9854736969803493,0.006562307531097274,0.007138032873713995,7.206588408932665e-06,0.0008187560264305085,0.3407484309608673,0.5818130184739333,0.07683942680461199,0.000533476404283913,6.564735630338109e-05,18.33729375402698,0.6588019209113867,1.0000000011109211,5.42709463419229,3.3401719148177507,5.970981379056659,1.000000000357401,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,8.194314070995288,0.96,0.029291,0.009892,2.8e-05,0.000789,306.07,86.69,0.6534452902930702,0.09452432888447673,23.346579429037646,2.4861008477550794,1209.2953287867738,16.67509884495783,0.9841232685881424,0.00755426213656588,0.00749802664384174,8.241376657364911e-06,0.0008162012547926722,0.31400911432333295,0.6113735852357124,0.07399960477919577,0.0005571111586401904,6.058450311860432e-05,18.1525986517982,0.6654649416715671,1.0000000010107082,5.343971299459827,3.296648522085803,5.8775875449622745,1.0000000003417697,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,8.904733097840621,0.96,0.029291,0.009892,2.8e-05,0.000789,306.07,86.69,0.6534452902930702,0.10271926517292215,23.346579429037646,2.4861008477550794,1208.334057743501,17.972042076479507,0.982822421361341,0.008552911551138671,0.0078013826659540245,9.269601685927351e-06,0.0008140148198802353,0.2915673196856647,0.6366768609038295,0.07112288019376754,0.0005765837874169789,5.635542932139369e-05,17.972156822050398,0.6719937175838041,1.0000000009751535,5.263317226742177,3.254825059379782,5.787079351923972,1.0000000003112675,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,9.615152124685952,0.96,0.029291,0.009892,2.8e-05,0.000789,306.07,86.69,0.6534452902930702,0.11091420146136755,23.346579429037646,2.4861008477550794,1207.417853315259,19.27738121399268,0.9815608772249051,0.00955680932418929,0.00805993550004738,1.0289831370051516e-05,0.0008120881194882624,0.2724708418627078,0.6585711243814286,0.068312524831461,0.0005927384937823003,5.277043062040352e-05,17.795414316761697,0.6784293571709583,1.0000000008677852,5.184979476138615,3.214503900511186,5.699819053712269,1.000000000242429,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,10.325571151531285,0.96,0.029291,0.009892,2.8e-05,0.000789,306.07,86.69,0.6534452902930702,0.11910913774981297,23.346579429037646,2.4861008477550794,1206.5378471280019,20.590645297665432,0.9803309513086281,0.01056487239680892,0.008282523761979984,1.1301072486210004e-05,0.0008103514600967237,0.2560294759610132,0.6776936085117246,0.06562101206184129,0.0006062096752050608,4.9693790215846324e-05,17.621953134770305,0.6847881330008214,1.0000000008657042,5.109293955780953,3.175534356230654,5.614877030591498,1.0000000003038694,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,11.035990178376618,0.96,0.029291,0.009892,2.8e-05,0.000789,306.07,86.69,0.6534452902930702,0.12730407403825839,23.346579429037646,2.4861008477550794,1205.6873084035321,21.911487673132047,0.9791268063093038,0.011576275437113951,0.008475857564957648,1.2302640427419492e-05,0.0008087580481970964,0.24173072788626626,0.6945323430510933,0.06307242016938576,0.0006174832023692565,4.7025690885297544e-05,17.45145108950163,0.6910551578946993,1.0000000008251853,5.035483419034844,3.1377985913249153,5.532098525030798,1.00000000027478,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,11.74640920522195,0.96,0.029291,0.009892,2.8e-05,0.000789,306.07,86.69,0.6534452902930702,0.13549901032670378,23.346579429037646,2.4861008477550794,1204.8610507333237,23.23965156077763,0.9779439416992269,0.012590379868945253,0.008645109068637262,1.3294071721312149e-05,0.0008072752914691824,0.22918609019728972,0.7094673903764664,0.060674891068242934,0.0006269373529389642,4.469100506201986e-05,17.28365551268369,0.6972407725436903,1.0000000007728278,4.9634422929030215,3.101305406922038,5.451358507410779,1.0000000002238052,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,12.456828232067283,0.96,0.029291,0.009892,2.8e-05,0.000789,306.07,86.69,0.6534452902930702,0.1436939466151492,23.346579429037646,2.4861008477550794,1204.0550228624597,24.574946240312713,0.9767788410137402,0.0136066832884741,0.008794320845529389,1.4275062224526104e-05,0.0008058797900317531,0.21809569379362934,0.7227990974101041,0.05842770582543943,0.0006348709054278556,4.263206539940811e-05,17.118364021261712,0.7033868015215006,1.000000000780348,4.89308330744994,3.0658741747761478,5.372729968868684,1.0000000002575604,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,13.167247258912614,0.96,0.029291,0.009892,2.8e-05,0.000789,306.07,86.69,0.6534452902930702,0.1518888829035946,23.346579429037646,2.4861008477550794,1203.2660195977628,25.9172303159648,0.9756287217437092,0.014624785220867825,0.008926693302090748,1.5245425103989659e-05,0.0008045543082282401,0.2082243976652704,0.7347679180973244,0.056325357516943335,0.0006415228704056459,4.080385005626213e-05,16.955412019366992,0.7094648546660857,1.0000000008589356,4.824714691240798,3.031425719022093,5.2963061475551765,1.0000000003197993,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
