idx,split,source_id,temperature,pressure,actual,predicted,residual
382,test,2,200.0,16.32640740308767,64.01433936347522,64.53931,-0.5249706365247846
9684,test,50,200.0,55.55659655047255,121.63578488730565,122.275444,-0.6396591126943463
7381,test,38,210.0,12.644119220663304,78.80766682383135,79.5168,-0.709133176168649
6002,test,31,200.0,3.4694922192505744,3.4695922192505746,3.947581,-0.4779887807494254
4086,test,21,215.0,119.12163194698095,119.12173194698096,118.15415,0.9675819469809568
385,test,2,200.0,36.764049671825184,64.01433936347522,64.76251,-0.7481706365247902
15503,test,80,200.0,77.39099786438683,98.7203511040806,98.01469,0.7056611040806047
19166,test,99,200.0,2.6802950720210865,89.30702177971847,91.23413,-1.927108220281525
1921,test,10,200.0,39.04752160524243,111.66569983019112,112.75995,-1.0942501698088876
4095,test,21,220.0,98.08803778701048,109.50566556983412,108.40144,1.104225569834128
9685,test,50,200.0,68.77241421783917,121.63578488730565,122.41272,-0.7769351126943462
15513,test,80,205.0,72.24465621852924,91.88532545619428,91.237015,0.648310456194281
3110,test,16,210.0,52.35509373778943,66.0792251330196,66.6019,-0.5226748669803953
9697,test,50,210.0,4.3415979644527605,96.54171462420372,97.26277,-0.7210553757962828
9680,test,50,200.0,2.693325881006085,121.63578488730565,123.76308,-2.1272951126943553
4125,test,21,235.0,90.01385198986142,90.01395198986143,89.29443,0.7195219898614198
4124,test,21,235.0,81.3415504283986,90.01395198986143,89.31613,0.6978219898614242
6006,test,31,205.0,3.623691043008152,4.152062159230411,4.7034473,-0.5513851407695887
4105,test,21,225.0,91.25073615894864,101.62713200545475,100.74675,0.8803820054547487
4053,test,21,200.0,2.719736032414056,162.87531207850523,160.99039,1.884922078505241
4663,test,24,215.0,5.423907499879186,78.13134725799569,78.674225,-0.5428777420043218
12195,test,63,200.0,25.3342438451054,70.49680581582076,71.30493,-0.8081241841792348
4650,test,24,205.0,53.90111679733708,94.26307186109342,93.65237,0.6107018610934176
4062,test,21,205.0,3.476657721922121,145.20398553252895,142.65079,2.553195532528946
4079,test,21,215.0,5.470589117246241,119.12173194698096,118.317,0.8047319469809651
7380,test,38,210.0,4.373688270267297,78.80766682383135,79.78077,-0.9731031761686495
6005,test,31,205.0,3.5356458569711084,4.152062159230411,4.6947083,-0.5426461407695893
8529,test,44,200.0,59.50204879263803,87.89866523585707,88.55279,-0.6541247641429351
15315,test,79,205.0,3.502794465671043,126.70738967700592,127.76492,-1.057530322994083
4638,test,24,200.0,25.5619025171185,105.58327192678914,107.309494,-1.726222073210863
7364,test,38,200.0,22.30767494814232,90.90242787818931,92.24142,-1.3389921218106906
8149,test,42,205.0,64.08805478699523,112.5710137130004,111.95749,0.6135237130003901
15310,test,79,200.0,47.537700556788366,137.13583353064735,139.11812,-1.9822864693526583
8150,test,42,205.0,76.20876951849652,112.5710137130004,111.71266,0.8583537130003975
8153,test,42,205.0,112.5709137130004,112.5710137130004,111.287384,1.2836297130003942
15309,test,79,200.0,32.60469506114519,137.13583353064735,139.51831,-2.3824764693526674
9704,test,50,210.0,76.05272203314796,96.54171462420372,95.909225,0.6324896242037141
8548,test,44,210.0,52.49934652622658,76.56247843759083,77.09967,-0.537191562409177
380,test,2,200.0,2.70131255726266,64.01433936347522,64.84138,-0.8270406365247851
19182,test,99,210.0,4.3261057092311646,77.15926477070548,77.98463,-0.825365229294519
3096,test,16,205.0,25.82816384116104,70.63758179697916,71.30241,-0.6648282030208321
15308,test,79,200.0,17.671689565502028,137.13583353064735,139.24529,-2.109456469352665
