temp_bin,Count,Temp_min,Temp_max,MAE,RMSE,MAPE_pct
Q1 (coldest),760,200.0,220.0,0.0046541258312224115,0.006927526906370921,0.5594082334622449
Q2,731,225.0,245.0,0.0037589644609165433,0.005793267483498586,0.37392364680975626
Q3,761,250.0,270.0,0.004374419357034122,0.00713477683042023,0.3171864113004363
Q4 (hottest),652,275.0,300.0,0.01548575342756712,0.031776826140967315,0.5546202458727825
