T,P,z_carbon dioxide,z_carbon monoxide,rho_l,rho_v,x_carbon dioxide,x_carbon monoxide,y_carbon dioxide,y_carbon monoxide,rhoL1_carbon dioxide,rhoL2_carbon monoxide,rhoV1_carbon dioxide,rhoV2_carbon monoxide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,2.5488767948,0.95,0.05,0.027773869456431552,0.00015949363140398988,0.9997294419180676,0.00027055808193240374,0.9409789208913025,0.0590210791086975,0.027766355011583577,7.514444847973094e-06,0.00015008014516756156,9.413486236428326e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.89392267440068,-0.027640569955000416,-0.03302448817848713
200.0,3.5259848565,0.95,0.05,0.02776526330555575,0.00022068628879529727,0.9980416791384473,0.001958320861552721,0.690226670477999,0.309773329522001,0.027710890011197975,5.4373294357774086e-05,0.00015232356233532416,6.836272645997309e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.777421681610384,-0.1975354204872417,-0.2363419535974174
200.0,4.5030929182,0.95,0.05,0.027756639730078223,0.0002823031486994299,0.9963536263079269,0.003646373692073059,0.5477626149973939,0.4522373850026062,0.027655428649186114,0.00010121108089210709,0.00015463511095359787,0.00012766803774583207,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.661276334408246,-0.36312764585172275,-0.435082380481461
200.0,5.4802009798,0.95,0.05,0.02774799600007065,0.000344334897687194,0.9946649140222995,0.005335085977700571,0.4559827694076512,0.5440172305923489,0.027599958055701382,0.00014803794436926847,0.00015701078025110696,0.00018732411743608708,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.54546699567012,-0.5245177356755981,-0.6293537919455723
200.0,6.4573090415,0.95,0.05,0.027739331110780707,0.0004067805345146654,0.9929754116687802,0.007024588331219794,0.39197170670785986,0.60802829329214,0.027544473729144075,0.00019485738163663237,0.0001594464603692489,0.00024733407414541646,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.42999102720268,-0.6817964135572865,-0.8192496542332215
200.0,7.4344171032,0.95,0.05,0.02773064467368053,0.00046964208559266147,0.9912850737508596,0.00871492624914044,0.34481535829864024,0.6551846417013598,0.027488974150508286,0.000241670523172245,0.00016193980401575423,0.0003077022815769073,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.314849221723318,-0.8350545261280082,-1.0048618710965584
200.0,8.4115251649,0.95,0.05,0.027721936569946138,0.0005329229306892045,0.9895938918578661,0.010406108142133925,0.30865575086091895,0.6913442491390811,0.027433459100089902,0.00028847746985623675,0.0001644897273228779,0.0003684332033663267,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.200043135128475,-0.984384533249024,-1.1862832382043287
200.0,9.3886332266,0.95,0.05,0.027713206819526322,0.0005966271535817326,0.9879018765020277,0.012098123497972355,0.2800676252282399,0.7199323747717601,0.027377929020898844,0.0003352777986274791,0.0001670959500503202,0.00042953120353141235,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.085574471302476,-1.1298804349186184,-1.3636077336268038
200.0,10.3657412882,0.95,0.05,0.02770445551747269,0.0006607592525824415,0.9862090482936753,0.013790951706324765,0.25691461340854044,0.7430853865914596,0.0273223847093812,0.00038207080809148856,0.0001697587079333341,0.0004910005446491075,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.97144487815735,-1.2716368277808279,-1.5369297497698788
200.0,11.3428493499,0.95,0.05,0.027695682811279786,0.0007253239974722653,0.9845154347707789,0.015484565229221155,0.23779522149888604,0.7622047785011139,0.027266827204220703,0.00042885560705908097,0.0001724785806373748,0.0005528454168348904,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.857655971857653,-1.4097481921378652,-1.7063434446383283
200.0,12.3199574116,0.95,0.05,0.02768688888233717,0.0007903263527912019,0.9828210678221928,0.01717893217780722,0.22175192190000045,0.7782480780999994,0.027211257696013014,0.000475631186324155,0.0001752563876596668,0.000615069965131535,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.744209306694625,-1.5443080452080444,-1.8719419461782927
