feature,mean_abs_shap
pressure,0.29710566770552244
z_hydrogen,0.2393321844491972
z_carbon dioxide,0.12886314493654258
temperature,0.04950553701084771
z_nitrogen,0.042351127198764306
z_hydrogen sulfide,0.024641138087189388
z_methane,0.02241446004263938
z_argon,0.019542115980197523
z_carbon monoxide,0.016341395269783694
z_oxygen,0.012242959930310151
