temperature,pressure,z_carbon dioxide,z_hydrogen,z_argon,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_argon,y_carbon dioxide,y_hydrogen,y_argon,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_argon,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.5486070954254747,0.95,0.02,0.03,305.84,91.04,0.6539366989275439,0.027994366162406355,60.06159323108472,2.523373361807401,1222.3127635544845,6.832959410244267,0.9996342333659486,2.5494621882637014e-05,0.00034027201216878364,0.940956490464238,0.023639416136989472,0.03540409339877257,19.87866897981053,0.6054857313396553,1.0000000006406697,2.0315029719325564,4.620312955852486,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,8.872203784686409,0.95,0.02,0.03,305.84,91.04,0.6539366989275439,0.0974539080040247,60.06159323108472,2.523373361807401,1219.8837877651792,15.32914875969143,0.9869736266187743,0.0013382263563599904,0.011688147024865701,0.28948744135154386,0.35338184499380354,0.35713071365465254,18.707641462639458,0.6449437387066098,1.000000000836164,1.9258245682018296,4.304237509679198,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,15.195800473947342,0.95,0.02,0.03,305.84,91.04,0.6539366989275439,0.16691344984564302,60.06159323108472,2.523373361807401,1217.7215783078739,21.27135528161729,0.9781403510877412,0.003152961076301408,0.01870668783595742,0.1793719843488523,0.4813588556477965,0.33926916000335117,17.87183776873719,0.6747207981150354,1.0000000010844048,1.8497049178086045,4.092593638830926,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,21.519397163208275,0.95,0.02,0.03,305.84,91.04,0.6539366989275439,0.23637299168726136,60.06159323108472,2.523373361807401,1215.761920939099,25.454576301788794,0.9718868218859843,0.005293370221265246,0.02281980789275052,0.13398595420555603,0.5683124287419459,0.297701617052498,17.247761562156338,0.6983052201219117,1.0000000000584803,1.7911196780268375,3.94656423046972,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,27.84299385246921,0.95,0.02,0.03,305.84,91.04,0.6539366989275439,0.3058325335288797,60.06159323108472,2.523373361807401,1213.9276215348573,28.657405805338662,0.9670747628009475,0.007603574260548141,0.025321662938504425,0.10929915144533797,0.6303561003859895,0.2603447481686725,16.740934578620525,0.7183500460414571,1.000000000994827,1.742757579452496,3.8356424213410145,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,34.166590541730145,0.95,0.02,0.03,305.84,91.04,0.6539366989275439,0.375292075370498,60.06159323108472,2.523373361807401,1212.1711129509358,31.32980556275595,0.963058794145353,0.009996405520530114,0.0269448003341169,0.09386541266811142,0.6758356871384014,0.23029890019348725,16.301100166108775,0.7362556599404123,1.0000000008146752,1.700552912933172,3.7443691527039022,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,40.490187230991076,0.95,0.02,0.03,305.84,91.04,0.6539366989275439,0.44475161721211637,60.06159323108472,2.523373361807401,1210.4670862568069,33.703943183265594,0.9595088954959964,0.01242765238718481,0.028063452116818807,0.08337716127259864,0.7101295094484505,0.20649332927895078,15.903220625251711,0.7527473663983933,1.0000000005819374,1.6625053519952269,3.6654995386282674,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,46.813783920252014,0.95,0.02,0.03,305.84,91.04,0.6539366989275439,0.5142111590537347,60.06159323108472,2.523373361807401,1208.8019358271522,35.9021839869239,0.956251953087024,0.014874286998473958,0.028873759914501987,0.07584686610161658,0.7366813348371567,0.1874717990612267,15.534273582547325,0.7681802347776966,1.000000000695341,1.6275695606028409,3.595039497468336,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,53.137380609512945,0.95,0.02,0.03,305.84,91.04,0.6539366989275439,0.583670700895353,60.06159323108472,2.523373361807401,1207.1679535004857,37.992679695095255,0.9531917433483778,0.01732361584202791,0.029484640809594335,0.07022905870171162,0.757717527047309,0.17205341425097934,15.186981091450603,0.7827813352309946,1.0000000006802023,1.5951350673247913,3.53066260175733,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,59.46097729877388,0.95,0.02,0.03,305.84,91.04,0.6539366989275439,0.6531302427369714,60.06159323108472,2.523373361807401,1205.5605063959952,40.015611686177934,0.9502714919569375,0.019768235430919785,0.029960272612142652,0.06592080605801706,0.7747119838392587,0.15936721010272445,14.856975398234935,0.7966845245403698,1.0000000006107999,1.5648130598533487,3.471075116735193,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
