T,P,z_carbon dioxide,z_hydrogen,z_argon,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,y_carbon dioxide,y_hydrogen,y_argon,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_hydrogen,parachor_argon,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
211.0777777778,4.3741551801,0.95,0.02,0.03,0.02697974584644423,0.00026439329195601863,0.9993605149859781,5.257440940399833e-05,0.0005869106046179059,0.9380863212731911,0.02481452067468901,0.03709915805211995,0.02696249270329331,1.4184442037467824e-06,1.5834698947174018e-05,0.00024802373062033034,6.5607928094917115e-06,9.808768526196629e-06,17.324916275101526,0.02697981287155117,0.0002473766437044414,309.1473760575555,82.3795680252517,4.087196256561205,78.1684541926866,34.052431631256816,56.55314330349872,3.87,17.28520236784077,-0.010015058967187684
211.0777777778,10.1331302371,0.95,0.02,0.03,0.026982657535065104,0.0006081850618527342,0.9880661306630982,0.0013526376000094656,0.010581231736892282,0.4295914969816498,0.27493124157289656,0.2954772614454537,0.02666065002567927,3.649775713010778e-05,0.00028550975225572655,0.00026127113116319336,0.0001672090741612611,0.0001797048565282798,17.324916275101526,0.02697981287155117,0.0002473766437044414,309.1473760575555,82.3795680252517,4.087196256561205,78.1684541926866,34.052431631256816,56.55314330349872,3.87,16.55188266081432,-0.15297858838506428
211.0777777778,15.8921052941,0.95,0.02,0.03,0.026993734413841963,0.0009533241415955536,0.9795621713309851,0.0030978560081303943,0.017339972660884478,0.288004305574776,0.39849542321829107,0.31350027120693286,0.02644204109475497,8.362270233579652e-05,0.00046807061675119613,0.00027456145738789686,0.00037989530726933416,0.00029886737693832254,17.324916275101526,0.02697981287155117,0.0002473766437044414,309.1473760575555,82.3795680252517,4.087196256561205,78.1684541926866,34.052431631256816,56.55314330349872,3.87,15.934679936706647,-0.20605507597965733
211.0777777778,21.6510803511,0.95,0.02,0.03,0.027011265060845557,0.0012978267254511817,0.9731630583455549,0.005171510396742036,0.021665431257702997,0.2216299781772065,0.4862867543135438,0.29208326750924973,0.026286365316394895,0.0001396890380913177,0.0005852107063593441,0.0002876373088395408,0.0006311159459810299,0.00037907347063061115,17.324916275101526,0.02697981287155117,0.0002473766437044414,309.1473760575555,82.3795680252517,4.087196256561205,78.1684541926866,34.052431631256816,56.55314330349872,3.87,15.406109794372687,-0.20097948619227246
211.0777777778,27.4100554081,0.95,0.02,0.03,0.027032972480958126,0.0016412103152185903,0.968095086969503,0.007444736349760989,0.024460176680736023,0.18317986738924344,0.5520576216884427,0.2647625109223139,0.02617048784499734,0.00020125335287107747,0.0006612312830897106,0.0003006366878995998,0.0009060426633101144,0.0004345309640088763,17.324916275101526,0.02697981287155117,0.0002473766437044414,309.1473760575555,82.3795680252517,4.087196256561205,78.1684541926866,34.052431631256816,56.55314330349872,3.87,14.935761260388396,-0.16261870387726773
211.0777777778,33.1690304651,0.95,0.02,0.03,0.027057222501496968,0.001983472519483483,0.9638291503986941,0.00983047609319304,0.026340373508112754,0.15816890281352144,0.6022877791358336,0.23954331805064485,0.02607853977576625,0.0002659853789491707,0.000712697346781543,0.00031372367216747355,0.0011946212587366637,0.0004751275885793459,17.324916275101526,0.02697981287155117,0.0002473766437044414,309.1473760575555,82.3795680252517,4.087196256561205,78.1684541926866,34.052431631256816,56.55314330349872,3.87,14.503082488528747,-0.10576518696559667
211.0777777778,38.9280055221,0.95,0.02,0.03,0.0270830416074306,0.0023246789492006223,0.9600572130067502,0.01227838551614105,0.02766440147710889,0.14067023443003152,0.6413781527595064,0.217951612810462,0.026001269445375678,0.0003325360258057213,0.0007492361362492046,0.0003270131327586109,0.0014909982901972056,0.0005066675262448057,17.324916275101526,0.02697981287155117,0.0002473766437044414,309.1473760575555,82.3795680252517,4.087196256561205,78.1684541926866,34.052431631256816,56.55314330349872,3.87,14.096170162034511,-0.03844786361489483
211.0777777778,44.6869805791,0.95,0.02,0.03,0.02710986839021377,0.0026648670267903412,0.956603992924245,0.014759948348139885,0.02863605872761513,0.12780325936422915,0.6723861303826327,0.199810610253138,0.025933408349729268,0.00040014025716442544,0.0007763197833200785,0.00034057869179606815,0.001791819628127829,0.0005324687068664436,17.324916275101526,0.02697981287155117,0.0002473766437044414,309.1473760575555,82.3795680252517,4.087196256561205,78.1684541926866,34.052431631256816,56.55314330349872,3.87,13.708256106058851,0.03492388116077194
211.0777777778,50.4459556361,0.95,0.02,0.03,0.027137371687408422,0.003004039394864653,0.95336699378008,0.017258556261899694,0.029374449958020247,0.11799715762937502,0.6974259565886016,0.18457688578202336,0.025871874464717226,0.0004683518560672221,0.0007971453666239742,0.0003544681100006968,0.0020950950485933246,0.0005544762362706317,17.324916275101526,0.02697981287155117,0.0002473766437044414,309.1473760575555,82.3795680252517,4.087196256561205,78.1684541926866,34.052431631256816,56.55314330349872,3.87,13.335370133443549,0.11180639150726002
211.0777777778,56.2049306931,0.95,0.02,0.03,0.02716534843863018,0.0033421728407437763,0.9502837551138494,0.01976413258727609,0.02995211229887444,0.11032153056873266,0.717970815108508,0.1717076543227593,0.025814789323237632,0.0005368995483206404,0.0008136595670719045,0.0003687136232161026,0.002399582558702327,0.0005738766588253468,17.324916275101526,0.02697981287155117,0.0002473766437044414,309.1473760575555,82.3795680252517,4.087196256561205,78.1684541926866,34.052431631256816,56.55314330349872,3.87,12.9750747024364,0.19065095111990793
222.1555555556,7.0542069638,0.95,0.02,0.03,0.026136901373226218,0.000415855641733377,0.9989811239728299,9.775531732495035e-05,0.0009211207098450976,0.9380263262140623,0.024865200430485228,0.037108473355452386,0.02611027111099253,2.5550210876306593e-06,2.407524114605744e-05,0.0003900835398505509,1.0340333881848477e-05,1.5431768000977574e-05,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,77.9287349579254,34.052431631256816,56.55314330349872,3.87,14.750891849472612,-0.009235748533361843
222.1555555556,12.3190282977,0.95,0.02,0.03,0.026134194947778508,0.000719611207094014,0.988843103688566,0.001399289144003103,0.00975760716743092,0.5655762321548042,0.20408815652818785,0.23033561131700794,0.02584261844456334,3.656929527768721e-05,0.0002550072079374805,0.000406994995124603,0.00014686412467284133,0.00016575208729656973,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,77.9287349579254,34.052431631256816,56.55314330349872,3.87,14.158814159030031,-0.08036012687786176
222.1555555556,17.5838496317,0.95,0.02,0.03,0.02613924235734341,0.0010240411240709127,0.9807495576388079,0.0030937980280047843,0.016156644333187267,0.4139313108366989,0.3147322246489666,0.2713364645143345,0.025636050378978138,8.086953645868817e-05,0.000422322441906581,0.00042388268483735945,0.0003222987411108668,0.00027785969812268643,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,77.9287349579254,34.052431631256816,56.55314330349872,3.87,13.647630088583503,-0.1037584489321084
222.1555555556,22.8486709657,0.95,0.02,0.03,0.026150914572815,0.0013276632286976372,0.9743271836734939,0.005105878435987485,0.02056693789051868,0.3318245147810023,0.398472944025002,0.26970254119399584,0.02547954694621697,0.00013352339079868698,0.000537844235799346,0.0004405512066551723,0.000529037875412887,0.000358074146629578,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,77.9287349579254,34.052431631256816,56.55314330349872,3.87,13.202948665459,-0.09372778885298416
222.1555555556,28.1134922996,0.95,0.02,0.03,0.026167349904818445,0.0016300767717321184,0.969076434262317,0.0073354603448803025,0.02358810539280262,0.2804084548727744,0.4645311193584982,0.25506042576872745,0.02535816213985584,0.00019194955755740307,0.0006172382074052011,0.0004570873088854035,0.0007572213874130081,0.00041576807543370687,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,77.9287349579254,34.052431631256816,56.55314330349872,3.87,12.806089582170136,-0.06269135236402334
222.1555555556,33.3783136336,0.95,0.02,0.03,0.026186957404117896,0.0019313067022112623,0.9645943366816292,0.009702596254574999,0.025703067063795826,0.24524599559407026,0.5172570307842704,0.23749697362165934,0.02525979080693518,0.00025408147482790933,0.000673085122354807,0.0004736452349813016,0.0009989819703195588,0.000458679496910402,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,77.9287349579254,34.052431631256816,56.55314330349872,3.87,12.44222369042284,-0.0191034496941338
222.1555555556,38.6431349676,0.95,0.02,0.03,0.026208654018252224,0.0022314653243001577,0.9606138853240653,0.012154614268122886,0.027231500407811814,0.21974438338402047,0.5597775480230808,0.22047806859289884,0.025176396965587447,0.0003185560800785447,0.0007137009725862342,0.0004903519717311614,0.001249124187735271,0.0004919891648337254,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,77.9287349579254,34.052431631256816,56.55314330349872,3.87,12.101604832153072,0.031893176431124104
222.1555555556,43.9079563015,0.95,0.02,0.03,0.026231754699290497,0.002530645324273912,0.9569688127841997,0.014658831524219375,0.028372355691580923,0.20046123941581007,0.5944755847774877,0.2050631758067022,0.025102971151826376,0.00038452687272154927,0.0007442566747425693,0.000507296298225773,0.001504406859012149,0.0005189421670359902,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,77.9287349579254,34.052431631256816,56.55314330349872,3.87,11.778183816876176,0.08726284975204912
222.1555555556,49.1727776355,0.95,0.02,0.03,0.026255829462390856,0.002828902932176765,0.9535558104824792,0.01719499014439083,0.029249199373130023,0.1854211611447277,0.623139899875649,0.1914389389796234,0.025036398742899868,0.0004514687288386171,0.0007679619906523714,0.0005245384664499406,0.001762802289914559,0.0005415621758122655,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,77.9287349579254,34.052431631256816,56.55314330349872,3.87,11.46819988233622,0.14516503597046437
222.1555555556,54.4375989694,0.95,0.02,0.03,0.026280603348915577,0.00312626388814,0.9503092839156532,0.019750252179155055,0.029940463905191766,0.17340824774888836,0.6471004989097667,0.1794912533413449,0.024974701349379277,0.0005190485435614295,0.0007868534559748687,0.0005421199428429841,0.002023006921738981,0.0005611370235580346,14.80844964881461,0.02613751915071385,0.00038856268819866414,309.1473760575555,82.3795680252517,6.578834446362182,77.9287349579254,34.052431631256816,56.55314330349872,3.87,11.169254946969387,0.20445571887572456
233.2333333333,10.8175464218,0.95,0.02,0.03,0.025231630416933975,0.0006281116496335843,0.9984634013168656,0.00017077311428671666,0.0013658255688476719,0.9392658416310945,0.024391975303849157,0.0363421830650563,0.02519285952686198,4.308884104831262e-06,3.4462005967163066e-05,0.0005899638172313837,1.5320883845922343e-05,2.2826948556278224e-05,12.372607922926212,0.02523354004865823,0.0005866857160875719,309.1473760575555,82.3795680252517,10.078945843410269,77.71918371236431,34.052431631256816,56.55314330349872,3.87,12.294466602573003,-0.006960028222948722
233.2333333333,15.628788464,0.95,0.02,0.03,0.02522321980269398,0.000898797969168203,0.9893287853827003,0.0014839623818184882,0.0091872522354812,0.680032967696832,0.14710079086228492,0.17286624144088297,0.024954057410840107,3.7430309335537016e-05,0.00023173208251833395,0.0006112122503333388,0.00013221389209005824,0.00015537182674480585,12.372607922926212,0.02523354004865823,0.0005866857160875719,309.1473760575555,82.3795680252517,10.078945843410269,77.71918371236431,34.052431631256816,56.55314330349872,3.87,11.818710228046672,-0.03563319556576516
233.2333333333,20.4400305063,0.95,0.02,0.03,0.02522201755521235,0.0011695835346414141,0.9816904526728965,0.0031428228088335084,0.015166724518270105,0.5405904242923834,0.237778200668183,0.22163137503943361,0.024760213831100154,7.926833205732054e-05,0.0003825353920548782,0.0006322656592371875,0.00027810146839816894,0.00025921640700605765,12.372607922926212,0.02523354004865823,0.0005866857160875719,309.1473760575555,82.3795680252517,10.078945843410269,77.71918371236431,34.052431631256816,56.55314330349872,3.87,11.399358013576752,-0.0397505094317534
233.2333333333,25.2512725485,0.95,0.02,0.03,0.025227323798684052,0.0014394089844065744,0.975347844111403,0.005099508638559423,0.019552647250037546,0.45368831015908895,0.31175215117129473,0.23455953866961632,0.024605415879746777,0.00012864695563912504,0.0004932609632981465,0.0006530430297632292,0.0004487388473040382,0.00033762710733930705,12.372607922926212,0.02523354004865823,0.0005866857160875719,309.1473760575555,82.3795680252517,10.078945843410269,77.71918371236431,34.052431631256816,56.55314330349872,3.87,11.028782261894138,-0.025696830018743455
233.2333333333,30.0625145907,0.95,0.02,0.03,0.025237723842294855,0.0017079577738221261,0.9699931502559752,0.007280306538945653,0.022726543205079153,0.39440433326631075,0.37347138788348655,0.23212427885020268,0.02448041925507792,0.00018373836591716386,0.0005735662212997702,0.000673625947031328,0.0006378733602357394,0.0003964584665550586,12.372607922926212,0.02523354004865823,0.0005866857160875719,309.1473760575555,82.3795680252517,10.078945843410269,77.71918371236431,34.052431631256816,56.55314330349872,3.87,10.695971506897482,0.0006505067644155815
233.2333333333,34.8737566329,0.95,0.02,0.03,0.02525180475194471,0.001975271482311999,0.9653400802521056,0.009617114359127613,0.025042805388766815,0.35142784826268164,0.4251417005101023,0.22343045122721603,0.024376579225752808,0.00024284949407381436,0.0006323760321180885,0.0006941654067635435,0.0008397702769592338,0.0004413357985892218,12.372607922926212,0.02523354004865823,0.0005866857160875719,309.1473760575555,82.3795680252517,10.078945843410269,77.71918371236431,34.052431631256816,56.55314330349872,3.87,10.390933218957764,0.03483693921402242
233.2333333333,39.6849986752,0.95,0.02,0.03,0.025268471206896244,0.002241491359043635,0.9611738593720153,0.012059087781526909,0.02676705284645787,0.3188950296174507,0.4685065547720459,0.21259841561050355,0.02428739399036311,0.00030471471238894697,0.0006763625041441908,0.0007148004533294798,0.0010501533941768444,0.0004765375115373112,12.372607922926212,0.02523354004865823,0.0005866857160875719,309.1473760575555,82.3795680252517,10.078945843410269,77.71918371236431,34.052431631256816,56.55314330349872,3.87,10.106268483559735,0.07384905795018248
233.2333333333,44.4962407174,0.95,0.02,0.03,0.025286958547779237,0.0025067509675338814,0.9573473427104936,0.014571503979924117,0.028081153309582326,0.2934619975996411,0.5050752269890387,0.2014627754113201,0.024208402570946856,0.00036846901711914135,0.000710086959713242,0.0007356361464173259,0.0012660978139321676,0.0005050170071843877,12.372607922926212,0.02523354004865823,0.0005866857160875719,309.1473760575555,82.3795680252517,10.078945843410269,77.71918371236431,34.052431631256816,56.55314330349872,3.87,9.836944392058866,0.11577070617459562
233.2333333333,49.3074827596,0.95,0.02,0.03,0.025306751251162732,0.002771149230132422,0.9537625220030258,0.017131283954807383,0.02910619404216688,0.27308061722027327,0.536113790994567,0.19080559178515977,0.024136630897012196,0.0004335371416573458,0.000736583212493192,0.0007567471421740468,0.0014856513191779685,0.0005287507687804067,12.372607922926212,0.02523354004865823,0.0005866857160875719,309.1473760575555,82.3795680252517,10.078945843410269,77.71918371236431,34.052431631256816,56.55314330349872,3.87,9.579618926619638,0.15937112063890346
233.2333333333,54.1187248018,0.95,0.02,0.03,0.02532750233739153,0.003034751468836546,0.9503539836326249,0.019723044729419527,0.02992297163795565,0.2564249631343878,0.5626501236190381,0.18092491324657403,0.02407009274180466,0.0004995354614848507,0.0007578741341020222,0.0007781860335184405,0.0017075032890939402,0.0005490621462241652,12.372607922926212,0.02523354004865823,0.0005866857160875719,309.1473760575555,82.3795680252517,10.078945843410269,77.71918371236431,34.052431631256816,56.55314330349872,3.87,9.332060651799068,0.20385395997885603
244.3111111111,15.918142108,0.95,0.02,0.03,0.02424369761495054,0.0009205372875425961,0.9977567182080419,0.0002874824697139815,0.0019557993222441396,0.9410513737898317,0.023693720122715884,0.035254906087452256,0.024189312169521183,6.9696380653449445e-06,4.741580736401213e-05,0.0008662728790667254,2.1810952853558307e-05,3.245345562231226e-05,10.029783714094915,0.024248328319140908,0.0008595708347877037,309.1473760575555,82.3795680252517,14.817630099713131,77.57548876193002,34.052431631256816,56.55314330349872,3.87,9.92839252663234,-0.0032566829051852153
244.3111111111,20.2926360108,0.95,0.02,0.03,0.024229241214904527,0.0011631923706280048,0.9895203056872296,0.0016192176718728241,0.008860476640897582,0.7674400979269002,0.10490809378871212,0.12765180828438782,0.02397532617354195,3.923241555124278e-05,0.0002146826258113345,0.0008926804668225792,0.00012202829431215712,0.00014848360949326866,10.029783714094915,0.024248328319140908,0.0008595708347877037,309.1473760575555,82.3795680252517,14.817630099713131,77.57548876193002,34.052431631256816,56.55314330349872,3.87,9.550288738840731,-0.007657932770349873
244.3111111111,24.6671299136,0.95,0.02,0.03,0.024221344615114132,0.0014054541145160783,0.9823673082480702,0.0032532359254788773,0.014379455826450905,0.6536748575634989,0.17331788518524152,0.1730072572512595,0.02379425711169856,7.879774846529365e-05,0.0003482897549502782,0.0009187100181183308,0.00024359033485282295,0.00024315376154492428,10.029783714094915,0.024248328319140908,0.0008595708347877037,309.1473760575555,82.3795680252517,14.817630099713131,77.57548876193002,34.052431631256816,56.55314330349872,3.87,9.211238679817669,-0.00033871415070052535
244.3111111111,29.0416238164,0.95,0.02,0.03,0.024219610845552273,0.0016466018304705807,0.9761926737057693,0.005159673628884118,0.018647652665346567,0.5735132302262543,0.23331104264544364,0.1931757271283019,0.023643006667432923,0.00012496528738163186,0.00045163889073771945,0.000944347934689646,0.00038417038988898723,0.0003180835058919473,10.029783714094915,0.024248328319140908,0.0008595708347877037,309.1473760575555,82.3795680252517,14.817630099713131,77.57548876193002,34.052431631256816,56.55314330349872,3.87,8.907146325870002,0.0159859728738585
244.3111111111,33.4161177192,0.95,0.02,0.03,0.024223040019313136,0.0018864058836369935,0.9708161575786305,0.007286852224999806,0.02189699019636962,0.5140409160681751,0.2862552988918918,0.19970378503993302,0.023516118636422972,0.00017650971306099126,0.0005304116698291687,0.0009696898085011556,0.0005399936800519308,0.00037672239508390707,10.029783714094915,0.024248328319140908,0.0008595708347877037,309.1473760575555,82.3795680252517,14.817630099713131,77.57548876193002,34.052431631256816,56.55314330349872,3.87,8.6317568148128,0.038740095962298327
244.3111111111,37.790611622,0.95,0.02,0.03,0.024230482472376698,0.0021249208747799123,0.9660485465140808,0.009580776710463937,0.024370676775455374,0.46820242610374607,0.33279820252740067,0.19899937136885326,0.02340782237377442,0.0002321468421546513,0.0005905132564476293,0.0009948931088504494,0.0007071698476397067,0.0004228579182897563,10.029783714094915,0.024248328319140908,0.0008595708347877037,309.1473760575555,82.3795680252517,14.817630099713131,77.57548876193002,34.052431631256816,56.55314330349872,3.87,8.378765286758407,0.06581355772471298
244.3111111111,42.1651055248,0.95,0.02,0.03,0.024240929033192755,0.002362304529157309,0.9617304335004743,0.01199615642536258,0.026273410074163166,0.4318301577225663,0.37355473968762093,0.19461510258981277,0.0233132391875467,0.0002907979765782936,0.0006368918690677609,0.0010201143374147334,0.0008824500534522465,0.00045974013829032904,10.029783714094915,0.024248328319140908,0.0008595708347877037,309.1473760575555,82.3795680252517,14.817630099713131,77.57548876193002,34.052431631256816,56.55314330349872,3.87,8.142971798770356,0.09565265161278624
244.3111111111,46.5395994276,0.95,0.02,0.03,0.024253599188219736,0.0025987206437714603,0.9577413785270996,0.014498886869636825,0.027759734603263593,0.40230623674337995,0.4091975236609246,0.1884962395956955,0.023228675520769314,0.00035165019081151346,0.0006732734766389092,0.00104548152254303,0.0010633900521178053,0.0004898490691106252,10.029783714094915,0.024248328319140908,0.0008595708347877037,309.1473760575555,82.3795680252517,14.817630099713131,77.57548876193002,34.052431631256816,56.55314330349872,3.87,7.9204974899482705,0.12717591289657637
244.3111111111,50.9140933304,0.95,0.02,0.03,0.024267922928515213,0.0028343043165399372,0.9539947354046363,0.01706449462817218,0.028940769967191433,0.37790262782532336,0.4404020389631307,0.18169533321154602,0.02315147071300898,0.00041411984045054435,0.0007023323750556895,0.0010710910492770995,0.001248233400046191,0.0005149798672166471,10.029783714094915,0.024248328319140908,0.0008595708347877037,309.1473760575555,82.3795680252517,14.817630099713131,77.57548876193002,34.052431631256816,56.55314330349872,3.87,7.708573677634254,0.15964344043164402
244.3111111111,55.2885872333,0.95,0.02,0.03,0.024283492511927966,0.003069156489720518,0.9504291640075977,0.01967568761957146,0.029895148372830804,0.3574315002104166,0.4677945431851276,0.17477395660445577,0.023079739487296455,0.00047779441297689734,0.0007259586116546123,0.0010970132085013407,0.0014357346580724795,0.0005364086231466976,10.029783714094915,0.024248328319140908,0.0008595708347877037,309.1473760575555,82.3795680252517,14.817630099713131,77.57548876193002,34.052431631256816,56.55314330349872,3.87,7.505248830149234,0.1925662536036601
255.3888888889,22.6714085026,0.95,0.02,0.03,0.023144006956603347,0.0013229363448239793,0.9967161512499035,0.0004850964962880422,0.0027987522538083474,0.9419727648061934,0.023353245419785337,0.03467398977402136,0.02306800553828668,1.1227076684714359e-05,6.477434163194969e-05,0.0012461700063964435,3.089485713542815e-05,4.587148129210786e-05,7.796626221595734,0.023154359338221058,0.0012325538115126164,309.1473760575555,82.3795680252517,21.043603896923365,77.55155859863335,34.052431631256816,56.55314330349872,3.87,7.666922921314391,0.001902989088828022
255.3888888889,26.6042696364,0.95,0.02,0.03,0.023122921724691103,0.001541197712780535,0.9893215493996794,0.0018408607966161807,0.008837589803704426,0.8297159668862688,0.07554853597082527,0.09473549714290591,0.02287600474731891,4.2566080106208456e-05,0.00020435089726598564,0.0012787563504226076,0.00011643523084215387,0.0001460061315157735,7.796626221595734,0.023154359338221058,0.0012325538115126164,309.1473760575555,82.3795680252517,21.043603896923365,77.55155859863335,34.052431631256816,56.55314330349872,3.87,7.372655601283741,0.010419122967055827
