temperature,pressure,z_carbon dioxide,z_hydrogen,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.137245260247201,0.96,0.003399,0.036601,311.67,84.59,0.6417043667982161,0.025265932855505394,10.993721667424142,2.1160844160863377,1192.8009489666588,5.797617615102713,0.8631459471138091,2.88597427283615e-06,0.13685116691191815,0.962888694654027,0.0035002898906988634,0.033611015455274125,21.417256679450308,0.599479649038345,1.0000000008087593,2.076422233647264,1.0000000000403355,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.438850059919708,0.96,0.003399,0.036601,311.67,84.59,0.6417043667982161,0.02883142286227341,10.993721667424142,2.1160844160863377,1214.1750395446436,6.38227613520415,0.9612280413248501,4.7908854759089344e-05,0.038724049820390884,0.9437464770970432,0.04775177183015022,0.008501751072806556,20.324483914833984,0.6034615238690393,1.0000000003426595,2.045100805421596,1.000000000100446,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.740454859592215,0.96,0.003399,0.036601,311.67,84.59,0.6417043667982161,0.032396912869041436,10.993721667424142,2.1160844160863377,1214.4136278399785,6.438764726156013,0.9625763738897612,0.00016589423572873274,0.03725773187451003,0.8451339824532088,0.14754499718049136,0.007321020366299894,20.289492815966444,0.604316482445487,1.0000000004557028,2.041647873420104,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.042059659264722,0.96,0.003399,0.036601,311.67,84.59,0.6417043667982161,0.03596240287580946,10.993721667424142,2.1160844160863377,1214.3909414068728,6.488757117058696,0.9626994303676099,0.0002846909559080903,0.03701587867648208,0.7646943010724557,0.2287214650026075,0.00658423392493675,20.26772140798279,0.6051314969233929,1.0000000004479745,2.038939414308533,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.3436644589372286,0.96,0.003399,0.036601,311.67,84.59,0.6417043667982161,0.03952789288257747,10.993721667424142,2.1160844160863377,1214.3383272782155,6.538261551896627,0.9626817968665979,0.00040349633884764465,0.0369147067945545,0.6984034636804497,0.2955961429119025,0.006000393407647826,20.247490645903575,0.6059574073490935,1.000000000466376,2.0365279802267735,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.6452692586097353,0.96,0.003399,0.036601,311.67,84.59,0.6417043667982161,0.04309338288934549,10.993721667424142,2.1160844160863377,1214.2763452086458,6.587800869254218,0.9626199491862051,0.0005222507346569241,0.036857800079137915,0.6428833340195071,0.3515985531404905,0.005518112840002408,20.227758918631938,0.6067871654331931,1.00000000049464,2.0342970194945957,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.9468740582822424,0.96,0.003399,0.036601,311.67,84.59,0.6417043667982161,0.046658872896113514,10.993721667424142,2.1160844160863377,1214.2102577098665,6.63748777301939,0.962538606400528,0.0006409447191781663,0.036820448880293746,0.5957223917079163,0.3991664498205506,0.005111158471532935,20.208258069051837,0.607611255389326,1.0000000005233618,2.032183180504748,1.0,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.248478857954749,0.96,0.003399,0.036601,311.67,84.59,0.6417043667982161,0.050224362902881535,10.993721667424142,2.1160844160863377,1214.142022156051,6.687345804445026,0.9624469751331775,0.0007595779146914447,0.03679344695213112,0.5551723842013666,0.4400650434731244,0.004762572325508905,20.1888876858229,0.6084300766152141,1.000000000548114,2.0301472120772464,1.0000000000150906,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.5500836576272565,0.96,0.003399,0.036601,311.67,84.59,0.6417043667982161,0.05378985290964956,10.993721667424142,2.1160844160863377,1214.0725322250867,6.737371819271581,0.9623492657613317,0.0008781519206820793,0.036772582317986115,0.5199384100642468,0.4756011799450446,0.004460409990708673,20.169601656218916,0.6092438520409218,1.0000000005675593,2.0281634611431603,1.0000000000378564,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.851688457299764,0.96,0.003399,0.036601,311.67,84.59,0.6417043667982161,0.057355342916417584,10.993721667424142,2.1160844160863377,1214.0022535245143,6.787554117902943,0.9622476759639585,0.0009966686219587885,0.036755655414082634,0.48904192723839046,0.5067621956202563,0.004195877141353195,20.15037587736302,0.6100527256003773,1.0000000005800496,2.0262492051169985,1.000000000061175,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
