feature,mean_abs_shap
pressure,15.212884918689006
z_hydrogen,10.316002121869712
temperature,0.9324568812733628
z_carbon dioxide,0.21317594305674295
z_hydrogen sulfide,0.171807582393525
z_oxygen,0.15816201789038536
z_carbon monoxide,0.10969239270497885
z_nitrogen,0.09676235333700081
z_argon,0.08389054924344283
z_methane,0.07713499232700934
