timestamp,index,sm_pct,mem_pct,power_w,power_limit_w,temp_c,vram_used_mib,vram_total_mib,pid_count
2026/05/09 20:01:26.604, 0, 0, 0, 68.96, 700.00, 32, 1, 95830,0
2026/05/09 20:01:56.677, 0, 3, 1, 349.48, 700.00, 40, 18727, 95830,9
2026/05/09 20:02:26.760, 0, 100, 72, 505.85, 700.00, 51, 10746, 95830,7
2026/05/09 20:02:56.942, 0, 2, 1, 254.37, 700.00, 39, 4731, 95830,3
2026/05/09 20:03:27.029, 0, 1, 0, 261.45, 700.00, 41, 4810, 95830,4
2026/05/09 20:03:57.105, 0, 0, 0, 111.33, 700.00, 36, 70, 95830,1
2026/05/09 20:04:27.184, 0, 26, 10, 162.06, 700.00, 45, 13728, 95830,7
2026/05/09 20:04:57.260, 0, 4, 0, 125.28, 700.00, 38, 10747, 95830,6
2026/05/09 20:05:27.369, 0, 98, 61, 612.49, 700.00, 60, 18810, 95830,8
2026/05/09 20:05:57.446, 0, 100, 56, 687.67, 700.00, 63, 24386, 95830,8
2026/05/09 20:06:27.648, 0, 100, 55, 685.57, 700.00, 64, 24482, 95830,8
2026/05/09 20:06:57.833, 0, 100, 56, 683.57, 700.00, 62, 25019, 95830,9
2026/05/09 20:07:27.908, 0, 100, 56, 686.98, 700.00, 63, 20978, 95830,7
2026/05/09 20:07:57.988, 0, 100, 55, 673.41, 700.00, 64, 20926, 95830,7
2026/05/09 20:08:28.069, 0, 100, 55, 681.62, 700.00, 64, 23520, 95830,8
2026/05/09 20:08:58.146, 0, 100, 56, 688.30, 700.00, 64, 28944, 95830,8
2026/05/09 20:09:28.224, 0, 100, 48, 702.29, 700.00, 64, 45183, 95830,9
2026/05/09 20:09:58.298, 0, 100, 55, 702.59, 700.00, 64, 44645, 95830,9
2026/05/09 20:10:28.376, 0, 100, 46, 699.30, 700.00, 65, 49883, 95830,9
2026/05/09 20:10:58.444, 0, 100, 50, 703.11, 700.00, 65, 47389, 95830,9
2026/05/09 20:11:28.516, 0, 100, 47, 698.11, 700.00, 67, 47872, 95830,8
2026/05/09 20:11:58.591, 0, 100, 49, 693.90, 700.00, 66, 55759, 95830,9
2026/05/09 20:12:28.670, 0, 100, 47, 698.99, 700.00, 64, 48824, 95830,8
2026/05/09 20:12:58.745, 0, 100, 47, 696.59, 700.00, 64, 51918, 95830,8
2026/05/09 20:13:28.822, 0, 100, 47, 695.46, 700.00, 63, 52505, 95830,9
2026/05/09 20:13:58.897, 0, 100, 46, 703.66, 700.00, 65, 45790, 95830,7
2026/05/09 20:14:28.973, 0, 100, 48, 697.46, 700.00, 64, 56737, 95830,9
2026/05/09 20:14:59.052, 0, 100, 49, 693.59, 700.00, 65, 50056, 95830,8
2026/05/09 20:15:29.149, 0, 100, 49, 690.67, 700.00, 65, 45816, 95830,7
2026/05/09 20:15:59.263, 0, 100, 47, 692.07, 700.00, 66, 57595, 95830,9
2026/05/09 20:16:29.447, 0, 100, 46, 699.37, 700.00, 66, 44491, 95830,8
2026/05/09 20:16:59.666, 0, 100, 49, 699.49, 700.00, 64, 64287, 95830,9
2026/05/09 20:17:29.743, 0, 100, 45, 698.69, 700.00, 65, 49070, 95830,7
2026/05/09 20:17:59.819, 0, 100, 45, 693.48, 700.00, 64, 67573, 95830,9
2026/05/09 20:18:29.894, 0, 100, 41, 694.93, 700.00, 66, 52786, 95830,7
2026/05/09 20:18:59.969, 0, 100, 48, 693.17, 700.00, 67, 72761, 95830,9
2026/05/09 20:19:30.043, 0, 100, 38, 699.60, 700.00, 64, 77689, 95830,9
2026/05/09 20:20:00.120, 0, 100, 44, 702.28, 700.00, 64, 57472, 95830,8
2026/05/09 20:20:30.194, 0, 100, 41, 693.77, 700.00, 65, 66304, 95830,8
2026/05/09 20:21:00.267, 0, 100, 39, 694.48, 700.00, 64, 51900, 95830,7
2026/05/09 20:21:30.342, 0, 100, 44, 697.13, 700.00, 66, 74055, 95830,9
2026/05/09 20:22:00.418, 0, 100, 45, 691.62, 700.00, 63, 77645, 95830,9
2026/05/09 20:22:30.492, 0, 100, 41, 696.66, 700.00, 68, 56655, 95830,9
2026/05/09 20:23:00.568, 0, 100, 39, 692.94, 700.00, 67, 69527, 95830,9
2026/05/09 20:23:30.642, 0, 100, 42, 694.23, 700.00, 64, 42664, 95830,8
2026/05/09 20:24:00.719, 0, 100, 37, 701.21, 700.00, 66, 72961, 95830,9
2026/05/09 20:24:30.793, 0, 100, 45, 697.16, 700.00, 64, 77615, 95830,9
2026/05/09 20:25:00.867, 0, 100, 38, 695.38, 700.00, 63, 50484, 95830,8
2026/05/09 20:25:30.941, 0, 100, 43, 694.35, 700.00, 62, 75169, 95830,9
2026/05/09 20:26:01.019, 0, 100, 44, 686.39, 700.00, 67, 47932, 95830,7
2026/05/09 20:26:31.100, 0, 100, 42, 695.50, 700.00, 65, 72973, 95830,9
2026/05/09 20:27:01.171, 0, 100, 40, 693.08, 700.00, 65, 77665, 95830,9
2026/05/09 20:27:31.248, 0, 100, 46, 698.97, 700.00, 63, 49150, 95830,8
2026/05/09 20:28:01.332, 0, 100, 40, 694.26, 700.00, 66, 69715, 95830,9
2026/05/09 20:28:31.412, 0, 100, 44, 694.36, 700.00, 65, 42893, 95830,9
2026/05/09 20:29:01.528, 0, 100, 42, 700.55, 700.00, 65, 36362, 95830,7
2026/05/09 20:29:31.704, 0, 100, 49, 677.66, 700.00, 63, 30796, 95830,8
2026/05/09 20:30:01.780, 0, 0, 0, 394.97, 700.00, 48, 19641, 95830,6
2026/05/09 20:30:31.904, 0, 1, 0, 258.40, 700.00, 46, 9502, 95830,5
2026/05/09 20:31:01.989, 0, 100, 70, 440.25, 700.00, 53, 12728, 95830,7
2026/05/09 20:31:32.063, 0, 96, 56, 510.85, 700.00, 55, 13748, 95830,7
2026/05/09 20:32:02.140, 0, 67, 30, 399.00, 700.00, 51, 8854, 95830,5
2026/05/09 20:32:32.215, 0, 100, 58, 676.14, 700.00, 64, 23288, 95830,8
2026/05/09 20:33:02.289, 0, 100, 55, 678.86, 700.00, 63, 17532, 95830,8
2026/05/09 20:33:32.364, 0, 100, 58, 684.97, 700.00, 63, 24352, 95830,8
2026/05/09 20:34:02.436, 0, 89, 52, 644.83, 700.00, 60, 17598, 95830,8
2026/05/09 20:34:32.511, 0, 100, 61, 687.37, 700.00, 64, 19946, 95830,7
2026/05/09 20:35:02.596, 0, 98, 56, 685.49, 700.00, 65, 16316, 95830,7
2026/05/09 20:35:32.723, 0, 100, 59, 687.80, 700.00, 64, 22381, 95830,9
2026/05/09 20:36:02.803, 0, 100, 59, 693.65, 700.00, 64, 25268, 95830,8
2026/05/09 20:36:32.878, 0, 100, 54, 699.55, 700.00, 65, 36732, 95830,8
2026/05/09 20:37:02.955, 0, 100, 49, 692.14, 700.00, 64, 29851, 95830,6
2026/05/09 20:37:33.032, 0, 100, 52, 703.14, 700.00, 65, 45774, 95830,8
2026/05/09 20:38:03.108, 0, 100, 45, 700.32, 700.00, 65, 58507, 95830,9
2026/05/09 20:38:33.254, 0, 100, 48, 697.99, 700.00, 64, 46672, 95830,7
2026/05/09 20:39:03.333, 0, 100, 48, 689.52, 700.00, 64, 48592, 95830,8
2026/05/09 20:39:33.412, 0, 100, 48, 697.62, 700.00, 65, 58535, 95830,9
2026/05/09 20:40:03.489, 0, 100, 47, 695.72, 700.00, 66, 54292, 95830,8
2026/05/09 20:40:33.571, 0, 100, 49, 682.51, 700.00, 65, 41880, 95830,8
2026/05/09 20:41:03.646, 0, 100, 53, 700.13, 700.00, 64, 57911, 95830,9
2026/05/09 20:41:33.724, 0, 100, 46, 696.59, 700.00, 64, 54636, 95830,8
2026/05/09 20:42:03.797, 0, 100, 48, 692.51, 700.00, 65, 46783, 95830,9
2026/05/09 20:42:33.874, 0, 100, 51, 699.86, 700.00, 63, 51761, 95830,9
2026/05/09 20:43:03.949, 0, 100, 44, 691.41, 700.00, 64, 61575, 95830,9
2026/05/09 20:43:34.024, 0, 100, 41, 697.64, 700.00, 64, 40720, 95830,7
2026/05/09 20:44:04.101, 0, 100, 46, 694.11, 700.00, 66, 46250, 95830,8
2026/05/09 20:44:34.174, 0, 100, 44, 695.33, 700.00, 65, 68797, 95830,9
2026/05/09 20:45:04.249, 0, 100, 38, 701.53, 700.00, 64, 56596, 95830,8
2026/05/09 20:45:34.325, 0, 100, 48, 691.19, 700.00, 64, 57154, 95830,8
