T,P,z_carbon dioxide,z_hydrogen,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,5.153293257,0.96,0.003399,0.036601,0.02784379216107587,0.00031755828825812,0.9621434646646255,0.0011151297444765634,0.036741405590897946,0.4617300979592636,0.5343075926509737,0.003962309389762599,0.026789722659259278,3.104944083783907e-05,0.0010230200609787534,0.00014662621954519782,0.0001696738045255601,1.258264187362087e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,20.291173580631817,-0.15997700277194937,-0.18262955451628926
200.0,5.4548980566,0.96,0.003399,0.036601,0.02784525741044515,0.00033593578050285347,0.9620374047456896,0.0012335367588125043,0.03672905849549798,0.4374144473620824,0.5588310058433378,0.0037545467945797844,0.026788179173620332,3.4348148574380375e-05,0.0010227300882504383,0.00014694316377780546,0.00018773133011717633,1.2612866078716466e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,20.28553768749354,-0.1734823144891635,-0.1985361757577877
200.0,5.7565028563,0.96,0.003399,0.036601,0.027846724624012133,0.00035431360663318935,0.961929996873885,0.0013518908863909096,0.036718112239723995,0.4156284264451748,0.5808030489353411,0.003568524619484113,0.026786599730523927,3.764573323503933e-05,0.0010224791602531636,0.00014726280679306714,0.00020578642301183347,1.2643768282887456e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,20.27991753341207,-0.18697062304825707,-0.21442397267159308
200.0,6.058107656,0.96,0.003399,0.036601,0.027848193308782417,0.0003726915537315562,0.9618215795978664,0.0014701931333659273,0.03670822726876766,0.3959974447508502,0.6006015612484353,0.0034009940007145726,0.026784993277199836,4.094222257921887e-05,0.0010222578090033597,0.00014758490295792043,0.00022383912903527778,1.2675217383580154e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,20.274309512944452,-0.2004418629920579,-0.23029290041196404
200.0,6.3597124557,0.96,0.003399,0.036601,0.027849663119669025,0.00039106944839996415,0.9617123900236173,0.0015884443280139665,0.03669916564836871,0.3782173103692704,0.6185333642782181,0.003249325352511501,0.02678336608016949,4.423763941953801e-05,0.0010220594000799985,0.0001479092349414286,0.00024188950158525685,1.2707118732786918e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,20.268711159062804,-0.21389596523658483,-0.24614290698506736
200.0,6.6613172553,0.96,0.003399,0.036601,0.027851133807930997,0.00040944714770474195,0.9616025991447213,0.0017066451541561509,0.036690755701122554,0.3620384545417058,0.6348501788040504,0.0031113666542438873,0.026781722658833867,4.753200255105998e-05,0.0010218791465460713,0.00014823561257153433,0.00025993759493116386,1.2739402020438057e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,20.263120735775793,-0.22733286662840513,-0.261973943466117
200.0,6.962922055,0.96,0.003399,0.036601,0.027852605189764443,0.0004278245324499862,0.9614923333728206,0.0018247961790494461,0.036682870448129914,0.34725421070055124,0.64976045003137,0.0029853392680789185,0.026780066354418545,5.082532752685493e-05,0.00102171350781904,0.00014856387033425233,0.0002779834607391635,1.2772013765704474e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,20.257536992018217,-0.24075247525897936,-0.2777859298654306
200.0,7.2645268547,0.96,0.003399,0.036601,0.027854077126421663,0.0004462015021245215,0.9613816881711569,0.0019428978758964746,0.036675413952946545,0.3336919840498681,0.6634382558940423,0.002869760056089566,0.026778399690248863,5.4117627283981225e-05,0.0010215598088888142,0.000148893864529963,0.00029602714634679436,1.2804912477641154e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,20.25195900733571,-0.25415469365806587,-0.2935787787673796
200.0,7.5661316544,0.96,0.003399,0.036601,0.027855549511208673,0.0004645779710570358,0.9612707369749287,0.002060950641834395,0.036668312383236826,0.32120651376701675,0.6760301039326737,0.0027633823003095016,0.026776724607481175,5.740891264377528e-05,0.0010214159910837196,0.0001492254704561845,0.0003140686940585186,1.2838065423327128e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,20.246386092104558,-0.2675394132142799,-0.3093523901071933
200.0,7.867736454,0.96,0.003399,0.036601,0.02785702226073758,0.00048295386547164427,0.9611595371953854,0.002178954812260286,0.03666150799235425,0.3096746718866484,0.6876601778108486,0.002665150302503046,0.02677504262377208,6.069919271027606e-05,0.001021280444255221,0.00014955857982631995,0.0003321081410046676,1.287144640656768e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,20.240817721230528,-0.2809065171896492,-0.32510665446923426
200.0,8.1693412537,0.96,0.003399,0.036601,0.02785849530889366,0.0005013291212018497,0.9610481343622501,0.0022969106721934464,0.03665495496555639,0.29899140533080354,0.6984344305810393,0.0025741640881573485,0.02677335494275175,6.398847518624891e-05,0.0010211518909556611,0.00014989309848139777,0.0003501455193003067,1.2905034201452842e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,20.235253489051946,-0.2942558840825349,-0.3408414566749336
200.0,8.4709460534,0.96,0.003399,0.036601,0.027859968602583197,0.0005197036818989627,0.9609365650446183,0.00241481846536978,0.036648616490011804,0.28906653854875647,0.7084438097760091,0.002489651675234395,0.026771662531217214,6.727676662614021e-05,0.0010210293047398418,0.00015022894439757718,0.00036818085635912024,1.2938811422652357e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,20.22969307802521,-0.30758738691314846,-0.3565566752484344
200.0,8.772550853,0.96,0.003399,0.036601,0.027861442098677996,0.0005380774976251469,0.9608248589508162,0.0025326784015064115,0.03664246264767739,0.27982223125844147,0.7177668216656632,0.0024109470758951926,0.026769966174628616,7.056407263814323e-05,0.001020911851411235,0.00015056604597542736,0.0003862141752802151,1.2972763695043503e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,20.224136236573177,-0.3209008967639875,-0.37225218610087296
200.0,9.0741556527,0.96,0.003399,0.036601,0.02786291576178142,0.000556450523733493,0.9607130404643337,0.00265049066215758,0.0366364688735087,0.27119093996720633,0.7264715873415561,0.0023374726912374208,0.026768266517702637,7.385039804708492e-05,0.0010207988460317,0.0001509043405765302,0.0004042454952537109,1.3006879032518002e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,20.2185827631577,-0.3341962840963184,-0.38792786396282963
200.0,9.3757604524,0.96,0.003399,0.036601,0.027864389562568932,0.0005748227199631637,0.9606011297849543,0.002768255405406718,0.03663061480963893,0.2631137705998465,0.7346175042935721,0.0022687251065814464,0.026766564094571805,7.713574702493998e-05,0.001020689720972186,0.00015124377327596766,0.00042227483195058225,1.3041147366138656e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,20.21303249465847,-0.34747341931924325,-0.4035835830462773
200.0,9.6773652521,0.96,0.003399,0.036601,0.02786586347653884,0.0005931940497221171,0.960489143788496,0.002885972769745316,0.03662488344175868,0.2555391374418092,0.7422565990145705,0.002204263543620372,0.026764859351507915,8.042012319873164e-05,0.0010205840018321954,0.0001515842958016035,0.0004403021979024187,1.307556018094993e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,20.2074852977725,-0.3607321740211198,-0.41921921835284337
