Temperature_[K],Pressure_[bar],Surface_Tension_[mN/m],Interfacial_Thickness_[Å],x_CO2,y_CO2,liquid_density_[kg/m3],vapor_density_[kg/m3],Enrichment_H2_[-]
260.0,25.885298842189012,6.856412756120039,10.518375420948068,0.9989069918300538,0.9488685493981741,996.4597769985413,63.33216229865818,1.1514745873245529
260.0,27.637442692161873,6.808558378959666,10.558672274445378,0.9978139836601075,0.9032229335918893,995.7640384778472,63.915768961589265,1.1482403724043952
260.0,29.39285579759799,6.7610114537745405,10.598572535679175,0.9967209754901614,0.862259309373834,995.0694591362463,64.50369233728823,1.1452180657932514
260.0,31.15120193187058,6.713752739256954,10.638110275077786,0.9956279673202152,0.8253192598452733,994.3758556977184,65.09661002699382,1.1423610008324316
260.0,32.912209260558335,6.666767374142278,10.677313654556137,0.994534959150269,0.7918591181970162,993.6830795637076,65.69492036127193,1.139633568735089
260.0,34.67565657454364,6.620044138946296,10.717714027616099,0.9934419509803227,0.7614265913028198,992.9910093887655,66.29883512234333,1.1370083929383559
260.0,36.441362796484306,6.573574195150896,10.759722851416967,0.9923489428103766,0.7336427622534638,992.2995454217851,66.90844238349106,1.1344668963955622
260.0,38.20917891318224,6.527351232524511,10.801377035281433,0.9912559346404304,0.7081881033331586,991.608605155778,67.52374923249104,1.1319876312562631
260.0,39.97898172157519,6.4813699334159365,10.842752469412325,0.9901629264704841,0.6847915108236253,990.9181199558823,68.14471086984356,1.1295601904211785
260.0,41.750668942246065,6.435626399286699,10.883863794011608,0.9890699183005379,0.6632216387381537,990.2280324249728,68.77125042630674,1.1271745056902611
260.0,43.52415537243463,6.390117731759582,10.924724096230364,0.9879769101305917,0.6432799971381482,989.5382943299044,69.40327242786505,1.1248226936719252
260.0,45.29936983557455,6.344841616551468,10.965345256005975,0.9868839019606455,0.6247954161575,988.8488649573385,70.04067189481944,1.1228084759625978
260.0,47.07625274573363,6.299796311026053,11.005738164740386,0.9857908937906993,0.6076195752809309,988.159709801149,70.68334043127412,1.121180737936663
260.0,48.85475415022306,6.254980489808496,11.045912876717018,0.9846978856207531,0.5916233696443042,987.4707995076641,71.33117023625451,1.119556013813487
260.0,50.63483214674361,6.210393145895752,11.085878726980448,0.9836048774508069,0.5766939386110727,986.782109022828,71.9840566791372,1.1179320789710845
260.0,52.41645159564532,6.166033516147896,11.125644417195886,0.9825118692808607,0.5627322218291967,986.0936168984763,72.64189988483457,1.1163072606661564
260.0,54.19958306642026,6.121901024505006,11.169990593883078,0.9814188611109145,0.549650938052385,985.4053047248482,73.30460563866123,1.1146803213705077
260.0,55.98420197107613,6.077995232393139,11.219966935981084,0.9803258529409683,0.5373729048284366,984.7171566638367,73.97208582706736,1.1130503677204495
260.0,57.77028784759514,6.034315833681985,11.26946036119815,0.979232844771022,0.5258296345927098,984.0291590631189,74.64425856533327,1.1114167779032402
260.0,59.55782376449876,5.990862572504647,11.318487481926368,0.9781398366010758,0.5149601561170801,983.3413001355391,75.32104811779246,1.1097791448013103
260.0,61.34679582374819,5.9476353105116475,11.367064179758657,0.9770468284311297,0.5047100206500729,982.6535696914741,76.00238468437875,1.108137231077853
260.0,63.13719274382532,5.904633748118536,11.415205678674873,0.9759538202611835,0.49503046017475416,981.9659589144039,76.68820410483698,1.106490935138729
260.0,64.92900550852991,5.86185777217231,11.46292656079617,0.9748608120912372,0.4858776715522518,981.2784601718723,77.37844751615333,1.1048402614373793
260.0,66.72222706990533,5.819307199281239,11.510240735231124,0.973767803921291,0.47721220531710307,980.5910668556012,78.07306098765123,1.103185299142643
260.0,68.5168520959241,5.77698217171721,11.557162174197899,0.9726747957513449,0.4689984418517447,979.9037732457253,78.77199515029989,1.1015261912063115
260.0,70.31287675537281,5.734882246860642,11.603703299285826,0.9715817875813986,0.4612041408234844,979.2165743950459,79.47520483125358,1.0998631479193621
260.0,72.11029853371724,5.693007553994558,11.649876928290553,0.9704887794114524,0.45380005229400566,978.5294660299766,80.18264870068495,1.0981964157201554
260.0,73.90911607493899,5.651357674008824,11.695694955451032,0.9693957712415062,0.4467595799448429,977.8424444654772,80.89428893529318,1.0965262463018288
260.0,75.70932904519447,5.609932555681892,11.741169057969714,0.9683027630715599,0.4400584885056135,977.1555065317261,81.61009090091419,1.0948529408811545
260.0,77.51093801487617,5.568732034529709,11.786310440840388,0.9672097549016138,0.43367464880628065,976.4686495107225,82.33002285535223,1.0931768056111277
260.0,79.31394435621887,5.527755990900645,11.831130274478895,0.9661167467316676,0.4275878149631146,975.7818710812463,83.05405567167243,1.0914981569310767
260.0,81.11835015417456,5.487004085525087,11.875638363939082,0.9650237385617214,0.4217794290989652,975.0951692709672,83.78216258156255,1.0898173183881326
260.0,82.92415812847025,5.446476138176186,11.919845062608601,0.9639307303917751,0.4162324497314039,974.4085424145879,84.51431893803459,1.088134616553425
260.0,84.73137156537749,5.406171896648143,11.963760073066673,0.962837722221829,0.4109312005668257,973.7219891172101,85.25050199648354,1.0864503789788948
260.0,86.53999425764411,5.36609108895202,12.00739276433923,0.9617447140518828,0.405861236939655,973.0355082220979,85.99069071295484,1.0847649320460098
260.0,88.35003045155815,5.326233423731643,12.050752185626202,0.9606517058819365,0.40100922755238955,972.3490987823022,86.73486555850747,1.0830785993348135
260.0,90.16148480005614,5.286598591477159,12.09384707710035,0.9595586977119903,0.396362849519627,971.6627600355334,87.48300834844753,1.0813917003804416
260.0,91.97436232119173,5.247186264438397,12.136685880159924,0.9584656895420441,0.39191069501020337,970.9764913819226,88.23510208532699,1.0797045497230153
260.0,93.78866836105027,5.207996090067597,12.179254060135904,0.957372681372098,0.38764218802585904,970.2902923642063,88.99113081456875,1.0780160516726909
260.0,95.60440856070973,5.169027743350025,12.221604012468148,0.9562796732021517,0.3835475100607279,969.60416265007,89.75107949172042,1.0763292148708326
260.0,97.4215888266322,5.130280812231217,12.263721646952014,0.9551866650322055,0.3796175335598052,968.9181020163714,90.51493386035034,1.074643042090465
260.0,99.24021530399129,5.091754898965885,12.305614318619305,0.9540936568622593,0.3758437622419428,968.2321103349409,91.28268033963626,1.0729578229287058
260.0,101.06029435271643,5.053449353326373,12.347288975451072,0.953000648692313,0.372218277478446,967.5461875598609,92.05430592093558,1.0714351210430624
260.0,102.88183252579026,5.0153642084744146,12.388752786431148,0.9519076405223669,0.36873369002466805,966.8603337159639,92.82979807243817,1.0701986174566522
260.0,104.7048365495313,4.977498796811978,12.43001224951989,0.9508146323524207,0.3653830964937289,966.1745488884184,93.60914465129065,1.0689579116081294
260.0,106.52931330569163,4.939852660254279,12.471073782280946,0.9497216241824744,0.36216004003934243,965.4888332133003,94.39233382254882,1.0677132940049152
260.0,108.35526981511637,4.902425474721475,12.511943626257981,0.9486286160125282,0.3590584747819144,964.8031868690188,95.17935398434157,1.066465046798301
260.0,110.18271322273016,4.865216467384539,12.552627711726878,0.9475356078425821,0.35607273357003083,964.1176100684614,95.97019369875251,1.0652134500340196
260.0,112.01165078378327,4.828225277196811,12.593993464036892,0.9464425996726359,0.35319749871917927,963.4321030518518,96.7648416279533,1.0639587726476292
260.0,113.84208985116341,4.791451394012681,12.64343630395905,0.9453495915026896,0.3504277754127423,962.7466660801647,97.56328647512476,1.062701278793315
260.0,115.67403786366552,4.7548942943478645,12.69248317712323,0.9442565833327434,0.347758867487718,962.0612994290989,98.36551692979623,1.0614412264701263
260.0,117.50750233507007,4.7185533787714755,12.74114593147651,0.9431635751627973,0.3451863553601817,961.3760033834881,99.1715216172626,1.0601788631526
260.0,119.34249084404148,4.682428231658597,12.789435678171827,0.9420705669928511,0.3427060758735901,960.6907782321641,99.9812890517272,1.058914444298085
260.0,121.17901102463968,4.646518231129994,12.83736349096204,0.9409775588229048,0.34031410387799066,960.0056242631688,100.79480759292022,1.0576482060021306
260.0,123.0170705574549,4.610822810092189,12.884939973434925,0.9398845506529586,0.3380067353694894,959.3205417593286,101.61206540590554,1.056380383490793
260.0,124.85667716129407,4.575341392971279,12.932175383478437,0.9387915424830124,0.3357804720384473,958.6355309941185,102.4330504238576,1.0551112067034893
260.0,126.69783858531102,4.540073393657462,12.979079646762436,0.9376985343130662,0.33363200709130164,957.9505922277983,103.25775031359323,1.0538409004589406
260.0,128.54056260157265,4.505018218282006,13.025662368273998,0.93660552614312,0.33155821222552584,957.2657257038038,104.0861524436581,1.0525696846036594
260.0,130.38485699807018,4.470175263444315,13.071932843655672,0.9355125179731738,0.32955612565009035,956.5809316453654,104.918243854813,1.051297774164754
260.0,132.23072957197942,4.435543915842016,13.11790008508541,0.9344195098032275,0.3276229410550884,955.8962102523163,105.75401123275095,1.0500253791821499
260.0,134.0781881233138,4.401123557813613,13.163572776536121,0.9333265016332813,0.3257559974441422,955.2115616981009,106.59344088290838,1.0487527060116797
260.0,135.9272404488261,4.366913559390405,13.208959374138574,0.9322334934633352,0.32395276975213494,954.5269861269373,107.4365187072407,1.0474799555846428
260.0,137.77789433616437,4.332913286123876,13.254068057743801,0.9311404852933889,0.3222108601785941,953.8424836511505,108.2832301828612,1.0462073248275665
260.0,139.63015755826964,4.299122097324102,13.29890676124932,0.9300474771234427,0.3205279901740233,953.1580543486285,109.1335603424092,1.044935006402923
260.0,141.48403786800907,4.265539331997046,13.34348316795677,0.9289544689534965,0.31890199302273003,952.4736982604381,109.98749375610892,1.0436631890877035
260.0,143.3395429929255,4.232164217103945,13.387804442342459,0.9278614607835504,0.3173308069710727,951.789415388521,110.84501451534828,1.0423920599569954
260.0,145.19668063024216,4.1989962639243945,13.43187807056202,0.9267684526136041,0.3158124688551474,951.1052056935314,111.70610621779208,1.0414069957984304
260.0,147.0554584419854,4.166034839380282,13.475711551329788,0.9256754444436579,0.31434510818618633,950.4210690927704,112.57075195390557,1.0404688236205535
260.0,148.91588405028463,4.133279096027296,13.519310762911381,0.9245824362737117,0.31292694165588586,949.7370054582127,113.43893429482856,1.0395280287502666
260.0,150.77796503275803,4.100728412764375,13.562682666477443,0.9234894281037656,0.3115562680275031,949.0530146146176,114.31063528157004,1.0385847806180188
260.0,152.64170891807072,4.068382096655613,13.605833652584188,0.9223964199338193,0.31023146338150587,948.3690963377413,115.1858364154269,1.0376392473042366
260.0,154.50712318159938,4.036239447720561,13.64876992659741,0.9213034117638731,0.3089509766876408,947.6852503526129,116.06451864962322,1.0366915946084263
260.0,156.37421524117255,4.004299762984308,13.691497514840066,0.9202104035939269,0.3077133256776426,947.0014763318857,116.94666238210345,1.0357419860891797
260.0,158.24299245296865,3.972562331930606,13.734022271868618,0.9191173954239806,0.30651709299512037,946.3177738942726,117.83224744943394,1.034790583064987
260.0,160.11346210744335,3.9410264385276346,13.7763498867549,0.9180243872540345,0.30536092260132686,945.6341426030311,118.72125312178609,1.0338375446514085
260.0,161.98563142540613,3.9096913599905223,13.818485889157309,0.9169313790840883,0.30424351641723796,944.9505819645294,119.61365809896192,1.0328830277758756
260.0,163.8595075541366,3.878556369524627,13.860435655524071,0.915838370914142,0.3031636311841861,944.2670914268623,120.50944050744489,1.0319271872050793
260.0,165.73509756359653,3.847620733370639,13.902417069675913,0.9147453627441958,0.30212007552665504,943.583670378519,121.4085778984039,1.0309701755224978
260.0,167.61240844272413,3.816883714210192,13.947810383981873,0.9136523545742496,0.30111170720236924,942.9003181471318,122.31104724667657,1.0300121431779365
260.0,169.49144709581853,3.786344694027361,13.992927080106249,0.9125593464043034,0.3001374305259929,942.2170339982649,123.21682495068315,1.0290528515355506
260.0,171.37222033889347,3.7560026850193857,14.037925432470892,0.9114663382343572,0.299196193953796,941.5338171342322,124.125886833191,1.0280931143343677
260.0,173.25473489626324,3.7258570462875973,14.08559476870198,0.910373330064411,0.2982869878178912,940.8506666930163,125.03820814302698,1.0271327916328574
260.0,175.13899739705874,3.6959070189486676,14.138088603649862,0.9092803218944648,0.29740884219934505,940.167581747198,125.9537635575993,1.0261720252485518
260.0,177.02501437184773,3.666151838802211,14.190232464326769,0.9081873137245186,0.296560824930441,939.4845613029488,126.87252718626084,1.0252347186038195
260.0,178.9127922493568,3.6365907373245903,14.242035119153847,0.9070943055545724,0.2957420397171293,938.80160429907,127.7944725744817,1.0245273925120408
260.0,180.80233735317455,3.6072228541166576,14.29350501440421,0.9060012973846262,0.29495162437340156,938.1187096060702,128.71957270881688,1.0238175387324975
260.0,182.69365589859584,3.578047583415639,14.344650646695591,0.90490828921468,0.2941887491599076,937.4358760252992,129.64780002262177,1.0231052842874497
260.0,184.58675398947707,3.5490640591335465,14.395480032746647,0.9038152810447337,0.293452615219885,936.753102288128,130.57912640255861,1.0223907515578305
260.0,186.48163761513754,3.5202714950641645,14.446001072051274,0.9027222728747876,0.29274245310572256,936.0703870551527,131.51352319575707,1.0216740630136305
260.0,188.37831264737963,3.491669198908427,14.496217134943885,0.9016292647048414,0.29205752139036767,935.3877289154717,132.4509612177694,1.0209555598103512
260.0,190.27678483749122,3.463256164114468,14.546141591944313,0.9005362565348951,0.29139710535779484,934.7051263859739,133.39141076113134,1.0202347867940342
260.0,192.17705981337346,3.435031699662183,14.595780214508743,0.8994432483649489,0.2907605157675423,934.0225779107024,134.33484160464994,1.0195122132568697
260.0,194.07914307665615,3.40699499706966,14.645140089290486,0.8983502401950028,0.29014708768844155,933.3400818602208,135.28122302327935,1.0187879545044622
260.0,195.98303999993533,3.3791452469853773,14.694228353450825,0.8972572320250565,0.28955617939719347,932.6576365310619,136.23052379867786,1.0180621342205958
260.0,197.88875582400829,3.351481512653211,14.743053116659453,0.8961642238551103,0.2889871713376209,931.9752401451802,137.18271223032542,1.0173349111745476
260.0,199.796295655239,3.3240032371376205,14.791618431809923,0.8950712156851641,0.28843946513680285,931.2928908494769,138.13775614724497,1.0166063154786225
260.0,201.70566446286404,3.2967094581699614,14.839932134783332,0.893978207515218,0.28791248267454805,930.6105867153334,139.09562292026558,1.015876493393428
260.0,203.61686707652404,3.2695993619351658,14.888000410463803,0.8928851993452717,0.2874056652029467,929.9283257382248,140.05627947487045,1.015209525741816
260.0,205.52990818364725,3.2426721206578284,14.93582959710916,0.8917921911753255,0.28691847251281216,929.2461058373154,141.01969230447924,1.0146714586014491
260.0,207.44479232706718,3.2159269032987847,14.983425795815272,0.8906991830053793,0.2864503821443019,928.563924855149,141.98582748429715,1.0141309296251875
260.0,209.36152390260355,3.1893628751597407,15.030794977043165,0.889606174835433,0.2860008886390059,927.8817805573499,142.95465068562925,1.0135880338441738
