T,P,z_carbon dioxide,z_argon,z_oxygen,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_argon,x_oxygen,x_hydrogen sulfide,y_carbon dioxide,y_argon,y_oxygen,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_argon,rhoL3_oxygen,rhoL4_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_argon,rhoV3_oxygen,rhoV4_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_argon,parachor_oxygen,parachor_hydrogen sulfide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,4.9837749825,0.96,0.01,0.01,0.02,0.02780421362362764,0.0003127392496367718,0.9695621304918532,0.004874680885827867,0.005207400614801297,0.020355788007517563,0.48478544423650205,0.26471585522311947,0.24818049646258292,0.0023182040777954415,0.026957912597575025,0.00013553666869657244,0.00014478767911774517,0.000565976678238296,0.00015161143606535273,8.27870379294347e-05,7.761578223818968e-05,7.249934037946509e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,86.02971371321541,3.87,19.597857506295856,-0.3007707259391772
200.0,5.1629128203,0.96,0.01,0.01,0.02,0.02780401862866974,0.0003241339732060247,0.9689088553554845,0.005219092546334512,0.005549925476330616,0.020322126621850282,0.46888587328105036,0.27355475483004166,0.255317089156765,0.002242282732143111,0.026939559863786967,0.00014511174638303617,0.00015431023133162525,0.0005650367871681105,0.00015198184108676348,8.866838957246138e-05,8.275694253577909e-05,7.26800011020807e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,86.02971371321541,3.87,19.55930730669163,-0.3183310785332587
200.0,5.3420506582,0.96,0.01,0.01,0.02,0.027803822348712225,0.00033554392776679784,0.9682531181213035,0.0055651323722014446,0.005890931947187818,0.020290817559307166,0.45405010254176886,0.2818755249284013,0.26190267840742404,0.0021716941224060224,0.026921137684831398,0.00015473195182375642,0.00016379042532796347,0.000564162286729107,0.00015235375480978245,9.458162077580371e-05,8.787985340547158e-05,7.286987757401858e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,86.02971371321541,3.87,19.520794669201166,-0.33576476977595604
200.0,5.5211884961,0.96,0.01,0.01,0.02,0.02780362417249003,0.000346969124687185,0.9675953237152288,0.005912801502856014,0.006230418180388304,0.02026145660152682,0.44017523010796655,0.2897283036167362,0.2679905841326998,0.0021058821425974108,0.026902656731637054,0.00016439731079194287,0.0001732282055249656,0.0005633419245360688,0.0001527272142995414,0.00010052677590300193,9.298445840093027e-05,7.306760837113973e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,86.02971371321541,3.87,19.48231493004214,-0.35307166718989436
200.0,5.700326334,0.96,0.01,0.01,0.02,0.02780342361859396,0.00035840957871285337,0.9669357891826174,0.006262101171628259,0.0065683826555664486,0.020233726990187825,0.4271711875999669,0.2971569681766432,0.273627475706499,0.0020443685168908244,0.026884125358623775,0.00017410785161727407,0.00018262352546173912,0.0005625668828911702,0.0001531022453859734,0.00010650390377577947,9.807070829222782e-05,7.327212588726612e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,86.02971371321541,3.87,19.443864446853073,-0.37025176035113816
200.0,5.8794641719,0.96,0.01,0.01,0.02,0.02780322030220017,0.0003698653075654838,0.9662747662553044,0.006613032645350765,0.006904824109091354,0.02020737699025341,0.41495880494595044,0.30420008004704496,0.2788543760585822,0.001986738948422485,0.026865550198653203,0.00018386360350432888,0.00019197634585300995,0.0005618301541896262,0.00015347886601833956,0.00011251305616804508,0.0001031385595668886,7.348258122106084e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,86.02971371321541,3.87,19.405440336066373,-0.38730513313307213
200.0,6.0586020098,0.96,0.01,0.01,0.02,0.027803013911533694,0.0003813363315890587,0.9656124573070972,0.006965597183849513,0.007239741486907099,0.020182204022146034,0.40346821385026405,0.31089166416187886,0.2837074896915488,0.0019326322963082172,0.02684693658365946,0.00019366459540470793,0.0002012866332763857,0.0005611260991931374,0.00015385708858244954,0.0001185542867331085,0.0001081879733633159,7.369829101847142e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,86.02971371321541,3.87,19.367040287246187,-0.4042319375653456
200.0,6.2377398477,0.96,0.01,0.01,0.02,0.027802804190900206,0.00039282267344721865,0.9649490268524151,0.0073197960119892715,0.007573133911812601,0.020158043223782895,0.39263752313532746,0.31726185540865104,0.2882188894652933,0.001881731990728066,0.026828288847777403,0.00020351085523866993,0.00021055435926159186,0.0005604501286225386,0.0001542369215337135,0.00012462765022445122,0.00011321891469774491,7.391869913089558e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,86.02971371321541,3.87,19.32866242932594,-0.42103238086631123
200.0,6.4168776856,0.96,0.01,0.01,0.02,0.027802590928240504,0.0004043243578650982,0.9642846099746972,0.007675630300545966,0.00790500066081727,0.020134759063939467,0.3824117136396849,0.3233374378306965,0.29241708939447514,0.0018337591351433621,0.026809610549524448,0.0002134024093624872,0.0002197794996601734,0.0005597984696933917,0.00015461837055745742,0.0001307332019246425,0.00011823135189820217,7.414334847960977e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,86.02971371321541,3.87,19.290305232566688,-0.4377067118184286
200.0,6.5960155235,0.96,0.01,0.01,0.02,0.027802373945861207,0.0004158414114008102,0.9636193185999752,0.008033101152981026,0.008235341149246619,0.020112239097797163,0.37274171150361524,0.3291422967167887,0.2963275248773431,0.0017884669022528844,0.02679090463717248,0.0002233392822001073,0.0002289620342030929,0.0005591679922855269,0.00015500143939961697,0.00013687099721841365,0.00012322525618190306,7.437186008764743e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,86.02971371321541,3.87,19.251967435608403,-0.4542552124138055
200.0,6.7751533614,0.96,0.01,0.01,0.02,0.027802153093435592,0.00042737386225700163,0.962953246232027,0.008392209596153591,0.008564154919375982,0.02009038925244332,0.3635836072241349,0.3346977995273797,0.2999729573117724,0.001745635936713001,0.026772173573563596,0.00023332149598446144,0.0002381019461843906,0.0005585560777031422,0.00015538613047271123,0.00014304109127293593,0.00012820060133898685,7.460391723676541e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,86.02971371321541,3.87,19.213647990415343,-0.4706781930964823
200.0,6.9542911993,0.96,0.01,0.01,0.02,0.027801928242649866,0.0004389217401108243,0.9622864715717714,0.008752956573796107,0.008891441632238923,0.020069130222193525,0.354897994471872,0.3400231183683712,0.30337381660840845,0.0017050705513484822,0.02675341943151112,0.0002433490705757098,0.0002471992222332161,0.0005579605183298202,0.00015577244529543574,0.00014924353879215425,0.00013315736348982473,7.483925334095984e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,86.02971371321541,3.87,19.175346020224232,-0.48697598833140887
200.0,7.1334290372,0.96,0.01,0.01,0.02,0.027801699283060966,0.0004504850759709537,0.9616190613154187,0.009115342942210763,0.00921720106191596,0.02004839468045454,0.3466494078122463,0.34513550420279826,0.30654849242915416,0.0016665955558011203,0.026734643967550636,0.0002534220233413158,0.0002562538521548977,0.0005573794400141163,0.00015616038481358589,0.000155478393831071,0.00013809552090072883,7.507764255679214e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,86.02971371321541,3.87,19.13706078702532,-0.503148951852566
200.0,7.3125668751,0.96,0.01,0.01,0.02,0.027801466118858094,0.0004620639020535535,0.9609510723414945,0.009479369467100656,0.009541433091174884,0.02002812510023004,0.3388058425306881,0.35005052100351153,0.3095135828714402,0.0016300535943601085,0.02671584867958241,0.0002635403690677368,0.00026526582880964997,0.0005568112413982968,0.00015654994963827152,0.00016174570965076193,0.00014301505384015358,7.53188924366452e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,86.02971371321541,3.87,19.09879166617088,-0.5191974535364388
200.0,7.491704713,0.96,0.01,0.01,0.02,0.027801228666305036,0.0004736582516745848,0.9602825534361994,0.009845036821644134,0.009864137708463876,0.020008272033692518,0.33133834291686426,0.3547822465103305,0.31228410767552406,0.0015953028972812225,0.026697034852343066,0.00027370411990672154,0.00027423514802892636,0.0005562545460263218,0.00015694114021875597,0.0001680455386072647,0.00014791594446734652,7.556283812176236e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,56.55314330349872,55.44611770258769,86.02971371321541,3.87,19.06053812633923,-0.5351218752169089
203.4379310345,2.73895306,0.96,0.01,0.01,0.02,0.0276465568673747,0.00016904214139859596,0.9271657529128138,0.00010041700602865849,0.00011447171716305051,0.07261935836399448,0.9616886339695807,0.010509126098853868,0.010508403278483078,0.017293836653082408,0.025632940713386385,2.7761844676228147e-06,3.1647488382543084e-06,0.002007675220682436,0.00016256590604490847,1.7764851799781308e-06,1.7763629928748057e-06,2.9233871808345777e-06,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,56.55314330349872,55.44611770258769,86.01914075734022,3.87,19.972909810048645,-0.09591041776701914
203.4379310345,2.9221951164,0.96,0.01,0.01,0.02,0.02757986011393031,0.00018060686004764227,0.9700443216774862,0.00025230049490331674,0.00028548374555445504,0.029417894082056213,0.9457541666009304,0.023825134999913476,0.023778071288137366,0.006642627111018871,0.026753686696177486,6.958412356108863e-06,7.873601767192745e-06,0.0008113414036295287,0.0001708096904067688,4.302982822545557e-06,4.2944827933394864e-06,1.1997040249884596e-06,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,56.55314330349872,55.44611770258769,86.01914075734022,3.87,19.42961035260649,-0.051530395991626676
203.4379310345,3.1054371727,0.96,0.01,0.01,0.02,0.027570499972225816,0.00019194347282111383,0.9751932040046776,0.0005527734446265335,0.0006225426062139916,0.023631479944482017,0.8974425755843525,0.048898586564975206,0.04861131476560973,0.005047523085062651,0.026886564203925767,1.524024023972301e-05,1.716381090733224e-05,0.0006515317171529964,0.00017225824461518556,9.3857645213252e-06,9.33062457451142e-06,9.688391100916677e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,56.55314330349872,55.44611770258769,86.01914075734022,3.87,19.324524041076526,-0.06025963343063623
203.4379310345,3.2886792291,0.96,0.01,0.01,0.02,0.02756811304440363,0.00020326664214757333,0.9758982334178822,0.000872106702546314,0.0009778852903989225,0.022251774589172504,0.8506167553843321,0.07280185723390203,0.07207407793628728,0.004507309445478567,0.026903672818697974,2.4042336162578874e-05,2.6958452230176966e-05,0.0006134394373128957,0.00017290201162143695,1.4798189062042287e-05,1.4650255807991618e-05,9.161856561024691e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,56.55314330349872,55.44611770258769,86.01914075734022,3.87,19.270910869265737,-0.07538057172311596
203.4379310345,3.4719212855,0.96,0.01,0.01,0.02,0.02756695591565372,0.00021460072876420413,0.9758207706263861,0.001195973106504009,0.0013352385164131556,0.02164801775069664,0.8080388105592576,0.09456417390772408,0.09322650598765131,0.00417050954536701,0.026900408165436825,3.296933790330345e-05,3.6808461318844335e-05,0.0005967699509947435,0.00017340571761577739,2.0293540635582523e-05,2.0006476125090412e-05,8.949943877538301e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,56.55314330349872,55.44611770258769,86.01914075734022,3.87,19.226365399415865,-0.09152899391185798
203.4379310345,3.6551633419,0.96,0.01,0.01,0.02,0.02756621246039795,0.0002259490208500767,0.9754784879758961,0.0015223538903117336,0.0016923056176969013,0.02130685251609528,0.7694813417639392,0.11434803220658024,0.11225616282523336,0.0039144632042472875,0.026890247250091297,4.19655307802466e-05,4.665045620535777e-05,0.000587349223321047,0.00017386355573396531,2.5836825913209844e-05,2.536417007474826e-05,8.844691281533284e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,56.55314330349872,55.44611770258769,86.01914075734022,3.87,19.184894783600534,-0.10794361492253302
203.4379310345,3.8384053983,0.96,0.01,0.01,0.02,0.027565654701055507,0.00023731232714329292,0.9750157561189089,0.0018506918285701329,0.0020484489692223153,0.021085103083298643,0.734482838737879,0.1323920281148393,0.12942197261939647,0.00370316052788515,0.02687694766126239,5.1015531904429293e-05,5.646683695831542e-05,0.0005812246709303712,0.000174301831707698,3.1418260287152776e-05,3.071342950578452e-05,8.7880564265761e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,56.55314330349872,55.44611770258769,86.01914075734022,3.87,19.144827916201766,-0.12441261540420001
203.4379310345,4.0216474547,0.96,0.01,0.01,0.02,0.02756519460333741,0.00024869089090658985,0.9744882674176859,0.0021807761631881025,0.0024034243223587915,0.020927532096767103,0.7026019126530086,0.14891607616770766,0.1449605162191174,0.003521494960166326,0.02686195873003762,6.0113519324599544e-05,6.625085916021443e-05,0.000576871494814975,0.00017473069561035074,3.703407165246081e-05,3.6050359924811474e-05,8.757637189668297e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,56.55314330349872,55.44611770258769,86.01914075734022,3.87,19.105520192732516,-0.14085480246702886
203.4379310345,4.204889511,0.96,0.01,0.01,0.02,0.02756479108785018,0.0002600847819024486,0.9739219865180354,0.0025125117519300354,0.0027571188161078152,0.02080838291392684,0.6734529743380394,0.16411001040576434,0.1590754252475869,0.0033615900086093383,0.026845956094233688,6.925686154771989e-05,7.599940417039274e-05,0.0005735787278983845,0.0001751548699522643,4.268251626439179e-05,4.13730972815579e-05,8.742984042346101e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,56.55314330349872,55.44611770258769,86.01914075734022,3.87,19.066671110246453,-0.15723273611832056
203.4379310345,4.3881315674,0.96,0.01,0.01,0.02,0.027564422428691535,0.0002714940094010724,0.973330632686774,0.002845850701794936,0.0031094733952654542,0.020714043216165604,0.6467061165871949,0.178135396782286,0.17193978856670103,0.003218698063817994,0.026829296722163835,7.844423091326388e-05,8.57108381978747e-05,0.0005709706374165609,0.00017557683649645494,4.8362693088673715e-05,4.668062257354633e-05,8.738572423974161e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,56.55314330349872,55.44611770258769,86.01914075734022,3.87,19.02812190786953,-0.17352695362774284
203.4379310345,4.5713736238,0.96,0.01,0.01,0.02,0.027564076061620462,0.0002829185618524799,0.9727221319808511,0.0031807670325224593,0.003460454080689916,0.020636646905936595,0.6220801351733158,0.19112956901092706,0.1837006404592678,0.003089655356489401,0.026812186832741797,8.767490441874388e-05,9.538421948788176e-05,0.0005688301049720408,0.00017599801720023081,5.4074102792055796e-05,5.1972321010115526e-05,8.741208500777925e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,56.55314330349872,55.44611770258769,86.01914075734022,3.87,18.989780894257294,-0.18972906231999076
203.4379310345,4.7546156802,0.96,0.01,0.01,0.02,0.02756374421392031,0.000294358421778032,0.9721013799769349,0.0035172465672695993,0.0038100404245599647,0.020571333031235463,0.5993348881909897,0.2032096170934504,0.19448329584100693,0.0029721988745527654,0.026794753787683187,9.694848471750849e-05,0.0001050189797072672,0.0005670229618123442,0.00017641927180441297,5.981646217774625e-05,5.724779602594889e-05,8.748917699237949e-07,19.10238906544747,0.02753264082117786,0.0001760557900791252,309.1473760575555,82.3795680252517,2.8449952867078783,78.33728705636135,56.55314330349872,55.44611770258769,86.01914075734022,3.87,18.95159143062605,-0.2058276433592674
