T,P,z_carbon dioxide,z_argon,z_nitrogen,z_methane,z_oxygen,rho_l,rho_v,x_carbon dioxide,x_argon,x_nitrogen,x_methane,x_oxygen,y_carbon dioxide,y_argon,y_nitrogen,y_methane,y_oxygen,rhoL1_carbon dioxide,rhoL2_argon,rhoL3_nitrogen,rhoL4_methane,rhoL5_oxygen,rhoV1_carbon dioxide,rhoV2_argon,rhoV3_nitrogen,rhoV4_methane,rhoV5_oxygen,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,2.4671083903,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.02777383176756658,0.00015440739051082513,0.9995948454597452,6.860062567647141e-05,1.3184705187329913e-05,0.00019221582075911,0.0001311533886319161,0.9706029270483502,0.007363092596239987,0.003565174454641027,0.006092114889771954,0.012376691010997101,0.027762579073525674,1.9053022366881252e-06,3.6618978377786337e-07,5.338569868828253e-06,3.6426321516091166e-06,0.00014986826518770453,1.136915913874993e-06,5.504892842569751e-07,9.406675628218306e-07,1.9110525621668484e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.88611044321845,-0.004614524572779999,-0.01267473813897979
200.0,2.6466953408,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.027770694558617404,0.0001656484797919003,0.9986520222527885,0.00023668824777925304,4.646084910579389e-05,0.0006144028182755179,0.00045042583205087255,0.9068044766345633,0.02368632819635501,0.011704232370784164,0.01817141382708215,0.03963354897121533,0.02773326028032778,6.572997034691991e-06,1.2902500494510147e-06,1.7062393002283122e-05,1.2508638203195884e-05,0.0001502107830230052,3.923604257578232e-06,1.938788299351546e-06,3.0100670761256753e-06,6.5652371358396536e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.82469403761064,-0.016108896309599885,-0.04286821368192051
200.0,2.8262822914,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.027767884228409534,0.0001769035855490993,0.9977466290348597,0.00040908333762304457,8.209217939506464e-05,0.0009873586677452805,0.0007748367803769676,0.8510655076962392,0.03834396168348117,0.019354913619387407,0.027373988924626936,0.06386162807626515,0.02770531288432586,1.1359378758888071e-05,2.2795261334999817e-06,2.7416861177867624e-05,2.151557801342122e-05,0.00015055653984862927,6.7831843059650965e-06,3.423953617262727e-06,4.842556791547838e-06,1.1297350985694332e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.76610824865714,-0.028153794442552282,-0.07279476152297093
200.0,3.0058692419,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.027765355580553125,0.0001881725808547576,0.9968743394387243,0.0005850636477528723,0.000120134880468009,0.0013176047974116367,0.0011028572356430824,0.8019532417505919,0.05156888932702352,0.026615765861448062,0.03438011375878095,0.08548198930215543,0.027678570503645195,1.6244500217113982e-05,3.3355876738215165e-06,3.658376571477676e-05,3.062122330221605e-05,0.00015090561122504823,9.703850996479378e-06,5.008357353574632e-06,6.469394736069972e-06,1.6085366543585366e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.710013085033324,-0.040687878751317186,-0.1024878550620727
200.0,3.1854561924,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.027763069001421184,0.00019945538668693667,0.9960314020697807,0.0007639696819464425,0.00016065769948524604,0.00161084487662498,0.0014331256721625077,0.7583550613001213,0.06354723648416942,0.03356589819583896,0.03969791094621248,0.1048338930736579,0.02765288854324561,2.121014299487288e-05,4.4603507964184744e-06,4.472199746032511e-05,3.978796692395582e-05,0.00015125800199761126,1.2674838625836222e-05,6.6948992041454094e-06,7.917962178440386e-06,2.0909684680903407e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.656114245505783,-0.053658272551594166,-0.13197629962259327
200.0,3.3650431429,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.027760990142678008,0.00021075195234352206,0.995214609298535,0.0009452007069624663,0.00020374221971247337,0.001872011936593788,0.0017644358381962517,0.7193939428897472,0.0744303757994988,0.04027015674640139,0.043710000616091677,0.12219552394826091,0.027628142958585775,2.623970750883731e-05,5.65608575308531e-06,5.1968904918755713e-05,4.8982485911553954e-05,0.00015161367796811845,1.568634701340641e-05,8.487014155483748e-06,9.211967966777874e-06,2.5752945239735595e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.60416007148524,-0.06701979945118097,-0.16128445798773683
200.0,3.5446300934,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.02775908942149769,0.00022206224263096247,0.9944212473953977,0.0011282082593689511,0.0002494826419067976,0.002105341786387223,0.0020957199169393302,0.6843693173325796,0.08434315608153091,0.04678265797697473,0.04670666928899797,0.13779819931991685,0.027604228329086124,3.1318033957894975e-05,6.925410965802282e-06,5.844237091113861e-05,5.8175276576732583e-05,0.00015197258539469344,1.8729430390038055e-05,1.0388661946604294e-05,1.0371787728137591e-05,3.0599777171489106e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.55393726176425,-0.0807341949260092,-0.1904327544801383
200.0,3.7242170439,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.027757341453285775,0.00023338622955790063,0.9936490395258484,0.001312488747409693,0.00029798525508940285,0.00231445608520006,0.0024260303864523927,0.6527148707529353,0.09338971566681763,0.05314925801984497,0.04890971828534058,0.1518364372750614,0.027581055674848427,3.6431198315446195e-05,8.271278473561018e-06,6.424314783553314e-05,6.73401538128059e-05,0.00015233466266140002,2.179587361896297e-05,1.240430493305163e-05,1.1414854739354747e-05,3.543653360513126e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.505266186298993,-0.09476993994407579,-0.2194388820547637
200.0,3.9038039944,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.02775572448639664,0.0002447238870207491,0.9928960886007169,0.001497576123945297,0.00034936770569183966,0.00250244502798237,0.0027545225416636594,0.6239678890686489,0.10165771345527574,0.059409314433325124,0.05048976777020842,0.1644753152725419,0.027558550278822366,4.156631029363145e-05,9.696953783627209e-06,6.945717473903179e-05,7.645376875798554e-05,0.0001526998471890113,2.4878070782416584e-05,1.4538878353361216e-05,1.2356052223500345e-05,4.0251038472459625e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.45799629615587,-0.10910123087592538,-0.24831809685257866
200.0,4.0833909449,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.02775421987762309,0.00025607518753250805,0.9921608241424812,0.0016830350808607678,0.0004037580848112274,0.0026719441444880655,0.0030804385473587642,0.5977466316569737,0.10922149228681283,0.06559696300242673,0.05157891361256294,0.1758559994412238,0.02753664966721416,4.67113256959629e-05,1.1205990663218797e-05,7.415772528684928e-05,8.549516876290101e-05,0.00015306808079848457,2.7968914119925978e-05,1.679775460240942e-05,1.3208079976060088e-05,4.503235803562801e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.412001911758512,-0.12370923556832736,-0.277085677199441
