T,P,z_carbon dioxide,z_argon,z_nitrogen,z_methane,z_oxygen,rho_l,rho_v,x_carbon dioxide,x_argon,x_nitrogen,x_methane,x_oxygen,y_carbon dioxide,y_argon,y_nitrogen,y_methane,y_oxygen,rhoL1_carbon dioxide,rhoL2_argon,rhoL3_nitrogen,rhoL4_methane,rhoL5_oxygen,rhoV1_carbon dioxide,rhoV2_argon,rhoV3_nitrogen,rhoV4_methane,rhoV5_oxygen,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,4.2629778955,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.027752811618790854,0.0002674400998123679,0.9914419526800359,0.0018684555816765654,0.00046129406046172775,0.0028252032733545513,0.0034030944044711573,0.5737333582673462,0.11614451201558326,0.07174206340827137,0.05228005075468134,0.18610001555411795,0.02751530174369519,5.185489577634801e-05,1.2802207160861448e-05,7.840733423020014e-05,9.444543792824928e-05,0.00015343930660070411,3.106169988610635e-05,1.9186704598653324e-05,1.3981781992027639e-05,4.9770606734876526e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.367178371204727,-0.13857415111380078,-0.30575007957528655
200.0,4.442564846,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.027751485935429067,0.000278818588011949,0.9907384173366222,0.00205344754535789,0.00052212156877076,0.002964145829672089,0.0037218677195770137,0.5516614895287606,0.12248124131414596,0.0778708855150086,0.052673795425973856,0.1953125882161111,0.027494463254406524,5.698622067414082e-05,1.4489649372325907e-05,8.22594513027057e-05,0.00010328735967336894,0.00015381347757097762,3.4150046761160966e-05,2.171185034653483e-05,1.4686433265900287e-05,5.445678006737533e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.323438860767443,-0.1536849548474244,-0.3343235807632645
200.0,4.6221517965,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.02775023093505429,0.0002902106107414507,0.9900493597861869,0.0022376373250135705,0.0005863936555411949,0.0030904202335045737,0.004036188999753719,0.5313057014096928,0.1282786816521769,0.08400662929345264,0.05282365326949105,0.20358533437518664,0.02747409837116934,6.209495251802372e-05,1.6272559360118838e-05,8.575987516611632e-05,0.00011200517684069149,0.00015419055209652178,3.7227834547386385e-05,2.4379615193583533e-05,1.5329984676933627e-05,5.908262422702537e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.28071151761147,-0.16903225352823625,-0.3628159487366318
200.0,4.801738747,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.027749036314593176,0.00030161612083074075,0.9893740887368866,0.0024206647861319654,0.0006542690193797738,0.00320544314782575,0.004345534309775951,0.5124742489892378,0.13357759823666507,0.0901698016583568,0.05277990774961446,0.2109984433661259,0.027454177517077398,6.717111505583283e-05,1.815533477828261e-05,8.89479583133806e-05,0.00012058438936828346,0.00015457049500578105,4.028915701003011e-05,2.719666579227087e-05,1.5919271033243064e-05,6.364053198941563e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.238937028233995,-0.18460934770684645,-0.39123618379028713
200.0,4.9813256975,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.027747893114812273,0.0003130350652929171,0.9887120524642231,0.002602181367847231,0.0007259103984904122,0.0033104359206956387,0.004649419848743674,0.4950029385178369,0.1384135352349368,0.0963784898106176,0.05258256353206653,0.2176224729045422,0.027434676353103926,7.220505046038095e-05,2.014248414824274e-05,9.185762209089774e-05,0.00012901160500882613,0.0001549532771791169,4.332829003969192e-05,3.0169846850699424e-05,1.646018620852941e-05,6.812346501487945e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.198066562022685,-0.2004117730266053,-0.41959264333192436
200.0,5.160912648,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.02774679351601154,0.0003244673855013177,0.9880628149976476,0.002781848990140245,0.0008014827603938046,0.0034064551358070497,0.00494739811601134,0.4787503519164868,0.14281766293019682,0.10264855326813964,0.052263588944980045,0.22351984294019675,0.027415574908588838,7.71873895221466e-05,2.223857665928985e-05,9.451820727479526e-05,0.00013727443396647116,0.00015533887499417825,4.633967369436943e-05,3.330610770440601e-05,1.6957830061893247e-05,7.25248990464708e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.158060001084426,-0.21643689357911455,-0.44789313608496784
200.0,5.3404995985,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.027745730668751988,0.0003359130175223663,0.987426035336977,0.002959339735110548,0.0008811512879348045,0.0034944181788935506,0.0052390554610839855,0.463594030424588,0.14681749256335688,0.1089937528127422,0.05184863505057212,0.22874608914874062,0.02739685683177335,8.210904324771312e-05,2.444818631346302e-05,9.695518563557126e-05,0.00014536142178189052,0.00015572726966527905,4.931790695202478e-05,3.661242039841513e-05,1.741663145425361e-05,7.683878905239367e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.11888441632048,-0.23268353184276336,-0.47614498459369514
200.0,5.520086549,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.027744698554035947,0.0003473718926077039,0.9868014491610858,0.0031343362267991196,0.0009650791670172005,0.0035751246251681337,0.0055240108199296435,0.4494273999602957,0.15043748518854375,0.11542583126686995,0.051358361401853014,0.23335092218243775,0.027378508739660155,8.696121377953602e-05,2.6775830569672338e-05,9.919075501840063e-05,0.0001532620150081809,0.00015611844651396741,5.2257753949087865e-05,4.00956894629901e-05,1.784045120139213e-05,8.105955148026644e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.0805127467216,-0.24915162085470755,-0.5043550538596406
200.0,5.6996734995,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.027743691868088862,0.0003588439378144247,0.9861888525966545,0.003306532626097501,0.0010534251952125384,0.0036492741399368183,0.0058019154420986055,0.4361572754139721,0.15369957395701145,0.12195455885435569,0.05080946437456178,0.23737912740009892,0.027360519650185686,9.173542233023176e-05,2.9225904022058024e-05,0.00010124433728059208,0.00016096655427029027,0.0001565123942159603,5.515416035913339e-05,4.376265413371801e-05,1.8232668274409478e-05,8.51820608312035e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.042922646823584,-0.2658418964444209,-0.5325297736935788
200.0,5.8792604501,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.02774270592755991,0.00037032907674703177,0.9855880877092954,0.003475636149645604,0.0011463412472395797,0.003717481477319299,0.006072453416500139,0.4237018205625321,0.15662361416426657,0.12858775462511982,0.050215479189244995,0.2408713314588366,0.027342880483025106,9.64235516108146e-05,3.180260811479991e-05,0.00010313299541642029,0.00016846628939276985,0.00015690910402495903,5.800227843023617e-05,4.761978445129448e-05,1.8596252046562887e-05,8.920165779397923e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.006095474396968,-0.2827555984564718,-0.560675131354234
200.0,6.0588474006,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.02774173659158317,0.0003818272304192419,0.9849990294780385,0.0036413690088260516,0.0012439696497563997,0.003780289063949978,0.0063353427994289795,0.411988869501015,0.15922777150202033,0.13533129448425274,0.04958740868670165,0.24386465582601038,0.027325583618744813,0.00010101789987560662,3.4509878351466014e-05,0.00010487178345214281,0.00017575341115914187,0.00015730856900512702,6.079749899844432e-05,5.167317336197305e-05,1.893382292251035e-05,9.311416613118719e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.97001539749159,-0.29989419841633946,-0.5887966574672099
200.0,6.2384343511,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.027740780197663524,0.0003933383182053926,0.9844215740978111,0.0038034706524554002,0.00134644053432515,0.00383817757024296,0.00659033714516551,0.40095453705152734,0.1615288560501733,0.14218911564514683,0.048934218688074786,0.2463932725650778,0.027308622508885314,0.00010551124335802914,3.735131091193862e-05,0.0001064740403357122,0.00018282109417253373,0.00015771078328066955,6.353548858041612e-05,5.5928427614974135e-05,1.9247703281462232e-05,9.69159154478706e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.934668605933542,-0.3172591444024775,-0.6168993997782017
200.0,6.4180213016,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.027739833508799588,0.0004048622588775516,0.9838556285265401,0.003961700184673574,0.0014538692514932533,0.0038915748004913794,0.006837227236801745,0.3905420617908903,0.16354260738723317,0.1491632265523784,0.048263230018937925,0.24848887425056024,0.027291991332021596,0.00010989690353462552,4.033009097998592e-05,0.00010795163705267084,0.00018966354521071025,0.00015811574132335618,6.621222944951978e-05,6.03905608434599e-05,1.9539960326194065e-05,0.00010060376693502169,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.900042617415362,-0.3348516308097125,-0.6449878947417993
200.0,6.5976082521,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.027738893669633398,0.000416398971688134,0.9833011012510668,0.004115838820149665,0.0015663539389211129,0.003940863173979407,0.007075842815882982,0.380700837578273,0.16528393467899227,0.15625373033776901,0.0475804300512365,0.2501810673537292,0.02727568469283677,0.00011416881539348095,4.3448925360744195e-05,0.00010931518454958874,0.00019627605149281742,0.0001585234372884042,6.882406043690109e-05,6.5063892635082e-05,1.9812442145814067e-05,0.00010417513918193262,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.866125672380182,-0.3526723892432493,-0.6730661343401394
200.0,6.7771952026,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.02773795816974066,0.000427948377485986,0.9827578942854186,0.004265692234803949,0.001683973341077632,0.003986386021235921,0.00730605411746383,0.3713855987741573,0.1667671146467754,0.16345886860034045,0.046890721232909834,0.2514976967458171,0.027259697362671354,0.00011832159277397947,4.6709982093769775e-05,0.00011057420870548086,0.00020265502349607321,0.00015893386441706198,7.136771613110694e-05,6.995195760321067e-05,2.0066808070771437e-05,0.00010762803126383498,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.832906214748558,-0.370721506595725,-0.701137534546941
200.0,6.9567821531,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.02773702481246211,0.0004395103998085798,0.9822258964389199,0.004411092672617485,0.0018067849751956671,0.004028452880671758,0.0075277730325952535,0.3625557315360974,0.16800594983302441,0.17077509065172988,0.04619812004588563,0.2524651079332627,0.02724402406096916,0.000122350586910461,5.011483968778596e-05,0.00011173729750702701,0.00020879802738767769,0.00015934701452032229,7.384036218133276e-05,7.505742836968826e-05,2.0304554211771958e-05,0.00011096104052546455,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.800372457418117,-0.38899827459979974,-0.7292049096076241
200.0,7.1363691036,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.027736091687929426,0.00045108496593738306,0.9817049778929026,0.00455190068097551,0.001934823728736733,0.004067343950234093,0.007740953747151117,0.3541746890697248,0.1690138895188839,0.17819715146273254,0.045505916794271684,0.25310835315438707,0.027228659277334276,0.00012625193464188512,5.366444834022352e-05,0.00011281222473003786,0.00021470380288300426,0.00015976287755490006,7.623962459657037e-05,8.03820559977054e-05,2.052703492709343e-05,0.00011417337286111382,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.768512031968044,-0.4075010707576361,-0.7572704518594584
200.0,7.3159560542,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.02773515714917875,0.00046267200786520335,0.9811949861141464,0.004688006366012711,0.002068100955896074,0.004103313824076397,0.007945592739868532,0.34620949307078214,0.16980411588407918,0.18571823936042317,0.044816804328285546,0.25345134735642993,0.027213597133862108,0.00013002259327771294,5.73591050121444e-05,0.00011380605374315648,0.0002203722632836275,0.00016018144130105298,7.856361123986258e-05,8.592663070207743e-05,2.073548084466981e-05,0.00011726484377754053,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.737311721787645,-0.42622727388039294,-0.7853357203138884
200.0,7.4955430047,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.0277342197904675,0.000474271463148591,0.9806957431054273,0.004819330086981354,0.002206604117365069,0.004136594624971675,0.008141728065254672,0.3386303069635884,0.17038959845564627,0.19333013230759566,0.044132982056003696,0.25351698021716607,0.027198831286861774,0.00013366035987515373,6.119844358155337e-05,0.00011472522451303091,0.00022580447563599082,0.00016060269115007758,8.081092416486026e-05,9.169096472023408e-05,2.0931013972811386e-05,0.00012023586914060775,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.7067572766264,-0.44517321786412367,-0.8134016420937478
200.0,7.6751299552,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.027733278426421544,0.0004858832755806977,0.9802070437512842,0.004945822594373551,0.002350297042297779,0.004167398640286117,0.00832943797175839,0.33141006872094536,0.17078312014873673,0.20102338125948702,0.04345623985693718,0.25332719001389364,0.027184354859893928,0.00013716387505744823,6.518144225883936e-05,0.00011557562680494543,0.00023100262240638336,0.00016102660975055705,8.298066183176005e-05,9.767389895466698e-05,2.1114660166109107e-05,0.00012308744487760445,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,18.676833292430597,-0.4643338458443438,-0.8414681937132364
203.3690344828,2.9249533836,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.027535865561448648,0.0001810392226951377,0.9995307848168385,8.067128795813912e-05,1.5945737080935028e-05,0.00021942275069271943,0.00015317540742956724,0.9704385648542869,0.00740642790319327,0.003587801763822701,0.006118626637103134,0.01244857884159395,0.027522945315245722,2.22135373988423e-06,4.390796725388335e-07,6.041995364197985e-06,4.217817426300686e-06,0.00017568744345460507,1.3408539505416881e-06,6.495328425067058e-07,1.1077114103429159e-06,2.2536810371413065e-06,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,19.088948498249596,-0.004587141828423569,-0.013548170945306026
203.3690344828,3.1067565684,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.02753272793800722,0.00019229349343192388,0.9986074804747488,0.00024775546214699467,4.9992468590497275e-05,0.0006263799479197484,0.00046839164659403506,0.9156817680548012,0.021420916143172795,0.010584813917260395,0.01646251686396589,0.035849985020799675,0.027494388076770116,6.821383734448451e-06,1.3764290366515328e-06,1.7245948691897564e-05,1.2896099774108793e-05,0.00017607964605117837,4.11910279768299e-06,2.0353908454768484e-06,3.165634878453961e-06,6.8937188591317124e-06,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,19.030959408729046,-0.01434307714223948,-0.040881014298811635
203.3690344828,3.2885597533,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.027529893380655916,0.00020356100314677592,0.9977186446001097,0.00041888878776180703,8.636186750732777e-05,0.0009876770842057883,0.0007884276604154085,0.8669402810421983,0.0342220200075274,0.017265303132362443,0.02454834666201836,0.057024049155893416,0.027467087909733554,1.1531963665434753e-05,2.3775330046310658e-06,2.719064482270247e-05,2.1705329429596184e-05,0.00017647523327729773,6.966268722441314e-06,3.5145424252568712e-06,4.997086072115265e-06,1.1607872649664724e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.975486505832386,-0.02465702896043709,-0.06804584287097626
203.3690344828,3.4703629382,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.027527321519603652,0.00021484171702298432,0.9968604564129493,0.00059340656192082,0.0001251095248278031,0.0013091369560594567,0.0011118905442427688,0.8232771140675421,0.045947595112053166,0.02368851362669621,0.03086375287547895,0.07622302431822947,0.027440898293858096,1.6334893221837007e-05,3.443930115099772e-06,3.6037033902643904e-05,3.060736850597779e-05,0.00017687426877199805,9.871460226950383e-06,5.089280941281776e-06,6.6308216615409676e-06,1.637588542121311e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.92223972300748,-0.03546772573039192,-0.09506202099291627
203.3690344828,3.652166123,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.02752497678049179,0.00022613562683379302,0.9960295845399074,0.0007706995107368779,0.00016630254172533734,0.0015958799138711358,0.0014375334937592544,0.7839400010529278,0.05671242428363393,0.029904039137892028,0.035784573947880934,0.09365896157766526,0.027415691187143834,2.1213486137768948e-05,4.577473599526677e-06,4.392655757375625e-05,3.956807603690271e-05,0.0001772767635381882,1.2824699614643585e-05,6.762368635309493e-06,8.092167060684274e-06,2.117962798496747e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.87096654269745,-0.04672210370019769,-0.12194635252873454
203.3690344828,3.8339693079,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.02752282812821487,0.0002374427372123929,0.9952231621623415,0.0009502104120370081,0.00021001978113755604,0.001852362005627202,0.0017642456388567275,0.748318098920585,0.06661337910790723,0.03595412105961115,0.03960191584262332,0.10951248506927332,0.02739135604141264,2.6152477856134805e-05,5.780338339774258e-06,5.098224111211287e-05,4.855702949420635e-05,0.00017768269771327788,1.581686307034832e-05,8.53704491845981e-06,9.403187296527308e-06,2.6002944213779564e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.821449631783004,-0.05837466085336018,-0.14871320619563377
203.3690344828,4.0157724927,0.97999902000098,0.004998995001004999,0.0024139975860024143,0.00417999582000418,0.00840799159200841,0.027520848661259808,0.00024876305684509844,0.9944387469784859,0.0011314286411915025,0.0002563517039346843,0.0020824346396143053,0.0020910380367736812,0.715910299529871,0.07573306448108282,0.04187526587124581,0.042542372691946495,0.12393899742585394,0.027367798258487744,3.113787640524617e-05,7.055016448042527e-06,5.731036856379041e-05,5.75471413549863e-05,0.00017809203453794073,1.883958862456111e-05,1.0417019144332333e-05,1.058297067629205e-05,3.083144386197221e-05,19.118564682323704,0.027537537725360665,0.00017549527202833016,309.1473760575555,82.3795680252517,2.835316490586698,18.773503501480562,-0.07038679527020264,-0.17537486355418608
