temperature,pressure,z_carbon dioxide,z_nitrogen,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_nitrogen,x_hydrogen sulfide,y_carbon dioxide,y_nitrogen,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_nitrogen,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.404372888662587,0.96,0.03,0.01,307.41,86.87,0.6505969226765557,0.027677827658139597,23.59230542840041,2.380567216497611,1214.782053416388,6.524328840558243,0.9642030849116938,0.00011231028916863827,0.0356846047991376,0.9596641127591609,0.03238845844015638,0.007947428800682806,20.27763051530298,0.60401943963533,1.0000000006196197,6.203898995434945,1.000000000073551,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.126855974367891,0.96,0.03,0.01,307.41,86.87,0.6505969226765557,0.03599465839032912,23.59230542840041,2.380567216497611,1219.364110477489,7.870103380196913,0.9877775192735109,0.0010739213513599336,0.011148559375129157,0.765261127780349,0.2327910368203702,0.0019478353992808104,19.834319182862412,0.611217104039767,1.0000000009443368,6.081008897854982,1.0000000001179683,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.8493390600731954,0.96,0.03,0.01,307.41,86.87,0.6505969226765557,0.04431148912251865,23.59230542840041,2.380567216497611,1218.8143086135954,9.16403392279014,0.9872070892312654,0.002098934974161156,0.010693975794573369,0.628304535639765,0.37015607627939817,0.0015393880808369828,19.641995633578475,0.6180408365840293,1.0000000009874919,5.988122587105553,1.000000000143419,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.5718221457784995,0.96,0.03,0.01,307.41,86.87,0.6505969226765557,0.05262831985470818,23.59230542840041,2.380567216497611,1218.2014343167837,10.463422797046691,0.986337192315612,0.003124259042730983,0.010538548641657122,0.5342812669012204,0.46442392242537434,0.0012948106734052942,19.454785680368406,0.6248004236549811,1.0000000010404138,5.8975689848227235,1.0000000001969664,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.294305231483804,0.96,0.03,0.01,307.41,86.87,0.6505969226765557,0.06094515058689771,23.59230542840041,2.380567216497611,1217.5733145540828,11.768671760218234,0.9853945055150434,0.004149397335173828,0.010456097149782746,0.46582034811539147,0.5330553486597113,0.0011243032248972591,19.27032928286001,0.6314944500359261,1.0000000011915644,5.808771884880758,1.0000000003671414,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.016788317189108,0.96,0.03,0.01,307.41,86.87,0.6505969226765557,0.06926198131908723,23.59230542840041,2.380567216497611,1216.9392483740767,13.079812692958,0.9844231848048883,0.005174283382693475,0.010402531812418188,0.4137735698974526,0.5852290854342095,0.0009973446683379445,19.08814853603885,0.6381451631019396,1.0000000015780173,5.722475464508338,1.0000000005742853,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.739271402894412,0.96,0.03,0.01,307.41,86.87,0.6505969226765557,0.07757881205127674,23.59230542840041,2.380567216497611,1216.3022947204129,14.396847834139228,0.9834377744290025,0.006198902823676525,0.010363322747320915,0.37288715452251436,0.6262140275309456,0.0008988179465400395,18.90807103625651,0.644709037451586,1.0000000016475443,5.637646671600457,1.0000000006350698,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,7.461754488599716,0.96,0.03,0.01,307.41,86.87,0.6505969226765557,0.08589564278346629,23.59230542840041,2.380567216497611,1215.6637557301196,15.719784379672618,0.9824444654964924,0.007223249791269381,0.010332284712238175,0.33993175793849506,0.6592481976908176,0.0008200443706873907,18.730010860910834,0.651234445394583,1.00000000057584,5.55428695517222,1.0000000004056713,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,8.18423757430502,0.96,0.03,0.01,307.41,86.87,0.6505969226765557,0.09421247351565581,23.59230542840041,2.380567216497611,1215.0242819104687,17.04863774375598,0.9814463424912733,0.008247318377269164,0.01030633913145753,0.3128138263440868,0.6864305681446121,0.0007556055113011408,18.553912541301738,0.6576884422373638,1.000000000689838,5.472411543980535,1.0000000004706415,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,8.906720660010325,0.96,0.03,0.01,307.41,86.87,0.6505969226765557,0.10252930424784534,23.59230542840041,2.380567216497611,1214.3842364951684,18.38343025335886,0.9804451171899425,0.009271101450751825,0.010283781359305556,0.2901168839316603,0.7091811963624077,0.0007019197059320281,18.379734397793182,0.6640627853774681,1.000000000739967,5.392789220859818,1.000000000504013,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
