T_K,gamma,rhoL,rhoV,Tc,Pc,Psat
92,17.64987087237911,0.028048632696482362,1.8377099787511503e-05,191.45348659361136,46.89222408058274,0.13952501315057278
93,17.460750630020048,0.027966994451391797,2.0559654385709107e-05,191.45348659361136,46.89222408058274,0.15767478295706214
94,17.27093746939875,0.027885207640643592,2.2941739422950582e-05,191.45348659361136,46.89222408058274,0.17769329194176942
95,17.080458571169732,0.0278032620644109,2.5535725202505634e-05,191.45348659361136,46.89222408058274,0.1997184950207919
96,16.88934036098813,0.027721147143877585,2.8354329678205847e-05,191.45348659361136,46.89222408058274,0.22389386951044202
97,16.697608245069283,0.027638851919500895,3.141061152707885e-05,191.45348659361136,46.89222408058274,0.2503683567144349
98,16.505287258802454,0.027556365048360856,3.471796361644802e-05,191.45348659361136,46.89222408058274,0.2792962930444628
99,16.31240150572738,0.02747367480058519,3.8290106970679074e-05,191.45348659361136,46.89222408058274,0.3108373316764459
100,16.118974646049715,0.027390769054835267,4.214108533600589e-05,191.45348659361136,46.89222408058274,0.34515635559983554
101,15.925029807740195,0.02730763529283365,4.6285260435150884e-05,191.45348659361136,46.89222408058274,0.38242338282242416
102,15.730589590793139,0.0272242605929095,5.073730799688759e-05,191.45348659361136,46.89222408058274,0.4228134646617621
103,15.535676115807366,0.027140631622535605,5.5512214639412567e-05,191.45348659361136,46.89222408058274,0.4665065779528022
104,15.340311204845797,0.027056734629824532,6.0625275680516396e-05,191.45348659361136,46.89222408058274,0.5136875120424852
105,15.144516273272723,0.026972555433948234,6.609209394216183e-05,191.45348659361136,46.89222408058274,0.5645457513225078
106,14.948312459692657,0.026888079414440262,7.192857961224831e-05,191.45348659361136,46.89222408058274,0.6192753540814295
107,14.75172063432159,0.02680329149933486,7.815095122219654e-05,191.45348659361136,46.89222408058274,0.6780748285456374
108,14.554761430944463,0.02671817615209215,8.477573779546584e-05,191.45348659361136,46.89222408058274,0.741147006687671
109,14.357455313684612,0.02663271735725287,9.181978221942478e-05,191.45348659361136,46.89222408058274,0.8086989164873213
110,14.159822566399223,0.02654689860475981,9.930024589099234e-05,191.45348659361136,46.89222408058274,0.8809416534327715
111,13.961883307817441,0.02646070287287701,0.00010723461468534326,191.45348659361136,46.89222408058274,0.958090251644291
