temperature,pressure,z_carbon dioxide,z_carbon monoxide,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_carbon monoxide,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_carbon monoxide,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.126409328436272,0.95,0.01,0.04,311.27,85.04,0.6425289941208597,0.025004813363549764,8.342549242665022,2.1053557707289823,1189.7740430356685,5.759349594970998,0.849672702374244,3.371701330154015e-05,0.1502935806124544,0.9526867727242366,0.010266897822670058,0.03704632945309329,21.562274839460006,0.5991400979688449,1.0000000002050056,7.038764343216377,1.0000000000006757,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.337882239532896,0.95,0.01,0.04,311.27,85.04,0.6425289941208597,0.02749155973110179,8.342549242665022,2.1053557707289823,1209.8785326208865,6.3514673618358355,0.9412646543878116,9.563668932487018e-05,0.058639708922863534,0.9624854025170799,0.024156275904714596,0.013358321578205537,20.532283972095406,0.6030748941825813,1.0000000005316851,6.883463386102339,1.0000000000070637,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.5493551506295202,0.95,0.01,0.04,311.27,85.04,0.6425289941208597,0.02997830609865381,8.342549242665022,2.1053557707289823,1212.8921370285136,6.763719857244223,0.9559533745157093,0.00039908555760426087,0.04364753992668648,0.8997037637132835,0.09111195761144804,0.009184278675268406,20.31397870861321,0.6055031315769747,1.0000000008228402,6.82840731987112,1.000000000100975,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.7608280617261443,0.95,0.01,0.04,311.27,85.04,0.6425289941208597,0.03246505246620583,8.342549242665022,2.1053557707289823,1213.0153143871785,7.144699610104076,0.9572513095818291,0.0007446797198640942,0.0420040106983068,0.8349381045013979,0.15686101632561447,0.008200879172987492,20.23425472703259,0.6077687181949109,1.0000000003079592,6.790815968346861,1.0000000000418188,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.9723009728227687,0.95,0.01,0.04,311.27,85.04,0.6425289941208597,0.03495179883375786,8.342549242665022,2.1053557707289823,1212.9106905612034,7.523770024545523,0.95748941163688,0.0010935882796090225,0.04141700008351111,0.7784622309095249,0.21399279291765716,0.007544976172817929,20.165677226832997,0.6099796485454079,1.0000000003455265,6.755250489158723,1.00000000006286,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.1837738839193928,0.95,0.01,0.04,311.27,85.04,0.6425289941208597,0.03743854520130988,8.342549242665022,2.1053557707289823,1212.7452991095674,7.902778690492964,0.9574446309160868,0.001443372595792063,0.041111996488121236,0.7292222588157522,0.26375507419369554,0.007022666990552161,20.100237646915154,0.6122210313162825,1.0000000009006313,6.720374048949609,1.0000000001667562,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.395246795016017,0.95,0.01,0.04,311.27,85.04,0.6425289941208597,0.039925291568861904,8.342549242665022,2.1053557707289823,1212.5551177535156,8.28211885050413,0.9572844410282784,0.001793512877950104,0.04092204609377142,0.6859960965961992,0.30742084877118075,0.006583054632620026,20.03620892355247,0.6144174896914415,1.00000000093709,6.685931282394201,1.0000000001999958,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.6067197061126413,0.95,0.01,0.04,311.27,85.04,0.6425289941208597,0.04241203793641393,8.342549242665022,2.1053557707289823,1212.3524214882466,8.661921335059851,0.9570660061552433,0.0021438352029325095,0.04079015864182413,0.6477724865272182,0.3460242122472839,0.0062033012254977885,19.973000697758003,0.6166437440945182,1.0000000009695065,6.651822646781317,1.0000000002334037,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.818192617209265,0.95,0.01,0.04,311.27,85.04,0.6425289941208597,0.044898784303965954,8.342549242665022,2.1053557707289823,1212.1425295917786,9.04224062035552,0.9568141074408953,0.0024942663256108492,0.040691626233493775,0.6137419652444427,0.38038794539715526,0.0058700893584021025,19.910356339471978,0.6188336103557568,1.0000000009946712,6.617997207934849,1.0000000002650555,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.029665528305889,0.95,0.01,0.04,311.27,85.04,0.6425289941208597,0.04738553067151798,8.342549242665022,2.1053557707289823,1211.9281184923864,9.423102690022182,0.9565412181832289,0.0028447706344527203,0.04061401118231844,0.5832563210718819,0.41116918096745114,0.005574497960666924,19.84814418543852,0.6210414474920967,1.0000000010306604,6.584425431577141,1.00000000030146,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
