feed_source,template_name,mixture_size,active_components,CO2,H2,Ar,N2,CH4,O2,CO,H2S
random,dirichlet,5,"CO2,N2,CH4,O2,CO",0.99,0.0,0.0,0.0023437479792722394,0.0025328358361165794,0.0033584003929057974,0.0017650157917053918,0.0
random,dirichlet,2,"CO2,O2",0.99,0.0,0.0,0.0,0.0,0.010000000000000009,0.0,0.0
random,dirichlet,6,"CO2,Ar,N2,CH4,CO,H2S",0.99,0.0,0.0022850759926593377,0.004233343436392273,8.142259680028671e-05,0.0,0.0028231952985352236,0.0005769626756128889
random,dirichlet,4,"CO2,O2,CO,H2S",0.98,0.0,0.0,0.0,0.0,0.002101115486223857,0.001467464915488219,0.01643141959828794
random,dirichlet,6,"CO2,H2,Ar,CH4,O2,CO",0.96,0.01993519344721716,1.2582062291706521e-05,0.0,0.01808781184098632,0.0010971302602078717,0.0008672823892969773,0.0
random,dirichlet,7,"CO2,H2,Ar,N2,O2,CO,H2S",0.97,0.004878420955609904,0.000690048180042504,0.0010440849471686452,0.0,0.003905300394579011,0.010473078736244739,0.009009066786355224
random,dirichlet,3,"CO2,N2,CH4",0.99,0.0,0.0,0.006555002115567284,0.0034449978844327254,0.0,0.0,0.0
random,dirichlet,5,"CO2,CH4,O2,CO,H2S",0.96,0.0,0.0,0.0,0.009374991917088958,0.010131343344466318,0.01343360157162319,0.007060063166821567
random,dirichlet,2,"CO2,N2",0.97,0.0,0.0,0.030000000000000027,0.0,0.0,0.0,0.0
random,dirichlet,6,"CO2,H2,CH4,O2,CO,H2S",0.97,0.004338024185605168,0.0,0.0,0.004688005371060822,0.00621603613452289,0.0032668534586941934,0.011491080850116955
random,dirichlet,5,"CO2,Ar,N2,CO,H2S",0.96,0.0,0.02282808425307545,0.0020610163959924543,0.0,0.0,0.0032647601980639687,0.01184613915286816
random,dirichlet,5,"CO2,H2,Ar,CH4,CO",0.98,0.0008547028452418884,0.003196934663048832,0.0,0.008573411788557118,0.0,0.007374950703152178,0.0
random,dirichlet,4,"CO2,O2,CO,H2S",0.96,0.0,0.0,0.0,0.0,0.0004260335688890303,0.0023155513028742525,0.03725841512823675
random,dirichlet,5,"CO2,H2,Ar,CH4,CO",0.97,0.0011801838108119874,0.01898976640952678,0.0,0.009709253058078564,0.0,0.00012079672158269372,0.0
random,dirichlet,3,"CO2,Ar,N2",0.99,0.0,0.0021605333489714378,0.007839466651028571,0.0,0.0,0.0,0.0
random,dirichlet,5,"CO2,Ar,CH4,O2,H2S",0.97,0.0,0.011381978386499013,0.0,0.014410894708404303,0.0014056111835279996,0.0,0.0028015157215687124
random,dirichlet,5,"CO2,Ar,N2,CO,H2S",0.99,0.0,0.00039339460360399576,0.0063299221365089265,0.0,0.0,0.003236417686026188,4.02655738608979e-05
random,dirichlet,6,"CO2,N2,CH4,O2,CO,H2S",0.97,0.0,0.0,0.0017236212019241899,0.0034353396955051976,0.020141938494563316,0.0018184997489999121,0.002880600859007415
random,dirichlet,6,"CO2,H2,CH4,O2,CO,H2S",0.97,0.0011241030238714998,0.0,0.0,0.0009346453572107145,0.011100691334149114,0.010471071188145022,0.006369489096623677
random,dirichlet,3,"CO2,N2,CO",0.98,0.0,0.0,0.011775637646924358,0.0,0.0,0.008224362353075658,0.0
random,dirichlet,6,"CO2,Ar,N2,CH4,O2,CO",0.95,0.0,0.009377693056599863,0.006966339268828939,0.006858646247905969,0.008175045416898256,0.01862227600976702,0.0
random,dirichlet,4,"CO2,N2,CH4,CO",0.97,0.0,0.0,0.003151673229335785,0.0022011973732323285,0.0,0.024647129397431907,0.0
random,dirichlet,5,"CO2,H2,Ar,CH4,CO",0.97,0.0008068101279686817,0.021222657090348908,0.0,0.002859896743017385,0.0,0.00511063603866505,0.0
random,dirichlet,5,"CO2,H2,Ar,CH4,O2",0.95,0.02295306285720805,0.010638421512967094,0.0,0.011943451083338837,0.004465064546486052,0.0,0.0
random,dirichlet,4,"CO2,H2,Ar,CH4",0.96,0.0004260335688890303,0.0023155513028742525,0.0,0.03725841512823675,0.0,0.0,0.0
random,dirichlet,5,"CO2,H2,Ar,N2,CH4",0.95,0.009396816718051664,0.01626191502280217,0.015708205338781176,0.008633062920365031,0.0,0.0,0.0
random,dirichlet,5,"CO2,H2,Ar,CH4,H2S",0.97,0.004642186631544639,0.010155604365631038,0.0,0.004052778420748083,0.0,0.0,0.011149430582076262
random,dirichlet,3,"CO2,H2,H2S",0.95,0.04216147981949625,0.0,0.0,0.0,0.0,0.0,0.0078385201805038
random,dirichlet,7,"CO2,H2,Ar,CH4,O2,CO,H2S",0.99,0.0016261403185366347,0.00023001606001416797,0.0,0.0003480283157228817,0.0013017667981930037,0.003491026245414913,0.0030030222621184074
random,dirichlet,5,"CO2,Ar,N2,O2,CO",0.99,0.0,7.014324716829203e-05,0.0030367651266887652,0.0,0.006038895398129042,0.0008541962280139106,0.0
random,dirichlet,2,"CO2,N2",0.99,0.0,0.0,0.010000000000000009,0.0,0.0,0.0,0.0
random,dirichlet,4,"CO2,H2,Ar,CH4",0.99,0.0010505577431119285,0.0007337324577441095,0.0,0.00821570979914397,0.0,0.0,0.0
random,dirichlet,4,"CO2,Ar,N2,H2S",0.98,0.0,0.0033396553077310776,0.008956154317433929,0.0,0.0,0.0,0.007704190374835011
random,dirichlet,6,"CO2,Ar,CH4,O2,CO,H2S",0.97,0.0,0.005626615833959918,0.0,0.004179803561297364,0.004115187748743581,0.004905027250138953,0.011173365605860214
random,dirichlet,4,"CO2,N2,CH4,CO",0.99,0.0,0.0,0.0016698276538655388,0.0044780771587169645,0.0,0.0038520951874175054,0.0
random,dirichlet,5,"CO2,Ar,N2,O2,CO",0.99,0.0,0.0019576420509859424,0.0036436420013951404,0.0,0.0033556945886508674,0.0010430213589680587,0.0
random,dirichlet,5,"CO2,H2,Ar,O2,CO",0.98,0.0005378734186457878,0.014148438060232606,0.0,0.0,0.0019065978286782565,0.0034070906924433667,0.0
random,dirichlet,5,"CO2,H2,N2,CH4,O2",0.95,0.027436066981115396,0.0,0.0005276953909255232,0.018296974123458536,0.003739263504500597,0.0,0.0
random,dirichlet,6,"CO2,H2,Ar,CH4,O2,CO",0.95,0.011620305076381197,0.0016436815195856808,0.0,0.0024869903032466324,0.00930235057877379,0.02494667252201274,0.0
random,dirichlet,4,"CO2,H2,Ar,H2S",0.97,0.00031952517666677276,0.0017366634771556894,0.0,0.0,0.0,0.0,0.027943811346177565
random,dirichlet,4,"CO2,Ar,N2,H2S",0.95,0.0,0.018755703735218527,0.021349229113897045,0.0,0.0,0.0,0.009895067150884467
random,dirichlet,4,"CO2,Ar,CH4,H2S",0.96,0.0,0.029510055536838335,0.0,0.004174170351726579,0.0,0.0,0.006315774111435126
random,dirichlet,2,"CO2,CO",0.98,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,0.0
random,dirichlet,5,"CO2,H2,N2,CH4,O2",0.97,0.009473811313577801,0.0,0.001088277022920901,0.0021990382279534677,0.01723887343554786,0.0,0.0
random,dirichlet,6,"CO2,N2,CH4,O2,CO,H2S",0.99,0.0,0.0,0.00028964865679851313,0.0005852815556702236,0.004588185204833575,0.003151643929349309,0.0013852406533483878
random,dirichlet,4,"CO2,H2,O2,CO",0.97,0.024324995115617736,0.0,0.0,0.0,0.002196163865961302,0.003478841018420992,0.0
random,dirichlet,3,"CO2,N2,H2S",0.98,0.0,0.0,0.006682047940247189,0.0,0.0,0.0,0.01331795205975283
random,dirichlet,4,"CO2,H2,N2,CO",0.95,3.277001290520026e-05,0.0,0.047109751463133315,0.0,0.0,0.0028574785239615375,0.0
random,dirichlet,4,"CO2,N2,O2,CO",0.95,0.0,0.0,0.029653729122735194,0.0,0.0005703491026097925,0.01977592177465506,0.0
random,dirichlet,4,"CO2,O2,CO,H2S",0.97,0.0,0.0,0.0,0.0,0.0120147635185269,0.004794709656381093,0.013190526825092036
random,dirichlet,4,"CO2,Ar,O2,CO",0.96,0.0,0.023722983298188154,0.0,0.0,0.00045627928208783397,0.01582073741972405,0.0
random,dirichlet,6,"CO2,H2,N2,CH4,O2,H2S",0.99,0.0004526792160096926,0.0,0.0037045863120234532,0.001276991176764678,0.0023767872603305657,0.0,0.00218895603487162
random,dirichlet,3,"CO2,CH4,CO",0.99,0.0,0.0,0.0,0.0021095244663248904,0.0,0.007890475533675117,0.0
random,dirichlet,6,"CO2,Ar,N2,CH4,CO,H2S",0.97,0.0,0.0009196682562355429,0.001497427527548783,0.0010458360687795102,0.0,0.011710379645719044,0.014826688501717148
random,dirichlet,6,"CO2,H2,Ar,N2,O2,H2S",0.99,0.0023240610152762396,0.00032873630391713613,0.0004973980606493265,0.0,0.0018604701157547581,0.0,0.004989334504402548
random,dirichlet,5,"CO2,Ar,N2,CH4,O2",0.96,0.0,0.007517453374441331,0.013009532018241737,0.012566564271024941,0.006906450336292024,0.0,0.0
random,dirichlet,4,"CO2,N2,CH4,O2",0.95,0.0,0.0,0.0200246058642115,0.007991182760635155,0.02198421137515339,0.0,0.0
random,dirichlet,2,"CO2,CH4",0.98,0.0,0.0,0.0,0.020000000000000018,0.0,0.0,0.0
random,dirichlet,4,"CO2,N2,O2,CO",0.95,0.0,0.0,0.014189988039505306,0.0,0.0053049333955612395,0.0305050785649335,0.0
random,dirichlet,4,"CO2,H2,O2,H2S",0.99,0.0039728683186952595,0.0,0.0,0.0,0.003747531188279168,0.0,0.0022796004930255792
random,dirichlet,4,"CO2,H2,N2,O2",0.96,0.028523045322118683,0.0,0.006266564470331641,0.0,0.005210390207549717,0.0,0.0
random,dirichlet,6,"CO2,H2,Ar,N2,CH4,CO",0.98,0.0007494020159143333,0.0006230969048071429,0.007400460889432743,0.006980714125430015,0.0,0.004246326064415784,0.0
random,dirichlet,6,"CO2,H2,Ar,N2,CO,H2S",0.97,0.008388195332064115,0.003347461737073771,0.009209063113983736,0.0,0.0,0.005737469455192219,0.0033178103616861862
random,dirichlet,5,"CO2,H2,N2,CH4,H2S",0.95,0.028535105316344313,0.0,0.002576270494990568,0.004080950247579961,0.0,0.0,0.0148076739410852
random,dirichlet,4,"CO2,CH4,O2,H2S",0.99,0.0,0.0,0.0,0.008692850930668324,0.0004632249705775637,0.0,0.0008439240987541217
random,dirichlet,2,"CO2,O2",0.96,0.0,0.0,0.0,0.0,0.040000000000000036,0.0,0.0
random,dirichlet,5,"CO2,Ar,N2,CH4,H2S",0.99,0.0,0.0037939927954996713,0.0048036315694681,0.00046853706117599986,0.0,0.0,0.0009338385738562374
random,dirichlet,4,"CO2,H2,N2,H2S",0.96,0.004202230972447714,0.0,0.002934929830976438,0.0,0.0,0.0,0.03286283919657588
random,dirichlet,3,"CO2,N2,H2S",0.95,0.0,0.0,0.04996846249275842,0.0,0.0,0.0,3.153750724161903e-05
random,dirichlet,4,"CO2,H2,CH4,CO",0.96,0.010406228563596203,0.0,0.0,0.00012946807411479393,0.0,0.029464303362289036,0.0
random,dirichlet,6,"CO2,H2,Ar,CH4,O2,CO",0.96,0.0012262243416473907,0.001996570036731711,0.0,0.0013944480917060136,0.015613839527625394,0.01976891800228953,0.0
random,dirichlet,3,"CO2,Ar,H2S",0.99,0.0,0.006833000472461229,0.0,0.0,0.0,0.0,0.0031669995275387815
random,dirichlet,4,"CO2,Ar,N2,O2",0.95,0.0,0.011689559701858816,0.006759729634338788,0.0,0.03155071066380244,0.0,0.0
random,dirichlet,4,"CO2,Ar,CH4,H2S",0.97,0.0,0.017792237473641115,0.0,0.0003422094615658755,0.0,0.0,0.011865553064793038
random,dirichlet,3,"CO2,Ar,CO",0.97,0.0,0.024909389387202455,0.0,0.0,0.0,0.005090610612797575,0.0
random,dirichlet,5,"CO2,H2,N2,CH4,H2S",0.96,0.006189582175392853,0.0,0.013540805820841386,0.0054037045609974434,0.0,0.0,0.01486590744276835
random,dirichlet,4,"CO2,H2,CH4,O2",0.95,0.028905270942056995,0.0,0.0,0.000476246035032743,0.02061848302291029,0.0,0.0
random,dirichlet,4,"CO2,N2,O2,H2S",0.95,0.0,0.0,0.013007785704495253,0.0,0.00016183509264349244,0.0,0.036830379202861294
random,dirichlet,4,"CO2,H2,O2,H2S",0.96,0.029510055536838335,0.0,0.0,0.0,0.004174170351726579,0.0,0.006315774111435126
random,dirichlet,4,"CO2,H2,Ar,CH4",0.95,0.008349138269327695,0.02239038579358482,0.0,0.019260475937087528,0.0,0.0,0.0
random,dirichlet,2,"CO2,CH4",0.95,0.0,0.0,0.0,0.050000000000000044,0.0,0.0,0.0
random,dirichlet,4,"CO2,N2,CH4,O2",0.99,0.0,0.0,0.005930745824547039,0.00011406982052195849,0.003955184354931012,0.0,0.0
random,dirichlet,4,"CO2,Ar,CH4,CO",0.98,0.0,0.00386739919364951,0.0,0.013603486466658706,0.0,0.002529114339691804,0.0
random,dirichlet,4,"CO2,Ar,O2,H2S",0.97,0.0,0.00031952517666677276,0.0,0.0,0.0017366634771556894,0.0,0.027943811346177565
