feature,mean_abs_shap
z_hydrogen,13.08960013820124
temperature,9.272527392790543
pressure,4.135159310800834
z_carbon dioxide,4.022422223555201
z_hydrogen sulfide,1.0083179878100834
z_methane,0.7113961981709084
z_nitrogen,0.6464072586470321
z_oxygen,0.470859417906378
z_argon,0.45335943159671277
z_carbon monoxide,0.2509668250051137
