T,P,z_carbon dioxide,z_hydrogen,z_argon,z_nitrogen,z_methane,z_oxygen,z_carbon monoxide,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_nitrogen,x_methane,x_oxygen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_argon,y_nitrogen,y_methane,y_oxygen,y_carbon monoxide,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoL4_nitrogen,rhoL5_methane,rhoL6_oxygen,rhoL7_carbon monoxide,rhoL8_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,rhoV4_nitrogen,rhoV5_methane,rhoV6_oxygen,rhoV7_carbon monoxide,rhoV8_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_hydrogen,parachor_argon,parachor_nitrogen,parachor_methane,parachor_oxygen,parachor_carbon monoxide,parachor_hydrogen sulfide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,2.4403650644,0.99,0.00094,0.001163,7.2e-05,0.007735,4e-06,2.3e-05,6.3e-05,0.027772135927098953,0.00015275583655216025,0.9994040112710623,1.9451082055262974e-06,2.127309706071256e-05,5.256963085055237e-07,0.00046887114483704366,8.311513472856836e-08,2.01535849434466e-07,0.00010308903154159815,0.9805740334897338,0.0018802449380355786,0.0023073924555993956,0.00014364117242327592,0.015018092849835156,7.926029488950774e-06,4.585169098318766e-05,2.28173739005511e-05,0.027755584047107876,5.401980947679186e-08,5.907993431604784e-07,1.459970933618955e-08,1.3021553166708876e-05,2.3082848192809432e-09,5.597081004677339e-09,2.863002596566255e-06,0.0001497884067870503,2.872183884325895e-07,3.5246766480922894e-07,2.1942027456850606e-08,2.2941013366945856e-06,1.2107472651217667e-09,7.0041134134679735e-09,3.485487038102111e-09,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.89537041522426,-0.014303330289948235
200.0,2.5499464208,0.99,0.00094,0.001163,7.2e-05,0.007735,4e-06,2.3e-05,6.3e-05,0.027764984807526875,0.00015965740164867507,0.9983561075541779,7.1470845817261465e-06,7.483225718349025e-05,1.9040913909227954e-06,0.0014880877962243596,2.905235588825172e-07,7.271236250076373e-07,7.090356925768203e-05,0.9393293549381736,0.0065967317576490535,0.0077615461659616925,0.0004970549532049684,0.04561568415319107,2.6493913929948575e-05,0.00015806061356748647,1.5073504322316128e-05,0.027719342158743415,1.9843869482973603e-07,2.0777164838125504e-06,5.286706854111413e-08,4.131673505443549e-05,8.06638219860173e-09,2.018857640153092e-08,1.968636523238971e-06,0.00014997088410175486,1.0532170517995452e-06,1.23918829363368e-06,7.935850230530904e-08,7.282881606325129e-06,4.229949457559227e-09,2.5235546865180207e-08,2.4065965338410657e-09,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.85412160650045,-0.044993608728489676
200.0,2.6595277773,0.99,0.00094,0.001163,7.2e-05,0.007735,4e-06,2.3e-05,6.3e-05,0.027758375798024613,0.00016655615272103525,0.9973407816266491,1.3712147656407536e-05,0.0001362817467415114,3.589026332729525e-06,0.0024366593916401074,5.252786265108978e-07,1.3640805721474776e-06,6.708670178153471e-05,0.9014844137995355,0.012109234614323993,0.013543230426685144,0.0008969036335204515,0.07162270960522152,4.5898399230555726e-05,0.0002838872172671617,1.3722304215422596e-05,0.02768456021508813,3.806269476445629e-07,3.78295994046209e-06,9.962554169291228e-08,6.763770708493214e-05,1.4580881513359717e-08,3.7864661140454106e-08,1.862217879101848e-06,0.00015014777570042837,2.016867529758193e-06,2.255708355283142e-06,1.4938481856068376e-07,1.1929202959301633e-05,7.644660791895486e-09,4.7283162714699097e-08,2.285534196588432e-09,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.815015263747775,-0.0735800199593406
200.0,2.7691091337,0.99,0.00094,0.001163,7.2e-05,0.007735,4e-06,2.3e-05,6.3e-05,0.027752366849225534,0.0001734487827966153,0.9963967911982382,2.2017578302719913e-05,0.00020568436472296887,5.638495291625223e-06,0.0033013542118388484,7.863807562417808e-07,2.130812851648965e-06,6.55969579978403e-05,0.8666683546400371,0.01863891793726712,0.0196202715864251,0.0013514654867742232,0.09321673811704123,6.595933814477273e-05,0.00042536285796541956,1.2930036345007443e-05,0.02765236927672468,6.110399101886315e-07,5.708227944941735e-06,1.564815898108141e-07,9.162039318618754e-05,2.1823927230393303e-08,5.9135099946006466e-08,1.820470842549303e-06,0.00015032257120065976,3.2328976288649814e-06,3.40311222480445e-06,2.344100436726242e-07,1.6168329762671656e-05,1.1440566915281188e-08,7.377866996099159e-08,2.2426990655575375e-09,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.778117553964695,-0.0997085028816791
200.0,2.8786904901,0.99,0.00094,0.001163,7.2e-05,0.007735,4e-06,2.3e-05,6.3e-05,0.027747040830868683,0.00018033162108125638,0.9955373558725553,3.2494369717650135e-05,0.00028225651824814984,8.101949117909179e-06,0.004070875720273992,1.0696052197039514e-06,3.0409902786171574e-06,6.480497458865973e-05,0.8345445268133969,0.026417271178156496,0.025888951855532014,0.0018658709312163392,0.1106014559094829,8.626776780814954e-05,0.0005833283176997192,1.2327226707499635e-05,0.02762321566205084,9.016226033289812e-07,7.831783136610245e-06,2.248051129842465e-07,0.00011295475482783442,2.9678379704035807e-08,8.4378481427065e-08,1.798146275954949e-06,0.0001504947673847499,4.7638693361001125e-06,4.6685966562026884e-06,3.364755297546359e-07,1.9944939838104152e-05,1.555680641590503e-08,1.051925411533925e-07,2.222988775599568e-09,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.74375993991024,-0.12309313723191195
200.0,2.9882718465,0.99,0.00094,0.001163,7.2e-05,0.007735,4e-06,2.3e-05,6.3e-05,0.027742456851224784,0.00018720112908417056,0.9947717705348629,4.558224378109611e-05,0.0003641191721967183,1.1003852790754566e-05,0.004737740994685204,1.3669148686710453e-06,4.097506594243233e-06,6.43187802205841e-05,0.8048218068079867,0.03564968749343604,0.03216518402949829,0.002439078686906533,0.12404968929145659,0.00010618218658627897,0.0007565494341415736,1.1822069988294304e-05,0.027597412920879916,1.264563431279068e-06,1.0101560423371144e-05,3.0527391124473797e-07,0.00013143657511733306,3.7921576763404065e-08,1.1367489988840191e-07,1.7843609849929644e-06,0.0001506635509460173,6.673661750269061e-06,6.021358767522211e-06,4.565982841140391e-07,2.3222241897901214e-05,1.9877425217577495e-08,1.4162690827929293e-07,2.2131048499207805e-09,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.712217983523466,-0.14352554418167784
200.0,3.0978532029,0.99,0.00094,0.001163,7.2e-05,0.007735,4e-06,2.3e-05,6.3e-05,0.027738633948309905,0.00019405443189042634,0.994104408293217,6.166107237556354e-05,0.0004483818633318977,1.4327292071453411e-05,0.0053002712336459295,1.6671838340481931e-06,5.28720350258876e-06,6.3995858021429e-05,0.7772462163174845,0.04646907918945627,0.03820554099562753,0.0030614898242195677,0.13394022138076037,0.00012492253754632364,0.0009411504872822667,1.1379267623120698e-05,0.02757509828804676,1.7103939154860008e-06,1.243750037602463e-05,3.9741951024056894e-07,0.0001470222835768614,4.624540209720268e-08,1.4665980256853163e-07,1.775157679864431e-06,0.00015082807294647288,9.017530762581169e-06,7.4139545529728935e-06,5.940956685772495e-07,2.599169356732139e-05,2.424177205386229e-08,1.826344231329582e-07,2.2081973139338093e-09,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.683639967690258,-0.160926091576453
200.0,3.2074345593,0.99,0.00094,0.001163,7.2e-05,0.007735,4e-06,2.3e-05,6.3e-05,0.027735544662217775,0.00020088979360179378,0.9935337815488633,8.097553683134148e-05,0.0005316396955543145,1.8005785983988e-05,0.005763288663103597,1.958294327525148e-06,6.579427140774405e-06,6.377104819532918e-05,0.7515943971585042,0.05889384976844486,0.04375754975081535,0.0037147048374230602,0.14075596448305527,0.00014174311313269055,0.001130809443615952,1.0981445008552616e-05,0.027556200571570617,2.245900618332732e-06,1.4745316520254551e-05,4.99400281337234e-07,0.0001598479501167632,5.4314359782841466e-08,1.824839953147563e-07,1.7687247553779946e-06,0.00015098764331743654,1.183117332439794e-05,8.790445137961517e-06,7.462462880815036e-07,2.827643665322239e-05,2.8474744741701912e-08,2.2716807573096785e-07,2.2060602212175837e-09,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.65800762473296,-0.1753727711948514
200.0,3.3170159158,0.99,0.00094,0.001163,7.2e-05,0.007735,4e-06,2.3e-05,6.3e-05,0.02773312118173533,0.00020770683980116586,0.9930529481323991,0.00010358399197629978,0.0006107139301420607,2.1930380423129825e-05,0.0061370537078710005,2.2297824574549694e-06,7.930470787602637e-06,6.360960394322255e-05,0.7276692939075979,0.07281072706649998,0.048619290899044036,0.004374332724878639,0.1450417477509047,0.00015610950128656448,0.0013178795941913273,1.0618555597074489e-05,0.027540457750435354,2.8727074019666222e-06,1.6937003432003617e-05,6.081978978362155e-07,0.0001701996541792046,6.183882710150627e-08,2.1993670738079596e-07,1.7640928544795804e-06,0.00015114188945789293,1.5123286022607922e-05,1.009855926601402e-05,9.085788265233647e-07,3.012616306457827e-05,3.242501117516835e-08,2.737326057479235e-07,2.205546626321324e-09,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.635139724210305,-0.18709096310210782
200.0,3.4265972722,0.99,0.00094,0.001163,7.2e-05,0.007735,4e-06,2.3e-05,6.3e-05,0.027731270832421766,0.00021450644002571082,0.9926511747090395,0.00012935524700912596,0.0006832782741657069,2.5970801564898397e-05,0.0064349628268188935,2.4747477307439854e-06,9.29249906900979e-06,6.349089460193483e-05,0.7052973476071348,0.08799299976569977,0.05267904957976448,0.005014954094012815,0.1473425596798562,0.00016779281423619057,0.0014950123345413837,1.0284124754339714e-05,0.02752747856797799,3.5871853884048878e-06,1.894817487479895e-05,7.202033319312804e-07,0.0001784496969470811,6.862789956318264e-08,2.576928083927376e-07,1.7606831935989997e-06,0.0001512908231947828,1.8875065126923465e-05,1.1299995389293197e-05,1.075739949599053e-06,3.16059279412018e-05,3.599263924370065e-08,3.2068977367699925e-07,2.2060109898337e-09,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,86.02971371321541,3.87,19.61473506907512,-0.19640844439321015
