temperature,pressure,z_carbon dioxide,z_argon,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_argon,x_hydrogen sulfide,y_carbon dioxide,y_argon,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_argon,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.475970839671568,0.97,0.028501,0.001499,307.17,85.25,0.6511052511638507,0.029043646213156225,10.163992225936502,2.4514562769025425,1221.4965034395887,6.794301486329184,0.9956824936431404,0.00033189365431869654,0.003985612702540855,0.9634938261353478,0.035637110147381565,0.0008690637172705267,19.92625503280717,0.6051911704348143,1.0000000008626249,4.640437156359016,1.0000000001098035,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.7375702004993463,0.97,0.028501,0.001499,307.17,85.25,0.6511052511638507,0.03211226041641462,10.163992225936502,2.4514562769025425,1221.8179958852036,7.450829143246269,0.996905094757575,0.0012687956984719535,0.0018261095439530489,0.8765215727452148,0.12311592894653835,0.0003624983082469152,19.820572217637984,0.607855904087252,1.0000000009024097,4.606315694359528,1.0000000001524658,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.9991695613271245,0.97,0.028501,0.001499,307.17,85.25,0.6511052511638507,0.035180874619673015,10.163992225936502,2.4514562769025425,1221.7148698300878,8.106663278274027,0.9960949578197402,0.0022198755054821336,0.0016851666747775694,0.8029384795396682,0.19675437093053472,0.0003071495297970023,19.735729968287163,0.610500236985905,1.0000000009372583,4.581753886905053,1.0000000001790001,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.2607689221549028,0.97,0.028501,0.001499,307.17,85.25,0.6511052511638507,0.03824948882293141,10.163992225936502,2.4514562769025425,1221.5926309249069,8.763780135893128,0.9951944459854001,0.0031719429582743063,0.0016336110563255875,0.7409931642672148,0.25873139318197996,0.0002754425508052719,19.65211614259157,0.6131318530271699,1.0000000009586147,4.557701240927399,1.000000000195423,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.522368282982681,0.97,0.028501,0.001499,307.17,85.25,0.6511052511638507,0.04131810302618981,10.163992225936502,2.4514562769025425,1221.4649404094073,9.422223531456725,0.9942690353998488,0.004124597542284318,0.0016063670578669686,0.688164754966414,0.3115830939735591,0.0002521510600268468,19.56906654505138,0.615742218124325,1.0000000009625134,4.533859674971469,1.0000000001982952,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.7839676438104592,0.97,0.028501,0.001499,307.17,85.25,0.6511052511638507,0.0443867172294482,10.163992225936502,2.4514562769025425,1221.3347839660305,10.081991202381992,0.9933330379961025,0.005077776016938382,0.0015891859869591935,0.642589074346075,0.3571774221347628,0.00023350351916220043,19.48643137167086,0.6183630665910286,1.0000000009801413,4.51016898520456,1.0000000002035707,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.0455670046382375,0.97,0.028501,0.001499,307.17,85.25,0.6511052511638507,0.047455331432706596,10.163992225936502,2.4514562769025425,1221.2031921373714,10.743076108483065,0.9923913955931065,0.006031471563167579,0.001577132843725894,0.602873722418351,0.39690833306363904,0.00021794451800998373,19.404161222802323,0.6209427199002256,1.0000000009662333,4.486611930780331,1.0000000002027765,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.307166365466015,0.97,0.028501,0.001499,307.17,85.25,0.6511052511638507,0.05052394563596499,10.163992225936502,2.4514562769025425,1221.070614051621,11.405471975781671,0.991446264000347,0.006985690322306008,0.0015680456773469516,0.5679600173863806,0.4318353396596608,0.00020464295395855676,19.322230726637834,0.6235525730312531,1.000000000952366,4.463183824999364,1.000000000209542,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.568765726293794,0.97,0.028501,0.001499,307.17,85.25,0.6511052511638507,0.05359255983922339,10.163992225936502,2.4514562769025425,1220.9372757885321,12.069174134361216,0.9904987304672742,0.00794044171992562,0.001560827812800098,0.5370292423981287,0.46277767432640526,0.00019308327546614754,19.240626937357472,0.6261191340226695,1.0000000009491041,4.439884411704545,1.0000000002292577,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.830365087121573,0.97,0.028501,0.001499,307.17,85.25,0.6511052511638507,0.05666117404248179,10.163992225936502,2.4514562769025425,1220.8033029098724,12.734179485144582,0.9895494008730805,0.008895735415485018,0.001554863711434394,0.5094385121089282,0.4903785729324691,0.00018291495860262935,19.15934197437155,0.6287021275403405,1.0000000009365522,4.416715190945649,1.0000000002499128,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.09196444794935,0.97,0.028501,0.001499,307.17,85.25,0.6511052511638507,0.059729788245740184,10.163992225936502,2.4514562769025425,1220.6687702682316,13.400486280124383,0.9885986383760338,0.009851580419036957,0.0015497812049293696,0.4846760662365708,0.5151500487336373,0.00017388502979192867,19.078370531377274,0.6312572515768601,1.000000000937872,4.393678364042078,1.000000000260539,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.353563808777128,0.97,0.028501,0.001499,307.17,85.25,0.6511052511638507,0.06279840244899858,10.163992225936502,2.4514562769025425,1220.5337249013514,14.068093893484514,0.9876466730823308,0.010807984876580069,0.0015453420410891485,0.4623295072466284,0.5375046894825886,0.00016580327078300595,18.99770873342914,0.6338134154407591,1.0000000009617094,4.370776347238874,1.000000000282331,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.615163169604907,0.97,0.028501,0.001499,307.17,85.25,0.6511052511638507,0.06586701665225697,10.163992225936502,2.4514562769025425,1220.3981975686333,14.737002623367058,0.9866936572926507,0.011764956082769312,0.0015413866245799464,0.4420628279039118,0.5577786497591397,0.00015852233694846555,18.91735354469766,0.636356836448661,1.000000000936922,4.348011477347781,1.000000000093838,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.876762530432686,0.97,0.028501,0.001499,307.17,85.25,0.6511052511638507,0.06893563085551538,10.163992225936502,2.4514562769025425,1220.2622089965669,15.407213529920222,0.9857396954000243,0.012722500566506189,0.0015378040334695256,0.4235995225308161,0.5762485519758128,0.0001519254933709704,18.8373024780633,0.6388881621384762,1.0000000009914853,4.325386138730807,1.0000000001299925,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.138361891260463,0.97,0.028501,0.001499,307.17,85.25,0.6511052511638507,0.07200424505877376,10.163992225936502,2.4514562769025425,1220.12577346029,16.07872830515167,0.9847848610282937,0.013680624192572363,0.0015345147791339835,0.4067099847505865,0.5931440966508333,0.00014591859858015865,18.75755334520194,0.6414197155749626,1.0000000010174834,4.302938031472149,1.0000000001503146,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.399961252088241,0.97,0.028501,0.001499,307.17,85.25,0.6511052511638507,0.07507285926203215,10.163992225936502,2.4514562769025425,1219.9889009371716,16.751549168931017,0.983829207332813,0.01463933225831809,0.0015314604088688762,0.39120197543850993,0.608657599935885,0.00014042462560491626,18.678104182694256,0.6439281430766229,1.000000001038108,4.2807409555040925,1.0000000001601481,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.66156061291602,0.97,0.028501,0.001499,307.17,85.25,0.6511052511638507,0.07814147346529056,10.163992225936502,2.4514562769025425,1219.8515985042695,17.425678786257446,0.9828727737056091,0.015598629314446688,0.0015285969799443363,0.376913323228732,0.6229512969885646,0.00013537978270341958,18.5989530854613,0.6464489176692354,1.000000001046994,4.258683089767404,1.000000000185554,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.9231599737437985,0.97,0.028501,0.001499,307.17,85.25,0.6511052511638507,0.08121008766854895,10.163992225936502,2.4514562769025425,1219.7138710217448,18.10112019866243,0.9819155889467313,0.016558520234822252,0.0015258908184465516,0.36370627003308453,0.6361629992728397,0.00013073069407571155,18.520098501700147,0.6489378562589423,1.0000000010581482,4.2367661321505246,1.000000000224349,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,7.184759334571576,0.97,0.028501,0.001499,307.17,85.25,0.6511052511638507,0.08427870187180735,10.163992225936502,2.4514562769025425,1219.575721979379,18.777876772881765,0.9809576754402278,0.017519008871923907,0.0015233156878482086,0.3514630469877039,0.6484105207210287,0.00012643229126739236,18.44153869164117,0.6514469570398382,1.000000001092746,4.214991584500435,1.0000000002539895,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,7.446358695399354,0.97,0.028501,0.001499,307.17,85.25,0.6511052511638507,0.08734731607506574,10.163992225936502,2.4514562769025425,1219.4371537264585,19.45595215533852,0.9799990501660292,0.018480098992213204,0.001520850841757605,0.3400823771119201,0.6597951766676395,0.00012244622044033335,18.363272040698984,0.653916507698142,1.0000000010839296,4.193360749795163,1.0000000002369895,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,7.707958056227133,0.97,0.028501,0.001499,307.17,85.25,0.6511052511638507,0.09041593027832413,10.163992225936502,2.4514562769025425,1219.2981677883567,20.135350236476505,0.9790397262299784,0.01944179411048021,0.0015184796595413817,0.3294766876455308,0.670404572744613,0.00011873960985620318,18.285296999571226,0.6564135473002458,1.000000001108043,4.171874777660917,1.0000000004271372,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,7.9695574170549115,0.97,0.028501,0.001499,307.17,85.25,0.6511052511638507,0.09348454448158254,10.163992225936502,2.4514562769025425,1219.158765064068,20.816075121538184,0.9780797138049887,0.020404097525737106,0.001516188669274219,0.3195698690052675,0.6803148468883267,0.00011528410640577985,18.207611935246526,0.6588665953036255,1.0000000010652361,4.150534560569346,1.0000000003916414,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,8.231156777882688,0.97,0.028501,0.001499,307.17,85.25,0.6511052511638507,0.09655315868484092,10.163992225936502,2.4514562769025425,1219.0189459693163,21.49813110608124,0.9771190208125465,0.021367012351679763,0.0015139668357737148,0.3102954594082108,0.6895924854790426,0.0001120551127466515,18.13021533840495,0.6613505974287129,1.0000000009920638,4.1293409291643455,1.0000000003543839,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
