temperature,pressure,z_carbon dioxide,z_argon,z_carbon monoxide,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_argon,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_argon,y_carbon monoxide,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_argon,E_carbon monoxide,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.388761759887899,0.95,0.035038,0.001379,0.013583,307.46,86.56,0.6504911207962012,0.027596600738076467,12.798594340041578,2.3651106533543556,1211.5093428639707,6.525382928808035,0.9485519304904875,0.0003188883254549939,5.9434582112451195e-06,0.051123237725846364,0.9500831909557976,0.0370325976803424,0.0014578814938268926,0.011426329870033126,20.43685002692553,0.6036927998109036,1.0000000010749166,4.874924550146429,6.865986372705769,1.0000000001919929,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.7433081956380114,0.95,0.035038,0.001379,0.013583,307.46,86.56,0.6504911207962012,0.031692562334080535,12.798594340041578,2.3651106533543556,1218.5700418779309,7.438374218258722,0.9814570393227534,0.0013259508609443872,2.5206370569713948e-05,0.017191803445732453,0.8611906746067493,0.13021365562815326,0.005201022082809947,0.003394647682287806,19.975314628058428,0.607742955774539,1.000000001453102,4.678008554652601,6.76499272120757,1.0000000003972662,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.097854631388124,0.95,0.035038,0.001379,0.013583,307.46,86.56,0.6504911207962012,0.03578852393008461,12.798594340041578,2.3651106533543556,1218.7471895900348,8.318843990737152,0.9819288249326389,0.0025402057706729055,4.922582322808093e-05,0.015481743473459974,0.7674882788539297,0.22080206650600404,0.00898026231548671,0.0027293923245795366,19.84505599861267,0.6113500351785035,1.000000001318379,4.637230225206582,6.706150861401117,1.0000000003775054,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.4524010671382364,0.95,0.035038,0.001379,0.013583,307.46,86.56,0.6504911207962012,0.039884485526088684,12.798594340041578,2.3651106533543556,1218.676289500521,9.200144063905352,0.9812258257550693,0.003760789522480095,7.43147485916482e-05,0.014939069973858951,0.6920685967166853,0.2933938511000984,0.012155954319107758,0.0023815978641085825,19.727311363441164,0.614933020460483,1.0000000012720218,4.602182305162657,6.6496680428129045,1.0000000003718457,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.806947502888349,0.95,0.035038,0.001379,0.013583,307.46,86.56,0.6504911207962012,0.04398044712209275,12.798594340041578,2.3651106533543556,1218.5472575101455,10.08318052456739,0.9802511194629362,0.004981875171548131,0.00010041723670954468,0.014666588128806082,0.6304400731802406,0.35253808664748354,0.01488540311908793,0.00213643705318794,19.61291471587345,0.6184854523298192,1.0000000012395538,4.568612451505173,6.594238581956993,1.0000000003663103,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.161493938638461,0.95,0.035038,0.001379,0.013583,307.46,86.56,0.6504911207962012,0.048076408718096826,12.798594340041578,2.3651106533543556,1218.395142939073,10.968080099340789,0.9791716130918742,0.006202337049702349,0.0001275691709675406,0.014498480687455852,0.5792018857232869,0.4015658780509933,0.0172858403276689,0.0019463958980507924,19.500172864142563,0.6220089117271684,1.0000000012204282,4.535747960489917,6.53955828430723,1.0000000003683547,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.516040374388574,0.95,0.035038,0.001379,0.013583,307.46,86.56,0.6504911207962012,0.052172370314100894,12.798594340041578,2.3651106533543556,1218.2311732590363,11.854856915820086,0.9780409076245857,0.007421751928770349,0.00015582382171398112,0.014381516624930021,0.5359520334268016,0.4428155053275443,0.019440241674504675,0.0017922195711494843,19.388537424750126,0.6255195641010985,1.000000001215704,4.503349600576556,6.485849703193311,1.0000000003775449,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.870586810138686,0.95,0.035038,0.001379,0.013583,307.46,86.56,0.6504911207962012,0.05626833191010497,12.798594340041578,2.3651106533543556,1218.060034030717,12.743497461740814,0.9768814893175582,0.008639876251215267,0.0001852424106176744,0.014293392020608843,0.49896751287160235,0.47796031242413617,0.021408524711483457,0.00166364999277804,19.27777769553981,0.6290285619748452,1.0000000012062302,4.47132330992199,6.4328486018258975,1.000000000370388,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.225133245888799,0.95,0.035038,0.001379,0.013583,307.46,86.56,0.6504911207962012,0.06036429350610904,12.798594340041578,2.3651106533543556,1217.8840161215587,13.633979407942928,0.97570446209509,0.009856521938696877,0.00021589215965370196,0.014223123806559467,0.46698476924909427,0.508225783172968,0.02323508085533014,0.0015543667226075957,19.16777890324229,0.6325095661666709,1.0000000011822463,4.439627234086622,6.380360708733371,1.000000000354562,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.579679681638911,0.95,0.035038,0.001379,0.013583,307.46,86.56,0.6504911207962012,0.06446025510211312,12.798594340041578,2.3651106533543556,1217.7043630064688,14.52627681954522,0.9745159597315836,0.01107151660651152,0.000247845964446549,0.01416467769745835,0.43905745507586685,0.5345287869005539,0.024953631707455133,0.0014601263161239898,19.058477035539575,0.6359624237480503,1.0000000011942978,4.408241625923176,6.328369370449147,1.0000000003777267,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
