mixture,T_K,Tc_K,Pc_bar,kij,phi_ij,mode,point_type,P_bar,P_bub_bar,P_dew_bar,gamma_Parachor_mN_m,gamma_WSD_mN_m,mixcorr_WSD,M_liq_g_per_mol,M_vap_g_per_mol,rho_liq_kg_per_m3,rho_vap_kg_per_m3,z_CO2,z_Hydrogen,z_Argon,x_CO2,x_Hydrogen,x_Argon,y_CO2,y_Hydrogen,y_Argon
CO2;Hydrogen;Argon,273.0,300.066167,80.967513,0.0,1.0,saturation,bubble,67.459792,67.460129,37.420183,2.88197538,3.46545904,0.95000044,43.17296935,35.76605142,888.17071,141.175395,0.95,0.0167,0.0333,0.95,0.0167,0.0333,0.647182,0.179544,0.173274
CO2;Hydrogen;Argon,273.0,300.066167,80.967513,0.0,1.0,saturation,dew,37.42037,67.460129,37.420183,4.34722714,4.40818954,0.99529342,43.95805562,43.17290233,925.436739,101.501101,0.95,0.0167,0.0333,0.995293,0.000852,0.003854,0.949997,0.016701,0.033302
CO2;Hydrogen;Argon,274.0,300.066167,80.967513,0.0,1.0,saturation,bubble,67.91748,67.91782,38.448615,2.74933785,3.31326724,0.95000045,43.1729696,36.08439694,881.745191,144.378484,0.95,0.0167,0.0333,0.95,0.0167,0.0333,0.658321,0.172344,0.169335
CO2;Hydrogen;Argon,274.0,300.066167,80.967513,0.0,1.0,saturation,dew,38.448807,67.91782,38.448615,4.16340473,4.22553109,0.99508222,43.9552551,43.17290281,919.201478,104.827069,0.95,0.0167,0.0333,0.995082,0.000903,0.004014,0.949997,0.016701,0.033302
CO2;Hydrogen;Argon,275.0,300.066167,80.967513,0.0,1.0,saturation,bubble,68.399448,68.39979,39.49923,2.61795095,3.16268128,0.95000047,43.17296986,36.39528086,875.194588,147.70483,0.95,0.0167,0.0333,0.95,0.0167,0.0333,0.669316,0.165325,0.165358
CO2;Hydrogen;Argon,275.0,300.066167,80.967513,0.0,1.0,saturation,dew,39.499427,68.39979,39.49923,3.98113581,4.04442721,0.99486018,43.95228617,43.17290329,912.840949,108.274532,0.95,0.0167,0.0333,0.99486,0.000958,0.004182,0.949997,0.016701,0.033302
CO2;Hydrogen;Argon,276.0,300.066167,80.967513,0.0,1.0,saturation,bubble,68.905335,68.90568,40.57251,2.48789478,3.0137476,0.95000048,43.17297013,36.69875135,868.51156,151.160925,0.95,0.0167,0.0333,0.95,0.0167,0.0333,0.680164,0.158487,0.161349
CO2;Hydrogen;Argon,276.0,300.066167,80.967513,0.0,1.0,saturation,dew,40.572713,68.90568,40.57251,3.80046781,3.86492243,0.99462654,43.94913577,43.17290379,906.347716,111.850432,0.95,0.0167,0.0333,0.994627,0.001016,0.004357,0.949997,0.016701,0.033302
CO2;Hydrogen;Argon,277.0,300.066167,80.967513,0.0,1.0,saturation,bubble,69.434777,69.435124,41.668964,2.3592514,2.86651524,0.9500005,43.1729704,36.99487758,861.68808,154.753923,0.95,0.0167,0.0333,0.95,0.0167,0.0333,0.690863,0.151825,0.157311
CO2;Hydrogen;Argon,277.0,300.066167,80.967513,0.0,1.0,saturation,dew,41.669172,69.435124,41.668964,3.62145161,3.68706424,0.99438044,43.94578942,43.1729043,899.713643,115.562373,0.95,0.0167,0.0333,0.99438,0.001078,0.004542,0.949997,0.016701,0.033302
CO2;Hydrogen;Argon,278.0,300.066167,80.967513,0.0,1.0,saturation,bubble,69.987404,69.987754,42.789133,2.23210534,2.72103612,0.95000051,43.17297069,37.28374831,854.715349,158.49173,0.95,0.0167,0.0333,0.950001,0.0167,0.0333,0.70141,0.145339,0.153251
CO2;Hydrogen;Argon,278.0,300.066167,80.967513,0.0,1.0,saturation,dew,42.789347,69.987754,42.789133,3.44414199,3.51090346,0.99412091,43.942231,43.17290482,892.929796,119.418718,0.95,0.0167,0.0333,0.994121,0.001144,0.004735,0.949997,0.016701,0.033302
CO2;Hydrogen;Argon,279.0,300.066167,80.967513,0.0,1.0,saturation,bubble,70.562837,70.56319,43.933589,2.10654402,2.5773654,0.95000053,43.17297099,37.56547068,847.583676,162.383108,0.95,0.0167,0.0333,0.950001,0.0167,0.0333,0.711804,0.139025,0.149171
CO2;Hydrogen;Argon,279.0,300.066167,80.967513,0.0,1.0,saturation,dew,43.933809,70.56319,43.933589,3.26859803,3.33649456,0.99384691,43.93844245,43.17290535,885.986327,123.428692,0.95,0.0167,0.0333,0.993847,0.001214,0.004939,0.949997,0.016701,0.033302
CO2;Hydrogen;Argon,280.0,300.066167,80.967513,0.0,1.0,saturation,bubble,71.160683,71.161039,45.102947,1.98265826,2.4355619,0.95000054,43.17297129,37.84016894,840.282342,166.437797,0.95,0.0167,0.0333,0.950001,0.0167,0.0333,0.722045,0.13288,0.145075
CO2;Hydrogen;Argon,280.0,300.066167,80.967513,0.0,1.0,saturation,dew,45.103172,71.161039,45.102947,3.09488369,3.16389613,0.99355723,43.93440352,43.17290589,878.87233,127.602516,0.95,0.0167,0.0333,0.993557,0.00129,0.005153,0.949997,0.016701,0.033302
CO2;Hydrogen;Argon,281.0,300.066167,80.967513,0.0,1.0,saturation,bubble,71.780528,71.780887,46.297864,1.86054292,2.29568857,0.95000056,43.1729716,38.10798353,832.799432,170.666668,0.95,0.0167,0.0333,0.950001,0.0167,0.0333,0.732133,0.1269,0.140968
CO2;Hydrogen;Argon,281.0,300.066167,80.967513,0.0,1.0,saturation,dew,46.298095,71.780887,46.297864,2.92306841,2.99317134,0.99325054,43.93009138,43.17290645,871.575678,131.951558,0.95,0.0167,0.0333,0.993251,0.001371,0.005379,0.949997,0.016701,0.033302
CO2;Hydrogen;Argon,282.0,300.066167,80.967513,0.0,1.0,saturation,bubble,72.421932,72.422294,47.519049,1.7402976,2.15781305,0.95000058,43.17297193,38.36907046,825.121635,175.0819,0.95,0.0167,0.0333,0.950001,0.0167,0.0333,0.742069,0.121081,0.136851
CO2;Hydrogen;Argon,282.0,300.066167,80.967513,0.0,1.0,saturation,dew,47.519286,72.422294,47.519049,2.75322784,2.82438849,0.99292532,43.92548011,43.17290702,864.082813,136.488521,0.95,0.0167,0.0333,0.992925,0.001458,0.005617,0.949997,0.016701,0.033302
CO2;Hydrogen;Argon,283.0,300.066167,80.967513,0.0,1.0,saturation,bubble,73.08442,73.084786,48.76727,1.62202742,2.02200831,0.9500006,43.17297228,38.62360057,817.23399,179.697201,0.95,0.0167,0.0333,0.950001,0.0167,0.0333,0.751855,0.115418,0.132727
CO2;Hydrogen;Argon,283.0,300.066167,80.967513,0.0,1.0,saturation,dew,48.767514,73.084786,48.76727,2.58544468,2.65762172,0.99257985,43.92054019,43.17290761,856.378494,141.227669,0.95,0.0167,0.0333,0.99258,0.001551,0.005869,0.949997,0.016701,0.033302
CO2;Hydrogen;Argon,284.0,300.066167,80.967513,0.0,1.0,saturation,bubble,73.767474,73.767843,50.043366,1.50584397,1.88835337,0.95000062,43.17297264,38.87175944,809.119575,184.528079,0.95,0.0167,0.0333,0.950001,0.0167,0.0333,0.761493,0.109908,0.128599
CO2;Hydrogen;Argon,284.0,300.066167,80.967513,0.0,1.0,saturation,dew,50.043617,73.767843,50.043366,2.41980972,2.49295179,0.99221217,43.91523774,43.17290821,848.445479,146.185109,0.95,0.0167,0.0333,0.992212,0.001651,0.006137,0.949997,0.016701,0.033302
CO2;Hydrogen;Argon,285.0,300.066167,80.967513,0.0,1.0,saturation,bubble,74.470519,74.470891,51.348256,1.39186642,1.75693427,0.95000064,43.172973,39.1137476,800.759122,189.59218,0.95,0.0167,0.0333,0.950001,0.0167,0.0333,0.770988,0.104545,0.124466
CO2;Hydrogen;Argon,285.0,300.066167,80.967513,0.0,1.0,saturation,dew,51.348513,74.470891,51.348256,2.25642306,2.330467,0.99182001,43.90953368,43.17290883,840.264129,151.379136,0.95,0.0167,0.0333,0.99182,0.00176,0.00642,0.949997,0.016701,0.033302
CO2;Hydrogen;Argon,286.0,300.066167,80.967513,0.0,1.0,saturation,bubble,75.192905,75.193281,52.682954,1.28022303,1.62784521,0.95000066,43.17297339,39.34978147,792.130526,194.909704,0.95,0.0167,0.0333,0.950001,0.0167,0.0333,0.780344,0.099324,0.120331
CO2;Hydrogen;Argon,286.0,300.066167,80.967513,0.0,1.0,saturation,dew,52.683218,75.193281,52.682954,2.09539556,2.17026433,0.99140074,43.90338253,43.17290948,831.811899,156.830666,0.95,0.0167,0.0333,0.991401,0.001877,0.006722,0.949997,0.016701,0.033302
CO2;Hydrogen;Argon,287.0,300.066167,80.967513,0.0,1.0,saturation,bubble,75.933893,75.934272,54.048593,1.17105275,1.50118992,0.95000068,43.1729738,39.58009404,783.208228,200.503946,0.95,0.0167,0.0333,0.950001,0.0167,0.0333,0.789567,0.09424,0.116193
CO2;Hydrogen;Argon,287.0,300.066167,80.967513,0.0,1.0,saturation,dew,54.048863,75.934272,54.048593,1.93685072,2.01245082,0.99095128,43.89673096,43.17291014,823.062687,162.563787,0.95,0.0167,0.0333,0.990951,0.002004,0.007045,0.949997,0.016701,0.033302
CO2;Hydrogen;Argon,288.0,300.066167,80.967513,0.0,1.0,saturation,bubble,76.692626,76.69301,55.446441,1.06450743,1.37708338,0.9500007,43.17297422,39.80493713,773.96241,206.401992,0.95,0.0167,0.0333,0.950001,0.0167,0.0333,0.798662,0.089287,0.112052
CO2;Hydrogen;Argon,288.0,300.066167,80.967513,0.0,1.0,saturation,dew,55.446718,76.69301,55.446441,1.78092684,1.85714524,0.99046802,43.8895159,43.17291082,813.985975,168.606471,0.95,0.0167,0.0333,0.990468,0.002143,0.007389,0.949997,0.016701,0.033302
CO2;Hydrogen;Argon,289.0,300.066167,80.967513,0.0,1.0,saturation,bubble,77.4681,77.468488,56.87794,0.9607546,1.25565417,0.95000073,43.17297466,40.02458431,764.357977,212.635616,0.95,0.0167,0.0333,0.950001,0.0167,0.0333,0.807638,0.084457,0.107905
CO2;Hydrogen;Argon,289.0,300.066167,80.967513,0.0,1.0,saturation,dew,56.878224,77.468488,56.87794,1.62777995,1.70448024,0.98994664,43.88166192,43.17291154,804.545698,174.991492,0.95,0.0167,0.0333,0.989947,0.002294,0.00776,0.949997,0.016701,0.033302
CO2;Hydrogen;Argon,290.0,300.066167,80.967513,0.0,1.0,saturation,bubble,78.259122,78.259513,58.344742,0.8599811,1.13704737,0.95000075,43.17297514,40.23933451,754.353224,219.242492,0.95,0.0167,0.0333,0.950001,0.0167,0.0333,0.816505,0.079745,0.10375
CO2;Hydrogen;Argon,290.0,300.066167,80.967513,0.0,1.0,saturation,dew,58.345033,78.259513,58.344742,1.4775875,1.55460498,0.98938193,43.8730778,43.17291228,794.698716,181.75765,0.95,0.0167,0.0333,0.989382,0.00246,0.008158,0.949997,0.016701,0.033302
CO2;Hydrogen;Argon,291.0,300.066167,80.967513,0.0,1.0,saturation,bubble,79.064255,79.06465,59.848765,0.76239768,1.0214284,0.95000078,43.17297564,40.44951792,743.898062,226.267826,0.95,0.0167,0.0333,0.950001,0.0167,0.0333,0.825273,0.075143,0.099584
CO2;Hydrogen;Argon,291.0,300.066167,80.967513,0.0,1.0,saturation,dew,59.849065,79.06465,59.848765,1.33055325,1.40768871,0.98876752,43.86365175,43.17291305,784.392739,188.951425,0.95,0.0167,0.0333,0.988768,0.002642,0.00859,0.949997,0.016701,0.033302
CO2;Hydrogen;Argon,292.0,300.066167,80.967513,0.0,1.0,saturation,bubble,79.881745,79.882145,61.39227,0.66824491,0.908988,0.95000081,43.17297617,40.65550406,732.931623,233.766608,0.95,0.0167,0.0333,0.950001,0.0167,0.0333,0.833957,0.070642,0.095401
CO2;Hydrogen;Argon,292.0,300.066167,80.967513,0.0,1.0,saturation,dew,61.392577,79.882145,61.39227,1.18691404,1.26392551,0.98809555,43.85324471,43.17291386,773.56345,196.629244,0.95,0.0167,0.0333,0.988096,0.002845,0.00906,0.949997,0.016701,0.033302
CO2;Hydrogen;Argon,293.0,300.066167,80.967513,0.0,1.0,saturation,bubble,80.709414,80.709817,62.977963,0.57780046,0.79994857,0.95000084,43.17297675,40.85771388,721.378883,241.806804,0.95,0.0167,0.0333,0.950001,0.0167,0.0333,0.842572,0.066234,0.091194
CO2;Hydrogen;Argon,293.0,300.066167,80.967513,0.0,1.0,saturation,dew,62.978277,80.709817,62.977963,1.04694926,1.12354077,0.98735605,43.84168067,43.1729147,762.130499,204.860699,0.95,0.0167,0.0333,0.987356,0.00307,0.009574,0.949998,0.016701,0.033302
CO2;Hydrogen;Argon,294.0,300.066167,80.967513,0.0,1.0,saturation,bubble,81.544492,81.5449,64.609147,0.49138798,0.6945722,0.95000088,43.17297736,41.05663834,709.145704,250.473964,0.95,0.0167,0.0333,0.950001,0.0167,0.0333,0.85114,0.061907,0.086953
CO2;Hydrogen;Argon,294.0,300.066167,80.967513,0.0,1.0,saturation,dew,64.60947,81.5449,64.609147,0.91099457,0.98680052,0.98653626,43.82873237,43.1729156,749.991786,213.733198,0.95,0.0167,0.0333,0.986536,0.003324,0.01014,0.949998,0.016701,0.033302
CO2;Hydrogen;Argon,295.0,300.066167,80.967513,0.0,1.0,saturation,bubble,82.383358,82.38377,66.289953,0.40938788,0.5931709,0.95000091,43.17297804,41.25286779,696.111108,259.878061,0.95,0.0167,0.0333,0.950001,0.0167,0.0333,0.859687,0.057649,0.082664
CO2;Hydrogen;Argon,295.0,300.066167,80.967513,0.0,1.0,saturation,dew,66.290284,82.38377,66.289953,0.77946178,0.85402479,0.98561933,43.81409949,43.17291655,737.015198,223.358958,0.95,0.0167,0.0333,0.985619,0.003612,0.010769,0.949998,0.016701,0.033301
