x_carbon dioxide,x_hydrogen,y_carbon dioxide,y_hydrogen,liquid_density_kg_m3,vapor_density_kg_m3,Tc_K,gamma_mN_m,interfacial_thickness_nm,E_carbon dioxide,E_hydrogen,T_K,P_bar
0.9999670145798355,3.2985420164499164e-05,0.9499639627197095,0.050036037280290546,1222.3623084217647,6.609766719841041,306.8,19.90633462846755,0.6046815264273349,1.0000000010687988,1.7711312215738417,200.0,2.5240932070738165
0.9932041019641211,0.006795898035878947,0.09675990468475543,0.9032400953152445,1219.6192178329868,11.20564050216782,306.8,18.635623282508128,0.6676270758496912,1.0000000004789642,1.6586841289689063,200.0,30.348052948964636
0.9867859569921029,0.013214043007897093,0.06020279785330153,0.9397972021466984,1217.1776822211143,15.94274632235959,306.8,17.4980074166025,0.7245050431547398,1.0,1.5508636377091085,200.0,58.17201269085545
0.9806952139802833,0.019304786019716847,0.04819758211857932,0.9518024178814206,1215.0193483544954,20.77501326240305,306.8,16.48913462720973,0.7730311299176812,1.0,1.4591683890374916,200.0,85.99597243274627
0.9749144328234772,0.025085567176522782,0.04276441242309584,0.9572355875769043,1213.125818442068,25.672682554211203,306.8,15.595140515255565,0.8144993998817569,1.0,1.382911144661998,200.0,113.81993217463709
0.9694251221916319,0.030574877808368258,0.04002589500714193,0.959974104992858,1211.4776339105938,30.59990757385554,306.8,14.802157436328777,0.8504945726344495,1.0,1.3198060654888244,200.0,141.64389191652788
0.964208094304109,0.035791905695891066,0.038635094864843116,0.9613649051351569,1210.0546842628664,35.51745961326231,306.8,14.097488856108056,0.8822126461635336,1.0000000000177205,1.2676370864540658,200.0,169.4678516584187
0.9592440152785296,0.04075598472147031,0.03799417910783491,0.9620058208921649,1208.836815650567,40.38636819572299,306.8,13.469749364107845,0.9106376882383997,1.0,1.2244969555763,200.0,197.29181140030954
0.9545139819827998,0.04548601801720014,0.03779475828637202,0.962205241713628,1207.8044567536444,45.17138498082337,306.8,12.908840890482969,0.9364796072945558,1.0,1.1888181749476934,200.0,225.11577114220034
0.9500000153326817,0.049999984667318344,0.037861714845318965,0.9621382851546812,1206.939144940434,49.843432723081065,306.8,12.40589506605145,0.960391012153383,1.0,1.1592316107989462,200.0,252.93973088409118
