x_carbon dioxide,x_hydrogen,x_argon,y_carbon dioxide,y_hydrogen,y_argon,liquid_density_kg_m3,vapor_density_kg_m3,Tc_K,gamma_mN_m,interfacial_thickness_nm,E_carbon dioxide,E_hydrogen,E_argon,T_K,P_bar
0.9998700588423509,2.2002651888645536e-05,0.00010793850576054644,0.9499639224988456,0.03335709817780802,0.01667897932334634,1222.3507135940717,6.711866889386889,306.3,19.89644794859927,0.6049762327983267,1.0000000007019134,1.7698072035076733,5.798132437016983,200.0,2.523900507452476
0.9874966685572331,0.0034643757127103677,0.009038955730056555,0.1410443691633185,0.6777206944872561,0.18123493634942542,1219.5736136544997,18.07926725338185,306.3,18.332618008484907,0.6653637273458791,1.0000000011276013,1.6013852703671612,5.137170178934591,200.0,20.007090829922802
0.98007209196474,0.007366045741371992,0.012561862293888048,0.08570182131788302,0.7796459368575039,0.13465224182461308,1217.4616537252882,24.30414579347466,306.3,17.354705222175795,0.7059618266004443,1.0000000009131418,1.509571100758887,4.670804746515826,200.0,37.49028115239312
0.9744084142315379,0.01133202117132832,0.014259564597133722,0.06574461676150334,0.8303730609078535,0.10388232233064333,1215.657525206569,28.762374270859542,306.3,16.593534960743217,0.7388033312978465,1.0000000010904826,1.4446197658627482,4.299288294520443,200.0,54.97347147486345
0.9695472384225491,0.015247482195082658,0.015205279382368162,0.05571352896477591,0.8607457293575527,0.08354074167767138,1214.0479318752355,32.49909593829184,306.3,15.941936163062172,0.7674701574413505,1.0,1.3927694976597151,3.9872155399802613,200.0,72.45666179733378
0.9651446916612085,0.019074399209467567,0.015780909129323967,0.04987543688774462,0.8807927630828184,0.06933180002943695,1212.5891408866835,35.88773818331854,306.3,15.361208694232138,0.7933411585413211,1.0000000001920735,1.3489492511160093,3.7193143316785777,200.0,89.9398521198041
0.9610505859973316,0.02279899501446188,0.01615041898820643,0.04620424608312694,0.894879073662283,0.05891668025459007,1211.2595581244263,39.08600730102362,306.3,14.833751822717499,0.8170205851190688,1.0000000000767622,1.3109227167784332,3.48638612280359,200.0,107.42304244227444
0.957188405459039,0.026416826368618706,0.016394768172342356,0.04379689552734674,0.9052173214316359,0.0509857830410175,1210.0459781180023,42.168185239486796,306.3,14.349914082025188,0.8389070489346531,1.0000000003237957,1.277479512778947,3.282296283082591,200.0,124.90623276474476
0.953514112998305,0.0299276436115873,0.016558243390107582,0.04218762264047397,0.9130499243596885,0.04476245299983761,1208.9388513647611,45.171194718399164,306.3,13.903546763526615,0.8592818519288891,1.0,1.2478702160448232,3.102268587757265,200.0,142.38942308721508
0.9998625631761278,2.3630308049977903e-05,0.0001138065158222545,0.9499657826966106,0.03335585796669601,0.01667835933669334,1219.2590259303215,7.040321992877079,306.3,19.659535609498718,0.6093731406468934,1.0000000007075178,1.7537656072119776,5.647786190505581,201.0,2.656502266345236
0.9876183561607729,0.0034450184914957653,0.008936625347731347,0.1497525198829738,0.6691338251542214,0.18111365496280482,1216.47301618676,18.215457865672057,306.3,18.14436254086783,0.6680524883356938,1.0000000011124808,1.5920359057048665,5.020784891716121,201.0,19.75707098325581
0.9801926638515537,0.007327037881183867,0.012480298267262567,0.0911028957971264,0.7731301131557337,0.1357669910471399,1214.3352185202073,24.391700746166816,306.3,17.18862984568237,0.7077958497177627,1.0000000007847718,1.5031595253866403,4.574085973482673,201.0,36.85763970016639
0.9745150954369105,0.011281769772213285,0.014203134790876148,0.0697902321056141,0.8250781633234128,0.10513160457097298,1212.5003640506566,28.8130226054257,306.3,16.443402611150514,0.7400155597002502,1.00000000039136,1.4401423323130316,4.216585020402589,201.0,53.95820841707697
