mixture,T_K,Tc_K,Pc_bar,kij,phi_ij,mode,point_type,P_bar,P_bub_bar,P_dew_bar,gamma_Parachor_mN_m,gamma_WSD_mN_m,mixcorr_WSD,M_liq_g_per_mol,M_vap_g_per_mol,rho_liq_kg_per_m3,rho_vap_kg_per_m3,z_CO2,z_Hydrogen,z_Argon,x_CO2,x_Hydrogen,x_Argon,y_CO2,y_Hydrogen,y_Argon
CO2;Hydrogen;Argon,200.0,300.066167,80.967513,0.0,1.0,envelope,bubble,207.065914,207.066949,2.476271,,0.0,0.95,43.1729586,43.1729586,1225.859942,1225.859942,0.95,0.0167,0.0333,0.95,0.0167,0.0333,0.95,0.0167,0.0333
CO2;Hydrogen;Argon,200.0,300.066167,80.967513,0.0,1.0,envelope,bubble,196.298038,207.066949,2.476271,8.59733708,2.7e-07,0.95067127,43.19789629,9.34345272,1225.38531,99.444503,0.95,0.0167,0.0333,0.950671,0.016114,0.033214,0.039379,0.81104,0.149581
CO2;Hydrogen;Argon,200.0,300.066167,80.967513,0.0,1.0,envelope,bubble,185.530163,207.066949,2.476271,8.92816526,2.7e-07,0.95139317,43.22444094,9.53266676,1224.97311,96.788899,0.95,0.0167,0.0333,0.951393,0.015492,0.033115,0.039654,0.806082,0.154264
CO2;Hydrogen;Argon,200.0,300.066167,80.967513,0.0,1.0,envelope,bubble,174.762288,207.066949,2.476271,9.27788389,2.7e-07,0.95217022,43.25267692,9.74651417,1224.627869,94.083451,0.95,0.0167,0.0333,0.95217,0.014831,0.032999,0.040011,0.800482,0.159507
CO2;Hydrogen;Argon,200.0,300.066167,80.967513,0.0,1.0,envelope,bubble,163.994413,207.066949,2.476271,9.64775404,2.7e-07,0.95300741,43.28268085,9.98958841,1224.35394,91.325214,0.95,0.0167,0.0333,0.953007,0.014129,0.032863,0.040467,0.794123,0.16541
CO2;Hydrogen;Argon,200.0,300.066167,80.967513,0.0,1.0,envelope,bubble,153.226537,207.066949,2.476271,10.03915059,2.7e-07,0.95391074,43.3145326,10.26762819,1224.156042,88.510006,0.95,0.0167,0.0333,0.953911,0.013386,0.032703,0.041047,0.786855,0.172098
CO2;Hydrogen;Argon,200.0,300.066167,80.967513,0.0,1.0,envelope,bubble,142.458662,207.066949,2.476271,10.4535868,2.7e-07,0.9548876,43.34831565,10.58789003,1224.039339,85.631862,0.95,0.0167,0.0333,0.954888,0.0126,0.032512,0.041779,0.778491,0.17973
CO2;Hydrogen;Argon,200.0,300.066167,80.967513,0.0,1.0,envelope,bubble,131.690787,207.066949,2.476271,10.89275015,2.7e-07,0.95594734,43.38411734,10.95967197,1224.009551,82.682225,0.95,0.0167,0.0333,0.955947,0.01177,0.032283,0.042704,0.768788,0.188508
CO2;Hydrogen;Argon,200.0,300.066167,80.967513,0.0,1.0,envelope,bubble,120.922911,207.066949,2.476271,11.35855644,2.7e-07,0.95710209,43.42202943,11.39506155,1224.07312,79.64869,0.95,0.0167,0.0333,0.957102,0.010894,0.032004,0.043875,0.757436,0.19869
CO2;Hydrogen;Argon,200.0,300.066167,80.967513,0.0,1.0,envelope,bubble,110.155036,207.066949,2.476271,11.85323425,2.7e-07,0.95836811,43.46214877,11.91002121,1224.237465,76.513023,0.95,0.0167,0.0333,0.958368,0.009972,0.03166,0.045364,0.744019,0.210616
CO2;Hydrogen;Argon,200.0,300.066167,80.967513,0.0,1.0,envelope,dew,99.387161,207.066949,2.476271,12.37946225,2.7e-07,0.95976803,43.50457844,12.52598439,1224.511393,73.247905,0.95,0.0167,0.0333,0.959768,0.009003,0.031229,0.047278,0.727986,0.224737
CO2;Hydrogen;Argon,200.0,300.066167,80.967513,0.0,1.0,envelope,dew,88.619286,207.066949,2.476271,12.94060121,2.7e-07,0.96133453,43.54942929,13.27222577,1224.905769,69.811392,0.95,0.0167,0.0333,0.961335,0.007989,0.030677,0.049769,0.708579,0.241652
CO2;Hydrogen;Argon,200.0,300.066167,80.967513,0.0,1.0,envelope,dew,77.85141,207.066949,2.476271,13.54110414,2.8e-07,0.96311687,43.59682247,14.18937274,1225.434689,66.137102,0.95,0.0167,0.0333,0.963117,0.00693,0.029953,0.053075,0.684755,0.26217
CO2;Hydrogen;Argon,200.0,300.066167,80.967513,0.0,1.0,envelope,dew,67.083535,207.066949,2.476271,14.18727234,2.8e-07,0.96519285,43.64689287,15.33445747,1226.117545,62.116133,0.95,0.0167,0.0333,0.965193,0.005832,0.028975,0.057585,0.65505,0.287365
CO2;Hydrogen;Argon,200.0,300.066167,80.967513,0.0,1.0,envelope,dew,56.31566,207.066949,2.476271,14.88869763,2.8e-07,0.96769112,43.69979327,16.78747819,1226.982795,57.562728,0.95,0.0167,0.0333,0.967691,0.004705,0.027604,0.063975,0.617428,0.318597
CO2;Hydrogen;Argon,200.0,300.066167,80.967513,0.0,1.0,envelope,dew,45.547784,207.066949,2.476271,15.66103002,2.8e-07,0.97083311,43.75569448,18.6572284,1228.074661,52.149117,0.95,0.0167,0.0333,0.970833,0.003568,0.025599,0.07355,0.569161,0.357289
CO2;Hydrogen;Argon,200.0,300.066167,80.967513,0.0,1.0,envelope,dew,34.779909,207.066949,2.476271,16.53084711,2.9e-07,0.97500363,43.81476065,21.07772745,1229.463266,45.293779,0.95,0.0167,0.0333,0.975004,0.002457,0.022539,0.089204,0.507026,0.40377
CO2;Hydrogen;Argon,200.0,300.066167,80.967513,0.0,1.0,envelope,dew,24.012034,207.066949,2.476271,17.54109856,2.9e-07,0.98082079,43.87702698,24.18903717,1231.250146,36.048296,0.95,0.0167,0.0333,0.980821,0.001439,0.01774,0.118973,0.428191,0.452836
CO2;Hydrogen;Argon,200.0,300.066167,80.967513,0.0,1.0,envelope,dew,13.244159,207.066949,2.476271,18.74446612,3e-07,0.98901127,43.94205828,28.32933768,1233.532555,23.295125,0.95,0.0167,0.0333,0.989011,0.000601,0.010387,0.197083,0.327404,0.475514
CO2;Hydrogen;Argon,200.0,300.066167,80.967513,0.0,1.0,envelope,dew,2.476283,207.066949,2.476271,20.1624205,3.1e-07,0.99985329,44.00868671,43.1728826,1236.302241,6.725549,0.95,0.0167,0.0333,0.999853,6e-06,0.000141,0.949995,0.016702,0.033303
CO2;Hydrogen;Argon,201.0,300.066167,80.967513,0.0,1.0,envelope,bubble,195.433076,195.434053,2.60889,,0.0,0.95,43.1729586,43.1729586,1221.046557,1221.046557,0.95,0.0167,0.0333,0.95,0.0167,0.0333,0.95,0.0167,0.0333
CO2;Hydrogen;Argon,201.0,300.066167,80.967513,0.0,1.0,envelope,bubble,185.284435,195.434053,2.60889,8.82203545,2.6e-07,0.9507077,43.19913144,9.56668692,1220.687428,96.612404,0.95,0.0167,0.0333,0.950708,0.016086,0.033207,0.041306,0.805362,0.153333
CO2;Hydrogen;Argon,201.0,300.066167,80.967513,0.0,1.0,envelope,bubble,175.135795,195.434053,2.60889,9.1479462,2.6e-07,0.95146557,43.22685492,9.76924086,1220.389761,94.06788,0.95,0.0167,0.0333,0.951466,0.015436,0.033098,0.04167,0.800061,0.158269
CO2;Hydrogen;Argon,201.0,300.066167,80.967513,0.0,1.0,envelope,bubble,164.987154,195.434053,2.60889,9.49154497,2.6e-07,0.95227806,43.2562026,9.99779347,1220.157656,91.477534,0.95,0.0167,0.0333,0.952278,0.014749,0.032973,0.042127,0.794084,0.163788
CO2;Hydrogen;Argon,201.0,300.066167,80.967513,0.0,1.0,envelope,bubble,154.838513,195.434053,2.60889,9.85396777,2.6e-07,0.95315016,43.28724254,10.25711477,1219.995147,88.837984,0.95,0.0167,0.0333,0.95315,0.014024,0.032825,0.042697,0.787309,0.169994
CO2;Hydrogen;Argon,201.0,300.066167,80.967513,0.0,1.0,envelope,bubble,144.689873,195.434053,2.60889,10.23645728,2.6e-07,0.95408795,43.32004547,10.55314908,1219.906609,86.144497,0.95,0.0167,0.0333,0.954088,0.01326,0.032652,0.043405,0.779581,0.177014
CO2;Hydrogen;Argon,201.0,300.066167,80.967513,0.0,1.0,envelope,bubble,134.541232,195.434053,2.60889,10.64038802,2.6e-07,0.95509896,43.35468503,10.89339117,1219.896844,83.390413,0.95,0.0167,0.0333,0.955099,0.012455,0.032446,0.044285,0.770705,0.18501
CO2;Hydrogen;Argon,201.0,300.066167,80.967513,0.0,1.0,envelope,bubble,124.392591,195.434053,2.60889,11.06730362,2.6e-07,0.95619277,43.39123795,11.28741077,1219.971195,80.566292,0.95,0.0167,0.0333,0.956193,0.011609,0.032199,0.04538,0.760435,0.194185
CO2;Hydrogen;Argon,201.0,300.066167,80.967513,0.0,1.0,envelope,bubble,114.24395,195.434053,2.60889,11.51897229,2.7e-07,0.95738189,43.42978452,11.7475962,1220.135709,77.658605,0.95,0.0167,0.0333,0.957382,0.01072,0.031898,0.046748,0.748449,0.204802
CO2;Hydrogen;Argon,201.0,300.066167,80.967513,0.0,1.0,envelope,bubble,104.09531,195.434053,2.60889,11.99747421,2.7e-07,0.95868318,43.47040907,12.29022034,1220.397406,74.647658,0.95,0.0167,0.0333,0.958683,0.009788,0.031529,0.048471,0.734329,0.217201
CO2;Hydrogen;Argon,201.0,300.066167,80.967513,0.0,1.0,envelope,dew,93.946669,195.434053,2.60889,12.50534251,2.7e-07,0.96012015,43.51320075,12.93698602,1220.764684,71.504219,0.95,0.0167,0.0333,0.96012,0.008814,0.031066,0.050663,0.717513,0.231825
CO2;Hydrogen;Argon,201.0,300.066167,80.967513,0.0,1.0,envelope,dew,83.798028,195.434053,2.60889,13.04580105,2.7e-07,0.96172678,43.55825455,13.71727148,1221.24801,68.183797,0.95,0.0167,0.0333,0.961727,0.007798,0.030475,0.053494,0.697245,0.249261
CO2;Hydrogen;Argon,201.0,300.066167,80.967513,0.0,1.0,envelope,dew,73.649388,195.434053,2.60889,13.62317947,2.7e-07,0.9635542,43.60567272,14.67135732,1221.861071,64.616647,0.95,0.0167,0.0333,0.963554,0.006744,0.029702,0.057225,0.672492,0.270283
CO2;Hydrogen;Argon,201.0,300.066167,80.967513,0.0,1.0,envelope,dew,63.500747,195.434053,2.60889,14.24366622,2.7e-07,0.96568262,43.65556615,15.85483843,1222.622792,60.689667,0.95,0.0167,0.0333,0.965683,0.005656,0.028661,0.062281,0.641834,0.295885
CO2;Hydrogen;Argon,201.0,300.066167,80.967513,0.0,1.0,envelope,dew,53.352106,195.434053,2.60889,14.9167059,2.7e-07,0.96824305,43.70805402,17.34380729,1223.560873,56.21302,0.95,0.0167,0.0333,0.968243,0.004547,0.02721,0.069405,0.603343,0.327252
CO2;Hydrogen;Argon,201.0,300.066167,80.967513,0.0,1.0,envelope,dew,43.203465,195.434053,2.60889,15.65755572,2.8e-07,0.97145593,43.76325503,19.23807014,1224.71769,50.859882,0.95,0.0167,0.0333,0.971456,0.003435,0.025109,0.080021,0.554542,0.365437
CO2;Hydrogen;Argon,201.0,300.066167,80.967513,0.0,1.0,envelope,dew,33.054825,195.434053,2.60889,16.49139006,2.8e-07,0.97569021,43.82124666,21.6547162,1226.158043,44.072776,0.95,0.0167,0.0333,0.97569,0.00236,0.02195,0.09728,0.49268,0.41004
CO2;Hydrogen;Argon,201.0,300.066167,80.967513,0.0,1.0,envelope,dew,22.906184,195.434053,2.60889,17.45674741,2.9e-07,0.98150363,43.88193128,24.71643787,1227.969544,34.996929,0.95,0.0167,0.0333,0.981504,0.001383,0.017114,0.129873,0.415454,0.454673
CO2;Hydrogen;Argon,201.0,300.066167,80.967513,0.0,1.0,envelope,dew,12.757543,195.434053,2.60889,18.59714183,2.9e-07,0.98949491,43.94475492,28.79477773,1230.225503,22.713765,0.95,0.0167,0.0333,0.989495,0.000582,0.009923,0.214229,0.316969,0.468801
CO2;Hydrogen;Argon,201.0,300.066167,80.967513,0.0,1.0,envelope,dew,2.608903,195.434053,2.60889,19.92641349,3e-07,0.99984427,44.00862932,43.17288274,1232.906087,7.062784,0.95,0.0167,0.0333,0.999844,6e-06,0.000149,0.949995,0.016702,0.033303
CO2;Hydrogen;Argon,202.0,300.066167,80.967513,0.0,1.0,envelope,bubble,185.124103,185.125029,2.74695,,0.0,0.95,43.1729586,43.1729586,1216.370949,1216.370949,0.95,0.0167,0.0333,0.95,0.0167,0.0333,0.95,0.0167,0.0333
CO2;Hydrogen;Argon,202.0,300.066167,80.967513,0.0,1.0,envelope,bubble,175.525307,185.125029,2.74695,9.01690482,2.6e-07,0.95074165,43.20026321,9.79465734,1216.116512,94.090076,0.95,0.0167,0.0333,0.950742,0.01606,0.033199,0.04338,0.799574,0.157046
CO2;Hydrogen;Argon,202.0,300.066167,80.967513,0.0,1.0,envelope,bubble,165.92651,185.125029,2.74695,9.3372457,2.6e-07,0.95153306,43.22906367,10.01041731,1215.92247,91.647686,0.95,0.0167,0.0333,0.951533,0.015385,0.033082,0.043839,0.793935,0.162226
CO2;Hydrogen;Argon,202.0,300.066167,80.967513,0.0,1.0,envelope,bubble,156.327713,185.125029,2.74695,9.6741727,2.6e-07,0.95237864,43.25942484,10.25347959,1215.792583,89.162478,0.95,0.0167,0.0333,0.952379,0.014675,0.032946,0.044402,0.787587,0.16801
CO2;Hydrogen;Argon,202.0,300.066167,80.967513,0.0,1.0,envelope,bubble,146.728916,185.125029,2.74695,10.02871853,2.6e-07,0.95328344,43.29140734,10.52877793,1215.730607,86.630642,0.95,0.0167,0.0333,0.953283,0.013929,0.032788,0.045092,0.780404,0.174505
CO2;Hydrogen;Argon,202.0,300.066167,80.967513,0.0,1.0,envelope,bubble,137.130119,185.125029,2.74695,10.40201776,2.6e-07,0.95425363,43.32507396,10.84244516,1215.74063,84.04691,0.95,0.0167,0.0333,0.954254,0.013145,0.032601,0.045936,0.772225,0.181839
CO2;Hydrogen;Argon,202.0,300.066167,80.967513,0.0,1.0,envelope,bubble,127.531322,185.125029,2.74695,10.79533256,2.6e-07,0.95529691,43.36048977,11.20219064,1215.827146,81.403962,0.95,0.0167,0.0333,0.955297,0.012323,0.03238,0.04697,0.762852,0.190178
CO2;Hydrogen;Argon,202.0,300.066167,80.967513,0.0,1.0,envelope,bubble,117.932526,185.125029,2.74695,11.210091,2.6e-07,0.95642311,43.39772232,11.61782289,1215.99518,78.691524,0.95,0.0167,0.0333,0.956423,0.011462,0.032115,0.048243,0.752031,0.199726
CO2;Hydrogen;Argon,202.0,300.066167,80.967513,0.0,1.0,envelope,bubble,108.333729,185.125029,2.74695,11.64794424,2.6e-07,0.95764517,43.43684189,12.10198354,1216.250454,75.895009,0.95,0.0167,0.0333,0.957645,0.010562,0.031793,0.049819,0.739435,0.210746
CO2;Hydrogen;Argon,202.0,300.066167,80.967513,0.0,1.0,envelope,bubble,98.734932,185.125029,2.74695,12.11085624,2.6e-07,0.95898054,43.4779218,12.6711869,1216.599653,72.993363,0.95,0.0167,0.0333,0.958981,0.009622,0.031398,0.051786,0.72464,0.223574
CO2;Hydrogen;Argon,202.0,300.066167,80.967513,0.0,1.0,envelope,dew,89.136135,185.125029,2.74695,12.60124817,2.6e-07,0.96045362,43.52103879,13.34730223,1217.050844,69.955576,0.95,0.0167,0.0333,0.960454,0.008643,0.030903,0.05427,0.707082,0.238648
CO2;Hydrogen;Argon,202.0,300.066167,80.967513,0.0,1.0,envelope,dew,79.537338,185.125029,2.74695,13.12223989,2.6e-07,0.96209964,43.56627348,14.15965935,1217.614158,66.734834,0.95,0.0167,0.0333,0.9621,0.007627,0.030274,0.057457,0.686007,0.256536
CO2;Hydrogen;Argon,202.0,300.066167,80.967513,0.0,1.0,envelope,dew,69.938541,185.125029,2.74695,13.67806723,2.7e-07,0.96397144,43.61371056,15.14796921,1218.302924,63.258402,0.95,0.0167,0.0333,0.963971,0.006576,0.029452,0.061633,0.6604,0.277967
CO2;Hydrogen;Argon,202.0,300.066167,80.967513,0.0,1.0,envelope,dew,60.339745,185.125029,2.74695,14.27482449,2.7e-07,0.96615125,43.66343796,16.36608948,1219.135611,59.409698,0.95,0.0167,0.0333,0.966151,0.005499,0.02835,0.067262,0.628889,0.303848
CO2;Hydrogen;Argon,202.0,300.066167,80.967513,0.0,1.0,envelope,dew,50.740948,185.125029,2.74695,14.9218016,2.7e-07,0.96877156,43.71554217,17.88591126,1220.139084,54.996242,0.95,0.0167,0.0333,0.968772,0.004406,0.026823,0.075153,0.589667,0.335179
CO2;Hydrogen;Argon,202.0,300.066167,80.967513,0.0,1.0,envelope,dew,41.142151,185.125029,2.74695,15.63380638,2.7e-07,0.97205013,43.77009133,19.79840734,1221.353673,49.694903,0.95,0.0167,0.0333,0.97205,0.003319,0.024631,0.086855,0.540501,0.372643
CO2;Hydrogen;Argon,202.0,300.066167,80.967513,0.0,1.0,envelope,dew,31.543354,185.125029,2.74695,16.43452672,2.8e-07,0.97633768,43.82708248,22.20581156,1222.83868,42.975838,0.95,0.0167,0.0333,0.976338,0.002275,0.021387,0.105778,0.479061,0.415161
CO2;Hydrogen;Argon,202.0,300.066167,80.967513,0.0,1.0,envelope,dew,21.944557,185.125029,2.74695,17.35833348,2.8e-07,0.98213382,43.88630712,25.21960956,1224.668819,34.074069,0.95,0.0167,0.0333,0.982134,0.001335,0.016531,0.141265,0.403408,0.455326
CO2;Hydrogen;Argon,202.0,300.066167,80.967513,0.0,1.0,envelope,dew,12.345761,185.125029,2.74695,18.44106795,2.9e-07,0.9899297,43.94713419,29.24860173,1226.897927,22.237692,0.95,0.0167,0.0333,0.98993,0.000566,0.009504,0.231823,0.306889,0.461289
CO2;Hydrogen;Argon,202.0,300.066167,80.967513,0.0,1.0,envelope,dew,2.746964,185.125029,2.74695,19.6909742,3e-07,0.99983479,44.00856834,43.17288287,1229.499101,7.412967,0.95,0.0167,0.0333,0.999835,7e-06,0.000158,0.949995,0.016702,0.033303
CO2;Hydrogen;Argon,203.0,300.066167,80.967513,0.0,1.0,envelope,bubble,175.903076,175.903955,2.8906,,0.0,0.95,43.1729586,43.1729586,1211.806384,1211.806384,0.95,0.0167,0.0333,0.95,0.0167,0.0333,0.95,0.0167,0.0333
CO2;Hydrogen;Argon,203.0,300.066167,80.967513,0.0,1.0,envelope,bubble,166.797157,175.903955,2.8906,9.18531338,2.5e-07,0.95077375,43.2013159,10.02780742,1211.647976,91.832005,0.95,0.0167,0.0333,0.950774,0.016035,0.033191,0.045605,0.793666,0.160729
CO2;Hydrogen;Argon,203.0,300.066167,80.967513,0.0,1.0,envelope,bubble,157.691238,175.903955,2.8906,9.49962689,2.5e-07,0.95159673,43.23110885,10.25665956,1211.548514,89.483588,0.95,0.0167,0.0333,0.951597,0.015338,0.033065,0.046164,0.787692,0.166144
CO2;Hydrogen;Argon,203.0,300.066167,80.967513,0.0,1.0,envelope,bubble,148.585319,175.903955,2.8906,9.82951851,2.5e-07,0.95247351,43.26240229,10.5140634,1211.51181,87.094558,0.95,0.0167,0.0333,0.952474,0.014607,0.03292,0.046839,0.780979,0.172183
CO2;Hydrogen;Argon,203.0,300.066167,80.967513,0.0,1.0,envelope,bubble,139.4794,175.903955,2.8906,10.17593529,2.5e-07,0.95340923,43.29525029,10.80510441,1211.541383,84.660691,0.95,0.0167,0.0333,0.953409,0.013841,0.03275,0.047655,0.773393,0.178952
CO2;Hydrogen;Argon,203.0,300.066167,80.967513,0.0,1.0,envelope,bubble,130.373481,175.903955,2.8906,10.53992265,2.5e-07,0.95441017,43.32970866,11.13608759,1211.641067,82.176209,0.95,0.0167,0.0333,0.95441,0.01304,0.03255,0.048641,0.764773,0.186586
CO2;Hydrogen;Argon,203.0,300.066167,80.967513,0.0,1.0,envelope,bubble,121.267562,175.903955,2.8906,10.92265099,2.5e-07,0.95548423,43.36583497,11.5149143,1211.815099,79.633161,0.95,0.0167,0.0333,0.955484,0.012202,0.032313,0.049839,0.754914,0.195247
CO2;Hydrogen;Argon,203.0,300.066167,80.967513,0.0,1.0,envelope,bubble,112.161643,175.903955,2.8906,11.32545489,2.5e-07,0.95664152,43.40368862,11.95160005,1212.068233,77.020486,0.95,0.0167,0.0333,0.956642,0.011328,0.03203,0.051299,0.743559,0.205143
CO2;Hydrogen;Argon,203.0,300.066167,80.967513,0.0,1.0,envelope,bubble,103.055724,175.903955,2.8906,11.74989185,2.6e-07,0.9578954,43.44333101,12.45899413,1212.405916,74.3226,0.95,0.0167,0.0333,0.957895,0.010418,0.031687,0.053092,0.730374,0.216534
CO2;Hydrogen;Argon,203.0,300.066167,80.967513,0.0,1.0,envelope,bubble,93.949805,175.903955,2.8906,12.19783404,2.6e-07,0.95926395,43.48482555,13.05378582,1212.834554,71.517174,0.95,0.0167,0.0333,0.959264,0.00947,0.031266,0.055316,0.714932,0.229753
CO2;Hydrogen;Argon,203.0,300.066167,80.967513,0.0,1.0,envelope,dew,84.843886,175.903955,2.8906,12.6716154,2.6e-07,0.96077242,43.52823772,13.7579136,1213.361933,68.571548,0.95,0.0167,0.0333,0.960772,0.008487,0.03074,0.058107,0.696668,0.245226
CO2;Hydrogen;Argon,203.0,300.066167,80.967513,0.0,1.0,envelope,dew,75.737967,175.903955,2.8906,13.1742755,2.6e-07,0.96245723,43.57363475,14.60051633,1213.997891,65.436785,0.95,0.0167,0.0333,0.962457,0.007471,0.030072,0.061668,0.674836,0.263497
CO2;Hydrogen;Argon,203.0,300.066167,80.967513,0.0,1.0,envelope,dew,66.632048,175.903955,2.8906,13.70997558,2.6e-07,0.96437276,43.62108466,15.62053507,1214.755429,62.037527,0.95,0.0167,0.0333,0.964373,0.006425,0.029202,0.066311,0.648442,0.285247
CO2;Hydrogen;Argon,203.0,300.066167,80.967513,0.0,1.0,envelope,dew,57.526129,175.903955,2.8906,14.28472385,2.6e-07,0.96660286,43.6706531,16.86983848,1215.652541,58.2544,0.95,0.0167,0.0333,0.966603,0.005357,0.02804,0.07254,0.616174,0.311286
CO2;Hydrogen;Argon,203.0,300.066167,80.967513,0.0,1.0,envelope,dew,48.42021,175.903955,2.8906,14.90763926,2.7e-07,0.96928066,43.72239451,18.41592316,1216.715171,53.893635,0.95,0.0167,0.0333,0.969281,0.00428,0.02644,0.081233,0.576345,0.342422
CO2;Hydrogen;Argon,203.0,300.066167,80.967513,0.0,1.0,envelope,dew,39.314291,175.903955,2.8906,15.59302464,2.7e-07,0.97261966,43.77632821,20.34125761,1217.981419,48.638212,0.95,0.0167,0.0333,0.97262,0.003215,0.024165,0.094065,0.526962,0.378973
CO2;Hydrogen;Argon,203.0,300.066167,80.967513,0.0,1.0,envelope,dew,30.208372,175.903955,2.8906,16.36302884,2.7e-07,0.97695067,43.83237773,22.7353519,1219.505028,41.988458,0.95,0.0167,0.0333,0.976951,0.002201,0.020848,0.114709,0.466057,0.419234
CO2;Hydrogen;Argon,203.0,300.066167,80.967513,0.0,1.0,envelope,dew,21.102453,175.903955,2.8906,17.24813697,2.8e-07,0.9827183,43.89024418,25.70364011,1221.348916,33.264055,0.95,0.0167,0.0333,0.982718,0.001294,0.015988,0.153154,0.391921,0.454925
CO2;Hydrogen;Argon,203.0,300.066167,80.967513,0.0,1.0,envelope,dew,11.996534,175.903955,2.8906,18.27778113,2.8e-07,0.99032349,43.94925182,29.69359731,1223.551185,21.85236,0.95,0.0167,0.0333,0.990323,0.000552,0.009124,0.249833,0.297086,0.453081
CO2;Hydrogen;Argon,203.0,300.066167,80.967513,0.0,1.0,envelope,dew,2.890615,175.903955,2.8906,19.45609172,2.9e-07,0.99982483,44.00850358,43.17288301,1226.08101,7.776445,0.95,0.0167,0.0333,0.999825,8e-06,0.000168,0.949995,0.016702,0.033303
CO2;Hydrogen;Argon,204.0,300.066167,80.967513,0.0,1.0,envelope,bubble,167.599331,167.600169,3.03999,,0.0,0.95,43.1729586,43.1729586,1207.333738,1207.333738,0.95,0.0167,0.0333,0.95,0.0167,0.0333,0.95,0.0167,0.0333
CO2;Hydrogen;Argon,204.0,300.066167,80.967513,0.0,1.0,envelope,bubble,158.938314,167.600169,3.03999,9.32978162,2.5e-07,0.9508039,43.20228574,10.26629473,1207.263265,89.804452,0.95,0.0167,0.0333,0.950804,0.016013,0.033183,0.047983,0.787633,0.164384
CO2;Hydrogen;Argon,204.0,300.066167,80.967513,0.0,1.0,envelope,bubble,150.277297,167.600169,3.03999,9.63776042,2.5e-07,0.95165678,43.23299998,10.50812998,1207.250709,87.542487,0.95,0.0167,0.0333,0.951657,0.015295,0.033049,0.048647,0.781329,0.170024
CO2;Hydrogen;Argon,204.0,300.066167,80.967513,0.0,1.0,envelope,bubble,141.61628,167.600169,3.03999,9.96039677,2.5e-07,0.95256321,43.26515755,10.77971641,1207.299542,85.241485,0.95,0.0167,0.0333,0.952563,0.014544,0.032893,0.04944,0.774254,0.176306
CO2;Hydrogen;Argon,204.0,300.066167,80.967513,0.0,1.0,envelope,bubble,132.955263,167.600169,3.03999,10.29856612,2.5e-07,0.95352839,43.29880673,11.08627946,1207.413072,82.896821,0.95,0.0167,0.0333,0.953528,0.01376,0.032712,0.050389,0.766273,0.183338
CO2;Hydrogen;Argon,204.0,300.066167,80.967513,0.0,1.0,envelope,bubble,124.294245,167.600169,3.03999,10.65324009,2.5e-07,0.95455876,43.3339971,11.43428035,1207.594918,80.502231,0.95,0.0167,0.0333,0.954559,0.012943,0.032499,0.051526,0.757221,0.191254
CO2;Hydrogen;Argon,204.0,300.066167,80.967513,0.0,1.0,envelope,bubble,115.633228,167.600169,3.03999,11.02551377,2.5e-07,0.9556624,43.37077952,11.83179022,1207.849095,78.049162,0.95,0.0167,0.0333,0.955662,0.012091,0.032246,0.052894,0.746888,0.200218
CO2;Hydrogen;Argon,204.0,300.066167,80.967513,0.0,1.0,envelope,bubble,106.972211,167.600169,3.03999,11.41664554,2.5e-07,0.95684975,43.40920611,12.28900038,1208.180124,75.525808,0.95,0.0167,0.0333,0.95685,0.011205,0.031945,0.054551,0.735012,0.210437
CO2;Hydrogen;Argon,204.0,300.066167,80.967513,0.0,1.0,envelope,bubble,98.311194,167.600169,3.03999,11.82811746,2.5e-07,0.95813459,43.44933023,12.8189232,1208.593219,72.915647,0.95,0.0167,0.0333,0.958135,0.010285,0.03158,0.056573,0.721258,0.222168
CO2;Hydrogen;Argon,204.0,300.066167,80.967513,0.0,1.0,envelope,bubble,89.650177,167.600169,3.03999,12.26172865,2.5e-07,0.95953561,43.49120625,13.43835872,1209.094548,70.19515,0.95,0.0167,0.0333,0.959536,0.009331,0.031133,0.059066,0.705195,0.235739
CO2;Hydrogen;Argon,204.0,300.066167,80.967513,0.0,1.0,envelope,dew,80.98916,167.600169,3.03999,12.71974438,2.5e-07,0.9610789,43.53488916,14.16922168,1209.691651,67.330127,0.95,0.0167,0.0333,0.961079,0.008345,0.030576,0.062179,0.686261,0.25156
CO2;Hydrogen;Argon,204.0,300.066167,80.967513,0.0,1.0,envelope,dew,72.328143,167.600169,3.03999,13.20514065,2.5e-07,0.962802,43.58043354,15.04032824,1210.394106,64.269717,0.95,0.0167,0.0333,0.962802,0.007329,0.029869,0.066133,0.663719,0.270148
CO2;Hydrogen;Argon,204.0,300.066167,80.967513,0.0,1.0,envelope,dew,63.667125,167.600169,3.03999,13.72201612,2.6e-07,0.9647606,43.62789128,16.08967074,1211.21459,60.936293,0.95,0.0167,0.0333,0.964761,0.006287,0.028952,0.071264,0.636605,0.292131
CO2;Hydrogen;Argon,204.0,300.066167,80.967513,0.0,1.0,envelope,dew,55.006108,167.600169,3.03999,14.27629357,2.6e-07,0.96703981,43.67730621,17.36692574,1212.170594,57.208364,0.95,0.0167,0.0333,0.96704,0.005228,0.027732,0.078121,0.603667,0.318212
CO2;Hydrogen;Argon,204.0,300.066167,80.967513,0.0,1.0,envelope,dew,46.345091,167.600169,3.03999,14.87689958,2.6e-07,0.96977256,43.72870135,18.93510012,1213.287046,52.892145,0.95,0.0167,0.0333,0.969773,0.004166,0.026061,0.087651,0.563346,0.349004
