mixture,T_K,Tc_K,Pc_bar,kij,phi_ij,mode,point_type,P_bar,P_bub_bar,P_dew_bar,gamma_Parachor_mN_m,gamma_WSD_mN_m,mixcorr_WSD,M_liq_g_per_mol,M_vap_g_per_mol,rho_liq_kg_per_m3,rho_vap_kg_per_m3,z_CO2,z_Methane,x_CO2,x_Methane,y_CO2,y_Methane
CO2;Methane,258.0,300.705989,77.909632,0.0,1.0,saturation,bubble,35.564699,35.564877,24.306379,5.44550158,5.73438569,0.95000075,42.611169,35.87360291,945.736046,81.102624,0.95,0.05,0.950001,0.049999,0.70909,0.29091
CO2;Methane,258.0,300.705989,77.909632,0.0,1.0,saturation,dew,24.3065,35.564877,24.306379,7.15231285,7.19039924,0.99448613,43.85529337,42.61104177,1001.929734,62.728784,0.95,0.05,0.994486,0.005514,0.949996,0.050004
CO2;Methane,259.0,300.705989,77.909632,0.0,1.0,saturation,bubble,36.257933,36.258114,25.042599,5.27150588,5.56509641,0.95000076,42.61116937,36.06635414,940.694348,83.367831,0.95,0.05,0.950001,0.049999,0.715982,0.284018
CO2;Methane,259.0,300.705989,77.909632,0.0,1.0,saturation,dew,25.042724,36.258114,25.042599,6.94699923,6.98706299,0.99429221,43.84987012,42.61104232,996.796476,64.801292,0.95,0.05,0.994292,0.005708,0.949996,0.050004
CO2;Methane,260.0,300.705989,77.909632,0.0,1.0,saturation,bubble,36.965724,36.965908,25.795349,5.09869758,5.39684125,0.95000078,42.61116976,36.25584124,935.585203,85.704806,0.95,0.05,0.950001,0.049999,0.722757,0.277243
CO2;Methane,260.0,300.705989,77.909632,0.0,1.0,saturation,dew,25.795478,36.965908,25.795349,6.74277456,6.7848881,0.99409211,43.84427367,42.61104288,991.596138,66.938587,0.95,0.05,0.994092,0.005908,0.949996,0.050004
CO2;Methane,261.0,300.705989,77.909632,0.0,1.0,saturation,bubble,37.688226,37.688414,26.564893,4.92711069,5.22964166,0.95000079,42.61117015,36.44210381,930.405704,88.116371,0.95,0.05,0.950001,0.049999,0.729417,0.270583
CO2;Methane,261.0,300.705989,77.909632,0.0,1.0,saturation,dew,26.565026,37.688414,26.564893,6.53966042,6.58389691,0.99388556,43.83849713,42.61104346,986.325899,69.143232,0.95,0.05,0.993886,0.006114,0.949996,0.050004
CO2;Methane,262.0,300.705989,77.909632,0.0,1.0,saturation,bubble,38.425595,38.425787,27.351496,4.75678056,5.06352004,0.95000081,42.61117056,36.62518546,925.152758,90.605532,0.95,0.05,0.950001,0.049999,0.735964,0.264036
CO2;Methane,262.0,300.705989,77.909632,0.0,1.0,saturation,dew,27.351633,38.425787,27.351496,6.33767982,6.38411295,0.99367232,43.83253344,42.6110461,980.982777,71.417951,0.95,0.05,0.993672,0.006328,0.949996,0.050004
CO2;Methane,263.0,300.705989,77.909632,0.0,1.0,saturation,bubble,39.177984,39.17818,28.155438,4.58774391,4.89849973,0.95000082,42.61117091,36.80513335,919.823066,93.175503,0.95,0.05,0.950001,0.049999,0.742398,0.257602
CO2;Methane,263.0,300.705989,77.909632,0.0,1.0,saturation,dew,28.155578,39.17818,28.155438,6.1368557,6.18555975,0.99345209,43.82637423,42.61104701,975.563554,73.76566,0.95,0.05,0.993452,0.006548,0.949996,0.050004
CO2;Methane,264.0,300.705989,77.909632,0.0,1.0,saturation,bubble,39.945547,39.945746,28.976996,4.42003929,4.73460536,0.95000083,42.61117134,36.98199898,914.41312,95.829719,0.95,0.05,0.950001,0.049999,0.748722,0.251278
CO2;Methane,264.0,300.705989,77.909632,0.0,1.0,saturation,dew,28.97714,39.945746,28.976996,5.93721317,5.9882627,0.99322457,43.82001128,42.6110478,970.064837,76.189464,0.95,0.05,0.993225,0.006775,0.949996,0.050004
CO2;Methane,265.0,300.705989,77.909632,0.0,1.0,saturation,bubble,40.728435,40.728639,29.816458,4.25370668,4.5718625,0.95000085,42.61117178,37.15583658,908.919158,98.571866,0.95,0.05,0.950001,0.049999,0.754938,0.245062
CO2;Methane,265.0,300.705989,77.909632,0.0,1.0,saturation,dew,29.816607,40.728639,29.816458,5.73877833,5.79224796,0.99298945,43.81343554,42.61104853,964.482987,78.692689,0.95,0.05,0.992989,0.007011,0.949996,0.050004
CO2;Methane,266.0,300.705989,77.909632,0.0,1.0,saturation,bubble,41.526801,41.527009,30.67412,4.08878797,4.41029804,0.95000087,42.61117223,37.32670391,903.337157,101.405904,0.95,0.05,0.950001,0.049999,0.761047,0.238953
CO2;Methane,266.0,300.705989,77.909632,0.0,1.0,saturation,dew,30.674273,41.527009,30.67412,5.54157856,5.59754286,0.99274636,43.80663726,42.61104916,958.814112,81.278901,0.95,0.05,0.992746,0.007254,0.949996,0.050004
CO2;Methane,267.0,300.705989,77.909632,0.0,1.0,saturation,bubble,42.340795,42.341007,31.550288,3.92532702,4.24994019,0.95000088,42.61117268,37.49466191,897.6628,104.336094,0.95,0.05,0.950001,0.049999,0.767053,0.232947
CO2;Methane,267.0,300.705989,77.909632,0.0,1.0,saturation,dew,31.550446,42.341007,31.550288,5.34564221,5.40417547,0.99249493,43.7996055,42.61104714,953.054018,83.951938,0.95,0.05,0.992495,0.007505,0.949996,0.050004
CO2;Methane,268.0,300.705989,77.909632,0.0,1.0,saturation,bubble,43.170566,43.170782,32.445267,3.76336984,4.09081861,0.9500009,42.61117315,37.6597746,891.891446,107.367034,0.95,0.05,0.950001,0.049999,0.772957,0.227043
CO2;Methane,268.0,300.705989,77.909632,0.0,1.0,saturation,dew,32.44543,43.170782,32.445267,5.15100081,5.21217653,0.99223478,43.79232977,42.61104779,947.19826,86.715912,0.95,0.05,0.992235,0.007765,0.949996,0.050004
CO2;Methane,269.0,300.705989,77.909632,0.0,1.0,saturation,bubble,44.01626,44.01648,33.359383,3.60296479,3.93296449,0.95000092,42.61117364,37.822109,886.018091,110.503694,0.95,0.05,0.950001,0.049999,0.778761,0.221239
CO2;Methane,269.0,300.705989,77.909632,0.0,1.0,saturation,dew,33.359549,44.01648,33.359383,4.95768603,5.02157685,0.99196545,43.7847973,42.61104846,941.241992,89.575281,0.95,0.05,0.991965,0.008035,0.949996,0.050004
CO2;Methane,270.0,300.705989,77.909632,0.0,1.0,saturation,bubble,44.878023,44.878248,34.292967,3.44416274,3.77641071,0.95000093,42.61117413,37.98173515,880.037334,113.751466,0.95,0.05,0.950001,0.049999,0.784469,0.215531
CO2;Methane,270.0,300.705989,77.909632,0.0,1.0,saturation,dew,34.293138,44.878248,34.292967,4.76573189,4.83240919,0.99168645,43.77699474,42.61104915,935.180005,92.534862,0.95,0.05,0.991686,0.008314,0.949996,0.050004
CO2;Methane,271.0,300.705989,77.909632,0.0,1.0,saturation,bubble,45.755998,45.756226,35.246364,3.28701732,3.62119194,0.95000095,42.61117463,38.13872608,873.943322,117.116206,0.95,0.05,0.950001,0.049999,0.790082,0.209918
CO2;Methane,271.0,300.705989,77.909632,0.0,1.0,saturation,dew,35.24654,45.756226,35.246364,4.57517449,4.64470797,0.99139728,43.76890749,42.61104985,929.006663,95.599879,0.95,0.05,0.991397,0.008603,0.949996,0.050004
CO2;Methane,272.0,300.705989,77.909632,0.0,1.0,saturation,bubble,46.650323,46.650556,36.219931,3.13158521,3.46734482,0.95000097,42.61117515,38.29315792,867.729698,120.6043,0.95,0.05,0.950001,0.049999,0.795604,0.204396
CO2;Methane,272.0,300.705989,77.909632,0.0,1.0,saturation,dew,36.220112,46.650556,36.219931,4.38605221,4.4585094,0.99109736,43.76051962,42.61105056,922.715859,98.776013,0.95,0.05,0.991097,0.008903,0.949997,0.050003
CO2;Methane,273.0,300.705989,77.909632,0.0,1.0,saturation,bubble,47.561134,47.561372,37.214038,2.97792638,3.31490812,0.95000099,42.61117568,38.44510999,861.389538,124.222727,0.95,0.05,0.950001,0.049999,0.801038,0.198962
CO2;Methane,273.0,300.705989,77.909632,0.0,1.0,saturation,dew,37.214225,47.561372,37.214038,4.19840588,4.27385166,0.99078607,43.7518137,42.61105129,916.300947,102.069461,0.95,0.05,0.990786,0.009214,0.949997,0.050003
CO2;Methane,274.0,300.705989,77.909632,0.0,1.0,saturation,bubble,48.488563,48.488805,38.229075,2.82610446,3.16392291,0.95000101,42.61117623,38.594665,854.91527,127.979143,0.95,0.05,0.950001,0.049999,0.806385,0.193615
CO2;Methane,274.0,300.705989,77.909632,0.0,1.0,saturation,dew,38.229266,48.488805,38.229075,4.01227907,4.090775,0.99046272,43.74277053,42.61105204,909.754682,105.487002,0.95,0.05,0.990463,0.009537,0.949997,0.050003
CO2;Methane,275.0,300.705989,77.909632,0.0,1.0,saturation,bubble,49.432735,49.432982,39.265444,2.67618705,3.01443282,0.95000103,42.61117679,38.74190931,848.298588,131.881969,0.95,0.05,0.950001,0.049999,0.81165,0.18835
CO2;Methane,275.0,300.705989,77.909632,0.0,1.0,saturation,dew,39.265641,49.432982,39.265444,3.82771836,3.90932205,0.99012655,43.73336896,42.6110528,903.06913,109.036076,0.95,0.05,0.990127,0.009873,0.949997,0.050003
CO2;Methane,276.0,300.705989,77.909632,0.0,1.0,saturation,bubble,50.39377,50.394022,40.323572,2.52824622,2.86648421,0.95000105,42.61117737,38.88693328,841.530341,135.940511,0.95,0.05,0.950001,0.049999,0.816836,0.183164
CO2;Methane,276.0,300.705989,77.909632,0.0,1.0,saturation,dew,40.323773,50.394022,40.323572,3.6447737,3.72953793,0.98977674,43.72358557,42.61105358,896.235584,112.724882,0.95,0.05,0.989777,0.010223,0.949997,0.050003
CO2;Methane,277.0,300.705989,77.909632,0.0,1.0,saturation,bubble,51.371779,51.372036,41.403904,2.38235893,2.72012648,0.95000107,42.61117796,39.02983174,834.600406,140.165085,0.95,0.05,0.950001,0.049999,0.821945,0.178055
CO2;Methane,277.0,300.705989,77.909632,0.0,1.0,saturation,dew,41.404111,51.372036,41.403904,3.46349876,3.55147059,0.98941233,43.71339431,42.61105437,889.244438,116.562484,0.95,0.05,0.989412,0.010588,0.949997,0.050003
CO2;Methane,278.0,300.705989,77.909632,0.0,1.0,saturation,bubble,52.366864,52.367126,42.506914,2.23860758,2.57541238,0.95000109,42.61117857,39.17070455,827.497525,144.567181,0.95,0.05,0.950001,0.049999,0.826982,0.173018
CO2;Methane,278.0,300.705989,77.909632,0.0,1.0,saturation,dew,42.507127,52.367126,42.506914,3.28395135,3.375171,0.98903231,43.70276612,42.61105516,882.085059,120.558946,0.95,0.05,0.989032,0.010968,0.949997,0.050003
CO2;Methane,279.0,300.705989,77.909632,0.0,1.0,saturation,bubble,53.379113,53.37938,43.633103,2.09708072,2.4323983,0.95000112,42.6111792,39.3096575,820.20912,149.159653,0.95,0.05,0.950001,0.049999,0.831951,0.168049
CO2;Methane,279.0,300.705989,77.909632,0.0,1.0,saturation,dew,43.633321,53.37938,43.633103,3.10619401,3.20069356,0.98863549,43.69166842,42.61105595,874.745618,124.725498,0.95,0.05,0.988635,0.011365,0.949997,0.050003
CO2;Methane,280.0,300.705989,77.909632,0.0,1.0,saturation,bubble,54.408601,54.408873,44.783006,1.95787372,2.2911447,0.95000114,42.61117985,39.4468031,812.721047,153.956959,0.95,0.05,0.950001,0.049999,0.836854,0.163146
CO2;Methane,280.0,300.705989,77.909632,0.0,1.0,saturation,dew,44.783229,54.408873,44.783006,2.93029451,3.02809641,0.98822058,43.68006446,42.61105672,867.212887,129.074722,0.95,0.05,0.988221,0.011779,0.949997,0.050003
CO2;Methane,281.0,300.705989,77.909632,0.0,1.0,saturation,bubble,55.455383,55.45566,45.957194,1.82108968,2.15171652,0.95000116,42.61118052,39.58226199,805.017297,158.975447,0.95,0.05,0.950001,0.049999,0.841698,0.158302
CO2;Methane,281.0,300.705989,77.909632,0.0,1.0,saturation,dew,45.957424,55.45566,45.957194,2.75632655,2.85744184,0.98778607,43.66791258,42.61105745,859.471991,133.6208,0.95,0.05,0.987786,0.012214,0.949997,0.050003
CO2;Methane,282.0,300.705989,77.909632,0.0,1.0,saturation,bubble,56.519491,56.519773,47.156284,1.6868405,2.01418371,0.95000119,42.61118122,39.71616446,797.079628,164.233716,0.95,0.05,0.950001,0.049999,0.846486,0.153514
CO2;Methane,282.0,300.705989,77.909632,0.0,1.0,saturation,dew,47.156519,56.519773,47.156284,2.58437082,2.6887969,0.98733028,43.6551655,42.61105885,851.506105,138.379803,0.95,0.05,0.98733,0.01267,0.949997,0.050003
CO2;Methane,283.0,300.705989,77.909632,0.0,1.0,saturation,bubble,57.600926,57.601214,48.380946,1.55524809,1.87862179,0.95000121,42.61118195,39.84865253,788.88707,169.753069,0.95,0.05,0.950001,0.049999,0.851223,0.148777
CO2;Methane,283.0,300.705989,77.909632,0.0,1.0,saturation,dew,48.381188,57.601214,48.380946,2.41451523,2.52223347,0.98685125,43.64176837,42.61105983,843.296027,143.370076,0.95,0.05,0.986851,0.013149,0.949997,0.050003
CO2;Methane,284.0,300.705989,77.909632,0.0,1.0,saturation,bubble,58.699651,58.699945,49.631911,1.42644598,1.74511257,0.95000124,42.61118271,39.97988261,780.415314,175.558088,0.95,0.05,0.950001,0.049999,0.855915,0.144085
CO2;Methane,284.0,300.705989,77.909632,0.0,1.0,saturation,dew,49.63216,58.699945,49.631911,2.24685699,2.35782951,0.98634672,43.62765822,42.61106085,834.819723,148.612691,0.95,0.05,0.986347,0.013653,0.949997,0.050003
CO2;Methane,285.0,300.705989,77.909632,0.0,1.0,saturation,bubble,59.81558,59.815879,50.909983,1.30058124,1.61374495,0.95000127,42.61118351,40.11002891,771.635891,181.677375,0.95,0.05,0.950001,0.049999,0.860569,0.139431
CO2;Methane,285.0,300.705989,77.909632,0.0,1.0,saturation,dew,50.910237,59.815879,50.909983,2.08150342,2.19566932,0.98581407,43.61276142,42.61106191,826.051645,154.132062,0.95,0.05,0.985814,0.014186,0.949997,0.050003
CO2;Methane,286.0,300.705989,77.909632,0.0,1.0,saturation,bubble,60.948561,60.948866,52.216054,1.17781704,1.48461603,0.9500013,42.61118437,40.23928796,762.5151,188.144511,0.95,0.05,0.950001,0.049999,0.865191,0.134809
CO2;Methane,286.0,300.705989,77.909632,0.0,1.0,saturation,dew,52.216315,60.948866,52.216054,1.91857376,2.03584447,0.98525018,43.59699125,42.61106301,816.961886,159.956723,0.95,0.05,0.98525,0.01475,0.949997,0.050003
CO2;Methane,287.0,300.705989,77.909632,0.0,1.0,saturation,bubble,62.098358,62.098669,53.551126,1.05833604,1.35783247,0.95000133,42.6111853,40.36788446,753.012578,194.999346,0.95,0.05,0.950001,0.049999,0.869789,0.130211
CO2;Methane,287.0,300.705989,77.909632,0.0,1.0,saturation,dew,53.551394,62.098669,53.551126,1.75820125,1.87845468,0.98465138,43.58024441,42.61106417,807.515022,166.120368,0.95,0.05,0.984651,0.015349,0.949997,0.050003
CO2;Methane,288.0,300.705989,77.909632,0.0,1.0,saturation,bubble,63.264625,63.264942,54.916337,0.94234495,1.23351232,0.95000137,42.61118618,40.49607892,743.079362,202.289733,0.95,0.05,0.950001,0.049999,0.874373,0.125627
CO2;Methane,288.0,300.705989,77.909632,0.0,1.0,saturation,dew,54.916611,63.264942,54.916337,1.60053575,1.7236088,0.9840132,43.56239641,42.61106538,797.668554,172.663249,0.95,0.05,0.984013,0.015987,0.949997,0.050003
CO2;Methane,289.0,300.705989,77.909632,0.0,1.0,saturation,bubble,64.446865,64.447187,56.312994,0.83008135,1.11178795,0.9500014,42.61118728,40.62417899,732.655313,210.073908,0.95,0.05,0.950001,0.049999,0.878953,0.121047
CO2;Methane,289.0,300.705989,77.909632,0.0,1.0,saturation,dew,56.313275,64.447187,56.312994,1.44574713,1.57142599,0.9833302,43.543295,42.61106666,787.370716,179.634089,0.95,0.05,0.98333,0.01667,0.949997,0.050003
CO2;Methane,290.0,300.705989,77.909632,0.0,1.0,saturation,bubble,65.644385,65.644713,57.742625,0.72182198,0.99280927,0.95000145,42.6111886,40.75255292,721.665396,218.423919,0.95,0.05,0.950001,0.049999,0.883543,0.116457
CO2;Methane,290.0,300.705989,77.909632,0.0,1.0,saturation,dew,57.742914,65.644713,57.742625,1.29402989,1.42203705,0.98259562,43.52275099,42.61106802,776.557388,187.09279,0.95,0.05,0.982596,0.017404,0.949997,0.050003
CO2;Methane,291.0,300.705989,77.909632,0.0,1.0,saturation,bubble,66.856222,66.856556,59.20705,0.61789838,0.87675121,0.95000152,42.61119043,40.88165067,710.015033,227.430504,0.95,0.05,0.950002,0.049998,0.888159,0.111841
CO2;Methane,291.0,300.705989,77.909632,0.0,1.0,saturation,dew,59.207346,66.856556,59.20705,1.14560963,1.27558597,0.98180089,43.50052471,42.61106947,765.14758,195.114339,0.95,0.05,0.981801,0.018199,0.949997,0.050003
CO2;Methane,292.0,300.705989,77.909632,0.0,1.0,saturation,bubble,68.081041,68.081381,60.708481,0.5187116,0.76381935,0.95000163,42.61119346,41.01203427,697.582316,237.21059,0.95,0.05,0.950002,0.049998,0.892821,0.107179
CO2;Methane,292.0,300.705989,77.909632,0.0,1.0,saturation,dew,60.708785,68.081381,60.708481,1.00075278,1.13223182,0.9809349,43.47630571,42.61107102,753.036725,203.794651,0.95,0.05,0.980935,0.019065,0.949997,0.050003
CO2;Methane,293.0,300.705989,77.909632,0.0,1.0,saturation,bubble,69.316995,69.317342,62.249684,0.42475763,0.65426107,0.95000171,42.61119587,41.14442049,684.206917,247.918965,0.95,0.05,0.950002,0.049998,0.897555,0.102445
CO2;Methane,293.0,300.705989,77.909632,0.0,1.0,saturation,dew,62.249995,69.317342,62.249684,0.85978152,0.99215128,0.9799829,43.44968101,42.6110727,740.08638,213.259648,0.95,0.05,0.979983,0.020017,0.949997,0.050003
CO2;Methane,294.0,300.705989,77.909632,0.0,1.0,saturation,bubble,70.561449,70.561802,63.83423,0.0,8.43e-06,0.95,42.611148,42.60746112,669.665081,668.072573,0.95,0.05,0.95,0.05,0.949868,0.050132
CO2;Methane,294.0,300.705989,77.909632,0.0,1.0,saturation,dew,63.834549,70.561802,63.83423,0.72309791,0.85554153,0.97892459,43.42008312,42.61107453,726.10779,223.680061,0.95,0.05,0.978925,0.021075,0.949997,0.050003
CO2;Methane,295.0,300.705989,77.909632,0.0,1.0,saturation,bubble,71.810329,71.810688,65.466935,0.25521943,0.44655329,0.95000168,42.61119511,41.41939607,653.667443,273.054201,0.95,0.05,0.950002,0.049998,0.907387,0.092613
CO2;Methane,295.0,300.705989,77.909632,0.0,1.0,saturation,dew,65.467262,71.810688,65.466935,0.59122303,0.72262299,0.97773093,43.38670002,42.61107653,710.834155,235.296995,0.95,0.05,0.977731,0.022269,0.949997,0.050003
CO2;Methane,296.0,300.705989,77.909632,0.0,1.0,saturation,bubble,73.057326,73.057692,67.154665,0.18147366,0.34925716,0.95,42.611148,41.56518739,635.721059,288.218101,0.95,0.05,0.95,0.05,0.9126,0.0874
CO2;Methane,296.0,300.705989,77.909632,0.0,1.0,saturation,dew,67.155,73.057692,67.154665,0.46486094,0.59363755,0.9763581,43.34830597,42.61107858,693.869738,248.469601,0.95,0.05,0.976358,0.023642,0.949998,0.050002
CO2;Methane,297.0,300.705989,77.909632,0.0,1.0,saturation,bubble,74.291835,74.292206,68.907967,0.11685174,0.25715351,0.95,42.611148,41.72033205,615.09665,305.973328,0.95,0.05,0.95,0.05,0.918148,0.081852
CO2;Methane,297.0,300.705989,77.909632,0.0,1.0,saturation,dew,68.908311,74.292206,68.907967,0.3450046,0.46882639,0.97473485,43.3029085,42.61108175,674.584056,263.773148,0.95,0.05,0.974735,0.025265,0.949998,0.050002
CO2;Methane,298.0,300.705989,77.909632,0.0,1.0,saturation,bubble,75.495658,75.496035,70.744915,0.06344038,0.17131322,0.95,42.611148,41.8896687,590.51706,327.523713,0.95,0.05,0.95,0.05,0.924203,0.075797
CO2;Methane,298.0,300.705989,77.909632,0.0,1.0,saturation,dew,70.745268,75.496035,70.744915,0.23312798,0.34833396,0.97273163,43.24688433,42.6110852,651.851029,282.231265,0.95,0.05,0.972732,0.027268,0.949998,0.050002
