temperature,pressure,z_carbon dioxide,z_hydrogen,z_nitrogen,z_carbon monoxide,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_nitrogen,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_nitrogen,y_carbon monoxide,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_nitrogen,E_carbon monoxide,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.4312204697888107,0.99,0.004023,0.003136,0.001925,0.000916,308.59,84.15,0.648109141579442,0.028891508850728585,15.716663107781931,2.4071489799889214,1222.014796759229,6.624602994688004,0.9983622273951389,7.5589199461446435e-06,2.0792655792744117e-05,1.532045005441517e-05,0.00159410057906777,0.9830666032905293,0.007352333759531893,0.005718920474298631,0.003508377882719733,0.0003537645929203438,19.922176480738656,0.604614692656903,1.0000000007107994,2.0344840632677808,6.164517177167938,6.798256392942204,1.0000000001345561,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.8839196424410627,0.99,0.004023,0.003136,0.001925,0.000916,308.59,84.15,0.648109141579442,0.03427117816329248,15.716663107781931,2.4071489799889214,1221.8514926380324,7.09651017418497,0.9985390611648811,9.155464156655552e-05,0.0002390794099730546,0.00017371914070034872,0.0009565856428788879,0.8352779859641558,0.07525813137842244,0.05562624213976495,0.03365702492185652,0.0001806155958002871,19.835016576783612,0.6075984122920559,1.000000000784002,2.0250607888255465,6.120496924651782,6.749175310498912,1.0000000001567437,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.3366188150933143,0.99,0.004023,0.003136,0.001925,0.000916,308.59,84.15,0.648109141579442,0.03965084747585638,15.716663107781931,2.4071489799889214,1221.5679536911987,7.546557543506205,0.9981098249541808,0.00018097002603607658,0.00044829160233877106,0.00032147049237564646,0.0009394429250687571,0.7265921164610346,0.12881249788101035,0.09043302362230166,0.05400779046489963,0.00015457157075374754,19.75747558033712,0.6104909293297262,1.000000000865357,2.016637229588188,6.080073824958282,6.704051719593159,1.0000000001872102,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.789317987745566,0.99,0.004023,0.003136,0.001925,0.000916,308.59,84.15,0.648109141579442,0.045030516788420266,15.716663107781931,2.4071489799889214,1221.292244418023,7.976960008141276,0.9976849465253856,0.00027560357815664736,0.0006475296259020318,0.0004586226481403029,0.0009332976224154867,0.6435740826988299,0.17295003659549274,0.11531252968384545,0.06802710201848762,0.00013624900334441626,19.683142243805523,0.6132560713477879,1.0000000009475039,2.00878929206481,6.042221246664709,6.661341554794484,1.000000000231064,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.242017160397818,0.99,0.004023,0.003136,0.001925,0.000916,308.59,84.15,0.648109141579442,0.05041018610098417,15.716663107781931,2.4071489799889214,1221.0258842564294,8.387816459564307,0.9972723118706793,0.0003754035408438951,0.0008365902832655129,0.0005856786095912624,0.0009300156956200075,0.5781011584697177,0.21062040432116716,0.133373016146825,0.0777832606131486,0.0001221604491416156,19.611851527377834,0.6159486474611455,1.000000001008556,2.001377997841351,6.006293553385648,6.6206636265606695,1.0000000002780214,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.694716333050069,0.99,0.004023,0.003136,0.001925,0.000916,308.59,84.15,0.648109141579442,0.055789855413548056,15.716663107781931,2.4071489799889214,1220.7689711936737,8.779398294582311,0.996873244831532,0.0004802687196666489,0.0010154063330211258,0.00070317602899932,0.0009279040867809122,0.5251449006240766,0.24362696315672644,0.14655716481535228,0.08456007519094297,0.00011089621290164746,19.543489654925445,0.6185298488559128,1.0000000010489951,1.9944077530076434,5.9719721164230535,6.581792936514502,1.0000000003104152,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.147415505702321,0.99,0.004023,0.003136,0.001925,0.000916,308.59,84.15,0.648109141579442,0.06116952472611196,15.716663107781931,2.4071489799889214,1220.521303633317,9.152156345447226,0.9964878454644434,0.0005900532849516478,0.0011840365786675514,0.0008116760888737414,0.0009263885830636553,0.4814286446400329,0.27312595156058694,0.15614714803684482,0.08919659941450854,0.00010165634802675987,19.477937890316838,0.6210248033464866,1.0000000010707988,1.987823413917779,5.939113542240471,6.544573450032112,1.0000000003307166,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.600114678354574,0.99,0.004023,0.003136,0.001925,0.000916,308.59,84.15,0.648109141579442,0.06654919403867586,15.716663107781931,2.4071489799889214,1220.282555345515,9.5066993419346,0.9961157984350546,0.0007045737506649766,0.0013426537046415232,0.0009117537441817032,0.0009252203654571153,0.44472667858061987,0.29988777090034857,0.1630274518373126,0.09226416947932468,9.392920239418957e-05,19.415066815486455,0.6234298163495922,1.0000000010791454,1.9815087202942006,5.907605913317482,6.508881797821892,1.0000000003422704,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.052813851006825,0.99,0.004023,0.003136,0.001925,0.000916,308.59,84.15,0.648109141579442,0.07192886335123974,15.716663107781931,2.4071489799889214,1220.052329101367,9.843765075051033,0.9957565931907827,0.0008236166814278333,0.0014915283827723555,0.001003987856002078,0.0009242738890150641,0.4134745838929312,0.3244426888498648,0.16783057750053915,0.09416478349004587,8.736626661905922e-05,19.354737530046044,0.6257503980180559,1.0000000010791645,1.9754397787096751,5.877353129691859,6.474610900345492,1.00000000034802,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.505513023659077,0.99,0.004023,0.003136,0.001925,0.000916,308.59,84.15,0.648109141579442,0.07730853266380365,15.716663107781931,2.4071489799889214,1219.830183431365,10.16418936659512,0.9954096116800635,0.0009469465913641856,0.0016310111564098965,0.0010889518055354017,0.0009234787666271527,0.3865408315564556,0.34716641617244437,0.17102223098711172,0.09518880118367826,8.172010031006543e-05,19.296804516573726,0.6279899962583982,1.000000001078271,1.9695969244737042,5.848267694477795,6.441737544856169,1.0000000003504825,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
