temperature,pressure,z_carbon dioxide,z_nitrogen,z_methane,z_oxygen,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_nitrogen,x_methane,x_oxygen,x_hydrogen sulfide,y_carbon dioxide,y_nitrogen,y_methane,y_oxygen,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_nitrogen,E_methane,E_oxygen,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.4675918225320808,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,306.44,85.65,0.6526563111865292,0.02881017889704706,13.04422801589556,2.4431602203287928,1216.657830264131,6.63207897097983,0.9760215059683061,3.543140180670334e-05,0.0007430795086775674,0.00013933994814239214,0.02306064317306735,0.9475554784372949,0.009806779989146447,0.024233428776342488,0.013376267861013527,0.005028044936202498,20.0944507728102,0.6056713647041896,1.0000000010075003,6.166822849525526,3.84965746821346,4.0713242945097186,1.0000000001318654,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.82780540574603,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,306.44,85.65,0.6526563111865292,0.03301582493573882,13.04422801589556,2.4431602203287928,1217.38071047775,7.218693280990637,0.9882172179235788,0.00014257226417451407,0.0027521309487085785,0.0005454795444615791,0.008342599319076492,0.8425374356248883,0.033783250367733005,0.07694811687458544,0.045122535524241864,0.0016086616085514529,19.754906056424844,0.6115330166945945,1.0000000013028953,6.064615883475032,3.7154007610339517,3.9649908879717173,1.0000000003192635,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.1880189889599793,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,306.44,85.65,0.6526563111865292,0.03722147097443058,13.04422801589556,2.4431602203287928,1215.1526490479873,7.7769385110107825,0.9864318142147247,0.00027038785971479455,0.004751585757006869,0.0010067426223076908,0.0075394695462459365,0.7506017621461841,0.05657015685221216,0.11780543713991659,0.07371977559941968,0.0013028682622676908,19.5601836169396,0.6171702259208026,1.000000001241417,5.9795762601250315,3.655454558810121,3.910456277279998,1.0000000003480496,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.5482325721739283,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,306.44,85.65,0.6526563111865292,0.041427117013122336,13.04422801589556,2.4431602203287928,1212.9754722266243,8.346570269884948,0.9842507075139337,0.0004121506267477555,0.006588140319213558,0.0014908391844438242,0.007258162355661128,0.6769618761799348,0.07717089429386258,0.1468022948471303,0.0979268526056874,0.0011380820733849115,19.37956138678288,0.6225576298391652,1.000000001187274,5.8997016787601915,3.601740843947359,3.8610158950379625,1.0000000003320224,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.9084461553878773,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,306.44,85.65,0.6526563111865292,0.045632763051814094,13.04422801589556,2.4431602203287928,1210.9316168378525,8.928223172173416,0.982065985104563,0.0005682376325904286,0.008261767018734873,0.001993447047516067,0.0071105631965956775,0.6168276146311158,0.09624037574212764,0.1672098680047735,0.1187002611140802,0.0010218805079028567,19.208808083821385,0.627716391189044,1.0000000010635022,5.824385055483748,3.5522217586513922,3.8150832896030056,1.0000000002382845,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.268659738601826,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,306.44,85.65,0.6526563111865292,0.04983840909050585,13.04422801589556,2.4431602203287928,1209.0320697658046,9.521439636778098,0.9799546907471951,0.0007390641953460941,0.009778565695374497,0.0025104322371717258,0.007017247124912606,0.5668397021697315,0.1142233006011019,0.1813153560794855,0.1366896758971789,0.0009319652525023758,19.046625792274895,0.632666608961079,1.0000000009601755,5.753802226775179,3.5061275477691143,3.7721846419905534,1.0000000001696863,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.628873321815776,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,306.44,85.65,0.6526563111865292,0.05404405512919762,13.04422801589556,2.4431602203287928,1207.274089203263,10.12548240415532,0.977938804250091,0.0009249402032158298,0.011147249665372724,0.003037488551267084,0.006951517330053272,0.5246511374149406,0.13141340878136168,0.19073978244876524,0.15233656105519375,0.000859110299738699,18.892187301989743,0.6374270698781664,1.0000000008923808,5.68687855152138,3.4630477407425007,3.7320129286326917,1.0000000001345564,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.989086905029724,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,306.44,85.65,0.6526563111865292,0.05824970116788936,13.04422801589556,2.4431602203287928,1205.6501998195786,10.739494941666017,0.9760237434635713,0.0011260543637822645,0.01237808073116604,0.0035702615661105915,0.006901859875369669,0.48858205797185394,0.14800528014870315,0.19666031134512005,0.16595395898705362,0.0007983915472692883,18.744794680019154,0.6420152045841725,1.0000000008398306,5.623285849213215,3.422675339572145,3.6943085587879985,1.0000000001161748,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.349300488243674,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,306.44,85.65,0.6526563111865292,0.062455347206581135,13.04422801589556,2.4431602203287928,1204.1508998813108,11.362574789607773,0.9742083844598918,0.0013424777763642378,0.013482146383081343,0.0041045146694605435,0.006862476711202024,0.4574005518306953,0.16412782757681527,0.1999486224376322,0.17777621235581414,0.0007467857990430841,18.603808133742653,0.6464470386053698,1.0000000010846757,5.562712598904329,3.3847392799551095,3.6588347828264913,1.000000000607635,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.7095140714576225,0.9499990500009501,0.008967991032008968,0.02221697778302222,0.01223998776001224,0.006575993424006577,306.44,85.65,0.6526563111865292,0.06666099324527287,13.04422801589556,2.4431602203287928,1202.7658852926147,11.993821192622555,0.9724886463594937,0.0015741726038728016,0.01447078909602186,0.004636274566215047,0.0068301173743966215,0.43018336890010367,0.17986580088520782,0.2012593351501469,0.18798922263801549,0.0007022724265260976,18.46863106199382,0.6507371575301576,1.0000000011205605,5.504865757467611,3.348994220692227,3.62537338572622,1.0000000006523047,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
