T,P,z_carbon dioxide,z_argon,z_oxygen,rho_l,rho_v,x_carbon dioxide,x_argon,x_oxygen,y_carbon dioxide,y_argon,y_oxygen,rhoL1_carbon dioxide,rhoL2_argon,rhoL3_oxygen,rhoV1_carbon dioxide,rhoV2_argon,rhoV3_oxygen,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,2.4937073507,0.9700000000000001,0.025249000000000004,0.004751000000000001,0.027775073822001815,0.000156049908357765,0.9996223649999773,0.00031108471467733076,6.65502853454502e-05,0.9607374445880962,0.03304678461941991,0.00621577079248393,0.02776458498199841,8.640400915059233e-06,1.8484390883451647e-06,0.00014992299018384573,5.156947711379274e-06,9.699704625399895e-07,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.889468503307697,-0.009426354151766958,-0.01694015106316371
200.0,2.7628352449,0.9700000000000001,0.025249000000000004,0.004751000000000001,0.027774606907648082,0.00017285124557762252,0.99862046580105,0.0011373135043372658,0.0002422206946127799,0.8703846374372103,0.10917126768642074,0.020444094876368994,0.027736290887556588,3.158843551372727e-05,6.727584577767433e-06,0.00015044706871264918,1.887038960088588e-05,3.5337872640874713e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.82808438373661,-0.03426401766911624,-0.06165532542194896
200.0,3.0319631391,0.9700000000000001,0.025249000000000004,0.004751000000000001,0.027774131739738195,0.00018968945776722708,0.9976183610203814,0.0019650033237834734,0.0004166356558351275,0.7959099148538286,0.17201777316921,0.032072311976961476,0.02770798378496177,5.457626118378562e-05,1.1571693592637054e-05,0.00015097572018018263,3.2629958118793304e-05,6.083779468251165e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.766797374571233,-0.05885311518596481,-0.10604287929711376
200.0,3.3010910332,0.9700000000000001,0.025249000000000004,0.004751000000000001,0.027773648198954157,0.00020656362417879396,0.9966159817145772,0.0027942033493189027,0.0005898149361039365,0.7334757005722587,0.2247947129310367,0.041729586496704496,0.027679661665595996,7.760522082032261e-05,1.6381312537839357e-05,0.00015150939895728567,4.643441059926654e-05,8.619814622241743e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.705602636845818,-0.08319817021331133,-0.1501087163733672
200.0,3.5702189274,0.9700000000000001,0.025249000000000004,0.004751000000000001,0.02777315619205175,0.00022347311906698822,0.9956132778954331,0.003624947088236915,0.0007617750163299248,0.6803870768269322,0.26975519714477925,0.04985772602828861,0.027651323073870488,0.00010067622166952704,2.1156896511733776e-05,0.0001520482222313851,6.0283035290474135e-05,1.1141861545129018e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.64449701758239,-0.10729918468001998,-0.1938538251346813
200.0,3.8393468216,0.9700000000000001,0.025249000000000004,0.004751000000000001,0.02777265564336653,0.00024041751435608446,0.9946102123873639,0.0044572574560725895,0.0009325301565633794,0.6346965035561344,0.30852749684544095,0.05677599959842465,0.027622966928009907,0.00012378987644133193,2.5898838915289414e-05,0.00015259215575546355,7.41754139020856e-05,1.3649944698535303e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.583478391424823,-0.13115931808346204,-0.23728208651258598
200.0,4.1084747158,0.9700000000000001,0.025249000000000004,0.004751000000000001,0.02777214648799858,0.00025739651833684536,0.9936067559969881,0.005291150778695133,0.001102093224316775,0.594961794182519,0.3423173835122863,0.06272082230519456,0.027594592379013416,0.000146946614516009,3.060749446915615e-05,0.00015314109436602316,8.811130268224113e-05,1.614412128858103e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.52254524008854,-0.15477622521212098,-0.280391710942677
200.0,4.37760261,0.9700000000000001,0.025249000000000004,0.004751000000000001,0.027771628669880064,0.00027440993665924857,0.9926028860300045,0.006126638014246116,0.0012704759557493849,0.5600923708214701,0.3720366648791144,0.06787096429941536,0.027566198767476565,0.00017014671592641449,3.5283186477082894e-05,0.000153694912000448,0.00010209055764439588,1.862446701440469e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.461696484820443,-0.17815239558484564,-0.3231856097471173
200.0,4.6467305042,0.9700000000000001,0.025249000000000004,0.004751000000000001,0.027771102138546513,0.0002914576457776275,0.9915985840183309,0.006963726639759781,0.0014376893419093273,0.5292483494925575,0.39838755420640926,0.07236409630103324,0.027537785557211165,0.00019339036377768616,3.992621755766365e-05,0.00015425347797479584,0.00011611309865610701,2.109106914672467e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.40093132035651,-0.20128889974592212,-0.3656651877732706
200.0,4.9158583984,0.9700000000000001,0.025249000000000004,0.004751000000000001,0.027770566847747747,0.0003085395749704608,0.9905938347098869,0.007802421488993629,0.0016037438011194144,0.501772480649196,0.42191957119020645,0.07630794816059767,0.0275093523057777,0.00021667766753440107,4.453687443564777e-05,0.0001548166679113767,0.00013017888516674537,2.3544021892338765e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.34024913531776,-0.22418682877294316,-0.407831803882285
