feed_source,template_name,mixture_size,active_components,CO2,H2,Ar,N2,CH4,O2,CO,H2S
random,dirichlet,5,"CO2,N2,CH4,CO,H2S",0.98,0.0,0.0,0.005977293355960984,0.0044403088452160296,0.0,0.0043716658671870984,0.005210731931635906
random,dirichlet,4,"CO2,N2,CO,H2S",0.98,0.0,0.0,0.0080098423456846,0.0,0.0,0.003196473104254062,0.008793684550061357
random,dirichlet,4,"CO2,H2,CH4,CO",0.98,0.005692173585254777,0.0,0.0,0.00615140423357559,0.0,0.00815642218116965,0.0
random,dirichlet,5,"CO2,H2,N2,CH4,CO",0.95,0.009788210254929711,0.0,0.0182182100069757,0.016778472943254335,0.0,0.005215106794840294,0.0
random,dirichlet,5,"CO2,H2,CH4,O2,H2S",0.96,0.020377008972936518,0.0,0.0,1.2860913383909995e-05,0.018488684604965132,0.0,0.001121445508714478
random,dirichlet,5,"CO2,H2,Ar,N2,O2",0.97,0.01712106318980659,0.0015457622969943406,0.0024485701485479766,0.0,0.00888460436465112,0.0,0.0
random,dirichlet,4,"CO2,N2,CH4,CO",0.99,0.0,0.0,0.008692850930668324,0.0004632249705775637,0.0,0.0008439240987541217,0.0
random,dirichlet,7,"CO2,H2,Ar,N2,CH4,O2,H2S",0.96,0.0071943539702154675,0.005344417894046444,0.005261798244633159,0.006271709907412816,0.014286588880303147,0.0,0.0016411311033890028
random,dirichlet,5,"CO2,H2,Ar,CH4,O2",0.97,0.0056380900308309985,0.009757149013681302,0.0,0.009424923203268706,0.0051798377522190185,0.0,0.0
random,dirichlet,6,"CO2,H2,Ar,CH4,CO,H2S",0.99,2.6994755820184494e-05,0.0061434579923665324,0.0,0.003328968339196348,0.0,0.00017739419130466012,0.0003231847213122854
random,dirichlet,3,"CO2,Ar,H2S",0.97,0.0,0.028284388473385758,0.0,0.0,0.0,0.0,0.0017156115266142719
random,dirichlet,4,"CO2,Ar,CH4,O2",0.98,0.0,0.00750228149408741,0.0,0.008539691645558819,0.003958026860353786,0.0,0.0
random,dirichlet,3,"CO2,O2,H2S",0.97,0.0,0.0,0.0,0.0,0.016127195114258256,0.0,0.01387280488574177
random,dirichlet,3,"CO2,Ar,H2S",0.98,0.0,0.010751463409505505,0.0,0.0,0.0,0.0,0.009248536590494514
random,dirichlet,4,"CO2,Ar,N2,H2S",0.97,0.0,1.9662007743120153e-05,0.028265850877879986,0.0,0.0,0.0,0.0017144871143769226
random,dirichlet,4,"CO2,H2,N2,O2",0.95,0.0005325419611112879,0.0,0.0028944391285928156,0.0,0.046573018910295944,0.0,0.0
random,dirichlet,4,"CO2,N2,CH4,O2",0.97,0.0,0.0,0.008538260377882165,0.009227106350363385,0.012234633271754477,0.0,0.0
random,dirichlet,5,"CO2,H2,Ar,N2,H2S",0.98,0.004687495958544479,0.005065671672233159,0.006716800785811595,0.0,0.0,0.0,0.0035300315834107835
random,dirichlet,4,"CO2,Ar,CH4,H2S",0.98,0.0,0.005675995215802122,0.0,0.0021219733582244957,0.0,0.0,0.012202031425973401
random,dirichlet,6,"CO2,H2,N2,CH4,O2,H2S",0.95,0.009210114342977018,0.0,0.0034692602156702274,0.018827042796055873,0.006359011675485517,0.0,0.012134570969811409
random,dirichlet,6,"CO2,H2,Ar,CH4,CO,H2S",0.99,0.0005361170340038096,0.0017786074734511474,0.0,0.003078017211575501,0.0,0.0029732123386412316,0.0016340459423283189
random,dirichlet,3,"CO2,O2,H2S",0.95,0.0,0.0,0.0,0.0,0.02687865852376376,0.0,0.023121341476236287
