T,P,z_carbon dioxide,z_hydrogen,z_argon,z_nitrogen,z_methane,z_hydrogen sulfide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_nitrogen,x_methane,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_argon,y_nitrogen,y_methane,y_hydrogen sulfide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoL4_nitrogen,rhoL5_methane,rhoL6_hydrogen sulfide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,rhoV4_nitrogen,rhoV5_methane,rhoV6_hydrogen sulfide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,gamma_wsd,gamma_cDFT_minus_wsd_corrected,gamma_cDFT_minus_wsd_uncorrected
200.0,2.4644955904,0.97999902000098,0.0036049963950036054,0.006070993929006071,0.000594999405000595,0.009524990475009527,0.00020499979500020502,0.02777287745110657,0.00015424168208626445,0.9990366647818248,5.532925514153686e-06,8.270615688131807e-05,3.22608247246227e-06,0.0004348169139100821,0.00043705313939709697,0.9710427255933063,0.005298370492142516,0.008888194738372263,0.0008734002345245317,0.013801479062083902,9.582987957059016e-05,0.027746122860147857,1.5366526225069112e-07,2.296987959516841e-06,8.959759315485751e-08,1.2076116863693065e-05,1.2138223280096972e-05,0.0001497752633731425,8.172295770242905e-07,1.370930107156823e-06,1.3471472130760165e-07,2.1287633458141805e-06,1.4780961819091975e-08,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.881654329470752,-0.001221784030978057,-0.01169065197862551
200.0,2.8559014636,0.97999902000098,0.0036049963950036054,0.006070993929006071,0.000594999405000595,0.009524990475009527,0.00020499979500020502,0.02775832119993076,0.00017872653964061557,0.9966769445405632,4.0293582543103134e-05,0.0005584798547491851,2.290778750953519e-05,0.002476825636619998,0.00022454859801514826,0.8417491818322698,0.03315421193273811,0.05176637867906834,0.0053372905305000785,0.06794998490288978,4.2952122533912526e-05,0.02766607875912253,1.1184822065273797e-06,1.5502463191818558e-05,6.358817236694397e-07,6.875252157752089e-05,6.2330921086986195e-06,0.00015044291851420088,5.9255375732498875e-06,9.252025731035624e-06,9.539154675729045e-07,1.214446567032556e-05,7.676684230705894e-09,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.704312189521797,-0.007918606490509461,-0.06916231706678033
200.0,3.2473073368,0.97999902000098,0.0036049963950036054,0.006070993929006071,0.000594999405000595,0.009524990475009527,0.00020499979500020502,0.02774724581250222,0.00020320872240643263,0.9945077069559093,8.459189742471842e-05,0.0010739270418880355,4.662504450626198e-05,0.004071819535255304,0.00021532952501633254,0.7434485057290581,0.06100188537154486,0.08754347628877994,0.009535728320817389,0.09843382104105175,3.658324874789986e-05,0.027594849807333538,2.347192171589635e-06,2.9798517615960688e-05,1.2937165709341073e-06,0.00011298177754887745,5.974801261317525e-06,0.0001510752210241733,1.2396115190735283e-05,1.77895979716608e-05,1.9377431692881385e-06,2.0002611015335552e-05,7.434035239537457e-09,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.558266547696068,-0.018833169054929044,-0.12258894356041239
200.0,3.63871321,0.97999902000098,0.0036049963950036054,0.006070993929006071,0.000594999405000595,0.009524990475009527,0.00020499979500020502,0.027738917254320792,0.0002276757785948775,0.9926856578890318,0.000139148510394294,0.0016019364142110767,7.39425542387037e-05,0.005287335797362385,0.00021197883476158202,0.666301222328253,0.08930373376454367,0.11657572437333097,0.013478979226023985,0.11430790864495192,3.2431662896723796e-05,0.027536025323734854,3.859829015889318e-06,4.443598164048441e-05,2.051086393600529e-06,0.00014666497017884345,5.880063357118864e-06,0.00015170064957230358,2.033229711627213e-05,2.6541468811959965e-05,3.06883708994919e-06,2.6025142100291558e-05,7.38390410113819e-09,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.43774363029557,-0.03313656466241355,-0.17217800400721472
200.0,4.0301190831,0.97999902000098,0.0036049963950036054,0.006070993929006071,0.000594999405000595,0.009524990475009527,0.00020499979500020502,0.027732797030027262,0.000252119348731602,0.9911601758758228,0.0002042870264198359,0.002117387950396836,0.00010412382814617432,0.0062038074532271,0.00021021786598728642,0.6041472248858542,0.11812384508593646,0.13920862957367516,0.017125228783371853,0.12136579035635585,2.9281314806473624e-05,0.02748764398181032,5.665450639569126e-06,5.8721090262180884e-05,2.887644991967292e-06,0.00017204893291371753,5.8299294095108855e-06,0.00015231720487622624,2.9781306892738945e-05,3.5097189025933814e-05,4.317601527743396e-06,3.059866402294058e-05,7.382386019013144e-09,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.33838649962365,-0.0499381309313236,-0.21827345969837353
200.0,4.4215249563,0.97999902000098,0.0036049963950036054,0.006070993929006071,0.000594999405000595,0.009524990475009527,0.00020499979500020502,0.027728393498230433,0.000276534438164518,0.9898791037584598,0.00027994821851941797,0.002601330614603878,0.00013625563131404824,0.006894237726534915,0.00020912405056792313,0.5529978597119364,0.14730817384032063,0.15602420256860317,0.02042115963276525,0.12322184807318705,2.675617318769225e-05,0.027447757304690245,7.762514362235021e-06,7.213071890072995e-05,3.778149761425738e-06,0.0001911661365517057,5.798673964091212e-06,0.00015292295244162128,4.0735783089974215e-05,4.3146065197375625e-05,5.647153905714674e-06,3.407508452651238e-05,7.399003319891018e-09,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.256159989541533,-0.06840094132884289,-0.261174338414488
200.0,4.8129308295,0.97999902000098,0.0036049963950036054,0.006070993929006071,0.000594999405000595,0.009524990475009527,0.00020499979500020502,0.027725306038680123,0.0003009184456097813,0.9887970022392497,0.0003657317300103378,0.003042259333583674,0.00016938101395432071,0.0074172491068510964,0.0002083765763509527,0.5101607081960974,0.17659132444980738,0.1678143926629163,0.023324282200372793,0.12208462282221483,2.4669668591411005e-05,0.027414699497212675,1.0140024142592547e-05,8.434757107263841e-05,4.69614044902549e-06,0.00020564550145257346,5.777304350622559e-06,0.00015351676732155482,5.31395868616086e-05,5.0498446191074265e-05,7.01870674470007e-06,3.673751493251732e-05,7.423558326235842e-09,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.187674588297796,-0.08785190750380423,-0.30115834448243817
200.0,5.2043367027,0.97999902000098,0.0036049963950036054,0.006070993929006071,0.000594999405000595,0.009524990475009527,0.00020499979500020502,0.027723225547384402,0.00032527066351726555,0.987876222181094,0.0004609554505369982,0.0034352699436492385,0.00020261064549376688,0.007817108647387319,0.00020783313183872599,0.4737544337691238,0.2056632488854185,0.17546121242014118,0.02581266941733636,0.11928552592758605,2.290958039411316e-05,0.027387115320424496,1.2779171922533395e-05,9.523676346393834e-05,5.617020623324842e-06,0.00021671546615992764,5.761804790184279e-06,0.00015409841901632934,6.68962214260766e-05,5.7072384985443195e-05,8.396104108528826e-06,3.88000821664719e-05,7.451814415695325e-09,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.130192034545683,-0.10780356422871407,-0.33850692282549844
200.0,5.5957425758,0.97999902000098,0.0036049963950036054,0.006070993929006071,0.000594999405000595,0.009524990475009527,0.00020499979500020502,0.027721918512404888,0.00034959188753983547,0.9870860119850651,0.0005647414752456866,0.003780329512381209,0.00023520148594110028,0.008126295314723638,0.0002074202266433322,0.4424256532252498,0.23421906746224289,0.17982597846457418,0.027886942043296854,0.11562095729652112,2.1401508115110694e-05,0.027363917988984687,1.5655717157336244e-05,0.00010479798669227117,6.520236427255726e-06,0.00022527649652250633,5.750086620831008e-06,0.00015466841920705978,8.188108589194556e-05,6.28657032401283e-05,9.749048706630144e-06,4.042014870045353e-05,7.481793618160654e-09,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.081523165368615,-0.1279279041125143,-0.37350906539043294
200.0,5.987148449,0.97999902000098,0.0036049963950036054,0.006070993929006071,0.000594999405000595,0.009524990475009527,0.00020499979500020502,0.027721209403891913,0.0003738839856534885,0.9864013715348499,0.0006761141382549105,0.004080461675429917,0.00026659521542321855,0.00836836169623693,0.00020709573980518263,0.41517632482207534,0.26199430247525635,0.18167800119151584,0.029567188527052746,0.11156408981089812,2.0093173201805006e-05,0.02734423897660376,1.87427016074963e-05,0.00011311533256914837,7.3903417928227165e-06,0.00023198110694889207,5.740944369793382e-06,0.00015522777907344489,9.795547402795447e-05,6.792649519104317e-05,1.1054698291062578e-05,4.171202655430233e-05,7.512515681116723e-09,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,19.03992070103158,-0.14801810350668632,-0.40645265947614817
