T,P,z_carbon dioxide,z_hydrogen,z_argon,z_nitrogen,z_methane,z_oxygen,z_carbon monoxide,rho_l,rho_v,x_carbon dioxide,x_hydrogen,x_argon,x_nitrogen,x_methane,x_oxygen,x_carbon monoxide,y_carbon dioxide,y_hydrogen,y_argon,y_nitrogen,y_methane,y_oxygen,y_carbon monoxide,rhoL1_carbon dioxide,rhoL2_hydrogen,rhoL3_argon,rhoL4_nitrogen,rhoL5_methane,rhoL6_oxygen,rhoL7_carbon monoxide,rhoV1_carbon dioxide,rhoV2_hydrogen,rhoV3_argon,rhoV4_nitrogen,rhoV5_methane,rhoV6_oxygen,rhoV7_carbon monoxide,gamma0_carbon dioxide,rhoL0_carbon dioxide,rhoV0_carbon dioxide,Tc_carbon dioxide,Pc_carbon dioxide,Psat0_carbon dioxide,parachor_carbon dioxide,parachor_hydrogen,parachor_argon,parachor_nitrogen,parachor_methane,parachor_oxygen,parachor_carbon monoxide,n_exp,gamma_parachor,gamma_cDFT_minus_parachor
200.0,5.4346619114,0.9899990100009901,0.0029259970740029262,0.0033689966310033693,0.00039199960800039203,0.0029469970530029473,1.1999988000012002e-05,0.00035499964500035504,0.02776194870740305,0.00033766549118457117,0.9935555527131805,0.0007556009955369865,0.0025503935039046964,0.000216087208462938,0.002701365309407129,9.364089192113948e-06,0.00021163618031552024,0.456143695414558,0.3287135877234955,0.12624552738114958,0.026797353625772794,0.039817582439278174,0.0004076619274686575,0.021874591488277324,0.027583038292378806,2.0976956081360502e-05,7.080389363909612e-05,5.999001997673995e-06,7.499516515971869e-05,2.599653638430147e-07,5.875432782550176e-06,0.00015402398496290216,0.00011099523505769674,4.26287580130111e-05,9.048541574493219e-06,1.344502353214102e-05,1.3765336497595326e-07,7.386294679351002e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,3.87,19.47128501151087,-0.14420350811652938
200.0,5.7339880853,0.9899990100009901,0.0029259970740029262,0.0033689966310033693,0.00039199960800039203,0.0029469970530029473,1.1999988000012002e-05,0.00035499964500035504,0.027762711769953024,0.00035607410475666884,0.9932838069875015,0.0008567042660410569,0.0026529251720576507,0.0002326597140107774,0.002738068392836876,9.703351065678334e-06,0.0002261321164865607,0.43364413808068714,0.3534076675902437,0.12465193937098597,0.027379824632321418,0.03833380434870295,0.0004009875426938151,0.022181638434365058,0.027576252039155657,2.3784433610187017e-05,7.36523968990896e-05,6.459264580560914e-06,7.60162035967487e-05,2.6939133883909407e-07,6.278040771945827e-06,0.00015440944825005797,0.00012583931885133844,4.438532771770639e-05,9.749246544348438e-06,1.3649675065381701e-05,1.4278128028327675e-07,7.898307047552656e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,3.87,19.440848790180723,-0.1456543851254537
200.0,6.0333142592,0.9899990100009901,0.0029259970740029262,0.0033689966310033693,0.00039199960800039203,0.0029469970530029473,1.1999988000012002e-05,0.00035499964500035504,0.027763569917528652,0.00037447445117559647,0.9930324800514496,0.000960172547286542,0.0027417092136113835,0.0002479819143127065,0.0027683218875669607,9.995009378387938e-06,0.00023933937639447798,0.4133579413513417,0.37661524964852516,0.12261187053397639,0.02776873826409621,0.036911874445661484,0.00039313215537310054,0.022341193601025964,0.027570126690285298,2.6657817649481493e-05,7.611963544563214e-05,6.884863216303425e-06,7.68584982796902e-05,2.7749714170322814e-07,6.644915510545796e-06,0.00015479198822661807,0.0001410327889164917,4.59150129258241e-05,1.0398683021286213e-05,1.3822553924901608e-05,1.4721794812282114e-07,8.366206212351945e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,3.87,19.411288869085784,-0.14628988573853263
200.0,6.3326404331,0.9899990100009901,0.0029259970740029262,0.0033689966310033693,0.00039199960800039203,0.0029469970530029473,1.1999988000012002e-05,0.00035499964500035504,0.027764506252247433,0.00039286755107365495,0.9927979719051028,0.0010656495478829312,0.0028190376818331957,0.0002621350993274911,0.0027935823812831008,1.024744602147891e-05,0.00025137593854910104,0.39497332570638377,0.39841353769711924,0.12028366402361404,0.02799963443330249,0.03556111369632066,0.00038456936398880586,0.022384155079270985,0.027564545498177797,2.9587233534900294e-05,7.826918934257887e-05,7.278051604211628e-06,7.756243549130292e-05,2.8451527913291925e-07,6.979328817511082e-06,0.00015517220320968408,0.00015652375086965854,4.725554851912354e-05,1.1000147810769134e-05,1.3970807651325306e-05,1.5108482424823518e-07,8.794008188846107e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,3.87,19.382466241826894,-0.14624402315519447
200.0,6.631966607,0.9899990100009901,0.0029259970740029262,0.0033689966310033693,0.00039199960800039203,0.0029469970530029473,1.1999988000012002e-05,0.00035499964500035504,0.027765507544867767,0.0004112542725239528,0.9925774294858405,0.0011728376260530403,0.0028867829828478,0.0002752077322757659,0.0028149177009348203,1.0467387178335111e-05,0.00026235708486979794,0.3782345792075562,0.4188864713361663,0.11778061961089555,0.028102430666163785,0.03428458587913218,0.00037562998490918214,0.022335683315176758,0.02755941610725456,3.256443195508049e-05,8.015299469065648e-05,7.641282366908728e-06,7.815761866348758e-05,2.906323176751157e-07,7.284477619401888e-06,0.00015555058671540693,0.00017226885103948067,4.843778303549926e-05,1.155724467976801e-05,1.4099682424507491e-05,1.5447943618200907e-07,9.185645193108408e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,3.87,19.35426828301896,-0.1456250438246407
200.0,6.9312927809,0.9899990100009901,0.0029259970740029262,0.0033689966310033693,0.00039199960800039203,0.0029469970530029473,1.1999988000012002e-05,0.00035499964500035504,0.02776656330644151,0.0004296353504114417,0.9923685744974946,0.0012814882814612344,0.002946472726742112,0.0002872891490418403,0.002833123996743945,1.066023965115066e-05,0.00027239110886520285,0.3629299685249088,0.43812012399450695,0.11518349251692836,0.028102022790960603,0.03308176162413806,0.0003665439196713995,0.022216086628885856,0.0275546648471078,3.55825254936563e-05,8.18134214977882e-05,7.97703234412397e-06,7.866611681058934e-05,2.9599821913551273e-07,7.563364968417456e-06,0.0001559275442020127,0.0001882318929946843,4.948690016912419e-05,1.207362240906468e-05,1.421309424761434e-05,1.5748022536920507e-07,9.544816163572319e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,3.87,19.326603273234426,-0.14452088763379578
200.0,7.2306189549,0.9899990100009901,0.0029259970740029262,0.0033689966310033693,0.00039199960800039203,0.0029469970530029473,1.1999988000012002e-05,0.00035499964500035504,0.02776766512692226,0.00044801140556816906,0.9921695738310932,0.0013913937882947828,0.0029993548788398634,0.00029846574307226034,0.002848804115768295,1.0830365539774327e-05,0.0002815772773918825,0.34888265436262017,0.4561995899713474,0.11254955596409946,0.028018964445355933,0.031950105460239235,0.0003574697128616521,0.022041660083476272,0.02755023247526297,3.8635756773049295e-05,8.328508187242582e-05,8.287696805488544e-06,7.91046386988519e-05,3.0073396351061216e-07,7.818743545968293e-06,0.00015630340835935116,0.00020438261952268575,5.042348476354951e-05,1.2552815643728466e-05,1.4314011655293013e-05,1.6015050850719857e-07,9.874915115054012e-06,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,3.87,19.299396108409788,-0.14300342721806913
200.0,7.5299451288,0.9899990100009901,0.0029259970740029262,0.0033689966310033693,0.00039199960800039203,0.0029469970530029473,1.1999988000012002e-05,0.00035499964500035504,0.027768806194750976,0.00046638296231184116,0.9919789415130817,0.0015023800781392158,0.0030464520387089742,0.0003088188307283262,0.0028624210662832254,1.0981301185866138e-05,0.0002900051718727896,0.33594377368286954,0.473206986577771,0.10991913649588257,0.02787013337351259,0.030886027591674903,0.00034851538809911375,0.021825426890190194,0.027546070976150982,4.171930122070271e-05,8.45963362445135e-05,8.575530259784498e-06,7.948601583739133e-05,3.0493762439650585e-07,8.053097413210942e-06,0.00015667845234043545,0.00022069567618680048,5.1264412493709324e-05,1.299815536276491e-05,1.4404717042250602e-05,1.6254163911292565e-07,1.0179007246767417e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,3.87,19.272584938350626,-0.1411317564861072
200.0,7.8292713027,0.9899990100009901,0.0029259970740029262,0.0033689966310033693,0.00039199960800039203,0.0029469970530029473,1.1999988000012002e-05,0.00035499964500035504,0.027769980942148453,0.0004847504638526136,0.991795464111181,0.0016143008081488989,0.003088605576190662,0.000318423613156102,0.00287433513261693,1.1115929448410783e-05,0.0002977548292580183,0.32398710796493124,0.48922025861913304,0.10732031866608474,0.027669338891235115,0.029885455167437843,0.00033975315136947645,0.02157776753980858,0.027542141136876776,4.482910267718977e-05,8.577051798862812e-05,8.842617668875004e-06,7.982023185411989e-05,3.086891489366342e-07,8.268645933927834e-06,0.00015705290086826722,0.00023714974729172031,5.202357425419488e-05,1.3412724862021383e-05,1.4486988254861983e-05,1.6469549772174096e-07,1.0459832823826078e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,3.87,19.2461185312385,-0.13895476145136598
200.0,8.1285974766,0.9899990100009901,0.0029259970740029262,0.0033689966310033693,0.00039199960800039203,0.0029469970530029473,1.1999988000012002e-05,0.00035499964500035504,0.02777118477950171,0.0005031142854828015,0.9916181436630881,0.0017270324769558235,0.003126511042414582,0.0003273488291720384,0.0028848300609192446,1.123661443309555e-05,0.000304897313017033,0.3129049281848869,0.5043125422191524,0.10477233398512813,0.027427852641130346,0.028944172832571627,0.00033122979371239127,0.02130694034341802,0.027538410698374094,4.79617380377407e-05,8.682691587404787e-05,9.090864822290218e-06,8.011514867924952e-05,3.120540957175124e-07,8.467359618569597e-06,0.0001574269393677867,0.00025372684433860404,5.271245795129318e-05,1.3799344483869864e-05,1.4562226833549989e-05,1.6664644099422547e-07,1.0719826066703434e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,3.87,19.219954203469246,-0.1365131196704752
200.0,8.4279236505,0.9899990100009901,0.0029259970740029262,0.0033689966310033693,0.00039199960800039203,0.0029469970530029473,1.1999988000012002e-05,0.00035499964500035504,0.02777241389398075,0.0005214747457024415,0.9914461537486567,0.0018404704304249859,0.003160746387362795,0.0003356568261627182,0.002894131814429387,1.1345306666836677e-05,0.00031149548629647717,0.30260472383768444,0.5185519074070745,0.10228800713113112,0.027154860149121975,0.02805802212616118,0.00032297407637793356,0.02101950527244866,0.02753485293550297,5.111430655339561e-05,8.778155688374394e-05,9.322000302530956e-06,8.037702661407042e-05,3.1508655250552735e-07,8.650981571532573e-06,0.00015780072141161403,0.00027041172404862013,5.334061250711612e-05,1.4160573790848744e-05,1.4631549953153378e-05,1.6842282434766382e-07,1.0961141166741293e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,3.87,19.194056188779754,-0.13384089313116476
200.0,8.7272498244,0.9899990100009901,0.0029259970740029262,0.0033689966310033693,0.00039199960800039203,0.0029469970530029473,1.1999988000012002e-05,0.00035499964500035504,0.027773665095143344,0.000539832115485093,0.9912788054652532,0.001954525605791847,0.0031917943854912908,0.0003434038697884337,0.0029024221965739737,1.1443625278509295e-05,0.0003176048518227763,0.2930066036572346,0.5320013495269666,0.0998755267428985,0.026857838455073373,0.027223014051347715,0.00031500199331137844,0.02072066557316776,0.02753144555890569,5.428433959514492e-05,8.864782831519396e-05,9.537584071880171e-06,8.061090205235584e-05,3.178314159596336e-07,8.821050787118416e-06,0.00015817437470338713,0.0002871914139560668,5.391601688680688e-05,1.4498723750559142e-05,1.469585726521945e-05,1.7004819243130256e-07,1.118568073062229e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,3.87,19.16839434876007,-0.1309667449295091
200.0,9.0265759983,0.9899990100009901,0.0029259970740029262,0.0033689966310033693,0.00039199960800039203,0.0029469970530029473,1.1999988000012002e-05,0.00035499964500035504,0.027774935695362196,0.0005581866259858538,0.9911155209028786,0.0020691218799754156,0.0032200604589580684,0.00035064057748600177,0.0029098488766583293,1.1532922389175028e-05,0.0003232743816543296,0.28404121228024515,0.5447189378092193,0.09753973140860384,0.02654286839791847,0.026435388180421307,0.00030732053476744287,0.020414541388824543,0.027528169859752857,5.7469727162184106e-05,8.943697218273883e-05,9.739019491858364e-06,8.082086543240701e-05,3.2032617773893933e-07,8.97892516240698e-06,0.0001585480059236417,0.0003040548260063262,5.4445373574534986e-05,1.4815874155020655e-05,1.4755880135055687e-05,1.715422123980072e-07,1.1395123978876538e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,3.87,19.14294314875886,-0.12791494208007137
200.0,9.3259021723,0.9899990100009901,0.0029259970740029262,0.0033689966310033693,0.00039199960800039203,0.0029469970530029473,1.1999988000012002e-05,0.00035499964500035504,0.02777622341635563,0.0005765384749180352,0.9909558123301769,0.0021841939082905106,0.003245886868930388,0.0003574124037986524,0.0029165328589363846,1.1614333760826638e-05,0.0003285472961064165,0.27564804696035505,0.5567580579382567,0.09528304660126187,0.026214891000200916,0.025691638977318482,0.00029993038779001316,0.020104388134816877,0.027525010039019176,6.06686579813202e-05,9.015847885562551e-05,9.927566779688082e-06,8.101026829095943e-05,3.2260232937284264e-07,9.125803099491373e-06,0.00015892170460865803,0.00032099244162204956,5.493434237303559e-05,1.511389327739836e-05,1.4812218354127946e-05,1.7292140835802906e-07,1.1590953274407564e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,3.87,19.117680840790474,-0.12470613409194797
200.0,9.6252283462,0.9899990100009901,0.0029259970740029262,0.0033689966310033693,0.00039199960800039203,0.0029469970530029473,1.1999988000012002e-05,0.00035499964500035504,0.027777526315492074,0.000594887831821056,0.9907992657549267,0.002299685359356206,0.0032695640490467163,0.0003637601338326231,0.002922574111033099,1.1688818821809341e-05,0.00033346177298282717,0.267774087402757,0.5681677056251707,0.09310616934624513,0.025877917009656977,0.024988522261691713,0.00029282787900464425,0.0197927704754738,0.0275219526778777,6.387957058686885e-05,9.082040141258198e-05,1.0104356690062608e-05,8.118187927819777e-05,3.24686472419828e-07,9.262743174241126e-06,0.00015929554627288806,0.00033799605451010186,5.538772721155184e-05,1.5394457941920064e-05,1.4865367828669974e-05,1.7419974203783135e-07,1.1774478313886421e-05,19.912634119959,0.02777524771620771,0.00014972642075782548,309.1473760575555,82.3795680252517,2.3922586739869414,78.4118485137822,34.052431631256816,56.55314330349872,61.77794369140718,75.52930996715713,55.44611770258769,63.65845399182276,3.87,19.09258880832829,-0.12135798217969551
