temperature,pressure,z_carbon dioxide,z_hydrogen,z_argon,z_carbon monoxide,z_hydrogen sulfide,Tc,Pc,Tr,Pr,P_bubble,P_dew,liquid_density,vapor_density,x_carbon dioxide,x_hydrogen,x_argon,x_carbon monoxide,x_hydrogen sulfide,y_carbon dioxide,y_hydrogen,y_argon,y_carbon monoxide,y_hydrogen sulfide,gamma,interfacial_thickness,E_carbon dioxide,E_hydrogen,E_argon,E_carbon monoxide,E_hydrogen sulfide,gamma0_CO2,rhoL0_CO2,rhoV0_CO2,Tc_CO2,Psat_CO2
200.0,2.412521077703336,0.99,0.002825,0.00318,0.001426,0.002569,308.84,83.72,0.6475845097785261,0.02881654416750282,11.098683568914682,2.3886347303993425,1221.3203254991704,6.603988376857161,0.9949687719177762,4.619289116133572e-06,4.609596724373231e-05,9.873346826527264e-06,0.004970639479037318,0.9869822577991838,0.0045379347119259665,0.005083350487697342,0.0022860727169007606,0.0011103842842920314,19.95972793095938,0.604445636790144,1.000000000869162,2.0356828640724576,4.651812165164066,6.804565570563613,1.000000000170721,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,2.708216789962722,0.99,0.002825,0.00318,0.001426,0.002569,308.84,83.72,0.6475845097785261,0.03234850441904828,11.098683568914682,2.3886347303993425,1221.642458006493,7.025909574363596,0.9966760908925448,5.292179643745167e-05,0.0004654588097116936,0.00010720724115056876,0.0026983212601554246,0.8852868481083063,0.04630449281359308,0.045757036255203797,0.022111000952469928,0.0005406218704268937,19.873930040483057,0.6066100111438211,1.0000000008926868,2.0285725704271615,4.623849275297608,6.7668719390724,1.0000000001835254,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.0039125022221085,0.99,0.002825,0.00318,0.001426,0.002569,308.84,83.72,0.6475845097785261,0.03588046467059375,11.098683568914682,2.3886347303993425,1221.5028065005497,7.40689684427665,0.9962117131518973,0.00010795921779601514,0.0008361727322449023,0.00020626875859624448,0.002637886139465614,0.8015617048818872,0.08524904635322313,0.07428225530169857,0.03842772078329509,0.0004792726798960217,19.81509681877791,0.6086021869807453,1.0000000008832475,2.0226110101495225,4.607696402970991,6.734745908101025,1.0000000001862102,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.2996082144814944,0.99,0.002825,0.00318,0.001426,0.002569,308.84,83.72,0.6475845097785261,0.03941242492213921,11.098683568914682,2.3886347303993425,1221.3591579691786,7.754450385869634,0.995754307008311,0.00016903629493360368,0.0011561345968930383,0.0003038137979279336,0.0026167083019344437,0.7326309920864545,0.1216164970195454,0.09370006265843589,0.051617265273892876,0.00043518296167141703,19.760613389320845,0.6105082069188456,1.000000000886082,2.0171583006380116,4.593059686198908,6.704974724511322,1.000000000192544,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.595303926740881,0.99,0.002825,0.00318,0.001426,0.002569,308.84,83.72,0.6475845097785261,0.04294438517368467,11.098683568914682,2.3886347303993425,1221.2181256828044,8.070404368737602,0.9953296315409119,0.0002359329676665634,0.0014305333874787146,0.00039821067464517964,0.0026056914292976125,0.6749059397412104,0.15589367599341203,0.10661051559849503,0.062190108950255854,0.00039975971662672754,19.709990553103754,0.612277533248745,1.0000000008942722,2.0121369814729455,4.579610267771994,6.677287181527426,1.0000000002009877,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,3.890999639000267,0.99,0.002825,0.00318,0.001426,0.002569,308.84,83.72,0.6475845097785261,0.04647634542523013,11.098683568914682,2.3886347303993425,1221.0812504695014,8.357119711750768,0.9949396660998902,0.000308307659188866,0.0016649904544783739,0.00048820853177361664,0.0025988272546689393,0.6258605494715862,0.18834907138458276,0.11486259803305512,0.0705575694309338,0.0003702116798420877,19.66290915671233,0.6139605920960798,1.0000000009103973,2.0074908838470713,4.567243091210712,6.651467196461962,1.0000000002106828,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.186695351259653,0.99,0.002825,0.00318,0.001426,0.002569,308.84,83.72,0.6475845097785261,0.0500083056767756,11.098683568914682,2.3886347303993425,1220.9490305066213,8.61728730340134,0.9945821700504088,0.0003857339315574704,0.0018650530352747462,0.0005729633335577376,0.0025940796492012245,0.5836726676046522,0.21912873026079888,0.11978389870744796,0.07706965994666212,0.00034504348043883516,19.619048125986044,0.6155496436523329,1.0000000009319616,2.0031732990095317,4.555857722655677,6.62731580007322,1.0000000002210856,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.482391063519039,0.99,0.002825,0.00318,0.001426,0.002569,308.84,83.72,0.6475845097785261,0.053540265928321056,11.098683568914682,2.3886347303993425,1220.82154925154,8.853712762636958,0.9942538066310923,0.0004677407198079166,0.00203587922703325,0.0006520096951954701,0.0025905637268710197,0.5469961534590123,0.24831686622321184,0.12233207889963804,0.08203161091508505,0.00032329050305277533,19.578080025958158,0.6170344818035651,1.000000000952585,1.9991432519170387,4.545352893197829,6.604645519182197,1.0000000002316944,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,4.778086775778425,0.99,0.002825,0.00318,0.001426,0.002569,308.84,83.72,0.6475845097785261,0.057072226179866514,11.098683568914682,2.3886347303993425,1220.6986713302015,9.069148278410363,0.9939510586029637,0.0005538463244366326,0.002182068646584409,0.0007251957164731134,0.0025878307095421734,0.514815442609995,0.2759713292591372,0.12319886484870148,0.08571008858196962,0.00030427470019670877,19.539683495685573,0.6184582052447951,1.0000000009714471,1.9954165693068613,4.5356294596046665,6.583281292331202,1.0000000002418545,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.073782488037811,0.99,0.002825,0.00318,0.001426,0.002569,308.84,83.72,0.6475845097785261,0.06060418643141198,11.098683568914682,2.3886347303993425,1220.5801383477965,9.266180101209907,0.9936705813561719,0.0006435834135128471,0.0023076032058204406,0.0007926045079591738,0.0025856275165356012,0.48635014064744025,0.30214275115847117,0.12288379622545482,0.0883358160552975,0.00028749591333631204,19.50355466628537,0.6198181732223013,1.000000000988275,1.9919386390777616,4.526593721150683,6.563062504781028,1.0000000002561054,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.3694782002971975,0.99,0.002825,0.00318,0.001426,0.002569,308.84,83.72,0.6475845097785261,0.06413614668295745,11.098683568914682,2.3886347303993425,1220.465627769229,9.447165037793178,0.9934093456800593,0.0007365151406681656,0.0024158599332358252,0.0008544792925137426,0.0025837999535228058,0.4609907577702986,0.32688360142174533,0.12174737204460283,0.09010569538970742,0.0002725733736457782,19.469414563699047,0.6211044957708914,1.0000000010030796,1.9886444935530323,4.518159665735137,6.543844422234539,1.000000000270219,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.665173912556583,0.99,0.002825,0.00318,0.001426,0.002569,308.84,83.72,0.6475845097785261,0.06766810693450291,11.098683568914682,2.3886347303993425,1220.3547915631589,9.614204139987539,0.9931646831049461,0.0008322438859097998,0.0025096637651579197,0.0009111608344594615,0.0025822484095266727,0.43825437723254906,0.350251401548364,0.12004954778457207,0.09118546298454838,0.0002592104499664895,19.43701267573998,0.6223273532484612,1.0000000010162107,1.985509344041415,4.510250074452432,6.52549862283368,1.000000000282757,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,5.960869624815969,0.99,0.002825,0.00318,0.001426,0.002569,308.84,83.72,0.6475845097785261,0.07120006718604836,11.098683568914682,2.3886347303993425,1220.247281202826,9.769141594433405,0.9929342825832841,0.0009304145602308999,0.0025913575214579704,0.0009630398031366858,0.002580905531890385,0.4177534186835681,0.3723088551324355,0.1179776162494567,0.09171293809173148,0.00024717184280822514,19.406127650798524,0.6235353211542098,1.0000000010270484,1.982511590038603,4.50279674509441,6.5079125449892326,1.0000000002937584,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.256565337075356,0.99,0.002825,0.00318,0.001426,0.002569,308.84,83.72,0.6475845097785261,0.07473202743759384,11.098683568914682,2.3886347303993425,1220.1427629722698,9.91357887588158,0.9927161635971304,0.0010307142901350129,0.0026628749121644594,0.0010105231076206103,0.0025797240929494674,0.39917320637313897,0.3931225777784538,0.11566636049487837,0.09180158724736039,0.00023626810616856925,19.37656612353353,0.6246919281881056,1.0000000010357075,1.9796325389185716,4.495740135620104,6.490988424614614,1.0000000003032825,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.552261049334742,0.99,0.002825,0.00318,0.001426,0.002569,308.84,83.72,0.6475845097785261,0.0782639876891393,11.098683568914682,2.3886347303993425,1220.0409264849181,10.048896875006442,0.9925086394976902,0.001132869935359142,0.0027258088897673376,0.0010540116954206528,0.002578669981762708,0.38225558243457347,0.4127613824602908,0.11321259416345064,0.0915440961696108,0.00022634477207423355,19.348160485469037,0.6258034900198205,1.0000000010423535,1.9768560988138735,4.489028677210869,6.474641892536128,1.0000000003114307,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,6.847956761594128,0.99,0.002825,0.00318,0.001426,0.002569,308.84,83.72,0.6475845097785261,0.08179594794068476,11.098683568914682,2.3886347303993425,1219.941488626712,10.176281124957631,0.992310278660442,0.0012366444878729131,0.0027814719007552024,0.0010938870020968433,0.0025777179488331295,0.36678674935250327,0.4312946122792587,0.11068564269905458,0.09101572116632925,0.00021727450285421093,19.320766171205427,0.6268754077687362,1.0000000010471857,1.974168466791852,4.482617936499109,6.458800442088861,1.0000000003184322,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,7.143652473853514,0.99,0.002825,0.00318,0.001426,0.002569,308.84,83.72,0.6475845097785261,0.08532790819223023,11.098683568914682,2.3886347303993425,1219.8441945586544,10.296747130088148,0.9921198674107529,0.0013418330488543175,0.00283094708776608,0.0011305035397197335,0.0025768489129068877,0.3525881220790396,0.4487907367270302,0.10813490008112066,0.090277289807478,0.00020895130533162963,19.294258844481643,0.6279433634716511,1.000000001050431,1.971557829508165,4.476469743413466,6.4434019090165835,1.0000000003243004,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,7.4393481861129,0.99,0.002825,0.00318,0.001426,0.002569,308.84,83.72,0.6475845097785261,0.08885986844377568,11.098683568914682,2.3886347303993425,1219.7488169381575,10.411164128166515,0.991936376557093,0.0014482588115261605,0.0028751308119777533,0.001164185623462604,0.0025760481959405056,0.3395093555693404,0.46531627506947965,0.10559528377175079,0.0893777994014037,0.00020128618802536696,19.268531695022947,0.6289845727077228,1.0000000010523384,1.969014087186027,4.470551353778531,6.428393047542475,1.0000000003291554,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,7.735043898372286,0.99,0.002825,0.00318,0.001426,0.002569,308.84,83.72,0.6475845097785261,0.09239182869532114,11.098683568914682,2.3886347303993425,1219.655154147579,10.520276487377659,0.9917589321660089,0.0015557692896401116,0.0029147674601457093,0.0011952267525908021,0.002575304331614551,0.32742296730917025,0.48093503410014865,0.10309118055932269,0.08835661418040254,0.00019420385095573044,19.243492967968045,0.6299967199472796,1.0000000010531218,1.9665286063156586,4.4648346825976555,6.41381326536827,1.0000000003331262,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,8.030739610631674,0.99,0.002825,0.00318,0.001426,0.002569,308.84,83.72,0.6475845097785261,0.09592378894686662,11.098683568914682,2.3886347303993425,1219.563028045026,10.624722474154412,0.9915867905659249,0.0016642329076346203,0.002950477686664395,0.001223890599415291,0.0025746082403606653,0.3162201447680041,0.49570761491274984,0.10063930835026373,0.08724529184057463,0.00018764012840759203,19.21906375732207,0.6309828243475508,1.0000000010530532,1.9640940026251188,4.459295623378127,6.399582996313508,1.0000000003363645,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,8.326435322891058,0.99,0.002825,0.00318,0.001426,0.002569,308.84,83.72,0.6475845097785261,0.09945574919841206,11.098683568914682,2.3886347303993425,1219.4722815599125,10.725050431539536,0.9914193172484792,0.0017735359921046416,0.0029827812168383232,0.0012504128970955003,0.002573952645482388,0.305807443751767,0.5096911344993912,0.09825079797426728,0.0860690837849543,0.0001815399896202967,19.19517611548814,0.631950943403809,1.0000000010523522,1.9617039533157463,4.453913454843604,6.38561964110496,1.000000000339006,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,8.622131035150446,0.99,0.002825,0.00318,0.001426,0.002569,308.84,83.72,0.6475845097785261,0.10298770944995754,11.098683568914682,2.3886347303993425,1219.3827763249858,10.82173256837695,0.9912559692068222,0.0018835801600094993,0.003012115218776027,0.0012750037624807387,0.0025733316519114535,0.29610416430020925,0.5229391103350364,0.09593271235624251,0.0848481570495696,0.000175855958942248,19.17177139702228,0.6329252904729921,1.0000000010512173,1.9593548257842288,4.448670331969952,6.371894698044781,1.0000000003411722,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,8.91782674740983,0.99,0.002825,0.00318,0.001426,0.002569,308.84,83.72,0.6475845097785261,0.10651966970150299,11.098683568914682,2.3886347303993425,1219.294390451,10.91517662399398,0.9910962802239369,0.001994280075575553,0.0030388491016707696,0.001297850161701093,0.0025727404371156926,0.2870402470884578,0.5355014636098375,0.0936891585584144,0.08359858388804015,0.00017054685525013787,19.148798864330175,0.6338793667563387,1.0000000010498473,1.9570854929267572,4.4435508522274905,6.358383585484282,1.000000000342986,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
200.0,9.213522459669218,0.99,0.002825,0.00318,0.001426,0.002569,308.84,83.72,0.6475845097785261,0.11005162995304847,11.098683568914682,2.3886347303993425,1219.2070164954678,11.005735690982737,0.9909398486499331,0.0021055615374965327,0.003063296449391849,0.0013191183423160412,0.002572175020862441,0.2785545736508353,0.5474246051855591,0.09152210415132726,0.08233314023505728,0.00016557677722089332,19.12621450343996,0.6348149245363743,1.0000000010484138,1.9548453247050679,4.438541688369421,6.34506504846282,1.000000000344552,19.91263411996264,1222.376153128829,6.589392400662558,309.1473760575555,2.3922586739869414
